iTrial,x,y,node,timestamp
1,280.0008406731928,449.2004208304021,down,1729249645781
1,265.0004230332054,459.20042083040795,down,1729249646835
1,269.4217267095788,455.40047170811584,leg_end_0,1729249646842
1,269.74357834631803,454.51742083040875,leg_end_0,1729249646865
1,269.8597763457291,454.1994208304036,leg_end_0,1729249646879
1,270.61942270561065,452.1114208304056,leg_end_0,1729249646891
1,271.816747595421,448.8224208304054,leg_end_0,1729249646908
1,274.6455311913535,441.0504208304043,leg_end_0,1729249646925
1,277.03781547402633,434.4774208304036,leg_end_0,1729249646941
1,278.23459794776727,431.1874208304076,leg_end_0,1729249646958
1,279.3160442361498,428.21742083040147,leg_end_0,1729249646975
1,280.07575734003325,426.1304208304058,leg_end_0,1729249646991
1,281.5958368651953,421.9564208304085,leg_end_0,1729249647008
1,283.1974480212126,417.55242083040304,leg_end_0,1729249647025
1,285.4766880166273,411.2924208304056,leg_end_0,1729249647041
1,288.39855453556635,403.26442083040075,leg_end_0,1729249647058
1,291.4350712097067,394.91942083040965,leg_end_0,1729249647075
1,295.2318494747967,384.49042083040285,leg_end_0,1729249647091
1,301.18938657678274,368.1214208304037,leg_end_0,1729249647108
1,309.18899040502833,346.1434208304015,leg_end_0,1729249647125
1,313.8843453419158,333.24043100594776,leg_end_0,1729249647141
1,313.8843453419158,333.24043100594776,leg_end_0,1729249647159
1,313.8843453419158,333.24043100594776,leg_end_0,1729249647175
1,313.8843453419158,333.24043100594776,leg_end_0,1729249647191
1,313.8843453419158,333.24043100594776,leg_end_0,1729249647208
1,313.8843453419158,333.24043100594776,leg_end_0,1729249647225
1,313.8843453419158,333.24043100594776,leg_end_0,1729249647241
1,313.8843453419158,333.24043100594776,leg_end_0,1729249647258
1,313.8843453419158,333.24043100594776,leg_end_0,1729249647275
1,313.8843453419158,333.24043100594776,leg_end_0,1729249647291
1,313.8843453419158,333.24043100594776,leg_end_0,1729249647308
1,313.8843453419158,333.24043100594776,leg_end_0,1729249647358
1,370.00062990384,258.2004208304077,up,1729249647412
1,567.000017410533,235.20042083040184,down,1729249648219
1,575.0006857364332,231.20042083040948,down,1729249649163
1,576.9655211679,232.28342083040985,tail_end,1729249649175
1,576.5353192463502,232.5324208304081,tail_end,1729249649194
1,575.3528211009457,233.21542083040688,tail_end,1729249649208
1,572.6700324786015,234.7634208304037,tail_end,1729249649225
1,559.7859792922209,242.2034208304014,tail_end,1729249649241
1,551.9481357846563,246.72742083040657,tail_end,1729249649258
1,546.4696710516547,249.89042083040755,tail_end,1729249649274
1,535.1904338633738,256.40242083040545,tail_end,1729249649291
1,522.7306560440576,263.59642083040194,tail_end,1729249649308
1,511.4523975484262,270.10842083040365,tail_end,1729249649325
1,506.4034638214809,273.023420830405,tail_end,1729249649341
1,505.6547949514107,273.45542083041016,tail_end,1729249649358
1,504.4721249998318,274.1374208304031,tail_end,1729249649375
1,503.2909202847442,274.8204208304057,tail_end,1729249649425
1,500.6111063998721,276.36742083040633,tail_end,1729249649441
1,497.4957638842132,278.16542083040963,tail_end,1729249649458
1,494.81687614481643,279.7124208304084,tail_end,1729249649475
1,492.4551299420081,281.075420830401,tail_end,1729249649491
1,493.2087488666488,280.64142083040076,tail_end,1729249649636
1,493.96035567372235,280.20642083040883,tail_end,1729249649652
1,494.7120321781219,279.7724208304101,tail_end,1729249649660
1,495.46571844394015,279.33842083041003,tail_end,1729249649684
1,496.2173962512371,278.90342083041,tail_end,1729249649700
1,497.7266980154276,278.0324208304029,tail_end,1729249649716
1,498.478509058607,277.5984208304023,tail_end,1729249649739
1,499.98614296152465,276.7274208304026,tail_end,1729249649755
1,500.73884608412186,276.29342083040507,tail_end,1729249649763
1,501.49037366137316,275.8594208304035,tail_end,1729249649774
1,503.4245389771223,274.74342083040744,tail_end,1729249649791
1,504.6084697162548,274.05942083040884,tail_end,1729249649808
1,505.35903329189813,273.6254208304032,tail_end,1729249651442
1,506.54346592674113,272.94142083040475,tail_end,1729249651458
1,507.29583506135134,272.50742083040876,tail_end,1729249651562
1,508.0473690052754,272.0734208304028,tail_end,1729249652036
1,507.29907906963604,272.50542083040824,tail_end,1729249652092
1,506.5515759355482,272.9374208304052,tail_end,1729249652116
1,505.36940270041947,273.6204208304049,tail_end,1729249652172
1,504.620734100325,274.05242083040883,tail_end,1729249652528
1,503.4395873178622,274.7344208304083,tail_end,1729249652544
1,502.2572865999303,275.41642083040534,tail_end,1729249652606
1,507.0008778716649,286.20042083040437,up,1729249653494
1,218.00002133716134,246.200420830408,down,1729249656013
1,221.79958048247136,243.11742083040687,head_neck,1729249656025
1,222.54833287635714,243.54942083040206,head_neck,1729249656041
1,221.67196736638994,243.0434208304009,head_neck,1729249656058
1,222.42067207491593,243.47542083040278,head_neck,1729249656075
1,223.1693698541727,243.90842083040172,head_neck,1729249656178
1,223.9186671035775,244.3404208304089,head_neck,1729249656191
1,227.0342216604915,246.1394208304096,head_neck,1729249656207
1,230.15038525961344,247.93842083041034,head_neck,1729249656224
1,238.62718980148432,252.83342083040566,head_neck,1729249656241
1,247.10441772976287,257.7274208304037,head_neck,1729249656258
1,254.83488374385766,262.1904208304052,head_neck,1729249656274
1,264.1805338511705,267.58542083040294,head_neck,1729249656291
1,272.2031561214261,272.2184208304008,head_neck,1729249656307
1,280.7897919465885,277.17542083040905,head_neck,1729249656324
1,287.3301564300434,280.9514208304039,head_neck,1729249656341
1,289.6905695464178,282.3144208304061,head_neck,1729249656358
1,292.8066213515372,284.1134208304055,head_neck,1729249656374
1,295.0279105503086,285.39542083041067,head_neck,1729249656391
1,295.45183706296757,285.6404208304032,head_neck,1729249656408
1,296.85417437700573,286.45042083040573,head_neck,1729249656424
1,296.85417437700573,286.45042083040573,head_neck,1729249656441
1,296.85417437700573,286.45042083040573,head_neck,1729249656457
1,296.85417437700573,286.45042083040573,head_neck,1729249656474
1,296.85417437700573,286.45042083040573,head_neck,1729249656491
1,296.85417437700573,286.45042083040573,head_neck,1729249656512
1,296.85417437700573,286.45042083040573,head_neck,1729249656574
1,296.85417437700573,286.45042083040573,head_neck,1729249656592
1,296.85417437700573,286.45042083040573,head_neck,1729249656624
1,296.85417437700573,286.45042083040573,head_neck,1729249656686
1,296.85417437700573,286.45042083040573,head_neck,1729249656694
1,296.85417437700573,286.45042083040573,head_neck,1729249656710
1,296.1013484390771,286.01542083040226,head_neck,1729249656716
1,307.00004186044055,293.20042083040823,up,1729249656716
1,217.00048004693897,333.20042083040636,down,1729249657867
1,211.6638407227662,334.76542083040545,head_end,1729249657875
1,209.7303382329836,335.88142083041004,head_end,1729249657944
1,208.54746710840163,336.565420830401,head_end,1729249657957
1,205.1083927314161,338.5504208304094,head_end,1729249657974
1,202.74071043540548,339.9174208304106,head_end,1729249657991
1,200.80753841285787,341.03342083040894,head_end,1729249658007
1,198.43982014597404,342.4004208304087,head_end,1729249658024
1,196.93575294989017,343.26842083040725,head_end,1729249658056
1,196.50040939277832,343.52042083041033,head_end,1729249658064
1,195.74973537630103,343.9544208304078,head_end,1729249658108
1,195.3130513613409,344.2054208304046,head_end,1729249658126
1,194.56234967138806,344.6394208304015,head_end,1729249658141
1,193.3787271226198,345.3224208304056,head_end,1729249658476
1,192.19594574025803,346.0054208304065,head_end,1729249658491
1,191.4445719683152,346.4394208304026,head_end,1729249658507
1,190.2607809198157,347.12242083040593,head_end,1729249658634
1,189.510199534959,347.55642083040425,head_end,1729249658872
1,188.32664419337132,348.2394208304078,head_end,1729249659014
1,194.00038755087638,347.2004208304044,up,1729249659442
2,286.00088137225987,403.759920692186,down,1729249663078
2,270.00054660701306,398.759920692189,down,1729249663934
2,276.8325593574709,397.5999206921902,leg_end_0,1729249663942
