trial,true_choice,predicted_choice,hit,nonhit,rating,origin_true_choice_probability,origin_posterior,origin_pred_probs,origin_entropy,origin_top1_hypothesis,origin_top1_probability,origin_top3_mass
70,4,4,1,0,1,0.7123838295345544,"{""1"": 0.00848238371322178, ""15"": 0.00865336586828427, ""40"": 0.0094048998710817, ""42"": 0.5282608488906428, ""48"": 0.19115009527435062, ""55"": 0.12156709020928402, ""91"": 0.08165430392418808, ""103"": 0.050827012248946625}","[0.06372600017170502, 0.1574490380667676, 0.06644113222697304, 0.7123838295345544]",1.3910345873369925,42,0.5282608488906428,0.8409780343742774
71,3,3,1,0,2,0.699949437635856,"{""3"": 0.019795187307879186, ""42"": 0.4950089787196898, ""47"": 0.02725533096099551, ""48"": 0.1928261824958001, ""55"": 0.14421482757330614, ""91"": 0.09619598038815429, ""110"": 0.024703512554175047}","[0.03979985636293416, 0.04138524533209422, 0.699949437635856, 0.21886546066911564]",1.4372140968063336,42,0.4950089787196898,0.8320499887887961
72,2,2,1,0,1,0.5005750565006222,"{""26"": 0.01592466572424167, ""40"": 0.016607613700044408, ""42"": 0.5926503194992407, ""48"": 0.02851053852554023, ""55"": 0.19393981477451686, ""91"": 0.12331808730863345, ""103"": 0.029048960467782714}","[0.45003082545733997, 0.5005750565006222, 0.04150021066491054, 0.00789390737712735]",1.2244561899396798,42,0.5926503194992407,0.909908221582391
73,2,2,1,0,2,0.6139982339579536,"{""0"": 0.003446156341800238, ""18"": 0.005469927898392885, ""40"": 0.003701191470267659, ""42"": 0.8510272932942975, ""48"": 0.05213703757105884, ""53"": 0.024588036006160607, ""55"": 0.03175449456243395, ""91"": 0.02787586285558809}","[0.08182850941936147, 0.6139982339579536, 0.2787107354840697, 0.025462521138615173]",0.6604919120206458,42,0.8510272932942975,0.9349188254277903
74,1,1,1,0,1,0.5164100613539636,"{""0"": 0.008012606151097387, ""18"": 0.016765608551000108, ""40"": 0.005172095444124993, ""42"": 0.766620811752955, ""45"": 0.009826827368319182, ""48"": 0.09504187822008306, ""53"": 0.0438601283806517, ""55"": 0.04594229805389118, ""103"": 0.008757746077877285}","[0.5164100613539636, 0.08931026039876061, 0.0853734324354566, 0.30890624581181925]",0.9274399938836814,42,0.766620811752955,0.9076049880269292
75,2,2,1,0,1,0.5663962234278309,"{""0"": 0.010297646069052032, ""18"": 0.006718007390315118, ""31"": 0.009397662865826549, ""42"": 0.7103231977203252, ""48"": 0.10651682248133715, ""50"": 0.02797031120301104, ""53"": 0.07439161698998352, ""55"": 0.04330878884514178, ""87"": 0.0110759464350078}","[0.35235276976516317, 0.5663962234278309, 0.07224064797502099, 0.009010358831985083]",1.0852642441049662,42,0.7103231977203252,0.8912316371916459
76,3,3,1,0,2,0.6636857069205176,"{""0"": 0.00413056987400045, ""31"": 0.003891467333865658, ""42"": 0.7491644291373261, ""48"": 0.1347477252840612, ""53"": 0.04576872306489699, ""57"": 0.00918860388923651, ""67"": 0.028574040133482484, ""87"": 0.005689364845100062, ""102"": 0.018845076438030624}","[0.2664435035473501, 0.03171394176141986, 0.6636857069205176, 0.03815684777071243]",0.9207967385983279,42,0.7491644291373261,0.9296808774862843
77,3,3,1,0,3,0.6885390110507893,"{""19"": 0.002035810116716605, ""42"": 0.7996402940710895, ""48"": 0.13211319925388185, ""55"": 0.026863625370250273, ""57"": 0.001968225280605675, ""67"": 0.01399989261998708, ""87"": 0.0023693548560955093, ""102"": 0.012376697151111499, ""104"": 0.008632901280262}","[0.11953920590608638, 0.05776959215054313, 0.6885390110507893, 0.13415219089258118]",0.7377154344316058,42,0.7996402940710895,0.9586171186952216
78,1,3,0,1,3,0.11580694211730481,"{""31"": 0.0009163795191111419, ""42"": 0.9128376925848742, ""48"": 0.020122354705709028, ""55"": 0.04017868268347399, ""67"": 0.007226704249408841, ""102"": 0.004893939348745004, ""103"": 0.011148625882352874, ""104"": 0.002675621026324795}","[0.11580694211730481, 0.08598189976284935, 0.7748644920162661, 0.023346666103579793]",0.42504625169147336,42,0.9128376925848742,0.9731387299740573
79,4,4,1,0,1,0.8658315093903224,"{""42"": 0.4701353063006659, ""48"": 0.1176372207619216, ""50"": 0.022436104958198432, ""55"": 0.14335711736738727, ""67"": 0.07865303374266722, ""78"": 0.028682480565310548, ""102"": 0.048446293267057926, ""103"": 0.05701404798043207, ""104"": 0.033638395056359106}","[0.007104842738449748, 0.034745232929148294, 0.09231841494207951, 0.8658315093903224]",1.6961765571396334,42,0.4701353063006659,0.7311296444299749
80,4,4,1,0,1,0.5630676950997414,"{""12"": 0.09340739503778624, ""42"": 0.44395909019956814, ""46"": 0.07336414794448885, ""57"": 0.09948981225314682, ""67"": 0.09300098916061299, ""70"": 0.11925766011378419, ""103"": 0.07752090529061278}","[0.07603361600546948, 0.03028243554779942, 0.3306162533469897, 0.5630676950997414]",1.6759226321448037,42,0.44395909019956814,0.6627065625664991
81,2,4,0,1,1,0.4156076813413012,"{""26"": 0.10558256460662788, ""42"": 0.415570590398405, ""52"": 0.09946235002055183, ""55"": 0.09752663130964817, ""57"": 0.11159054150073526, ""102"": 0.1008599773190911, ""103"": 0.06940734484494082}","[0.04499014503089774, 0.4156076813413012, 0.11583910028689358, 0.4235630733409073]",1.7200999342978194,42,0.415570590398405,0.6327436965057681
82,4,4,1,0,3,0.5115064829835729,"{""42"": 0.6942561221047581, ""48"": 0.1474515361836925, ""50"": 0.015658395396240386, ""52"": 0.03839842528012391, ""56"": 0.016747805540365535, ""57"": 0.032430670391291244, ""111"": 0.05505704510352846}","[0.03143402999524679, 0.08983317786051326, 0.36722630916066706, 0.5115064829835729]",1.0651757868236271,42,0.6942561221047581,0.8967647033919791
83,3,3,1,0,2,0.5305163412173112,"{""42"": 0.7522819454322764, ""47"": 0.09109551672951957, ""48"": 0.02275650426838031, ""52"": 0.005958398846528323, ""56"": 0.0057024947469559075, ""57"": 0.04281119873383202, ""80"": 0.02630043150629284, ""90"": 0.013407304202539331, ""111"": 0.03968620553367536}","[0.028918498789675954, 0.19271806499245545, 0.5305163412173112, 0.24784709500055754]",0.9949085813705004,42,0.7522819454322764,0.886188660895628
84,4,4,1,0,1,0.799821453023646,"{""7"": 0.02430275301861491, ""13"": 0.01025802910995461, ""42"": 0.833441445670199, ""47"": 0.008314074270263745, ""48"": 0.024933013423946458, ""55"": 0.06012353753517708, ""57"": 0.011211027153723394, ""80"": 0.010488763424952606, ""111"": 0.01692735639316818}","[0.014677388574233062, 0.02211371874117701, 0.1633874396609439, 0.799821453023646]",0.7572481964812446,42,0.833441445670199,0.9184979966293225
85,2,2,1,0,2,0.5114454689009557,"{""7"": 0.004875618387855366, ""13"": 0.005046703380118145, ""42"": 0.8391005145641417, ""47"": 0.01527488881178828, ""48"": 0.04601792453597599, ""49"": 0.015328851757450994, ""55"": 0.07435549579942086, ""80"": 2.763248731478195e-09}","[0.028281347062649165, 0.5114454689009557, 0.035879000755757263, 0.42439418328063805]",0.662682275873346,42,0.8391005145641417,0.9594739348995385
86,3,3,1,0,2,0.5572019245792844,"{""7"": 0.009920683332481924, ""13"": 0.006339149442295513, ""42"": 0.8099355628733113, ""47"": 0.010392410849018208, ""48"": 0.06691801622381129, ""49"": 0.017697627218125248, ""55"": 0.06663782546995783, ""100"": 0.004011723812337794, ""104"": 0.008147000778661033}","[0.04340284638109687, 0.338150454817089, 0.5572019245792844, 0.06124477422252966]",0.7902193189820349,42,0.8099355628733113,0.9434914045670804
87,3,3,1,0,2,0.48585228995446045,"{""42"": 0.7948176804008893, ""47"": 0.0028571504982493282, ""48"": 0.07111181938339453, ""49"": 0.0075045045422042315, ""50"": 0.01587210834455408, ""55"": 0.08123098077673165, ""70"": 0.020279798802137004, ""104"": 0.0063259572518399075}","[0.29267056176757084, 0.03540948609971947, 0.48585228995446045, 0.18606766217824938]",0.8047294803782234,42,0.7948176804008893,0.9471604805610154
88,3,3,1,0,4,0.6205387972748371,"{""1"": 0.006565232737553276, ""42"": 0.7943152767409284, ""47"": 0.001974054008176724, ""48"": 0.062271917010326965, ""50"": 0.002708779672575122, ""55"": 0.10672155489295566, ""70"": 7.22432821717711e-09, ""93"": 0.023217730175913925, ""113"": 0.0022254475372417274}","[0.030868616313909802, 0.2066296165365194, 0.6205387972748371, 0.1419629698747337]",0.7568457851383726,42,0.7943152767409284,0.963308748644211
89,2,2,1,0,4,0.7281227697602962,"{""1"": 0.003519966198118699, ""42"": 0.8757320781997376, ""47"": 0.0011069088456669251, ""48"": 0.007637537026917624, ""55"": 0.09890376634682005, ""60"": 0.0017529246918774686, ""92"": 0.0014605572653205432, ""93"": 0.009886261425541056}","[0.21196516405673513, 0.7281227697602962, 0.01025647065517502, 0.049655595527793736]",0.47598139004600115,42,0.8757320781997376,0.9845221059720988
90,1,1,1,0,2,0.4956782336442811,"{""0"": 0.0004067789473131077, ""1"": 0.0013997973923465987, ""42"": 0.9220725378240361, ""48"": 0.013776037355902859, ""55"": 0.04560792570059385, ""60"": 0.001977370470188241, ""92"": 0.0037071854308054, ""93"": 0.008280321385545669, ""103"": 0.0027720454932681038}","[0.4956782336442811, 0.4249828851971916, 0.04192935834771249, 0.03740952281081491]",0.37611288592509867,42,0.9220725378240361,0.9814565008805327
91,4,4,1,0,4,0.7068908749868004,"{""1"": 0.004267690341450091, ""42"": 0.9428222768480294, ""48"": 0.02209407681950289, ""55"": 0.00789936550359687, ""60"": 0.002786391418447264, ""92"": 0.006008331920525388, ""93"": 0.004931142764370065, ""94"": 0.006655173679149328, ""108"": 0.0025355507049286464}","[0.08875035520815852, 0.1425097791926281, 0.0618489906124129, 0.7068908749868004]",0.32310327064290784,42,0.9428222768480294,0.9728157191711292
92,3,3,1,0,1,0.43149084091628526,"{""42"": 0.9620226238912919, ""48"": 0.0047820510907871355, ""55"": 0.009638494741106205, ""57"": 0.0018275872126347064, ""92"": 0.0012708839529126748, ""93"": 0.0027745340433306814, ""94"": 0.015839112832600692, ""107"": 0.0003761525225642418, ""108"": 0.0014685597127717912}","[0.3538818276188792, 0.06163546562655972, 0.43149084091628526, 0.15299186583827587]",0.2220736352625405,42,0.9620226238912919,0.9875002314649988
93,1,1,1,0,3,0.8530054600356451,"{""28"": 0.00020073266429916913, ""42"": 0.967830951992113, ""48"": 0.0023522951056233338, ""50"": 0.0002409886904970794, ""55"": 0.014193615178431483, ""57"": 0.0008304260070595928, ""92"": 0.0009368686847168267, ""93"": 0.005732892755342295, ""94"": 0.007681228921917148}","[0.8530054600356451, 0.12007428335514107, 0.008763727028585197, 0.018156529580628668]",0.18940648789236425,42,0.967830951992113,0.9897057960924616
94,1,1,1,0,3,0.688464851686574,"{""42"": 0.9700804660878899, ""48"": 0.0043097209855575925, ""50"": 0.0007856927424460461, ""55"": 0.005242947425322355, ""57"": 0.00023404624085749724, ""59"": 9.199587280943944e-05, ""92"": 0.0018261499000276765, ""93"": 0.0030593529703454923, ""94"": 0.014369627774744077}","[0.688464851686574, 0.20085671640439076, 0.04942509363999665, 0.06125333826903853]",0.17909277423825537,42,0.9700804660878899,0.9896930412879563
95,3,2,0,1,2,0.15936555186856127,"{""42"": 0.9630091960814852, ""44"": 0.0017249857812130464, ""48"": 0.005912782378898267, ""50"": 0.00164679598493242, ""55"": 0.008600170894042117, ""92"": 0.002611161489142218, ""93"": 0.004421957729604485, ""94"": 0.011183548115708708, ""98"": 0.0008894015449735311}","[0.021545269455604466, 0.7400397979952515, 0.15936555186856127, 0.07904938068058272]",0.2250685146781027,42,0.9630091960814852,0.9827929150912359
96,1,1,1,0,1,0.7603793218616255,"{""14"": 0.0010425597366166973, ""42"": 0.7908378812000492, ""48"": 0.02665126664396881, ""55"": 0.08360435295107352, ""67"": 0.0030685531128136745, ""92"": 0.016852754932232424, ""93"": 0.02285723716284823, ""94"": 0.03488641947003985, ""98"": 0.020198974790357833}","[0.7603793218616255, 0.11751631761859774, 0.08298433648133052, 0.03912002403844625]",0.8656460984593278,42,0.7908378812000492,0.9093286536211626
97,2,3,0,1,2,0.38723614669176126,"{""36"": 0.004907147946871108, ""42"": 0.8058142195235602, ""48"": 0.026177202713760915, ""55"": 0.021626540991404833, ""92"": 0.013686355841404048, ""94"": 0.05068380259749216, ""98"": 0.03129172657975365, ""104"": 0.03142848948889616, ""113"": 0.014384514316856771}","[0.0955325765987045, 0.38723614669176126, 0.49971396580334715, 0.017517310906187182]",0.8663852016266966,42,0.8058142195235602,0.8879265116099486
98,2,2,1,0,2,0.8393353195864537,"{""42"": 0.6627512334752929, ""48"": 0.06674577180970193, ""55"": 0.052541948132977745, ""64"": 0.03307950689962104, ""87"": 0.02657068229705403, ""92"": 0.03240739900406619, ""94"": 0.05553418093560511, ""103"": 0.018593023599056856, ""113"": 0.051776253846624175}","[0.08285560841607235, 0.8393353195864537, 0.04672404212985489, 0.031085029867619067]",1.31631977864029,42,0.6627512334752929,0.7850311862205999
99,1,1,1,0,2,0.5563983854024828,"{""42"": 0.7085651492281622, ""48"": 0.08022383985092342, ""54"": 0.04985891371701981, ""55"": 0.025175494813778846, ""71"": 0.03891812923264781, ""87"": 0.01270863800960707, ""94"": 0.05211026478146846, ""113"": 0.03243957036639228}","[0.5563983854024828, 0.402032766528952, 0.03271483354164766, 0.008854014526917536]",1.135695919716823,42,0.7085651492281622,0.840899253860554
100,3,3,1,0,2,0.7867744346670302,"{""42"": 0.676772648974648, ""47"": 0.015677481270608012, ""48"": 0.09778725180221798, ""54"": 0.09792838593964265, ""58"": 0.050338234790681446, ""71"": 1.1887259567047514e-08, ""102"": 0.03054889629122832, ""113"": 0.030947089043714078}","[0.0426913342924231, 0.0455374710489385, 0.7867744346670302, 0.12499675999160817]",1.1488479190303358,42,0.676772648974648,0.8724882867165087
101,4,4,1,0,2,0.6131138053433872,"{""15"": 0.0016497143677784436, ""42"": 0.7577497957188457, ""48"": 0.06001732578497245, ""54"": 0.05736971270125846, ""55"": 0.03224207002938162, ""58"": 0.04602622182854251, ""91"": 0.025582061872393855, ""102"": 0.01936309769682694}","[0.11182530098264111, 0.06199710142552121, 0.21306379224845057, 0.6131138053433872]",0.9761681901477419,42,0.7577497957188457,0.8751368342050766
102,1,1,1,0,1,0.7236110642866033,"{""42"": 0.8726133119861168, ""48"": 0.019013847092870698, ""54"": 0.016385503310956652, ""56"": 0.0026669736556735775, ""57"": 0.012600965136702827, ""58"": 0.0080227255073719, ""91"": 0.04474545736615008, ""101"": 0.01790363443271546, ""102"": 0.006047581511441953}","[0.7236110642866033, 0.08920491556363618, 0.17542176575759325, 0.011762254392167366]",0.6131790747420107,42,0.8726133119861168,0.9363726164451376
103,2,2,1,0,3,0.8474608001234611,"{""42"": 0.8207189398887192, ""48"": 0.03555118846300111, ""50"": 0.008546549528837629, ""54"": 0.03270169342347551, ""58"": 0.006966442763797853, ""66"": 0.010777015638761546, ""91"": 0.03349226838429122, ""101"": 0.03640701552049929, ""102"": 0.014838886388616563}","[0.090670091107673, 0.8474608001234611, 0.03116633429408199, 0.0307027744747839]",0.8136042272188929,42,0.8207189398887192,0.8926771438722196
104,4,4,1,0,3,0.666425791831174,"{""11"": 0.005346821576626319, ""42"": 0.8301598064688235, ""48"": 0.036452910171968625, ""54"": 0.03686302876504651, ""57"": 0.0031897068891291436, ""58"": 0.0014271094549089083, ""69"": 0.022287299453858465, ""91"": 0.04485383598166007, ""101"": 0.01941948123797865}","[0.04070169057379626, 0.05109710067907056, 0.2417754169159593, 0.666425791831174]",0.7531273579376784,42,0.8301598064688235,0.9118766712155301
105,2,2,1,0,2,0.7161090082755565,"{""11"": 0.003147065106873953, ""42"": 0.8889976982994129, ""48"": 0.010643631817432442, ""54"": 0.00933687874220628, ""57"": 0.005093326242914855, ""69"": 0.04877755765985111, ""91"": 0.03234137642551554, ""92"": 0.0016624657057929485}","[0.20712140567235085, 0.7161090082755565, 0.01622846007964743, 0.060541125972445264]",0.5105606110486445,42,0.8889976982994129,0.9701166323847795
106,3,3,1,0,1,0.8846732052022365,"{""11"": 0.0016856433470887372, ""42"": 0.9327798489648804, ""48"": 0.012738805820765918, ""54"": 0.014029388818825475, ""57"": 0.0010440943663526047, ""69"": 0.02463114930439871, ""91"": 0.008805431870619993, ""92"": 0.0036629754327737745, ""97"": 0.0006226620742942422}","[0.010233199868391975, 0.00920642830459225, 0.8846732052022365, 0.09588716662477946]",0.35631988482371535,42,0.9327798489648804,0.9714403870881045
107,4,4,1,0,1,0.7707791664150464,"{""8"": 0.0015150245986198096, ""42"": 0.8708749177084585, ""48"": 0.02403097297447221, ""54"": 0.025521780392188286, ""55"": 0.006340379147077792, ""69"": 0.04286679987578399, ""91"": 0.01761096710209847, ""92"": 0.009148464086646541, ""97"": 0.002090694114654443}","[0.005924014860827337, 0.016536920855779874, 0.20675989786834648, 0.7707791664150464]",0.6075400705572234,42,0.8708749177084585,0.9392634979764308
108,1,1,1,0,1,0.8865514180559703,"{""7"": 0.0006233720720751368, ""42"": 0.8821568800656269, ""48"": 0.03149435210797885, ""54"": 0.034763555146105116, ""55"": 0.011582528561020974, ""57"": 0.009897173651358436, ""69"": 8.42949425054684e-09, ""91"": 0.016539569507665268, ""92"": 0.012942560458674977}","[0.8865514180559703, 0.06003650777445852, 0.04686693615289466, 0.006545138016676534]",0.5623214857113242,42,0.8821568800656269,0.9484147873197109
109,4,4,1,0,2,0.5683568308700742,"{""42"": 0.8581808354986142, ""48"": 0.03456264651902713, ""50"": 0.005141219214051221, ""54"": 0.039856621744095676, ""55"": 0.017540973181297968, ""57"": 0.014282726785768718, ""79"": 0.0054094432900931, ""91"": 0.012503553546100514, ""92"": 0.01252198022095133}","[0.024541905234993062, 0.3661008841578698, 0.04100037973706304, 0.5683568308700742]",0.6725636863833605,42,0.8581808354986142,0.9326001037617371
110,4,4,1,0,2,0.864369473705895,"{""42"": 0.7875786911112173, ""48"": 0.04783468414557447, ""54"": 0.05086524775192323, ""55"": 0.036022735216175356, ""57"": 0.03652427229088906, ""91"": 0.020009211179880863, ""92"": 0.008649836657946743, ""94"": 0.005606369451054077, ""98"": 0.006908952195338957}","[0.0072263742669034575, 0.02016334414634122, 0.10824080788086042, 0.864369473705895]",0.9083937409170636,42,0.7875786911112173,0.886278623008715
111,1,1,1,0,2,0.8244686621632782,"{""29"": 0.006048465605904581, ""42"": 0.792049360209333, ""48"": 0.022262662440008168, ""54"": 0.022718245084333927, ""55"": 0.05486986326289141, ""57"": 0.056218278211930615, ""91"": 0.01878106975019684, ""103"": 0.016826557152655207, ""109"": 0.010225498282746142}","[0.8244686621632782, 0.13228733102328907, 0.03533475533910592, 0.00790925147432695]",0.8975811094945251,42,0.792049360209333,0.9031375016841551
112,3,3,1,0,2,0.829251122117215,"{""42"": 0.9007719008134903, ""48"": 0.02893147651737234, ""55"": 0.01900480614966948, ""57"": 0.015656328967253642, ""91"": 0.00742536321047804, ""92"": 0.010557250504144798, ""103"": 0.007472959001344492, ""109"": 0.005989032230740064, ""111"": 0.0041908826055067575}","[0.034580999672685256, 0.10511490252634417, 0.829251122117215, 0.03105297568375568]",0.5116686891873055,42,0.9007719008134903,0.9487081834805322
113,3,3,1,0,1,0.519976276817415,"{""42"": 0.9160553115440055, ""48"": 0.02142000329470008, ""55"": 0.028676107485520852, ""57"": 0.0013426365267150168, ""82"": 0.0003836609832850654, ""91"": 0.00683315817001867, ""92"": 0.01687673334062718, ""94"": 0.005685635058272865, ""109"": 0.0027267535968547355}","[0.015838886376556987, 0.00715087941980881, 0.519976276817415, 0.45703395738621927]",0.4248420023571612,42,0.9160553115440055,0.9661514223242265
114,1,1,1,0,2,0.822268049706698,"{""42"": 0.8460167210427714, ""48"": 0.036000966772681525, ""55"": 0.04897867967639921, ""57"": 0.0035969174168408134, ""58"": 0.003011174565208372, ""91"": 0.014703409166471742, ""92"": 0.02972513499831897, ""94"": 0.01212650474833319, ""109"": 0.005840491612974845}","[0.822268049706698, 0.09117622331192426, 0.07738962105675368, 0.009166105924624215]",0.6966976442599393,42,0.8460167210427714,0.9309963674918521
115,2,2,1,0,1,0.4185539091120154,"{""42"": 0.8064955746119099, ""44"": 0.008040638521835154, ""48"": 0.053361525641302164, ""55"": 0.06836003783590985, ""58"": 0.0063517473692366305, ""92"": 0.035172616590844356, ""94"": 0.017360522460765998, ""96"": 0.004857336968195984}","[0.07137634917865571, 0.4185539091120154, 0.394243108881492, 0.11582663282783684]",0.7981386061799457,42,0.8064955746119099,0.9282171380891219
116,4,2,0,1,2,0.15786230720595398,"{""34"": 0.011041288634343283, ""42"": 0.6164654512839173, ""44"": 0.009681428512726117, ""48"": 0.10686396924291251, ""55"": 0.09600049406996962, ""69"": 0.025811182650377715, ""76"": 0.014181285411969677, ""92"": 0.0787290589437509, ""94"": 0.04122584125003298}","[0.04032745801238021, 0.7033335132056021, 0.09847672157606364, 0.15786230720595398]",1.3431139448680502,42,0.6164654512839173,0.8193299145967994
117,1,1,1,0,2,0.6169499560754559,"{""2"": 0.052776850040005846, ""31"": 0.08682312629807179, ""42"": 0.13507070624752712, ""48"": 0.1906641481601465, ""55"": 0.3016445027865297, ""92"": 0.07380121743551109, ""94"": 0.10214184127518917, ""106"": 0.05707760775701881}","[0.6169499560754559, 0.2273946331860954, 0.09792177103438526, 0.05773363970406346]",1.9041558178932312,55,0.3016445027865297,0.6273793571942033
118,4,1,0,1,2,0.3170983230169134,"{""1"": 0.08725434004386114, ""22"": 0.11648812537499231, ""52"": 0.10051665596035413, ""55"": 0.25104691902150633, ""94"": 0.34919143383005724, ""111"": 0.0955025257692289}","[0.31871821142624557, 0.2023870426534876, 0.1617964229033535, 0.3170983230169134]",1.6328525415387054,94,0.34919143383005724,0.7167264782265559
119,2,2,1,0,2,0.4509798993017429,"{""22"": 0.09885762184049589, ""52"": 0.08128053989035497, ""69"": 0.11781066232888822, ""78"": 0.1220170517292945, ""79"": 0.1491359956158141, ""94"": 0.31249051484633095, ""113"": 0.11840761374882137}","[0.2160581635881219, 0.4509798993017429, 0.2682401169845295, 0.06472182012560565]",1.8413096479171716,94,0.31249051484633095,0.5836435621914395
120,3,3,1,0,2,0.6065039531327062,"{""26"": 0.1558338919652903, ""44"": 0.013909837539615404, ""69"": 0.2174375149487276, ""78"": 0.017999931681607056, ""94"": 0.5122634814995022, ""102"": 0.08255534236525734}","[0.03425787234338466, 0.034096872945794436, 0.6065039531327062, 0.3251413015781147]",1.3018228278159034,94,0.5122634814995022,0.88553488841352
121,1,3,0,1,2,0.3510584087055808,"{""26"": 0.014481403111341332, ""49"": 0.05840526706990743, ""69"": 5.110346905338171e-08, ""78"": 6.946128586778996e-09, ""80"": 1.5867279896735814e-08, ""92"": 0.16432945516738012, ""94"": 0.6219819971604857, ""102"": 0.1408018035740078}","[0.3510584087055808, 0.09882808115249847, 0.4081144204180497, 0.14199908972387107]",1.0953520218521358,94,0.6219819971604857,0.9271132559018735
122,1,1,1,0,2,0.5617321403624527,"{""25"": 0.035217803427831366, ""26"": 0.023912826157433384, ""39"": 0.03144300995241485, ""49"": 0.0791757858323423, ""69"": 1.0641458127848354e-06, ""90"": 0.07511540232863068, ""92"": 0.1864823755816393, ""94"": 0.3691016410551984, ""102"": 0.19955009151869704}","[0.5617321403624527, 0.33542525227363373, 0.04066275325545727, 0.062179854108456376]",1.713837086621678,94,0.3691016410551984,0.7551341081555347
123,1,1,1,0,2,0.8586405793631875,"{""22"": 0.020886891616729866, ""65"": 0.009558797204055789, ""74"": 2.033374386545003e-08, ""90"": 0.029229633022216067, ""92"": 0.3323251957124292, ""94"": 0.6079994411035009, ""114"": 2.1007324298296206e-08}","[0.8586405793631875, 0.07833060992159559, 0.0285234415158695, 0.03450536919934751]",0.8971437799241208,94,0.6079994411035009,0.9695542698381462
124,4,1,0,1,2,0.2125687613529992,"{""2"": 0.01725044424960334, ""22"": 0.01366257299846356, ""65"": 0.0020393251382835272, ""66"": 0.07225429364001544, ""69"": 0.04346649351232381, ""90"": 0.0073830166625442565, ""92"": 0.35628218988661975, ""94"": 0.4876616323749295, ""114"": 3.1537216867894544e-08}","[0.6327997466367148, 0.07275814344945336, 0.08187334856083278, 0.2125687613529992]",1.2216189127391723,94,0.4876616323749295,0.9161981159015646
125,2,2,1,0,2,0.5693848388539868,"{""22"": 0.04044955336075683, ""66"": 0.09489813461038163, ""69"": 0.10335217785553596, ""76"": 0.04349632513490286, ""81"": 0.06641506773975472, ""89"": 0.038378161683060526, ""92"": 0.3036759006921511, ""94"": 0.30933467892345623}","[0.23603186333286894, 0.5693848388539868, 0.14347228865567507, 0.051111009157469134]",1.754265161560861,94,0.30933467892345623,0.7163627574711433
126,4,4,1,0,2,0.554523717595151,"{""19"": 0.07696453697131844, ""21"": 0.023156103560993478, ""66"": 0.26663159846580653, ""69"": 0.1518606878610668, ""81"": 0.01989750483787464, ""94"": 0.4360527443249956, ""110"": 0.02543682397794464}","[0.0660329648776324, 0.05484336112093857, 0.32459995640627815, 0.554523717595151]",1.4565004149718195,94,0.4360527443249956,0.8545450306518688
127,3,3,1,0,1,0.4836249373351418,"{""19"": 0.08572622106879087, ""26"": 0.07383582532899044, ""49"": 0.06375129963749007, ""66"": 0.2396299872707715, ""69"": 0.15792987714261628, ""74"": 0.06496809427585708, ""94"": 0.31415869527548385}","[0.03922493021098627, 0.1921551824430042, 0.4836249373351418, 0.28499495001086783]",1.753686834907657,94,0.31415869527548385,0.7117185596888717
128,4,3,0,1,1,0.3493238350220479,"{""23"": 0.005297313679207859, ""34"": 0.026260975965569828, ""66"": 0.2132634338512332, ""69"": 0.050318529633462054, ""81"": 0.012247126976834702, ""94"": 0.6190186242426747, ""104"": 0.07359399565101765}","[0.09414408815604972, 0.028090054574921985, 0.5284420222469804, 0.3493238350220479]",1.1461359730167175,94,0.6190186242426747,0.9058760537449255
129,1,1,1,0,2,0.6108491227666518,"{""21"": 0.058963641532093415, ""34"": 0.03665231218806453, ""48"": 0.06156969993402811, ""66"": 0.20631557743255308, ""69"": 0.06330989314319176, ""92"": 0.059050253558404285, ""94"": 0.43816122219748765, ""104"": 0.07597740001417716}","[0.6108491227666518, 0.04305903828072241, 0.09340959156269395, 0.2526822473899318]",1.684534487125757,94,0.43816122219748765,0.7204541996442179
130,1,1,1,0,4,0.5631762123935803,"{""44"": 0.08629836260449385, ""48"": 0.07480562273518622, ""52"": 0.013550772485742324, ""92"": 0.11944564054710523, ""94"": 0.6386105101658941, ""97"": 0.01916494310473467, ""104"": 0.0481241483568437}","[0.5631762123935803, 0.30696157347592545, 0.03664894165207035, 0.0932132724784239]",1.2256722638354547,94,0.6386105101658941,0.8443545133174932
131,2,2,1,0,2,0.8316725734932816,"{""48"": 0.10397524698559692, ""85"": 1.1176400673104708e-08, ""91"": 0.07416780521021726, ""92"": 0.17349029955749426, ""94"": 0.556053218742574, ""97"": 0.024707227519126167, ""104"": 0.050612592485276095, ""111"": 0.016993598323314648}","[0.03422629169989107, 0.8316725734932816, 0.04008124530991464, 0.0940198894969127]",1.3702210454182184,94,0.556053218742574,0.8335187652856652
132,1,4,0,1,2,0.29664055256171035,"{""43"": 0.03076975828283889, ""48"": 0.09124463489856091, ""59"": 0.010952786982011907, ""81"": 0.00836426068684011, ""91"": 0.08339777384846005, ""92"": 0.22166256764815942, ""94"": 0.5376389694798245, ""97"": 0.015969248173304366}","[0.29664055256171035, 0.25325697121264656, 0.03119939402796014, 0.4189030821976829]",1.3558663866289917,94,0.5376389694798245,0.8505461720265448
