ruleID,iSession,iBlock,iTrial,stiID,category,choice,presskey,rating,feedback,choRT,rateRT,recDU
1,1,1,1,7,2,2,2,1,1,4.359,1.490,6.389
1,1,1,2,4,2,2,2,1,1,6.380,0.831,3.617
1,1,1,3,30,2,1,1,3,0,3.614,1.710,14.228
1,1,1,4,1,1,2,2,1,0,2.592,1.026,2.809
1,1,1,5,16,1,1,1,2,1,18.425,1.050,8.531
1,1,1,6,16,1,1,1,6,1,1.561,1.595,3.637
1,1,1,7,5,1,2,2,3,0,3.668,1.395,3.163
1,1,1,8,17,1,2,2,3,0,6.594,2.092,15.535
1,1,1,9,3,2,2,2,3,1,8.151,1.236,13.832
1,1,1,10,28,1,1,1,3,1,6.452,1.083,3.733
1,1,1,11,26,2,2,2,3,1,3.515,1.032,6.195
1,1,1,12,1,1,1,1,6,1,3.940,1.495,3.121
1,1,1,13,22,1,2,2,3,0,6.290,1.458,11.418
1,1,1,14,11,1,1,1,4,1,6.917,1.842,3.924
1,1,1,15,30,2,1,1,4,0,12.401,1.163,6.801
1,1,1,16,13,2,1,1,3,0,8.168,2.747,4.155
1,1,1,17,8,2,2,2,3,1,11.616,0.874,2.744
1,1,1,18,10,2,1,1,3,0,11.492,0.649,6.157
1,1,1,19,20,2,2,2,3,1,7.299,0.770,2.887
1,1,1,20,25,2,1,1,3,0,3.498,0.831,4.058
1,1,1,21,18,1,2,2,3,0,7.264,0.920,8.058
1,1,1,22,19,2,1,1,6,0,5.584,3.737,11.079
1,1,1,23,12,1,2,2,3,0,9.785,0.716,2.253
1,1,1,24,9,2,1,1,3,0,18.294,1.037,3.107
1,1,1,25,18,1,2,2,4,0,6.644,1.149,5.134
1,1,1,26,6,1,1,1,4,1,10.245,2.038,5.046
1,1,1,27,2,1,2,2,3,0,4.387,1.534,5.725
1,1,1,28,31,1,1,1,3,1,5.603,0.723,4.534
1,1,1,29,8,2,2,2,3,1,19.904,0.671,5.537
1,1,1,30,7,2,1,1,3,0,8.126,0.578,4.868
1,1,1,31,17,1,2,2,3,0,5.032,0.737,4.561
1,1,1,32,23,2,2,2,2,1,17.521,1.143,3.824
1,1,1,33,29,2,2,2,3,1,24.071,1.543,7.320
1,1,1,34,4,2,2,2,4,1,7.088,1.084,9.807
1,1,1,35,2,1,1,1,3,1,5.826,0.995,6.442
1,1,1,36,9,2,2,2,2,1,12.829,1.148,15.513
1,1,1,37,22,1,1,1,2,1,6.618,1.051,4.803
1,1,1,38,19,2,2,2,3,1,7.200,1.394,9.877
1,1,1,39,10,2,2,2,4,1,20.105,1.100,5.269
1,1,1,40,31,1,1,1,3,1,12.868,1.083,21.248
1,1,1,41,21,1,2,2,3,0,18.440,0.960,10.277
1,1,1,42,29,2,2,2,3,1,19.968,0.969,9.388
1,1,1,43,14,2,2,2,4,1,5.882,1.336,8.955
1,1,1,44,20,2,1,1,5,0,3.190,1.648,9.066
1,1,1,45,25,2,2,2,4,1,6.175,0.898,3.563
1,1,1,46,24,2,2,2,6,1,17.927,1.762,8.365
1,1,1,47,27,1,1,1,4,1,5.971,0.870,6.726
1,1,1,48,23,2,2,2,6,1,2.584,3.179,7.870
1,1,1,49,3,2,2,2,6,1,7.437,1.197,5.218
1,1,1,50,24,2,2,2,6,1,2.180,2.623,8.312
1,1,1,51,12,1,1,1,6,1,4.713,1.471,21.009
1,1,1,52,13,2,1,1,6,0,7.648,1.376,7.634
1,1,1,53,21,1,2,2,6,0,15.949,1.265,25.089
1,1,1,54,15,1,2,2,6,0,4.884,1.273,7.967
