ruleID,iSession,iBlock,iTrial,stiID,category,choice,presskey,rating,feedback,choRT,rateRT,recDU
1,1,1,1,29,2,2,1,1,1,1.365,1.523,3.098
1,1,1,2,4,2,1,2,1,0,1.224,1.290,4.485
1,1,1,3,23,2,1,2,1,0,2.608,1.371,3.994
1,1,1,4,18,1,2,1,1,0,7.302,0.752,4.257
1,1,1,5,31,1,2,1,1,0,6.191,1.447,3.944
1,1,1,6,11,1,2,1,1,0,1.698,3.032,5.222
1,1,1,7,5,1,2,1,1,0,3.898,1.672,3.073
1,1,1,8,17,1,2,1,1,0,2.983,1.426,5.018
1,1,1,9,25,2,1,2,1,0,5.796,1.165,4.357
1,1,1,10,7,2,2,1,1,1,8.136,1.344,4.125
1,1,1,11,11,1,2,1,1,0,1.280,0.711,3.556
1,1,1,12,2,1,1,2,1,1,4.369,1.522,4.108
1,1,1,13,10,2,2,1,1,1,5.477,1.327,4.099
1,1,1,14,24,2,1,2,1,0,2.541,1.139,5.876
1,1,1,15,27,1,2,1,1,0,8.474,1.245,4.366
1,1,1,16,14,2,2,1,1,1,1.812,1.196,3.845
1,1,1,17,16,1,1,2,1,1,8.190,1.098,4.845
1,1,1,18,8,2,2,1,1,1,2.622,1.150,4.112
1,1,1,19,9,2,1,2,1,0,1.037,1.052,3.483
1,1,1,20,28,1,1,2,1,1,1.882,1.031,3.999
1,1,1,21,22,1,1,2,1,1,1.158,1.631,4.770
1,1,1,22,20,2,1,2,1,0,2.417,0.612,3.804
1,1,1,23,4,2,2,1,1,1,1.922,0.566,3.390
1,1,1,24,23,2,1,2,1,0,1.322,0.622,4.268
1,1,1,25,29,2,1,2,1,0,2.191,1.593,3.761
1,1,1,26,27,1,2,1,1,0,3.021,2.142,5.361
1,1,1,27,30,2,1,2,1,0,1.691,1.485,4.610
1,1,1,28,26,2,2,1,1,1,2.261,1.072,4.603
1,1,1,29,14,2,2,1,1,1,2.403,1.034,3.421
1,1,1,30,1,1,2,1,1,0,1.108,1.157,4.182
1,1,1,31,20,2,2,1,1,1,13.168,1.212,3.306
1,1,1,32,13,2,2,1,1,1,10.071,1.194,3.650
1,1,1,33,6,1,1,2,1,1,4.679,1.478,3.537
1,1,1,34,25,2,1,2,1,0,5.440,1.745,3.011
1,1,1,35,18,1,1,2,1,1,1.958,0.578,4.349
1,1,1,36,16,1,2,1,1,0,2.132,0.630,2.925
1,1,1,37,1,1,1,2,1,1,1.030,0.645,2.421
1,1,1,38,32,1,1,2,1,1,0.781,0.610,2.622
1,1,1,39,5,1,2,1,1,0,1.598,0.619,2.404
1,1,1,40,12,1,2,1,1,0,1.275,1.244,4.216
1,1,1,41,7,2,1,2,1,0,1.963,0.441,2.525
1,1,1,42,28,1,1,2,1,1,0.993,0.386,3.083
1,1,1,43,9,2,1,2,1,0,1.694,0.675,2.701
1,1,1,44,21,1,1,2,1,1,2.582,0.649,4.171
1,1,1,45,19,2,1,2,1,0,1.064,0.554,3.366
1,1,1,46,15,1,2,1,1,0,7.757,1.158,7.530
1,1,1,47,6,1,1,2,1,1,8.475,1.094,3.264
1,1,1,48,19,2,2,1,1,1,4.572,1.254,5.322
1,1,1,49,2,1,1,2,1,1,13.730,1.318,7.206
1,1,1,50,32,1,1,2,1,1,7.280,1.150,3.101
1,1,1,51,12,1,2,1,1,0,11.613,1.252,3.002
1,1,1,52,22,1,1,2,1,1,6.243,1.260,4.450
1,1,1,53,17,1,1,2,1,1,7.702,1.018,3.013
1,1,1,54,15,1,2,1,1,0,4.481,0.998,3.621
1,1,1,55,3,2,2,1,1,1,3.560,0.967,3.852
1,1,1,56,26,2,1,2,1,0,3.510,1.262,5.571
1,1,1,57,31,1,2,1,1,0,4.436,0.746,2.661
1,1,1,58,8,2,1,2,1,0,2.953,1.582,5.341
1,1,1,59,30,2,2,1,1,1,2.852,1.015,2.801
1,1,1,60,21,1,2,1,1,0,2.564,0.880,2.028
1,1,1,61,24,2,2,1,1,1,6.394,1.087,2.195
1,1,1,62,13,2,2,1,1,1,8.655,1.322,2.580
1,1,1,63,3,2,2,1,1,1,1.292,0.167,2.051
1,1,1,64,10,2,2,1,1,1,5.796,1.531,2.140
1,1,2,65,11,1,1,2,1,1,2.639,0.970,2.406
1,1,2,66,11,1,1,2,2,1,1.679,1.553,2.194
1,1,2,67,30,2,2,1,1,1,2.129,1.181,2.458
1,1,2,68,5,1,1,2,1,1,1.646,1.104,2.187
1,1,2,69,29,2,2,1,1,1,3.230,1.556,2.322
1,1,2,70,31,1,2,1,1,0,1.107,0.288,2.298
1,1,2,71,20,2,2,1,1,1,2.373,1.670,2.493
1,1,2,72,10,2,2,1,1,1,5.980,0.408,2.373
1,1,2,73,16,1,2,1,1,0,2.021,0.578,2.389
1,1,2,74,4,2,2,1,2,1,3.346,1.133,3.011
1,1,2,75,32,1,1,2,1,1,1.464,0.641,2.537
1,1,2,76,17,1,1,2,1,1,14.259,1.494,3.084
1,1,2,77,16,1,1,2,1,1,2.878,1.072,2.764
1,1,2,78,14,2,2,1,1,1,3.711,0.918,3.173
1,1,2,79,12,1,1,2,1,1,2.155,0.422,3.538
1,1,2,80,24,2,2,1,1,1,4.507,0.652,3.131
1,1,2,81,2,1,1,2,1,1,1.853,0.514,3.195
1,1,2,82,2,1,1,2,3,1,1.570,1.128,2.819
1,1,2,83,32,1,1,2,4,1,1.231,1.579,2.672
1,1,2,84,28,1,1,2,3,1,2.734,1.694,2.443
1,1,2,85,7,2,2,1,1,1,2.222,2.264,3.566
1,1,2,86,21,1,1,2,3,1,3.484,1.117,2.888
1,1,2,87,8,2,2,1,1,1,3.260,0.403,3.006
1,1,2,88,26,2,2,1,5,1,4.478,1.020,3.387
1,1,2,89,10,2,2,1,3,1,6.232,0.674,3.666
1,1,2,90,31,1,1,2,1,1,2.232,0.644,3.245
1,1,2,91,18,1,1,2,1,1,1.756,0.871,2.634
1,1,2,92,6,1,1,2,5,1,3.962,1.137,2.592
1,1,2,93,15,1,1,2,5,1,2.075,1.070,2.734
1,1,2,94,27,1,1,2,5,1,2.578,1.131,2.753
1,1,2,95,6,1,1,2,6,1,1.452,1.250,2.838
1,1,2,96,23,2,2,1,6,1,3.596,1.048,3.276
1,1,2,97,4,2,2,1,6,1,4.054,1.024,3.110
1,1,2,98,9,2,2,1,6,1,3.220,2.331,3.776
1,1,2,99,28,1,1,2,6,1,1.829,1.260,3.338
1,1,2,100,29,2,2,1,5,1,2.878,0.951,3.821
1,1,2,101,18,1,1,2,6,1,2.943,1.037,2.698
1,1,2,102,14,2,2,1,6,1,3.881,1.435,3.460
1,1,2,103,1,1,1,2,6,1,1.909,1.197,2.580
1,1,2,104,13,2,2,1,6,1,4.088,0.354,4.840
1,1,2,105,3,2,2,1,6,1,2.694,0.979,4.209
1,1,2,106,12,1,1,2,6,1,2.743,1.422,3.201
1,1,2,107,1,1,1,2,6,1,1.140,0.450,2.690
1,1,2,108,26,2,2,1,6,1,2.602,0.883,4.051
1,1,2,109,21,1,1,2,6,1,2.671,0.703,3.389
1,1,2,110,22,1,1,2,6,1,3.398,1.115,2.626
1,1,2,111,7,2,2,1,6,1,2.261,0.915,4.210
1,1,2,112,19,2,2,1,6,1,2.522,0.829,3.211
1,1,2,113,27,1,1,2,6,1,2.114,0.970,2.902
1,1,2,114,13,2,2,1,6,1,2.219,0.743,3.235
1,1,2,115,19,2,2,1,6,1,2.390,0.242,3.056
1,1,2,116,25,2,2,1,6,1,3.340,0.416,3.099
1,1,2,117,30,2,2,1,6,1,2.650,0.968,2.992
1,1,2,118,24,2,2,1,6,1,2.308,0.244,2.649
1,1,2,119,17,1,1,2,6,1,2.133,0.947,3.448
1,1,2,120,20,2,2,1,6,1,1.889,0.687,3.737
1,1,2,121,25,2,2,1,6,1,2.332,0.668,3.445
1,1,2,122,8,2,2,1,6,1,1.292,0.242,3.332
1,1,2,123,3,2,2,1,6,1,1.694,0.454,3.521
1,1,2,124,22,1,1,2,6,1,1.349,0.841,1.892
1,1,2,125,5,1,1,2,6,1,1.437,0.217,2.236
1,1,2,126,23,2,2,1,6,1,2.798,0.276,2.810
1,1,2,127,15,1,1,2,6,1,1.516,0.392,2.030
1,1,2,128,9,2,2,1,6,1,2.058,0.335,3.519
