ruleID,iSession,iBlock,iTrial,stiID,category,choice,presskey,rating,feedback,choRT,rateRT,recDU
1,1,1,1,25,2,1,2,1,0,1.733,1.417,16.795
1,1,1,2,2,1,1,2,1,1,6.832,1.448,13.123
1,1,1,3,19,2,1,2,1,0,4.562,1.423,8.992
1,1,1,4,5,1,1,2,2,1,1.723,1.386,8.446
1,1,1,5,8,2,2,1,1,1,2.709,2.708,18.795
1,1,1,6,29,2,2,1,1,1,3.621,1.159,19.277
1,1,1,7,1,1,2,1,1,0,2.010,0.996,18.277
1,1,1,8,28,1,2,1,1,0,3.915,0.872,21.326
1,1,1,9,14,2,2,1,1,1,8.533,1.070,27.648
1,1,1,10,6,1,1,2,1,1,3.203,1.273,20.652
1,1,1,11,14,2,2,1,2,1,1.159,1.381,23.087
1,1,1,12,15,1,2,1,1,0,11.632,1.490,15.107
1,1,1,13,27,1,2,1,1,0,2.409,1.004,22.199
1,1,1,14,4,2,1,2,1,0,7.494,1.274,15.437
1,1,1,15,21,1,2,1,1,0,1.822,1.408,14.443
1,1,1,16,31,1,2,1,1,0,6.622,1.080,13.322
1,1,1,17,9,2,1,2,1,0,1.416,1.640,10.625
1,1,1,18,29,2,2,1,1,1,7.545,0.939,22.721
1,1,1,19,13,2,1,2,1,0,1.627,0.931,14.713
1,1,1,20,19,2,1,2,1,0,6.359,0.914,17.431
1,1,1,21,23,2,1,2,1,0,2.468,1.125,10.940
1,1,1,22,23,2,2,1,4,1,2.614,2.140,21.026
1,1,1,23,3,2,2,1,1,1,6.264,1.161,9.740
1,1,1,24,7,2,2,1,1,1,1.114,1.207,12.633
1,1,1,25,20,2,2,1,1,1,1.185,1.017,8.329
1,1,1,26,3,2,2,1,1,1,1.145,0.910,7.729
1,1,1,27,11,1,2,1,1,0,0.800,1.304,12.866
1,1,1,28,22,1,1,2,1,1,4.519,0.926,18.728
1,1,1,29,28,1,2,1,1,0,15.211,1.254,12.945
1,1,1,30,26,2,1,2,1,0,12.394,1.114,5.718
1,1,1,31,30,2,1,2,1,0,2.679,0.862,12.446
1,1,1,32,2,1,2,1,1,0,9.755,0.991,18.819
1,1,1,33,17,1,1,2,1,1,2.193,1.249,17.027
1,1,1,34,22,1,1,2,1,1,4.344,1.062,29.556
1,1,1,35,32,1,1,2,1,1,1.531,0.869,12.378
1,1,1,36,5,1,2,1,2,0,1.450,1.002,16.173
1,1,1,37,10,2,2,1,1,1,9.439,2.717,8.441
1,1,1,38,16,1,2,1,1,0,1.128,0.922,3.460
1,1,1,39,9,2,2,1,1,1,17.416,1.986,15.321
1,1,1,40,12,1,1,2,1,1,6.060,1.234,14.945
1,1,1,41,32,1,1,2,1,1,2.127,1.210,7.899
1,1,1,42,17,1,2,1,1,0,2.391,1.040,6.096
1,1,1,43,8,2,2,1,1,1,3.643,1.482,13.826
1,1,1,44,27,1,1,2,1,1,1.507,1.270,11.924
1,1,1,45,13,2,2,1,2,1,1.700,1.856,5.802
1,1,1,46,30,2,1,2,2,0,0.847,1.067,5.133
1,1,1,47,11,1,2,1,1,0,5.854,1.662,11.948
1,1,1,48,7,2,1,2,1,0,1.727,0.970,5.532
1,1,1,49,6,1,1,2,1,1,13.114,3.553,7.148
1,1,1,50,12,1,2,1,2,0,1.318,1.138,6.316
1,1,1,51,1,1,1,2,2,1,2.489,1.130,7.124
1,1,1,52,31,1,1,2,1,1,1.052,0.923,4.419
1,1,1,53,24,2,2,1,2,1,0.912,0.912,5.474
1,1,1,54,24,2,2,1,2,1,0.845,1.116,4.316
1,1,1,55,16,1,1,2,3,1,0.747,1.154,5.764
1,1,1,56,18,1,1,2,3,1,0.886,1.372,4.819
1,1,1,57,15,1,1,2,3,1,0.743,1.136,8.268
1,1,1,58,25,2,2,1,3,1,0.957,1.363,7.292
1,1,1,59,4,2,2,1,3,1,0.845,1.109,4.522
1,1,1,60,20,2,2,1,3,1,0.722,0.967,3.561
1,1,1,61,21,1,1,2,3,1,0.987,0.965,6.389
1,1,1,62,18,1,1,2,4,1,0.622,1.338,6.370
1,1,1,63,10,2,2,1,4,1,1.239,1.258,7.349
1,1,1,64,26,2,2,1,4,1,0.984,1.100,9.357
1,1,2,65,10,2,2,1,3,1,1.250,1.394,5.675
1,1,2,66,15,1,1,2,4,1,0.819,1.195,6.717
1,1,2,67,19,2,2,1,4,1,0.922,0.916,6.820
1,1,2,68,32,1,1,2,4,1,0.881,1.105,3.982
1,1,2,69,27,1,1,2,4,1,1.536,3.347,4.667
1,1,2,70,13,2,2,1,5,1,0.883,1.628,4.435
1,1,2,71,19,2,2,1,5,1,1.228,0.499,4.612
1,1,2,72,17,1,1,2,4,1,0.883,1.503,3.897
