ruleID,iSession,iBlock,iTrial,stiID,category,choice,presskey,rating,feedback,choRT,rateRT,recDU
1,1,1,1,30,2,2,1,1,1,5.045,3.015,22.075
1,1,1,2,11,1,1,2,1,1,7.162,1.276,17.159
1,1,1,3,6,1,2,1,1,0,2.932,1.482,9.517
1,1,1,4,9,2,1,2,1,0,2.118,1.365,9.202
1,1,1,5,2,1,1,2,1,1,2.511,1.557,9.533
1,1,1,6,2,1,1,2,1,1,1.372,1.701,6.917
1,1,1,7,1,1,2,1,1,0,1.704,1.241,7.330
1,1,1,8,20,2,1,2,1,0,6.890,1.417,19.197
1,1,1,9,31,1,2,1,1,0,9.660,1.615,19.173
1,1,1,10,27,1,2,1,1,0,6.119,1.273,11.938
1,1,1,11,10,2,1,2,1,0,9.272,1.643,9.706
1,1,1,12,3,2,1,2,1,0,2.079,1.221,7.141
1,1,1,13,10,2,2,1,1,1,6.487,1.517,8.394
1,1,1,14,14,2,2,1,1,1,2.858,1.596,7.387
1,1,1,15,17,1,1,2,1,1,3.574,1.225,7.636
1,1,1,16,25,2,1,2,1,0,1.511,1.448,8.477
1,1,1,17,6,1,2,1,1,0,7.261,1.698,10.738
1,1,1,18,29,2,2,1,1,1,5.289,1.063,7.424
1,1,1,19,7,2,1,2,1,0,1.462,1.373,8.947
1,1,1,20,30,2,2,1,1,1,7.652,1.981,14.485
1,1,1,21,32,1,2,1,1,0,7.536,1.087,10.525
1,1,1,22,5,1,1,2,1,1,11.598,1.147,10.230
1,1,1,23,4,2,2,1,1,1,3.932,1.120,8.134
1,1,1,24,18,1,2,1,1,0,2.583,0.998,6.468
1,1,1,25,32,1,1,2,1,1,5.493,1.189,12.709
1,1,1,26,23,2,1,2,1,0,3.053,1.077,5.547
1,1,1,27,9,2,1,2,1,0,6.118,1.686,8.757
1,1,1,28,1,1,1,2,1,1,3.885,1.025,7.002
1,1,1,29,22,1,1,2,1,1,1.469,1.066,6.290
1,1,1,30,20,2,2,1,1,1,1.399,0.897,5.435
1,1,1,31,4,2,2,1,1,1,1.377,1.055,6.293
1,1,1,32,16,1,2,1,2,0,1.730,1.457,7.077
1,1,1,33,19,2,2,1,1,1,17.751,1.059,8.187
1,1,1,34,12,1,1,2,1,1,1.876,1.123,6.806
1,1,1,35,21,1,1,2,2,1,1.476,1.250,6.938
1,1,1,36,27,1,2,1,2,0,2.750,1.029,6.478
1,1,1,37,28,1,2,1,1,0,13.863,1.363,9.560
1,1,1,38,26,2,2,1,1,1,8.496,1.064,6.408
1,1,1,39,25,2,2,1,1,1,1.321,0.851,6.515
1,1,1,40,14,2,1,2,1,0,2.423,1.033,5.603
1,1,1,41,23,2,2,1,1,1,5.764,1.513,5.750
1,1,1,42,15,1,2,1,1,0,1.028,0.987,5.795
1,1,1,43,26,2,2,1,1,1,12.190,1.245,9.786
1,1,1,44,31,1,1,2,1,1,1.857,0.535,7.723
1,1,1,45,12,1,1,2,1,1,1.912,0.829,6.771
1,1,1,46,19,2,1,2,1,0,1.450,0.585,5.330
1,1,1,47,28,1,1,2,1,1,8.454,1.665,10.009
1,1,1,48,8,2,1,2,1,0,1.979,0.974,6.266
1,1,1,49,7,2,1,2,1,0,24.190,1.183,14.137
1,1,1,50,24,2,2,1,1,1,10.249,1.045,5.986
1,1,1,51,15,1,2,1,1,0,5.192,1.337,4.672
1,1,1,52,16,1,1,2,1,1,1.980,0.978,4.258
1,1,1,53,18,1,2,1,1,0,2.038,0.945,6.290
1,1,1,54,13,2,1,2,1,0,15.746,1.693,5.354
1,1,1,55,13,2,2,1,4,1,1.491,2.761,12.723
1,1,1,56,21,1,2,1,1,0,1.845,1.666,5.695
1,1,1,57,24,2,2,1,1,1,13.907,1.365,14.272
1,1,1,58,22,1,2,1,1,0,8.945,4.775,8.091
1,1,1,59,17,1,2,1,1,0,4.973,0.827,12.438
1,1,1,60,3,2,2,1,1,1,2.064,0.832,9.081
1,1,1,61,29,2,2,1,1,1,0.987,1.116,8.555
1,1,1,62,11,1,1,2,1,1,4.861,0.969,8.160
1,1,1,63,5,1,1,2,1,1,8.243,0.798,10.027
1,1,1,64,8,2,1,2,1,0,2.644,0.847,8.811
1,1,2,65,7,2,2,1,1,1,11.897,1.908,10.515
1,1,2,66,9,2,2,1,2,1,10.719,1.824,9.314
1,1,2,67,25,2,2,1,1,1,8.010,0.898,6.921
1,1,2,68,2,1,1,2,1,1,1.942,2.018,7.785
1,1,2,69,1,1,2,1,1,0,1.599,0.992,5.731
1,1,2,70,32,1,1,2,1,1,4.000,2.576,8.522
1,1,2,71,8,2,1,2,1,0,7.442,1.344,8.718
1,1,2,72,15,1,1,2,1,1,7.793,1.203,21.610
1,1,2,73,29,2,1,2,1,0,1.177,2.449,12.385
1,1,2,74,31,1,2,1,1,0,4.988,1.249,11.229
1,1,2,75,22,1,2,1,1,0,10.442,1.138,14.259
1,1,2,76,14,2,1,2,1,0,10.773,1.409,18.619
1,1,2,77,8,2,1,2,1,0,5.804,3.660,15.684
1,1,2,78,23,2,1,2,1,0,4.242,0.847,20.804
1,1,2,79,19,2,2,1,1,1,10.219,1.061,9.578
1,1,2,80,28,1,2,1,1,0,3.309,0.871,5.915
1,1,2,81,27,1,1,2,1,1,5.160,1.063,12.747
1,1,2,82,30,2,2,1,1,1,1.818,0.543,10.152
1,1,2,83,11,1,1,2,1,1,2.444,1.244,5.936
1,1,2,84,9,2,1,2,1,0,1.235,1.090,5.918
1,1,2,85,29,2,2,1,1,1,5.827,1.552,4.922
1,1,2,86,31,1,1,2,1,1,1.070,1.083,4.816
1,1,2,87,27,1,2,1,1,0,1.659,0.936,5.496
1,1,2,88,13,2,1,2,1,0,2.728,1.028,4.944
1,1,2,89,26,2,1,2,1,0,2.485,0.905,5.288
1,1,2,90,4,2,1,2,1,0,12.105,0.923,15.805
1,1,2,91,32,1,1,2,1,1,1.791,1.026,15.082
1,1,2,92,10,2,2,1,1,1,5.515,0.832,11.521
1,1,2,93,26,2,2,1,1,1,1.965,1.071,10.374
1,1,2,94,23,2,2,1,1,1,4.079,0.873,8.124
1,1,2,95,14,2,2,1,1,1,3.572,1.017,7.786
1,1,2,96,6,1,2,1,1,0,1.700,0.925,8.429
1,1,2,97,7,2,2,1,1,1,6.879,0.853,15.698
1,1,2,98,4,2,1,2,1,0,1.870,0.852,10.643
1,1,2,99,5,1,2,1,1,0,2.432,2.344,9.963
1,1,2,100,19,2,1,2,1,0,11.454,0.842,6.624
1,1,2,101,3,2,2,1,1,1,11.636,1.287,20.242
1,1,2,102,18,1,2,1,1,0,1.021,0.986,12.601
1,1,2,103,16,1,2,1,1,0,2.610,1.334,10.573
1,1,2,104,24,2,1,2,1,0,10.945,1.957,17.258
1,1,2,105,13,2,2,1,1,1,25.379,1.099,15.172
1,1,2,106,3,2,1,2,1,0,2.254,0.846,10.533
1,1,2,107,21,1,1,2,1,1,21.785,2.137,12.435
1,1,2,108,6,1,1,2,1,1,1.066,1.022,8.961
1,1,2,109,11,1,1,2,1,1,2.831,0.867,10.438
1,1,2,110,1,1,1,2,1,1,1.609,1.168,9.127
1,1,2,111,17,1,2,1,1,0,2.638,0.965,8.365
1,1,2,112,5,1,2,1,1,0,6.751,1.245,19.115
1,1,2,113,24,2,2,1,1,1,11.024,1.613,7.643
1,1,2,114,21,1,2,1,1,0,1.773,1.385,7.284
1,1,2,115,20,2,1,2,1,0,11.411,0.904,6.506
1,1,2,116,30,2,2,1,1,1,6.668,1.301,11.718
1,1,2,117,28,1,2,1,1,0,1.230,0.907,8.343
1,1,2,118,10,2,1,2,1,0,16.056,1.143,9.952
1,1,2,119,12,1,1,2,1,1,47.685,0.984,8.583
1,1,2,120,2,1,1,2,1,1,2.087,0.839,6.340
1,1,2,121,15,1,1,2,1,1,0.958,0.847,6.334
1,1,2,122,22,1,1,2,1,1,0.911,0.861,6.741
