subID,condition,level,iTrial,orien,standard_real,compare_real,diff_real,standard_norm,compare_norm,diff_norm,truth,choice,feedback,cho_RT,threshold_mean,threshold_sd
111,2,1,1,-1,0.250,0.278,0.028,0.000,0.028,0.028,2,2,1,0.710,0.029,0.030
111,2,1,2,1,0.250,0.276,0.026,0.000,0.026,0.026,1,1,1,0.978,0.027,0.030
111,2,1,3,1,0.250,0.275,0.025,0.000,0.025,0.025,2,2,1,0.651,0.026,0.030
111,2,1,4,1,0.250,0.274,0.024,0.000,0.024,0.024,1,1,1,0.530,0.024,0.030
111,2,1,5,1,0.250,0.272,0.022,0.000,0.022,0.022,1,1,1,0.514,0.023,0.030
111,2,1,6,1,0.250,0.271,0.021,0.000,0.021,0.021,1,2,0,0.676,0.026,0.030
111,2,1,7,-1,0.250,0.274,0.024,0.000,0.024,0.024,1,1,1,0.632,0.025,0.030
111,2,1,8,1,0.250,0.273,0.023,0.000,0.023,0.023,2,2,1,0.373,0.023,0.030
111,2,1,9,1,0.250,0.271,0.021,0.000,0.021,0.021,1,1,1,0.364,0.022,0.030
111,2,1,10,1,0.250,0.270,0.020,0.000,0.020,0.020,1,1,1,0.777,0.021,0.030
111,2,1,11,-1,0.250,0.268,0.018,0.000,0.018,0.018,1,1,1,0.780,0.019,0.030
111,2,1,12,-1,0.250,0.267,0.017,0.000,0.017,0.017,2,2,1,0.504,0.018,0.030
111,2,1,13,-1,0.250,0.266,0.016,0.000,0.016,0.016,2,1,0,0.524,0.021,0.030
111,2,1,14,1,0.250,0.269,0.019,0.000,0.019,0.019,1,1,1,0.530,0.020,0.030
111,2,1,15,-1,0.250,0.268,0.018,0.000,0.018,0.018,1,1,1,0.505,0.018,0.030
111,2,1,16,1,0.250,0.266,0.016,0.000,0.016,0.016,1,1,1,0.573,0.017,0.030
111,2,1,17,-1,0.250,0.265,0.015,0.000,0.015,0.015,1,1,1,1.045,0.016,0.030
111,2,1,18,1,0.250,0.263,0.013,0.000,0.013,0.013,2,2,1,0.814,0.014,0.030
111,2,1,19,-1,0.250,0.262,0.012,0.000,0.012,0.012,1,1,1,0.963,0.013,0.030
111,2,1,20,1,0.250,0.261,0.011,0.000,0.011,0.011,1,1,1,1.307,0.012,0.030
111,2,1,21,1,0.250,0.259,0.009,0.000,0.009,0.009,2,2,1,0.651,0.010,0.030
111,2,1,22,-1,0.250,0.258,0.008,0.000,0.008,0.008,1,1,1,1.390,0.009,0.030
111,2,1,23,-1,0.250,0.257,0.007,0.000,0.007,0.007,1,2,0,1.669,0.012,0.029
111,2,1,24,-1,0.250,0.260,0.010,0.000,0.010,0.010,1,1,1,0.965,0.011,0.029
111,2,1,25,-1,0.250,0.258,0.008,0.000,0.008,0.008,1,1,1,1.014,0.009,0.029
111,2,1,26,-1,0.250,0.257,0.007,0.000,0.007,0.007,1,2,0,1.565,0.013,0.029
111,2,1,27,-1,0.250,0.260,0.010,0.000,0.010,0.010,1,2,0,1.270,0.016,0.029
111,2,1,28,1,0.250,0.263,0.013,0.000,0.013,0.013,1,1,1,0.682,0.014,0.029
111,2,1,29,1,0.250,0.262,0.012,0.000,0.012,0.012,2,2,1,0.584,0.013,0.029
111,2,1,30,-1,0.250,0.261,0.011,0.000,0.011,0.011,1,1,1,0.583,0.012,0.029
111,2,2,1,1,0.500,0.472,-0.028,0.250,0.222,-0.028,1,1,1,0.897,0.029,0.030
111,2,2,2,1,0.500,0.526,0.026,0.250,0.276,0.026,2,2,1,0.567,0.027,0.030
111,2,2,3,1,0.500,0.475,-0.025,0.250,0.225,-0.025,1,1,1,0.856,0.026,0.030
111,2,2,4,1,0.500,0.524,0.024,0.250,0.274,0.024,1,1,1,0.466,0.024,0.030
111,2,2,5,-1,0.500,0.522,0.022,0.250,0.272,0.022,2,2,1,0.392,0.023,0.030
111,2,2,6,1,0.500,0.521,0.021,0.250,0.271,0.021,2,2,1,0.373,0.022,0.030
111,2,2,7,1,0.500,0.519,0.019,0.250,0.269,0.019,1,1,1,0.392,0.020,0.030
111,2,2,8,1,0.500,0.518,0.018,0.250,0.268,0.018,1,1,1,0.924,0.019,0.030
111,2,2,9,1,0.500,0.516,0.016,0.250,0.266,0.016,2,2,1,0.317,0.017,0.030
111,2,2,10,1,0.500,0.485,-0.015,0.250,0.235,-0.015,1,1,1,0.416,0.016,0.030
111,2,2,11,-1,0.500,0.486,-0.014,0.250,0.236,-0.014,2,2,1,0.494,0.014,0.030
111,2,2,12,1,0.500,0.512,0.012,0.250,0.262,0.012,2,2,1,0.467,0.013,0.030
111,2,2,13,1,0.500,0.489,-0.011,0.250,0.239,-0.011,2,2,1,0.318,0.012,0.030
111,2,2,14,-1,0.500,0.491,-0.009,0.250,0.241,-0.009,1,1,1,0.400,0.010,0.030
111,2,2,15,1,0.500,0.508,0.008,0.250,0.258,0.008,2,2,1,0.535,0.009,0.030
111,2,2,16,1,0.500,0.493,-0.007,0.250,0.243,-0.007,1,1,1,0.596,0.007,0.030
111,2,2,17,-1,0.500,0.495,-0.005,0.250,0.245,-0.005,2,1,0,1.069,0.011,0.030
111,2,2,18,1,0.500,0.508,0.008,0.250,0.258,0.008,2,2,1,0.393,0.009,0.030
111,2,2,19,-1,0.500,0.507,0.007,0.250,0.257,0.007,2,2,1,0.611,0.008,0.030
111,2,2,20,-1,0.500,0.494,-0.006,0.250,0.244,-0.006,2,1,0,1.140,0.011,0.030
111,2,2,21,-1,0.500,0.509,0.009,0.250,0.259,0.009,2,2,1,0.325,0.010,0.030
111,2,2,22,1,0.500,0.508,0.008,0.250,0.258,0.008,1,1,1,0.382,0.009,0.030
111,2,2,23,1,0.500,0.494,-0.006,0.250,0.244,-0.006,2,1,0,0.349,0.012,0.029
111,2,2,24,1,0.500,0.509,0.009,0.250,0.259,0.009,2,1,0,1.019,0.015,0.029
111,2,2,25,1,0.500,0.513,0.013,0.250,0.263,0.013,2,1,0,0.614,0.018,0.029
111,2,2,26,-1,0.500,0.484,-0.016,0.250,0.234,-0.016,2,2,1,0.501,0.017,0.029
111,2,2,27,1,0.500,0.486,-0.014,0.250,0.236,-0.014,1,2,0,0.480,0.020,0.029
111,2,2,28,1,0.500,0.517,0.017,0.250,0.267,0.017,2,2,1,0.348,0.018,0.029
111,2,2,29,1,0.500,0.484,-0.016,0.250,0.234,-0.016,1,2,0,0.436,0.021,0.029
111,2,2,30,-1,0.500,0.481,-0.019,0.250,0.231,-0.019,1,1,1,0.304,0.020,0.028
111,2,3,1,1,0.750,0.778,0.028,0.500,0.528,0.028,1,2,0,0.448,0.033,0.030
111,2,3,2,-1,0.750,0.719,-0.031,0.500,0.469,-0.031,1,1,1,0.317,0.032,0.030
111,2,3,3,1,0.750,0.780,0.030,0.500,0.530,0.030,1,1,1,0.323,0.031,0.030
111,2,3,4,1,0.750,0.778,0.028,0.500,0.528,0.028,1,1,1,0.369,0.029,0.030
111,2,3,5,1,0.750,0.723,-0.027,0.500,0.473,-0.027,1,1,1,0.308,0.028,0.030
111,2,3,6,1,0.750,0.724,-0.026,0.500,0.474,-0.026,1,2,0,0.296,0.031,0.029
111,2,3,7,-1,0.750,0.779,0.029,0.500,0.529,0.029,1,1,1,0.466,0.030,0.029
111,2,3,8,-1,0.750,0.723,-0.027,0.500,0.473,-0.027,1,1,1,0.368,0.028,0.029
111,2,3,9,1,0.750,0.776,0.026,0.500,0.526,0.026,2,2,1,0.388,0.027,0.029
111,2,3,10,-1,0.750,0.725,-0.025,0.500,0.475,-0.025,2,2,1,0.288,0.026,0.030
111,2,3,11,1,0.750,0.727,-0.023,0.500,0.477,-0.023,1,2,0,0.790,0.029,0.029
111,2,3,12,1,0.750,0.776,0.026,0.500,0.526,0.026,2,1,0,0.376,0.032,0.029
111,2,3,13,1,0.750,0.720,-0.030,0.500,0.470,-0.030,1,1,1,0.376,0.031,0.029
111,2,3,14,1,0.750,0.778,0.028,0.500,0.528,0.028,1,1,1,0.324,0.029,0.029
111,2,3,15,-1,0.750,0.777,0.027,0.500,0.527,0.027,1,1,1,0.321,0.028,0.029
111,2,3,16,-1,0.750,0.776,0.026,0.500,0.526,0.026,1,2,0,0.296,0.031,0.029
111,2,3,17,1,0.750,0.779,0.029,0.500,0.529,0.029,2,2,1,0.282,0.030,0.029
