subID,condition,level,iTrial,orien,standard_real,compare_real,diff_real,standard_norm,compare_norm,diff_norm,truth,choice,feedback,cho_RT,threshold_mean,threshold_sd
201,4,5,1,-1,1.250,1.222,-0.028,1.000,0.972,-0.028,1,1,1,1.276,0.029,0.030
201,4,5,2,-1,1.250,1.224,-0.026,1.000,0.974,-0.026,1,2,0,1.885,0.032,0.030
201,4,5,3,-1,1.250,1.220,-0.030,1.000,0.970,-0.030,2,2,1,1.600,0.031,0.030
201,4,5,4,1,1.250,1.222,-0.028,1.000,0.972,-0.028,1,1,1,0.710,0.029,0.030
201,4,5,5,1,1.250,1.223,-0.027,1.000,0.973,-0.027,1,1,1,0.623,0.028,0.030
201,4,5,6,-1,1.250,1.224,-0.026,1.000,0.974,-0.026,2,1,0,1.737,0.031,0.029
201,4,5,7,1,1.250,1.221,-0.029,1.000,0.971,-0.029,1,1,1,0.947,0.030,0.029
201,4,5,8,-1,1.250,1.223,-0.027,1.000,0.973,-0.027,2,2,1,1.023,0.028,0.029
201,4,5,9,1,1.250,1.224,-0.026,1.000,0.974,-0.026,2,1,0,0.996,0.032,0.029
201,4,5,10,-1,1.250,1.221,-0.029,1.000,0.971,-0.029,1,1,1,0.473,0.030,0.029
201,4,5,11,1,1.250,1.222,-0.028,1.000,0.972,-0.028,2,1,0,0.968,0.033,0.029
201,4,5,12,-1,1.250,1.219,-0.031,1.000,0.969,-0.031,2,1,0,0.945,0.036,0.029
201,4,5,13,-1,1.250,1.216,-0.034,1.000,0.966,-0.034,2,1,0,0.728,0.039,0.029
201,4,5,14,-1,1.250,1.213,-0.037,1.000,0.963,-0.037,2,2,1,2.170,0.038,0.029
201,4,5,15,-1,1.250,1.214,-0.036,1.000,0.964,-0.036,2,2,1,1.645,0.037,0.029
201,4,5,16,1,1.250,1.216,-0.034,1.000,0.966,-0.034,1,1,1,0.571,0.036,0.029
201,4,5,17,1,1.250,1.217,-0.033,1.000,0.967,-0.033,2,1,0,0.671,0.038,0.028
201,4,5,18,-1,1.250,1.214,-0.036,1.000,0.964,-0.036,2,1,0,0.681,0.041,0.028
201,4,5,19,-1,1.250,1.211,-0.039,1.000,0.961,-0.039,1,1,1,1.020,0.040,0.028
201,4,5,20,-1,1.250,1.212,-0.038,1.000,0.962,-0.038,2,2,1,0.508,0.039,0.028
201,4,5,21,-1,1.250,1.214,-0.036,1.000,0.964,-0.036,1,1,1,0.565,0.038,0.028
201,4,5,22,1,1.250,1.215,-0.035,1.000,0.965,-0.035,2,1,0,2.325,0.041,0.028
201,4,5,23,1,1.250,1.212,-0.038,1.000,0.962,-0.038,2,2,1,0.376,0.039,0.028
201,4,5,24,-1,1.250,1.213,-0.037,1.000,0.963,-0.037,1,1,1,0.913,0.038,0.028
