subID,condition,level,iTrial,orien,standard_real,compare_real,diff_real,standard_norm,compare_norm,diff_norm,truth,choice,feedback,cho_RT,threshold_mean,threshold_sd
116,3,2,1,1,0.500,0.528,0.028,0.250,0.278,0.028,2,1,0,0.564,0.033,0.030
116,3,2,2,1,0.500,0.469,-0.031,0.250,0.219,-0.031,1,2,0,0.575,0.036,0.029
116,3,2,3,1,0.500,0.534,0.034,0.250,0.284,0.034,1,1,1,0.601,0.035,0.029
116,3,2,4,-1,0.500,0.533,0.033,0.250,0.283,0.033,1,1,1,0.316,0.034,0.029
116,3,2,5,1,0.500,0.532,0.032,0.250,0.282,0.032,2,2,1,0.519,0.032,0.029
116,3,2,6,-1,0.500,0.530,0.030,0.250,0.280,0.030,1,1,1,0.470,0.031,0.029
116,3,2,7,1,0.500,0.529,0.029,0.250,0.279,0.029,2,2,1,0.422,0.030,0.029
116,3,2,8,-1,0.500,0.473,-0.027,0.250,0.223,-0.027,1,1,1,0.395,0.028,0.029
116,3,2,9,-1,0.500,0.474,-0.026,0.250,0.224,-0.026,1,1,1,0.294,0.027,0.029
116,3,2,10,-1,0.500,0.475,-0.025,0.250,0.225,-0.025,2,2,1,0.433,0.026,0.030
116,3,2,11,1,0.500,0.477,-0.023,0.250,0.227,-0.023,1,1,1,0.045,0.024,0.030
116,3,2,12,-1,0.500,0.522,0.022,0.250,0.272,0.022,1,1,1,0.370,0.023,0.030
116,3,2,13,1,0.500,0.521,0.021,0.250,0.271,0.021,2,2,1,0.409,0.022,0.030
116,3,2,14,1,0.500,0.519,0.019,0.250,0.269,0.019,1,1,1,0.358,0.020,0.030
116,3,2,15,1,0.500,0.518,0.018,0.250,0.268,0.018,2,2,1,0.469,0.019,0.030
116,3,2,16,-1,0.500,0.483,-0.017,0.250,0.233,-0.017,1,1,1,0.334,0.017,0.030
116,3,2,17,-1,0.500,0.515,0.015,0.250,0.265,0.015,2,2,1,0.425,0.016,0.030
116,3,2,18,1,0.500,0.514,0.014,0.250,0.264,0.014,1,1,1,0.333,0.015,0.030
116,3,2,19,1,0.500,0.488,-0.012,0.250,0.238,-0.012,2,1,0,0.451,0.018,0.029
116,3,2,20,-1,0.500,0.485,-0.015,0.250,0.235,-0.015,2,2,1,0.461,0.017,0.029
116,3,2,21,1,0.500,0.514,0.014,0.250,0.264,0.014,2,1,0,0.301,0.020,0.029
116,3,2,22,1,0.500,0.483,-0.017,0.250,0.233,-0.017,2,2,1,0.450,0.018,0.029
116,3,2,23,-1,0.500,0.516,0.016,0.250,0.266,0.016,1,1,1,0.574,0.017,0.029
116,3,2,24,1,0.500,0.514,0.014,0.250,0.264,0.014,1,2,0,0.712,0.020,0.029
116,3,2,25,-1,0.500,0.483,-0.017,0.250,0.233,-0.017,1,1,1,0.275,0.019,0.029
116,3,2,26,1,0.500,0.516,0.016,0.250,0.266,0.016,2,1,0,0.308,0.022,0.029
116,3,2,27,1,0.500,0.481,-0.019,0.250,0.231,-0.019,2,2,1,0.327,0.020,0.029
116,3,2,28,1,0.500,0.518,0.018,0.250,0.268,0.018,2,2,1,0.303,0.019,0.029
116,3,2,29,-1,0.500,0.517,0.017,0.250,0.267,0.017,2,1,0,0.564,0.022,0.028
116,3,2,30,1,0.500,0.480,-0.020,0.250,0.230,-0.020,2,2,1,0.332,0.021,0.028
116,3,1,1,-1,0.250,0.278,0.028,0.000,0.028,0.028,2,2,1,0.372,0.029,0.030
116,3,1,2,1,0.250,0.276,0.026,0.000,0.026,0.026,2,2,1,0.367,0.027,0.030
116,3,1,3,-1,0.250,0.275,0.025,0.000,0.025,0.025,2,2,1,0.308,0.026,0.030
116,3,1,4,-1,0.250,0.274,0.024,0.000,0.024,0.024,2,2,1,0.413,0.024,0.030
