subID,condition,level,iTrial,orien,standard_real,compare_real,diff_real,standard_norm,compare_norm,diff_norm,truth,choice,feedback,cho_RT,threshold_mean,threshold_sd
117,4,5,1,-1,1.250,1.222,-0.028,1.000,0.972,-0.028,1,1,1,0.688,0.029,0.030
117,4,5,2,1,1.250,1.224,-0.026,1.000,0.974,-0.026,1,1,1,0.955,0.027,0.030
117,4,5,3,1,1.250,1.225,-0.025,1.000,0.975,-0.025,2,1,0,2.043,0.031,0.030
117,4,5,4,1,1.250,1.222,-0.028,1.000,0.972,-0.028,2,2,1,2.574,0.029,0.030
117,4,5,5,1,1.250,1.223,-0.027,1.000,0.973,-0.027,1,1,1,0.351,0.028,0.030
117,4,5,6,-1,1.250,1.224,-0.026,1.000,0.974,-0.026,1,2,0,1.290,0.031,0.029
117,4,5,7,1,1.250,1.221,-0.029,1.000,0.971,-0.029,1,1,1,0.782,0.030,0.029
117,4,5,8,-1,1.250,1.223,-0.027,1.000,0.973,-0.027,2,2,1,0.410,0.028,0.029
117,4,5,9,-1,1.250,1.224,-0.026,1.000,0.974,-0.026,2,2,1,0.386,0.027,0.029
117,4,5,10,1,1.250,1.225,-0.025,1.000,0.975,-0.025,1,1,1,2.250,0.026,0.030
117,4,5,11,1,1.250,1.227,-0.023,1.000,0.977,-0.023,1,1,1,3.279,0.024,0.030
117,4,5,12,1,1.250,1.228,-0.022,1.000,0.978,-0.022,1,2,0,0.979,0.027,0.029
117,4,5,13,1,1.250,1.225,-0.025,1.000,0.975,-0.025,1,1,1,1.509,0.026,0.029
117,4,5,14,1,1.250,1.226,-0.024,1.000,0.976,-0.024,2,1,0,3.015,0.029,0.029
117,4,5,15,1,1.250,1.223,-0.027,1.000,0.973,-0.027,1,2,0,2.585,0.032,0.029
117,4,5,16,-1,1.250,1.220,-0.030,1.000,0.970,-0.030,1,1,1,0.485,0.031,0.029
117,4,5,17,1,1.250,1.222,-0.028,1.000,0.972,-0.028,1,1,1,0.590,0.030,0.029
117,4,5,18,-1,1.250,1.223,-0.027,1.000,0.973,-0.027,1,1,1,4.077,0.028,0.029
117,4,5,19,1,1.250,1.224,-0.026,1.000,0.974,-0.026,1,2,0,2.667,0.031,0.029
117,4,5,20,-1,1.250,1.221,-0.029,1.000,0.971,-0.029,1,1,1,0.357,0.030,0.029
117,4,5,21,-1,1.250,1.222,-0.028,1.000,0.972,-0.028,1,1,1,1.186,0.029,0.029
117,4,5,22,1,1.250,1.224,-0.026,1.000,0.974,-0.026,2,1,0,0.904,0.032,0.028
117,4,5,23,1,1.250,1.221,-0.029,1.000,0.971,-0.029,1,2,0,1.715,0.035,0.028
117,4,5,24,-1,1.250,1.218,-0.032,1.000,0.968,-0.032,2,1,0,0.401,0.038,0.028
117,4,5,25,-1,1.250,1.215,-0.035,1.000,0.965,-0.035,1,1,1,0.307,0.036,0.028
117,4,5,26,1,1.250,1.216,-0.034,1.000,0.966,-0.034,1,1,1,0.652,0.035,0.028
117,4,5,27,-1,1.250,1.217,-0.033,1.000,0.967,-0.033,1,1,1,1.641,0.034,0.028
117,4,5,28,1,1.250,1.219,-0.031,1.000,0.969,-0.031,2,2,1,0.240,0.033,0.028
117,4,5,29,1,1.250,1.220,-0.030,1.000,0.970,-0.030,2,2,1,0.219,0.031,0.028
117,4,5,30,1,1.250,1.221,-0.029,1.000,0.971,-0.029,2,2,1,0.282,0.030,0.028
117,4,4,1,-1,1.000,1.028,0.028,0.750,0.778,0.028,2,2,1,0.586,0.029,0.030
117,4,4,2,1,1.000,1.026,0.026,0.750,0.776,0.026,2,2,1,0.288,0.027,0.030
