subID,condition,level,iTrial,orien,standard_real,compare_real,diff_real,standard_norm,compare_norm,diff_norm,truth,choice,feedback,cho_RT,threshold_mean,threshold_sd
208,3,5,1,1,1.250,1.222,-0.028,1.000,0.972,-0.028,1,1,1,0.694,0.029,0.030
208,3,5,2,-1,1.250,1.224,-0.026,1.000,0.974,-0.026,2,2,1,0.423,0.027,0.030
208,3,5,3,1,1.250,1.225,-0.025,1.000,0.975,-0.025,1,1,1,0.559,0.026,0.030
208,3,5,4,-1,1.250,1.226,-0.024,1.000,0.976,-0.024,2,2,1,0.415,0.024,0.030
208,3,5,5,-1,1.250,1.228,-0.022,1.000,0.978,-0.022,2,2,1,0.374,0.023,0.030
208,3,5,6,-1,1.250,1.229,-0.021,1.000,0.979,-0.021,1,1,1,0.685,0.022,0.030
208,3,5,7,1,1.250,1.231,-0.019,1.000,0.981,-0.019,2,2,1,0.415,0.020,0.030
208,3,5,8,-1,1.250,1.232,-0.018,1.000,0.982,-0.018,1,1,1,0.377,0.019,0.030
208,3,5,9,1,1.250,1.234,-0.016,1.000,0.984,-0.016,2,2,1,0.327,0.017,0.030
208,3,5,10,1,1.250,1.235,-0.015,1.000,0.985,-0.015,2,2,1,0.339,0.016,0.030
208,3,5,11,-1,1.250,1.236,-0.014,1.000,0.986,-0.014,2,2,1,0.360,0.014,0.030
208,3,5,12,-1,1.250,1.238,-0.012,1.000,0.988,-0.012,1,1,1,1.837,0.013,0.030
208,3,5,13,-1,1.250,1.239,-0.011,1.000,0.989,-0.011,2,2,1,0.369,0.012,0.030
208,3,5,14,-1,1.250,1.241,-0.009,1.000,0.991,-0.009,1,1,1,0.527,0.010,0.030
208,3,5,15,-1,1.250,1.242,-0.008,1.000,0.992,-0.008,1,2,0,1.882,0.014,0.030
208,3,5,16,-1,1.250,1.239,-0.011,1.000,0.989,-0.011,1,1,1,0.451,0.012,0.030
208,3,5,17,-1,1.250,1.240,-0.010,1.000,0.990,-0.010,2,2,1,0.511,0.011,0.030
208,3,5,18,-1,1.250,1.242,-0.008,1.000,0.992,-0.008,1,1,1,0.673,0.009,0.030
208,3,5,19,-1,1.250,1.243,-0.007,1.000,0.993,-0.007,2,2,1,0.199,0.008,0.030
208,3,5,20,1,1.250,1.244,-0.006,1.000,0.994,-0.006,1,1,1,0.383,0.007,0.030
