subID,condition,level,iTrial,orien,standard_real,compare_real,diff_real,standard_norm,compare_norm,diff_norm,truth,choice,feedback,cho_RT,threshold_mean,threshold_sd
211,4,1,1,-1,0.250,0.278,0.028,0.000,0.028,0.028,1,1,1,1.775,0.029,0.030
211,4,1,2,-1,0.250,0.276,0.026,0.000,0.026,0.026,1,1,1,0.542,0.027,0.030
211,4,1,3,1,0.250,0.275,0.025,0.000,0.025,0.025,2,2,1,2.602,0.026,0.030
211,4,1,4,1,0.250,0.274,0.024,0.000,0.024,0.024,2,2,1,0.778,0.024,0.030
211,4,1,5,-1,0.250,0.272,0.022,0.000,0.022,0.022,1,1,1,2.455,0.023,0.030
211,4,1,6,1,0.250,0.271,0.021,0.000,0.021,0.021,1,1,1,0.825,0.022,0.030
211,4,1,7,1,0.250,0.269,0.019,0.000,0.019,0.019,2,2,1,3.064,0.020,0.030
211,4,1,8,1,0.250,0.268,0.018,0.000,0.018,0.018,1,1,1,0.484,0.019,0.030
211,4,1,9,-1,0.250,0.266,0.016,0.000,0.016,0.016,1,1,1,0.484,0.017,0.030
211,4,1,10,-1,0.250,0.265,0.015,0.000,0.015,0.015,1,1,1,0.838,0.016,0.030
211,4,1,11,1,0.250,0.264,0.014,0.000,0.014,0.014,2,2,1,0.281,0.014,0.030
211,4,1,12,-1,0.250,0.262,0.012,0.000,0.012,0.012,2,2,1,3.565,0.013,0.030
211,4,1,13,-1,0.250,0.261,0.011,0.000,0.011,0.011,2,1,0,0.683,0.016,0.030
211,4,1,14,-1,0.250,0.264,0.014,0.000,0.014,0.014,2,1,0,0.930,0.019,0.030
211,4,1,15,1,0.250,0.267,0.017,0.000,0.017,0.017,1,2,0,4.537,0.023,0.029
211,4,1,16,1,0.250,0.270,0.020,0.000,0.020,0.020,2,2,1,0.423,0.021,0.029
211,4,1,17,-1,0.250,0.269,0.019,0.000,0.019,0.019,2,2,1,0.441,0.020,0.029
211,4,1,18,1,0.250,0.268,0.018,0.000,0.018,0.018,2,2,1,4.516,0.019,0.029
211,4,1,19,-1,0.250,0.266,0.016,0.000,0.016,0.016,2,2,1,1.900,0.017,0.029
211,4,1,20,-1,0.250,0.265,0.015,0.000,0.015,0.015,2,1,0,1.072,0.020,0.029
211,4,1,21,-1,0.250,0.268,0.018,0.000,0.018,0.018,1,1,1,0.452,0.019,0.029
211,4,1,22,-1,0.250,0.267,0.017,0.000,0.017,0.017,1,1,1,0.459,0.018,0.029
211,4,1,23,-1,0.250,0.265,0.015,0.000,0.015,0.015,2,2,1,0.325,0.016,0.029
211,4,1,24,1,0.250,0.264,0.014,0.000,0.014,0.014,2,2,1,0.108,0.015,0.029
211,4,1,25,-1,0.250,0.263,0.013,0.000,0.013,0.013,2,2,1,0.555,0.014,0.029
211,4,1,26,-1,0.250,0.261,0.011,0.000,0.011,0.011,1,1,1,0.584,0.012,0.029
