subID,condition,level,iTrial,orien,standard_real,compare_real,diff_real,standard_norm,compare_norm,diff_norm,truth,choice,feedback,cho_RT,threshold_mean,threshold_sd
323,3,4,1,-1,1.000,0.972,-0.028,0.750,0.722,-0.028,1,1,1,0.427,0.029,0.030
323,3,4,2,-1,1.000,0.974,-0.026,0.750,0.724,-0.026,1,1,1,0.387,0.027,0.030
323,3,4,3,-1,1.000,1.025,0.025,0.750,0.775,0.025,2,2,1,0.370,0.026,0.030
323,3,4,4,-1,1.000,1.024,0.024,0.750,0.774,0.024,2,2,1,0.364,0.024,0.030
323,3,4,5,-1,1.000,0.978,-0.022,0.750,0.728,-0.022,1,1,1,1.014,0.023,0.030
323,3,4,6,1,1.000,1.021,0.021,0.750,0.771,0.021,2,1,0,1.383,0.026,0.030
323,3,4,7,-1,1.000,0.976,-0.024,0.750,0.726,-0.024,1,1,1,0.505,0.025,0.030
323,3,4,8,1,1.000,1.023,0.023,0.750,0.773,0.023,2,2,1,0.688,0.023,0.030
323,3,4,9,-1,1.000,1.021,0.021,0.750,0.771,0.021,1,1,1,0.560,0.022,0.030
323,3,4,10,-1,1.000,0.980,-0.020,0.750,0.730,-0.020,1,1,1,0.440,0.021,0.030
323,3,4,11,-1,1.000,1.018,0.018,0.750,0.768,0.018,2,2,1,0.645,0.019,0.030
323,3,4,12,-1,1.000,0.983,-0.017,0.750,0.733,-0.017,1,1,1,0.826,0.018,0.030
323,3,4,13,1,1.000,0.984,-0.016,0.750,0.734,-0.016,2,1,0,0.722,0.021,0.030
323,3,4,14,-1,1.000,1.019,0.019,0.750,0.769,0.019,1,1,1,0.383,0.020,0.030
323,3,4,15,1,1.000,1.018,0.018,0.750,0.768,0.018,1,1,1,0.354,0.018,0.030
323,3,4,16,-1,1.000,0.984,-0.016,0.750,0.734,-0.016,2,2,1,0.584,0.017,0.030
323,3,4,17,1,1.000,1.015,0.015,0.750,0.765,0.015,2,2,1,0.307,0.016,0.030
323,3,4,18,1,1.000,1.013,0.013,0.750,0.763,0.013,2,2,1,0.688,0.014,0.030
323,3,4,19,-1,1.000,0.988,-0.012,0.750,0.738,-0.012,1,1,1,0.465,0.013,0.030
323,3,4,20,-1,1.000,0.989,-0.011,0.750,0.739,-0.011,1,1,1,1.482,0.012,0.030
323,3,4,21,-1,1.000,1.009,0.009,0.750,0.759,0.009,2,1,0,2.592,0.015,0.029
323,3,4,22,-1,1.000,0.988,-0.012,0.750,0.738,-0.012,1,1,1,0.527,0.013,0.029
323,3,4,23,1,1.000,1.011,0.011,0.750,0.761,0.011,2,1,0,1.266,0.017,0.029
323,3,4,24,1,1.000,1.014,0.014,0.750,0.764,0.014,2,1,0,2.278,0.020,0.029
323,3,4,25,-1,1.000,1.017,0.017,0.750,0.767,0.017,1,1,1,0.396,0.018,0.029
323,3,4,26,1,1.000,1.016,0.016,0.750,0.766,0.016,1,1,1,1.914,0.017,0.029
323,3,4,27,-1,1.000,1.015,0.015,0.750,0.765,0.015,1,1,1,0.259,0.016,0.029
323,3,4,28,1,1.000,1.013,0.013,0.750,0.763,0.013,1,1,1,0.342,0.014,0.029
323,3,4,29,-1,1.000,0.988,-0.012,0.750,0.738,-0.012,1,1,1,0.402,0.013,0.029
323,3,4,30,1,1.000,0.989,-0.011,0.750,0.739,-0.011,1,1,1,0.292,0.012,0.029
323,3,3,1,1,0.750,0.722,-0.028,0.500,0.472,-0.028,1,1,1,1.741,0.029,0.030
323,3,3,2,1,0.750,0.724,-0.026,0.500,0.474,-0.026,2,2,1,0.333,0.027,0.030
323,3,3,3,1,0.750,0.775,0.025,0.500,0.525,0.025,1,1,1,0.291,0.026,0.030
323,3,3,4,1,0.750,0.774,0.024,0.500,0.524,0.024,2,2,1,0.508,0.024,0.030
323,3,3,5,-1,0.750,0.728,-0.022,0.500,0.478,-0.022,2,2,1,0.320,0.023,0.030
323,3,3,6,1,0.750,0.771,0.021,0.500,0.521,0.021,1,1,1,0.347,0.022,0.030
323,3,3,7,1,0.750,0.769,0.019,0.500,0.519,0.019,1,1,1,0.733,0.020,0.030
323,3,3,8,-1,0.750,0.768,0.018,0.500,0.518,0.018,1,2,0,0.754,0.023,0.030
323,3,3,9,1,0.750,0.771,0.021,0.500,0.521,0.021,2,2,1,0.285,0.022,0.030
323,3,3,10,1,0.750,0.770,0.020,0.500,0.520,0.020,1,1,1,0.253,0.021,0.030
323,3,3,11,-1,0.750,0.768,0.018,0.500,0.518,0.018,1,1,1,0.307,0.019,0.030
323,3,3,12,1,0.750,0.733,-0.017,0.500,0.483,-0.017,2,2,1,0.260,0.018,0.030
323,3,3,13,-1,0.750,0.766,0.016,0.500,0.516,0.016,1,1,1,0.249,0.016,0.030
323,3,3,14,-1,0.750,0.736,-0.014,0.500,0.486,-0.014,1,1,1,0.358,0.015,0.030
323,3,3,15,1,0.750,0.737,-0.013,0.500,0.487,-0.013,1,1,1,0.560,0.014,0.030
323,3,3,16,1,0.750,0.761,0.011,0.500,0.511,0.011,2,2,1,0.484,0.012,0.030
323,3,3,17,-1,0.750,0.760,0.010,0.500,0.510,0.010,2,2,1,0.262,0.011,0.030
323,3,3,18,-1,0.750,0.759,0.009,0.500,0.509,0.009,1,1,1,0.096,0.010,0.030
323,3,3,19,1,0.750,0.743,-0.007,0.500,0.493,-0.007,2,1,0,0.294,0.013,0.030
323,3,3,20,-1,0.750,0.760,0.010,0.500,0.510,0.010,1,1,1,0.257,0.011,0.030
323,3,3,21,-1,0.750,0.741,-0.009,0.500,0.491,-0.009,1,1,1,0.206,0.010,0.030
323,3,3,22,-1,0.750,0.758,0.008,0.500,0.508,0.008,1,1,1,0.251,0.009,0.030
323,3,3,23,-1,0.750,0.756,0.006,0.500,0.506,0.006,1,2,0,0.300,0.012,0.029
323,3,3,24,1,0.750,0.740,-0.010,0.500,0.490,-0.010,1,1,1,0.256,0.011,0.029
323,3,3,25,-1,0.750,0.742,-0.008,0.500,0.492,-0.008,2,1,0,0.227,0.014,0.029
323,3,3,26,-1,0.750,0.739,-0.011,0.500,0.489,-0.011,1,1,1,0.363,0.012,0.029
323,3,3,27,1,0.750,0.760,0.010,0.500,0.510,0.010,2,2,1,0.186,0.011,0.029
323,3,3,28,1,0.750,0.741,-0.009,0.500,0.491,-0.009,1,2,0,0.411,0.014,0.029
323,3,3,29,-1,0.750,0.738,-0.012,0.500,0.488,-0.012,1,1,1,0.427,0.013,0.029
323,3,3,30,1,0.750,0.760,0.010,0.500,0.510,0.010,2,2,1,0.222,0.012,0.029
323,3,1,1,1,0.250,0.278,0.028,0.000,0.028,0.028,1,2,0,0.420,0.033,0.030
323,3,1,2,1,0.250,0.281,0.031,0.000,0.031,0.031,2,2,1,0.472,0.032,0.030
323,3,1,3,1,0.250,0.280,0.030,0.000,0.030,0.030,2,2,1,0.309,0.031,0.030
323,3,1,4,-1,0.250,0.278,0.028,0.000,0.028,0.028,1,1,1,0.922,0.029,0.030
323,3,1,5,-1,0.250,0.277,0.027,0.000,0.027,0.027,2,2,1,0.203,0.028,0.030
323,3,1,6,1,0.250,0.276,0.026,0.000,0.026,0.026,2,2,1,0.326,0.026,0.030
323,3,1,7,-1,0.250,0.274,0.024,0.000,0.024,0.024,1,1,1,0.276,0.025,0.030
323,3,1,8,-1,0.250,0.273,0.023,0.000,0.023,0.023,1,1,1,0.660,0.024,0.030
323,3,1,9,-1,0.250,0.271,0.021,0.000,0.021,0.021,1,1,1,0.387,0.022,0.030
323,3,1,10,-1,0.250,0.270,0.020,0.000,0.020,0.020,2,2,1,0.281,0.021,0.030
323,3,1,11,-1,0.250,0.269,0.019,0.000,0.019,0.019,1,1,1,1.981,0.019,0.030
323,3,1,12,1,0.250,0.267,0.017,0.000,0.017,0.017,2,2,1,0.260,0.018,0.030
323,3,1,13,1,0.250,0.266,0.016,0.000,0.016,0.016,2,2,1,0.294,0.017,0.030
323,3,1,14,1,0.250,0.264,0.014,0.000,0.014,0.014,2,2,1,0.298,0.015,0.030
323,3,1,15,1,0.250,0.263,0.013,0.000,0.013,0.013,2,2,1,0.277,0.014,0.030
323,3,1,16,1,0.250,0.262,0.012,0.000,0.012,0.012,1,1,1,0.651,0.013,0.030
323,3,1,17,1,0.250,0.260,0.010,0.000,0.010,0.010,2,1,0,0.680,0.016,0.030
323,3,1,18,-1,0.250,0.263,0.013,0.000,0.013,0.013,1,1,1,0.700,0.014,0.030
323,3,1,19,-1,0.250,0.262,0.012,0.000,0.012,0.012,2,2,1,0.385,0.013,0.030
323,3,1,20,1,0.250,0.261,0.011,0.000,0.011,0.011,2,2,1,0.243,0.012,0.030
323,3,1,21,-1,0.250,0.259,0.009,0.000,0.009,0.009,1,1,1,0.336,0.010,0.030
323,3,1,22,-1,0.250,0.258,0.008,0.000,0.008,0.008,1,1,1,0.309,0.009,0.030
323,3,1,23,-1,0.250,0.257,0.007,0.000,0.007,0.007,2,2,1,0.182,0.008,0.030
323,3,1,24,-1,0.250,0.255,0.005,0.000,0.005,0.005,1,1,1,0.589,0.006,0.030
323,3,1,25,-1,0.250,0.254,0.004,0.000,0.004,0.004,2,2,1,0.255,0.005,0.029
323,3,1,26,-1,0.250,0.252,0.002,0.000,0.002,0.002,1,1,1,0.355,0.003,0.029
323,3,1,27,1,0.250,0.251,0.001,0.000,0.001,0.001,2,2,1,0.251,0.002,0.029
323,3,1,28,-1,0.250,0.250,-0.000,0.000,-0.000,-0.000,2,2,1,0.328,0.001,0.029
323,3,1,29,1,0.250,0.248,-0.002,0.000,-0.002,-0.002,1,2,0,0.190,0.004,0.029
323,3,1,30,1,0.250,0.251,0.001,0.000,0.001,0.001,2,2,1,0.200,0.003,0.029
323,3,2,1,-1,0.500,0.528,0.028,0.250,0.278,0.028,2,2,1,0.305,0.029,0.030
323,3,2,2,1,0.500,0.474,-0.026,0.250,0.224,-0.026,2,2,1,0.443,0.027,0.030
