subID,condition,level,iTrial,orien,standard_real,compare_real,diff_real,standard_norm,compare_norm,diff_norm,truth,choice,feedback,cho_RT,threshold_mean,threshold_sd
302,4,4,1,1,1.000,0.972,-0.028,0.750,0.722,-0.028,2,1,0,0.798,0.033,0.030
302,4,4,2,-1,1.000,0.969,-0.031,0.750,0.719,-0.031,2,2,1,0.423,0.032,0.030
302,4,4,3,1,1.000,0.970,-0.030,0.750,0.720,-0.030,2,2,1,2.178,0.031,0.030
302,4,4,4,1,1.000,1.028,0.028,0.750,0.778,0.028,2,1,0,0.340,0.034,0.029
302,4,4,5,-1,1.000,0.968,-0.032,0.750,0.718,-0.032,1,1,1,1.309,0.032,0.029
302,4,4,6,-1,1.000,0.970,-0.030,0.750,0.720,-0.030,1,1,1,1.317,0.031,0.029
302,4,4,7,-1,1.000,0.971,-0.029,0.750,0.721,-0.029,2,2,1,0.347,0.030,0.029
302,4,4,8,1,1.000,1.027,0.027,0.750,0.777,0.027,1,1,1,1.114,0.028,0.029
302,4,4,9,1,1.000,1.026,0.026,0.750,0.776,0.026,1,1,1,0.347,0.027,0.029
302,4,4,10,-1,1.000,1.025,0.025,0.750,0.775,0.025,2,2,1,0.396,0.026,0.030
302,4,4,11,-1,1.000,1.023,0.023,0.750,0.773,0.023,2,2,1,0.305,0.024,0.030
302,4,4,12,-1,1.000,1.022,0.022,0.750,0.772,0.022,1,1,1,0.390,0.023,0.030
302,4,4,13,-1,1.000,0.979,-0.021,0.750,0.729,-0.021,2,2,1,0.347,0.022,0.030
302,4,4,14,1,1.000,1.019,0.019,0.750,0.769,0.019,1,1,1,0.709,0.020,0.030
302,4,4,15,1,1.000,1.018,0.018,0.750,0.768,0.018,1,1,1,1.024,0.019,0.030
302,4,4,16,-1,1.000,1.017,0.017,0.750,0.767,0.017,1,1,1,1.580,0.017,0.030
302,4,4,17,1,1.000,0.985,-0.015,0.750,0.735,-0.015,1,1,1,0.721,0.016,0.030
302,4,4,18,1,1.000,0.986,-0.014,0.750,0.736,-0.014,2,2,1,0.509,0.015,0.030
302,4,4,19,1,1.000,1.012,0.012,0.750,0.762,0.012,1,2,0,0.402,0.018,0.029
302,4,4,20,1,1.000,1.015,0.015,0.750,0.765,0.015,2,2,1,0.472,0.017,0.029
302,4,4,21,1,1.000,1.014,0.014,0.750,0.764,0.014,1,1,1,0.918,0.015,0.029
302,4,4,22,-1,1.000,1.013,0.013,0.750,0.763,0.013,2,2,1,0.366,0.014,0.029
