subID,condition,level,iTrial,orien,standard_real,compare_real,diff_real,standard_norm,compare_norm,diff_norm,truth,choice,feedback,cho_RT,threshold_mean,threshold_sd
101,3,4,1,1,1.000,0.972,-0.028,0.750,0.722,-0.028,1,1,1,0.228,0.029,0.030
101,3,4,2,1,1.000,0.974,-0.026,0.750,0.724,-0.026,2,2,1,0.448,0.027,0.030
101,3,4,3,-1,1.000,0.975,-0.025,0.750,0.725,-0.025,2,2,1,0.769,0.026,0.030
101,3,4,4,1,1.000,0.976,-0.024,0.750,0.726,-0.024,1,1,1,0.296,0.024,0.030
101,3,4,5,1,1.000,1.022,0.022,0.750,0.772,0.022,1,1,1,0.349,0.023,0.030
101,3,4,6,1,1.000,1.021,0.021,0.750,0.771,0.021,1,1,1,0.509,0.022,0.030
101,3,4,7,-1,1.000,0.981,-0.019,0.750,0.731,-0.019,2,2,1,0.444,0.020,0.030
101,3,4,8,1,1.000,1.018,0.018,0.750,0.768,0.018,2,2,1,0.632,0.019,0.030
101,3,4,9,-1,1.000,0.984,-0.016,0.750,0.734,-0.016,2,2,1,0.459,0.017,0.030
101,3,4,10,1,1.000,1.015,0.015,0.750,0.765,0.015,1,1,1,6.609,0.016,0.030
101,3,4,11,-1,1.000,0.986,-0.014,0.750,0.736,-0.014,1,1,1,0.452,0.014,0.030
101,3,4,12,-1,1.000,1.012,0.012,0.750,0.762,0.012,1,1,1,0.472,0.013,0.030
101,3,4,13,-1,1.000,1.011,0.011,0.750,0.761,0.011,2,1,0,0.372,0.016,0.030
101,3,4,14,1,1.000,0.986,-0.014,0.750,0.736,-0.014,2,1,0,0.345,0.019,0.030
101,3,4,15,1,1.000,0.983,-0.017,0.750,0.733,-0.017,2,2,1,0.381,0.018,0.030
101,3,4,16,-1,1.000,1.016,0.016,0.750,0.766,0.016,2,1,0,0.384,0.021,0.029
101,3,4,17,-1,1.000,0.981,-0.019,0.750,0.731,-0.019,1,1,1,0.413,0.020,0.029
101,3,4,18,-1,1.000,1.018,0.018,0.750,0.768,0.018,2,1,0,0.302,0.023,0.029
101,3,4,19,-1,1.000,0.979,-0.021,0.750,0.729,-0.021,2,2,1,0.571,0.022,0.029
101,3,4,20,1,1.000,1.019,0.019,0.750,0.769,0.019,1,1,1,0.362,0.021,0.029
101,3,4,21,1,1.000,0.982,-0.018,0.750,0.732,-0.018,1,1,1,0.913,0.019,0.029
101,3,4,22,-1,1.000,0.983,-0.017,0.750,0.733,-0.017,2,1,0,0.443,0.022,0.029
101,3,4,23,1,1.000,1.020,0.020,0.750,0.770,0.020,2,1,0,0.538,0.025,0.029
101,3,4,24,-1,1.000,1.023,0.023,0.750,0.773,0.023,1,1,1,0.341,0.024,0.029
101,3,4,25,-1,1.000,1.022,0.022,0.750,0.772,0.022,1,1,1,0.434,0.023,0.029
101,3,4,26,1,1.000,1.020,0.020,0.750,0.770,0.020,2,2,1,0.434,0.021,0.029
101,3,4,27,-1,1.000,0.981,-0.019,0.750,0.731,-0.019,2,1,0,0.400,0.024,0.028
101,3,4,28,1,1.000,0.978,-0.022,0.750,0.728,-0.022,2,1,0,0.544,0.027,0.028
101,3,4,29,1,1.000,0.975,-0.025,0.750,0.725,-0.025,1,1,1,0.484,0.026,0.028
101,3,4,30,-1,1.000,1.024,0.024,0.750,0.774,0.024,2,1,0,0.430,0.029,0.028
101,3,2,1,-1,0.500,0.472,-0.028,0.250,0.222,-0.028,1,2,0,1.689,0.033,0.030
101,3,2,2,-1,0.500,0.531,0.031,0.250,0.281,0.031,1,1,1,0.205,0.032,0.030
101,3,2,3,1,0.500,0.530,0.030,0.250,0.280,0.030,2,1,0,0.690,0.035,0.029
101,3,2,4,1,0.500,0.467,-0.033,0.250,0.217,-0.033,2,2,1,0.353,0.034,0.029
101,3,2,5,-1,0.500,0.468,-0.032,0.250,0.218,-0.032,2,2,1,0.295,0.032,0.029
101,3,2,6,1,0.500,0.530,0.030,0.250,0.280,0.030,1,2,0,1.844,0.036,0.029
101,3,2,7,-1,0.500,0.467,-0.033,0.250,0.217,-0.033,1,1,1,0.386,0.034,0.029
101,3,2,8,1,0.500,0.468,-0.032,0.250,0.218,-0.032,2,2,1,1.087,0.033,0.029
101,3,2,9,-1,0.500,0.469,-0.031,0.250,0.219,-0.031,2,1,0,0.816,0.036,0.029
101,3,2,10,1,0.500,0.466,-0.034,0.250,0.216,-0.034,2,1,0,0.627,0.039,0.029
101,3,2,11,1,0.500,0.463,-0.037,0.250,0.213,-0.037,2,2,1,0.557,0.038,0.029
101,3,2,12,1,0.500,0.465,-0.035,0.250,0.215,-0.035,1,1,1,0.430,0.036,0.029
101,3,2,13,1,0.500,0.466,-0.034,0.250,0.216,-0.034,2,2,1,0.477,0.035,0.029
101,3,2,14,-1,0.500,0.533,0.033,0.250,0.283,0.033,1,1,1,1.313,0.034,0.029
101,3,2,15,-1,0.500,0.469,-0.031,0.250,0.219,-0.031,2,2,1,0.408,0.033,0.029
101,3,2,16,-1,0.500,0.530,0.030,0.250,0.280,0.030,2,2,1,0.448,0.031,0.029
101,3,2,17,-1,0.500,0.529,0.029,0.250,0.279,0.029,1,1,1,0.282,0.030,0.029
101,3,2,18,1,0.500,0.528,0.028,0.250,0.278,0.028,1,1,1,0.398,0.029,0.029
101,3,2,19,-1,0.500,0.474,-0.026,0.250,0.224,-0.026,2,2,1,0.354,0.027,0.029
101,3,2,20,1,0.500,0.525,0.025,0.250,0.275,0.025,2,2,1,0.400,0.026,0.029
101,3,2,21,-1,0.500,0.524,0.024,0.250,0.274,0.024,1,1,1,0.432,0.025,0.029
101,3,2,22,1,0.500,0.522,0.022,0.250,0.272,0.022,1,1,1,0.609,0.023,0.029
101,3,2,23,1,0.500,0.521,0.021,0.250,0.271,0.021,1,1,1,0.338,0.022,0.029
101,3,2,24,-1,0.500,0.520,0.020,0.250,0.270,0.020,1,1,1,0.831,0.021,0.029
101,3,2,25,1,0.500,0.482,-0.018,0.250,0.232,-0.018,2,2,1,0.328,0.020,0.029
101,3,2,26,-1,0.500,0.517,0.017,0.250,0.267,0.017,2,2,1,0.857,0.018,0.029
101,3,2,27,1,0.500,0.484,-0.016,0.250,0.234,-0.016,2,1,0,1.302,0.021,0.029
101,3,2,28,-1,0.500,0.519,0.019,0.250,0.269,0.019,1,1,1,0.345,0.020,0.028
101,3,2,29,-1,0.500,0.482,-0.018,0.250,0.232,-0.018,1,1,1,0.346,0.019,0.028
101,3,2,30,-1,0.500,0.484,-0.016,0.250,0.234,-0.016,1,1,1,0.195,0.018,0.028
101,3,1,1,1,0.250,0.278,0.028,0.000,0.028,0.028,2,2,1,0.869,0.029,0.030
101,3,1,2,-1,0.250,0.276,0.026,0.000,0.026,0.026,2,2,1,0.537,0.027,0.030
101,3,1,3,-1,0.250,0.275,0.025,0.000,0.025,0.025,2,2,1,0.641,0.026,0.030
101,3,1,4,1,0.250,0.274,0.024,0.000,0.024,0.024,2,2,1,0.387,0.024,0.030
