subID,condition,level,iTrial,orien,standard_real,compare_real,diff_real,standard_norm,compare_norm,diff_norm,truth,choice,feedback,cho_RT,threshold_mean,threshold_sd
224,2,4,1,-1,1.000,1.028,0.028,0.750,0.778,0.028,2,1,0,0.824,0.033,0.030
224,2,4,2,1,1.000,1.031,0.031,0.750,0.781,0.031,2,2,1,0.924,0.032,0.030
224,2,4,3,1,1.000,1.030,0.030,0.750,0.780,0.030,1,2,0,0.593,0.035,0.029
224,2,4,4,1,1.000,1.033,0.033,0.750,0.783,0.033,1,1,1,0.862,0.034,0.029
224,2,4,5,-1,1.000,0.968,-0.032,0.750,0.718,-0.032,2,2,1,0.639,0.032,0.029
224,2,4,6,-1,1.000,1.030,0.030,0.750,0.780,0.030,1,1,1,1.064,0.031,0.029
224,2,4,7,-1,1.000,0.971,-0.029,0.750,0.721,-0.029,1,1,1,0.986,0.030,0.029
224,2,4,8,1,1.000,0.973,-0.027,0.750,0.723,-0.027,2,1,0,1.692,0.033,0.029
224,2,4,9,-1,1.000,1.031,0.031,0.750,0.781,0.031,2,2,1,0.589,0.032,0.029
224,2,4,10,1,1.000,1.029,0.029,0.750,0.779,0.029,2,2,1,0.602,0.030,0.029
224,2,4,11,-1,1.000,1.028,0.028,0.750,0.778,0.028,2,2,1,0.599,0.029,0.029
224,2,4,12,1,1.000,1.027,0.027,0.750,0.777,0.027,1,1,1,3.040,0.028,0.029
224,2,4,13,1,1.000,0.975,-0.025,0.750,0.725,-0.025,2,2,1,1.765,0.026,0.029
224,2,4,14,-1,1.000,1.024,0.024,0.750,0.774,0.024,1,1,1,1.652,0.025,0.029
224,2,4,15,1,1.000,1.023,0.023,0.750,0.773,0.023,1,1,1,0.842,0.024,0.029
224,2,4,16,1,1.000,0.979,-0.021,0.750,0.729,-0.021,2,2,1,1.381,0.022,0.029
224,2,4,17,-1,1.000,1.020,0.020,0.750,0.770,0.020,1,1,1,0.723,0.021,0.029
224,2,4,18,1,1.000,0.982,-0.018,0.750,0.732,-0.018,1,1,1,1.045,0.020,0.029
224,2,4,19,1,1.000,0.983,-0.017,0.750,0.733,-0.017,1,1,1,1.318,0.018,0.029
224,2,4,20,-1,1.000,0.984,-0.016,0.750,0.734,-0.016,1,1,1,0.671,0.017,0.029
224,2,4,21,1,1.000,1.014,0.014,0.750,0.764,0.014,2,1,0,1.707,0.020,0.029
224,2,4,22,1,1.000,0.983,-0.017,0.750,0.733,-0.017,1,1,1,1.056,0.019,0.029
224,2,4,23,-1,1.000,0.984,-0.016,0.750,0.734,-0.016,2,1,0,0.612,0.022,0.029
224,2,4,24,-1,1.000,0.981,-0.019,0.750,0.731,-0.019,2,1,0,2.348,0.025,0.029
224,2,4,25,1,1.000,1.022,0.022,0.750,0.772,0.022,1,1,1,2.385,0.023,0.029
224,2,4,26,-1,1.000,0.979,-0.021,0.750,0.729,-0.021,1,1,1,1.354,0.022,0.029
224,2,4,27,-1,1.000,0.980,-0.020,0.750,0.730,-0.020,2,2,1,1.139,0.021,0.029
224,2,4,28,-1,1.000,1.018,0.018,0.750,0.768,0.018,1,1,1,0.896,0.020,0.029
224,2,4,29,1,1.000,1.017,0.017,0.750,0.767,0.017,2,1,0,2.037,0.023,0.028
224,2,4,30,1,1.000,1.020,0.020,0.750,0.770,0.020,2,1,0,4.193,0.025,0.028
224,2,5,1,-1,1.250,1.222,-0.028,1.000,0.972,-0.028,1,1,1,0.482,0.029,0.030
224,2,5,2,-1,1.250,1.224,-0.026,1.000,0.974,-0.026,2,2,1,0.389,0.027,0.030
224,2,5,3,-1,1.250,1.225,-0.025,1.000,0.975,-0.025,2,2,1,0.522,0.026,0.030
224,2,5,4,1,1.250,1.226,-0.024,1.000,0.976,-0.024,2,2,1,0.472,0.024,0.030
224,2,5,5,-1,1.250,1.228,-0.022,1.000,0.978,-0.022,1,1,1,0.616,0.023,0.030
224,2,5,6,1,1.250,1.229,-0.021,1.000,0.979,-0.021,2,2,1,0.365,0.022,0.030
224,2,5,7,-1,1.250,1.231,-0.019,1.000,0.981,-0.019,2,2,1,0.459,0.020,0.030
224,2,5,8,1,1.250,1.232,-0.018,1.000,0.982,-0.018,2,1,0,1.204,0.023,0.030
224,2,5,9,1,1.250,1.229,-0.021,1.000,0.979,-0.021,2,1,0,0.864,0.027,0.030
224,2,5,10,1,1.250,1.226,-0.024,1.000,0.976,-0.024,2,2,1,0.334,0.025,0.030
224,2,5,11,1,1.250,1.227,-0.023,1.000,0.977,-0.023,1,1,1,0.799,0.024,0.030
224,2,5,12,-1,1.250,1.228,-0.022,1.000,0.978,-0.022,2,2,1,0.504,0.023,0.030
224,2,5,13,1,1.250,1.230,-0.020,1.000,0.980,-0.020,2,2,1,1.028,0.021,0.030
224,2,5,14,-1,1.250,1.231,-0.019,1.000,0.981,-0.019,2,2,1,0.829,0.020,0.030
224,2,5,15,1,1.250,1.232,-0.018,1.000,0.982,-0.018,2,2,1,0.983,0.018,0.030
224,2,5,16,1,1.250,1.234,-0.016,1.000,0.984,-0.016,1,1,1,1.098,0.017,0.030
224,2,5,17,-1,1.250,1.235,-0.015,1.000,0.985,-0.015,1,2,0,1.294,0.020,0.029
224,2,5,18,1,1.250,1.232,-0.018,1.000,0.982,-0.018,1,1,1,0.776,0.019,0.029
224,2,5,19,1,1.250,1.234,-0.016,1.000,0.984,-0.016,2,2,1,1.677,0.017,0.029
224,2,5,20,1,1.250,1.235,-0.015,1.000,0.985,-0.015,2,2,1,0.802,0.016,0.029
224,2,5,21,1,1.250,1.236,-0.014,1.000,0.986,-0.014,1,1,1,0.853,0.015,0.029
224,2,5,22,1,1.250,1.238,-0.012,1.000,0.988,-0.012,2,2,1,1.071,0.013,0.029
224,2,5,23,-1,1.250,1.239,-0.011,1.000,0.989,-0.011,1,2,0,0.503,0.017,0.029
224,2,5,24,-1,1.250,1.236,-0.014,1.000,0.986,-0.014,1,1,1,1.613,0.015,0.029
