subID,condition,level,iTrial,orien,standard_real,compare_real,diff_real,standard_norm,compare_norm,diff_norm,truth,choice,feedback,cho_RT,threshold_mean,threshold_sd
223,3,1,1,1,0.250,0.278,0.028,0.000,0.028,0.028,2,2,1,0.737,0.029,0.030
223,3,1,2,1,0.250,0.276,0.026,0.000,0.026,0.026,2,2,1,0.693,0.027,0.030
223,3,1,3,1,0.250,0.275,0.025,0.000,0.025,0.025,2,2,1,0.559,0.026,0.030
223,3,1,4,1,0.250,0.274,0.024,0.000,0.024,0.024,1,1,1,0.945,0.024,0.030
223,3,1,5,1,0.250,0.272,0.022,0.000,0.022,0.022,1,1,1,0.540,0.023,0.030
223,3,1,6,-1,0.250,0.271,0.021,0.000,0.021,0.021,1,1,1,0.642,0.022,0.030
223,3,1,7,1,0.250,0.269,0.019,0.000,0.019,0.019,2,2,1,0.484,0.020,0.030
223,3,1,8,1,0.250,0.268,0.018,0.000,0.018,0.018,1,2,0,0.608,0.023,0.030
223,3,1,9,1,0.250,0.271,0.021,0.000,0.021,0.021,1,1,1,0.476,0.022,0.030
223,3,1,10,-1,0.250,0.270,0.020,0.000,0.020,0.020,1,1,1,0.500,0.021,0.030
223,3,1,11,-1,0.250,0.268,0.018,0.000,0.018,0.018,2,1,0,0.556,0.024,0.030
223,3,1,12,-1,0.250,0.272,0.022,0.000,0.022,0.022,1,1,1,0.736,0.023,0.030
223,3,1,13,-1,0.250,0.270,0.020,0.000,0.020,0.020,1,1,1,0.371,0.021,0.030
223,3,1,14,-1,0.250,0.269,0.019,0.000,0.019,0.019,2,2,1,0.454,0.020,0.030
223,3,1,15,-1,0.250,0.268,0.018,0.000,0.018,0.018,1,1,1,0.422,0.018,0.030
223,3,1,16,-1,0.250,0.266,0.016,0.000,0.016,0.016,2,2,1,0.385,0.017,0.030
223,3,1,17,-1,0.250,0.265,0.015,0.000,0.015,0.015,2,1,0,0.590,0.020,0.029
223,3,1,18,1,0.250,0.268,0.018,0.000,0.018,0.018,1,1,1,0.381,0.019,0.029
223,3,1,19,-1,0.250,0.266,0.016,0.000,0.016,0.016,2,2,1,0.330,0.017,0.029
223,3,1,20,-1,0.250,0.265,0.015,0.000,0.015,0.015,2,2,1,0.386,0.016,0.029
223,3,1,21,1,0.250,0.264,0.014,0.000,0.014,0.014,1,1,1,0.471,0.015,0.029
223,3,1,22,-1,0.250,0.262,0.012,0.000,0.012,0.012,2,1,0,0.465,0.018,0.029
