subID,condition,level,iTrial,orien,standard_real,compare_real,diff_real,standard_norm,compare_norm,diff_norm,truth,choice,feedback,cho_RT,threshold_mean,threshold_sd
226,4,1,1,1,0.250,0.278,0.028,0.000,0.028,0.028,1,2,0,1.993,0.033,0.030
226,4,1,2,-1,0.250,0.281,0.031,0.000,0.031,0.031,1,1,1,0.505,0.032,0.030
226,4,1,3,1,0.250,0.280,0.030,0.000,0.030,0.030,1,1,1,1.806,0.031,0.030
226,4,1,4,1,0.250,0.278,0.028,0.000,0.028,0.028,1,1,1,1.276,0.029,0.030
226,4,1,5,1,0.250,0.277,0.027,0.000,0.027,0.027,2,2,1,0.332,0.028,0.030
226,4,1,6,-1,0.250,0.276,0.026,0.000,0.026,0.026,2,2,1,3.071,0.026,0.030
226,4,1,7,1,0.250,0.274,0.024,0.000,0.024,0.024,1,1,1,0.773,0.025,0.030
226,4,1,8,-1,0.250,0.273,0.023,0.000,0.023,0.023,1,1,1,1.275,0.024,0.030
226,4,1,9,1,0.250,0.271,0.021,0.000,0.021,0.021,1,1,1,0.416,0.022,0.030
226,4,1,10,1,0.250,0.270,0.020,0.000,0.020,0.020,1,1,1,0.440,0.021,0.030
226,4,1,11,-1,0.250,0.269,0.019,0.000,0.019,0.019,1,1,1,0.383,0.019,0.030
226,4,1,12,1,0.250,0.267,0.017,0.000,0.017,0.017,2,2,1,4.448,0.018,0.030
226,4,1,13,1,0.250,0.266,0.016,0.000,0.016,0.016,1,1,1,1.830,0.017,0.030
226,4,1,14,-1,0.250,0.264,0.014,0.000,0.014,0.014,1,1,1,0.347,0.015,0.030
226,4,1,15,1,0.250,0.263,0.013,0.000,0.013,0.013,2,1,0,1.259,0.018,0.030
226,4,1,16,1,0.250,0.266,0.016,0.000,0.016,0.016,2,1,0,0.459,0.022,0.029
226,4,1,17,1,0.250,0.269,0.019,0.000,0.019,0.019,1,1,1,0.309,0.020,0.029
226,4,1,18,1,0.250,0.268,0.018,0.000,0.018,0.018,2,1,0,1.169,0.024,0.029
226,4,1,19,-1,0.250,0.271,0.021,0.000,0.021,0.021,1,1,1,0.410,0.022,0.029
226,4,1,20,1,0.250,0.270,0.020,0.000,0.020,0.020,2,1,0,3.844,0.025,0.029
226,4,1,21,-1,0.250,0.273,0.023,0.000,0.023,0.023,1,1,1,0.248,0.024,0.029
226,4,1,22,1,0.250,0.272,0.022,0.000,0.022,0.022,2,1,0,0.704,0.027,0.029
226,4,1,23,-1,0.250,0.275,0.025,0.000,0.025,0.025,2,1,0,1.575,0.030,0.028
226,4,1,24,-1,0.250,0.277,0.027,0.000,0.027,0.027,2,2,1,0.884,0.029,0.028
226,4,1,25,1,0.250,0.276,0.026,0.000,0.026,0.026,2,2,1,0.305,0.027,0.028
226,4,1,26,1,0.250,0.275,0.025,0.000,0.025,0.025,1,1,1,0.295,0.026,0.028
226,4,1,27,1,0.250,0.274,0.024,0.000,0.024,0.024,2,2,1,0.218,0.025,0.028
226,4,1,28,1,0.250,0.272,0.022,0.000,0.022,0.022,1,1,1,0.237,0.024,0.028
226,4,1,29,-1,0.250,0.271,0.021,0.000,0.021,0.021,2,2,1,0.776,0.022,0.028
226,4,1,30,-1,0.250,0.270,0.020,0.000,0.020,0.020,2,2,1,0.362,0.021,0.028
226,4,4,1,1,1.000,1.028,0.028,0.750,0.778,0.028,2,1,0,1.157,0.033,0.030
226,4,4,2,1,1.000,1.031,0.031,0.750,0.781,0.031,1,1,1,0.454,0.032,0.030
226,4,4,3,-1,1.000,1.030,0.030,0.750,0.780,0.030,2,1,0,0.614,0.035,0.029
226,4,4,4,-1,1.000,0.967,-0.033,0.750,0.717,-0.033,1,1,1,0.294,0.034,0.029
