iSession,iTrial,text
1,1,脖子比头长，头比腿长，腿比尾巴长，都有些长。
1,2,头和腿一样长，头和腿比尾巴和脖子长。
1,3,尾巴比头长，都比较长，脖子和腿比较短，腿比脖子短。
1,4,头和腿一样长，都比较长，脖子和尾巴比较短。
1,5,尾巴很长，头、脖子、腿都比较短。
1,6,尾巴最长，脖子最短，头和腿比较长。
1,7,头最长，脖子、尾巴和腿都比较短。
1,8,头很长，脖子和尾巴比较长，腿比较短。
1,9,尾巴最长，腿最短，头比脖子长一些，四个部位长度都是适中的。
1,10,头最短，脖子、尾巴、腿都很长。
1,11,头最短，尾巴最长，腿有些长，脖子有些短。
1,12,尾巴最长，腿最短，头比脖子长。
1,13,头最长，尾巴最短，脖子和腿差不多长，都比较长。
1,14,头、脖子、尾巴都很长，腿很短。
1,15,尾巴比头长，脖子和腿最短，脖子和腿比较短。
1,16,头最长，脖子和腿最短，脖子和腿比较短。
1,17,腿最长，尾巴第二长，头最短，脖子有点短。
1,18,脖子和腿比较长，头和尾巴比较短。
1,19,尾巴和腿比较短，脖子很长，头也比较短。
1,20,尾巴比脖子长，但是都很短，脖子和腿很长，腿特别长。
1,21,腿和尾巴都很长，腿最长，脖子第二短，头最短。
1,22,尾巴和脖子最长，头适中，腿最短。
1,23,头和尾巴比较长，脖子短一些，腿最短。
1,24,头和尾巴很长，脖子短一些，腿第二短，但也比较长。
1,25,头很长，尾巴很短，脖子和腿比较短。
1,26,头和脖子适中，尾巴很短，腿很长。
1,27,尾巴很长，脖子适中，头和腿很短。
1,28,头和腿很短，脖子很长，尾巴比较短。
1,29,腿很长，头和尾巴比较长，脖子很短。
1,30,尾巴和腿很短，头比适中，脖子有些长。
1,31,尾巴最长，头和腿比较短，脖子也比较短。
1,32,脖子和腿很长，头和尾巴比较长。
1,33,腿最长，头和尾巴比较长，脖子比较短。
1,34,腿最长，头和尾巴比较短，脖子最短。
1,35,头最长，尾巴和尾巴最短，脖子和腿比较长。
1,36,脖子很长，腿最短，尾巴有些短，头比脖子短。
1,37,头最长，腿最短，尾巴比脖子长，尾巴长短适中。
1,38,尾巴最长，头最短，脖子和腿适中，比较长。
1,39,尾巴最长，脖子第二长，头和腿比较短。
1,40,腿很长，脖子和尾巴很短，头比较长。
1,41,头很长，尾巴比较短，脖子和腿有点长。
1,42,脖子和腿很长，尾巴最短，头有点短。
1,43,尾巴很长，头、脖子、腿都比较长。
1,44,头最长，脖子最短，腿和尾巴都比较长。
1,45,尾巴、腿比较长，脖子适中，头有些短。
1,46,脖子最长，头比较长，腿适中，尾巴有点短。
1,47,头比脖子长，脖子比尾巴长，腿最短。
1,48,头比脖子长，尾巴第二长，腿最短。
1,49,头和尾巴比较长，脖子很短，腿最长。
1,50,头比脖子长，腿比较长，尾巴很短。
1,51,腿很长，脖子很短，头和尾巴比较短。
1,52,脖子和腿比较长，头比较短，尾巴最长。
1,53,头比脖子短很多，尾巴适中，腿比较短。
1,54,头比脖子短很多，尾巴和头一样短，腿有点长。
1,55,头比脖子短，尾巴和脖子比较长，腿很短。
1,56,脖子比头长，脖子最长，尾巴最短，腿和头差不多长。
1,57,脖子比头长，尾巴长一些，腿比较短。
1,58,脖子比头长，脖子最长，尾巴和腿比较短。
1,59,头比脖子长，尾巴最长，腿适中。
1,60,头比脖子长，腿和尾巴适中。
1,61,腿特别短，头和尾巴都比较长，头比脖子长一些。
1,62,头和脖子差不多长，都很长，尾巴和腿比较短。
1,63,头比脖子长，腿最长，尾巴有些长。
1,64,头比脖子长，尾巴有些长，腿也有些长。
1,65,头比脖子长，尾巴和腿都比较长，头是最长的。
1,66,头比脖子长，尾巴和腿适中，比较长。
1,67,头比脖子短，腿最长，尾巴比较长。
1,68,头比脖子长，腿比头长，尾巴最长。
1,69,头比脖子长，腿和尾巴比较长，腿好像是最长的。
1,70,头比脖子长，尾巴比较长，腿很短。
1,71,头比脖子长很多，腿也很长，尾巴很短。
1,72,尾巴和脖子比较短，头很长，腿最长。
1,73,头和腿都比较短，头比脖子短，尾巴和脖子比较长。
1,74,头比脖子长，头和腿差不多长，尾巴最短。
1,75,头比脖子长，尾巴特别长，腿短一点。
1,76,头比脖子短一点，尾巴最短，腿适中。
1,77,头比脖子短，尾巴最长，腿比较长。
1,78,尾巴和头特别长，腿和脖子比较短。
1,79,头比脖子长，尾巴最短，腿和脖子差不多长。
1,80,头和脖子差不多长，都比较长，腿和尾巴很短。
1,81,头比脖子短，腿和尾巴很长。
1,82,头和尾巴有些长，脖子比较短，尾巴适中。
1,83,头比脖子短，尾巴比较短，腿长一些。
1,84,头和脖子差不多长，腿比较长，尾巴短一些。
