version,condition,structure1,structure2,iSession,iBlock,iTrial,stiID,category,ambigous,choice,presskey,feedback,choRT,recDU
1,3,1,2,1,1,1,51,2,0,1,1,0.5,19.335,11.086
1,3,1,2,1,1,2,44,3,0,4,3,0.5,29.839,8.878
1,3,1,2,1,1,3,36,2,0,3,4,0,29.365,9.358
1,3,1,2,1,1,4,60,4,0,1,1,0,24.028,7.695
1,3,1,2,1,1,5,34,2,0,1,1,0.5,22.793,7.375
1,3,1,2,1,1,6,28,4,1,1,1,0,20.312,7.95
1,3,1,2,1,1,7,23,1,0,1,1,1,33.033,11.502
1,3,1,2,1,1,8,64,4,0,1,1,0,12.714,5.326
1,3,1,2,1,1,9,50,2,0,1,1,0.5,17.616,9.087
1,3,1,2,1,1,10,29,4,1,1,1,0,17.406,5.535
1,3,1,2,1,1,11,37,2,0,1,1,0.5,7.863,4.798
1,3,1,2,1,1,12,22,1,0,1,1,1,29.26,5.742
1,3,1,2,1,1,13,24,1,0,1,1,1,10.526,12.35
1,3,1,2,1,1,14,47,3,0,2,2,0,28.165,7.087
1,3,1,2,1,1,15,54,2,1,1,1,0.5,3.637,5.871
1,3,1,2,1,1,16,18,1,1,1,1,1,19.098,7.918
1,3,1,2,1,1,17,10,3,0,2,2,0,13.611,4.606
1,3,1,2,1,1,18,27,4,0,1,1,0,34.894,8.974
1,3,1,2,1,1,19,16,3,0,1,1,0,15.887,4.703
1,3,1,2,1,1,20,32,4,0,1,1,0,17.167,8.542
1,3,1,2,1,1,21,59,4,1,1,1,0,37.367,5.694
1,3,1,2,1,1,22,45,3,0,1,1,0,8.646,7.695
1,3,1,2,1,1,23,43,3,0,1,1,0,9.561,7.375
1,3,1,2,1,1,24,14,3,0,1,1,0,26.057,8.43
1,3,1,2,1,1,25,58,4,0,2,2,0,86.869,9.39
1,3,1,2,1,1,26,5,1,0,1,1,1,23.366,4.782
1,3,1,2,1,1,27,9,3,0,4,3,0.5,39.969,9.038
1,3,1,2,1,1,28,62,4,0,4,3,1,24.124,6.046
1,3,1,2,1,1,29,11,3,1,1,1,0,77.567,9.631
1,3,1,2,1,1,30,46,3,1,4,3,0.5,27.17,7.934
1,3,1,2,1,1,31,42,3,0,3,4,1,12.911,5.374
1,3,1,2,1,1,32,56,2,0,1,1,0.5,19.535,6.622
1,3,1,2,1,1,33,41,3,1,3,4,1,11.999,5.743
1,3,1,2,1,1,34,38,2,0,3,4,0,11.252,9.087
1,3,1,2,1,1,35,31,4,0,4,3,1,12.429,4.382
1,3,1,2,1,1,36,33,2,1,2,2,1,11.964,5.246
1,3,1,2,1,1,37,61,4,0,4,3,1,16.715,4.062
1,3,1,2,1,1,38,25,4,0,4,3,1,22.471,8.046
1,3,1,2,1,1,39,4,1,0,2,2,0.5,41.111,6.382
1,3,1,2,1,1,40,12,3,0,3,4,1,23.971,7.086
1,3,1,2,1,1,41,19,1,1,4,3,0,15.713,6.158
1,3,1,2,1,1,42,63,4,1,4,3,1,52.248,5.31
1,3,1,2,1,1,43,13,3,0,3,4,1,15.963,3.693
1,3,1,2,1,1,44,48,3,0,3,4,1,33.546,8.623
1,3,1,2,1,1,45,35,2,0,1,1,0.5,18.835,8.142
1,3,1,2,1,1,46,17,1,1,2,2,0.5,16.015,6.318
1,3,1,2,1,1,47,1,1,0,2,2,0.5,32.368,4.526
1,3,1,2,1,1,48,49,2,0,2,2,1,37.836,3.454
1,3,1,2,1,1,49,2,1,1,2,2,0.5,21.839,6.366
1,3,1,2,1,1,50,39,2,1,3,4,0,32.284,6.27
1,3,1,2,1,1,51,30,4,0,4,3,1,9.868,3.423
1,3,1,2,1,1,52,8,1,0,1,1,1,37.784,4.03
