condition,iSession,iBlock,iTrial,stiID,category,ambiguous,choice,presskey,feedback,choRT,recDU
3,1,1,1,58,4,0,3,1,0.5,9.823,6.543
3,1,1,2,45,3,0,2,2,0,8.074,16.143
3,1,1,3,49,2,0,2,2,1,21.271,6.309
3,1,1,4,25,4,0,3,1,0.5,6.502,6.516
3,1,1,5,51,2,0,2,2,1,16.209,6.474
3,1,1,6,56,2,0,1,3,0.5,6.66,4.803
3,1,1,7,23,1,0,1,3,1,46.617,4.957
3,1,1,8,60,4,0,3,1,0.5,15.732,5.615
3,1,1,9,17,1,0,3,1,0,6.351,5.819
3,1,1,10,35,2,0,3,1,0,17.19,0.016
3,1,1,11,20,1,0,1,3,1,4.977,4.903
3,1,1,12,37,2,1,3,1,0,11.354,6.112
3,1,1,13,38,2,0,4,4,0,4.941,6.176
3,1,1,14,57,4,1,3,1,0.5,7.727,5.428
3,1,1,15,52,2,0,2,2,1,3.93,4.582
3,1,1,16,12,3,0,4,4,0.5,11.604,6.185
3,1,1,17,34,2,1,2,2,1,11.647,6.989
3,1,1,18,5,1,0,2,2,0.5,5.941,7.289
3,1,1,19,15,3,0,3,1,1,10.833,3.826
3,1,1,20,29,4,0,1,3,0,2.84,4.464
3,1,1,21,7,1,1,2,2,0.5,8.269,6.703
3,1,1,22,16,3,0,3,1,1,2.352,5.385
3,1,1,23,19,1,0,1,3,1,4.476,3.285
3,1,1,24,44,3,1,3,1,1,8.735,5.78
3,1,1,25,1,1,0,4,4,0,4.489,4.506
3,1,1,26,64,4,1,2,2,0,5.511,11.903
3,1,1,27,11,3,0,3,1,1,3.689,7.861
3,1,1,28,42,3,0,3,1,1,5.257,2.688
3,1,1,29,54,2,0,2,2,1,2.652,8.347
3,1,1,30,24,1,0,1,3,1,4.669,5.522
3,1,1,31,62,4,1,3,1,0.5,2.852,9.949
3,1,1,32,50,2,0,2,2,1,1.645,4.779
3,1,1,33,28,4,0,3,1,0.5,4.183,1.907
3,1,1,34,6,1,0,1,3,1,4.408,6.238
3,1,1,35,31,4,0,4,4,1,3.431,11.872
3,1,1,36,18,1,0,1,3,1,2.858,1.75
3,1,1,37,43,3,0,4,4,0.5,2.908,1.966
3,1,1,38,32,4,0,4,4,1,6.107,3.335
3,1,1,39,27,4,0,4,4,1,1.54,2.688
3,1,1,40,61,4,1,2,2,0,6.471,2.305
3,1,1,41,4,1,1,2,2,0.5,4.328,7.006
3,1,1,42,14,3,0,3,1,1,4.118,6.646
3,1,1,43,33,2,1,2,2,1,2.4,7.252
3,1,1,44,39,2,1,2,2,1,1.985,6.214
3,1,1,45,48,3,1,3,1,1,4.241,3.258
3,1,1,46,26,4,0,4,4,1,3.957,4.958
3,1,1,47,46,3,0,2,2,0,2.438,6.385
3,1,1,48,13,3,1,3,1,1,5.994,4.609
3,1,1,49,55,2,1,1,3,0.5,2.896,3.522
3,1,1,50,53,2,1,2,2,1,5.566,9.813
3,1,1,51,63,4,0,2,2,0,7.856,11.009
3,1,1,52,30,4,0,4,4,1,2.761,4.136
3,1,1,53,22,1,0,1,3,1,6.817,3.959
3,1,1,54,10,3,0,3,1,1,2.612,3.384
3,1,1,55,2,1,1,1,3,1,3.38,2.432
3,1,1,56,8,1,0,1,3,1,3.224,3.081
3,1,1,57,36,2,1,3,1,0,6.218,10.013
3,1,1,58,21,1,0,1,3,1,1.921,3.043
3,1,1,59,40,2,1,2,2,1,5.153,3.071
3,1,1,60,41,3,0,3,1,1,2.83,5.571
3,1,1,61,59,4,1,1,3,0,6.766,10.821
3,1,1,62,47,3,1,3,1,1,4.942,4.827
3,1,1,63,9,3,0,3,1,1,3.459,4.387
3,1,1,64,3,1,1,2,2,0.5,3.322,8.074
3,1,2,65,127,4,0,4,4,1,3.046,2.429
3,1,2,66,116,2,0,2,2,1,5.265,7.896
3,1,2,67,99,2,0,1,3,0.5,3.584,5.022
3,1,2,68,94,4,0,4,4,1,3.137,2.33
3,1,2,69,70,1,1,2,2,0.5,5.988,11.918
3,1,2,70,79,3,0,3,1,1,2.017,2.925
3,1,2,71,104,3,0,3,1,1,3.545,2.828
3,1,2,72,75,3,0,3,1,1,3.485,2.568
3,1,2,73,78,3,0,3,1,1,1.81,3.099
3,1,2,74,65,1,0,1,3,1,2.702,8.182
3,1,2,75,72,1,0,1,3,1,3.438,22.423
3,1,2,76,68,1,0,1,3,1,4.476,5.958
3,1,2,77,103,2,0,1,3,0.5,7.284,10.23
3,1,2,78,67,1,0,1,3,1,2.054,6.267
3,1,2,79,108,3,0,3,1,1,5.103,2.601
3,1,2,80,115,2,1,2,2,1,6.68,5.173
3,1,2,81,86,1,0,2,2,0.5,5.338,5.147
3,1,2,82,81,1,0,1,3,1,6.74,6
3,1,2,83,110,3,0,3,1,1,5.108,2.187
3,1,2,84,124,4,0,3,1,0.5,7.106,7.033
3,1,2,85,125,4,0,4,4,1,13.184,5.951
3,1,2,86,123,4,1,4,4,1,3.904,7.141
3,1,2,87,84,1,0,1,3,1,2.779,2.965
3,1,2,88,74,3,0,3,1,1,2.414,2.102
3,1,2,89,111,3,0,3,1,1,1.603,1.403
3,1,2,90,88,1,0,1,3,1,2.746,2.975
3,1,2,91,71,1,0,2,2,0.5,2.859,2.649
3,1,2,92,91,4,0,4,4,1,2.06,2.234
3,1,2,93,102,2,0,1,3,0.5,5.627,4.694
3,1,2,94,106,3,0,3,1,1,5.786,2.118
3,1,2,95,114,2,0,2,2,1,10.388,11.907
3,1,2,96,101,2,0,2,2,1,3.762,5.434
3,1,2,97,107,3,0,3,1,1,1.75,2.041
3,1,2,98,80,3,0,3,1,1,1.738,1.706
3,1,2,99,93,4,1,4,4,1,2.219,2.473
3,1,2,100,120,4,0,4,4,1,2.211,2.492
3,1,2,101,98,2,1,2,2,1,7.453,3.844
3,1,2,102,92,4,0,4,4,1,2.245,2.483
3,1,2,103,112,2,1,1,3,0.5,10.405,9.141
3,1,2,104,113,2,1,1,3,0.5,2.832,3.815
3,1,2,105,87,1,0,1,3,1,4.727,10.147
3,1,2,106,82,1,0,1,3,1,1.941,5.168
3,1,2,107,95,4,0,4,4,1,2.041,2.148
3,1,2,108,128,4,1,4,4,1,9.537,2.674
3,1,2,109,118,2,1,2,2,1,6.012,4.142
3,1,2,110,90,4,0,4,4,1,1.722,2.623
3,1,2,111,96,4,0,4,4,1,1.168,2.301
3,1,2,112,117,2,0,2,2,1,4.197,5.212
3,1,2,113,89,4,0,4,4,1,1.149,1.812
3,1,2,114,109,3,1,4,4,0.5,8.795,3.086
3,1,2,115,121,4,0,4,4,1,2.348,2.77
3,1,2,116,83,1,0,1,3,1,3.738,3.994
3,1,2,117,100,2,0,2,2,1,3.229,3.526
3,1,2,118,126,4,0,4,4,1,5.637,7.67
3,1,2,119,119,2,0,2,2,1,6.818,6.35
3,1,2,120,122,4,0,4,4,1,1.63,6.514
3,1,2,121,77,3,0,3,1,1,2.208,8.537
