iSession,iTrial,text
1,1,脖子很长。
1,2,脖子长，尾巴短。
1,3,头长，脖子长，腿长。
1,4,头、脖子、尾巴中等长度，腿较短。
1,5,尾特别长，脖特别长，腿较短，头一般。
1,6,腿很长，脖子、头、尾巴较短。
1,7,尾巴很长，腿、脖子、头一般。
1,8,头很长，腿、尾巴、脖子一般。
1,9,尾巴、腿很长，头、脖子一般。
1,10,头、尾巴、腿很长，脖子一般。
1,11,头很长，尾巴很长，腿很短。
1,12,脖子很长。
1,13,腿很长，脖子、头、尾巴较短。
1,14,脖子很长，头、腿、尾较短。
1,15,脖子很长，尾巴较短，腿、头一般。
1,16,脖子、腿、头较长，尾巴一般。
1,17,脖子很长，头、腿、尾巴一般。
1,18,头、脖子、腿、尾巴一般。
1,19,头很长，脖子、腿一般，尾巴较短。
1,20,尾巴很长，头、脖子、腿一般。
1,21,头、腿较短，脖子、尾巴一般。
1,22,头较长，脖子、腿、尾巴一般。
1,23,头、腿较长，尾巴较短，脖子一般。
1,24,头较长，脖子一般，腿较短，尾巴一般。
1,25,脖子、头一般，腿较长，尾巴较短。
1,26,尾巴、头一般，脖子较长，腿较短。
1,27,
1,28,腿比尾巴长。
1,29,头较长，尾巴较长，脖子、腿较短。
1,30,头、脖子、尾巴较短，腿较长。
1,31,头、尾巴较长，脖子一般，腿较短。
1,32,头很长，脖子一般，腿一般，尾巴较短。
1,33,腿较长，尾巴较长，头一般，脖子较短。
1,34,腿较长，头一般，尾巴一般，脖子一般。
1,35,腿较长，脖子较长，尾巴一般，头一般。
1,36,头较长，脖子、腿一般，尾巴较短。
1,37,脖子很长，腿很长，尾巴一般，头一般。
1,38,尾巴很长，腿很长，脖子很短，头一般。
1,39,腿最长，尾巴、脖子次之。
1,40,腿较长，脖子较长，头、尾巴一般。
1,41,腿很长，尾巴一般，脖子、头较短。
1,42,脖子、腿很长，尾巴一般，脖子较短。
1,43,头很长，尾巴很长。
1,44,尾巴很长，脖子一般，尾巴一般，头一般。
1,45,腿很长，尾巴一般，脖子较短，头一般。
1,46,头较长。尾腿一般，尾巴、脖子较短。
1,47,腿最长。
1,48,腿最长。
1,49,腿最长，脖子次之，头第三，尾巴最短。
1,50,脖子最长，头次之，腿和尾巴较短。
1,51,腿较长，脖子、头较长，脖子、尾巴较短。
1,52,腿较长，脖子一般，头一般，尾巴一般。
1,53,头很长，脖子一般，腿、尾巴较短。
1,54,腿较长，脖子、尾、头一般。
1,55,腿、尾巴较短。
1,56,腿、尾巴较长。
1,57,尾巴最长。
1,58,脖子最长，头次之，腿、尾巴较短。
1,59,尾巴、头、脖子较长，腿较短。
1,60,脖子较长，头、腿一般，尾巴较短。
1,61,腿较长，尾巴、头一般，脖子较短。
1,62,尾巴很长。
1,63,腿、头较长，脖子、尾一般。
1,64,头很长，脖子一般，腿、尾巴较短。
1,65,腿很长，尾巴一般。
1,66,腿很长，尾巴一般，头一般，脖子较短。
1,67,腿很长，尾巴一般，脖子较短，头一般。
1,68,脖子很长，头、腿、尾巴一般。
1,69,
1,70,头很长，脖子、腿、尾巴一般。
1,71,脖子很长。
1,72,脖子很长。
1,73,脖子长。
1,74,腿很长，头一般，脖子、尾巴较短。
1,75,腿很长。
1,76,脖子、尾巴一般，腿较短。
1,77,腿较短。
1,78,腿较长，头较长。
1,79,头较长。
1,80,头较长。
1,81,头很长。
1,82,脖子很长，腿也较长，尾巴也较长，脖子一般。
1,83,腿较短，脖子较长，尾巴较长。
1,84,腿一般，尾巴一般，其余较短。
1,85,腿较长，尾巴较长。
1,86,脖子很长。
1,87,头很长，脖子很长，腿、尾巴较短。
1,88,头很长，尾巴较长，腿、脖子较短。
1,89,腿很长，尾巴一般，头一般，脖子较短。
1,90,头很长，脖子较长，腿很短。
1,91,脖子较长，腿较短。
1,92,腿很长，头较短。
1,93,脖子很长，头很长，腿一般。
1,94,腿很长，脖子、尾巴一般，头较短。
1,95,腿很长，尾巴一般，头一般，脖子较短。
1,96,脖子很长，腿、头一般。
1,97,头很长，脖子、腿也较长。
1,98,尾巴很长，脖子、头、腿一般。
1,99,尾巴很长，脖子一般，腿、头较短。
1,100,腿很长，脖子较长。
1,101,腿很长，脖子较长，尾巴一般，头一般。
1,102,腿较长，尾巴较长，脖子一般，头一般。
1,103,腿很长，脖子一般，头一般。
1,104,头很长，脖子较长，腿一般。
1,105,头很长，脖子一般。
1,106,腿很长，头一般。
1,107,脖子很长，腿、头、尾巴一般。
1,108,腿很长，脖子很长。
1,109,尾巴很长，脖子较长，腿很短。
1,110,脖子很长，腿一般，头一般。
1,111,腿很长，头较长。
1,112,尾巴、头很长，脖子一般，腿很短。
1,113,头很长。
1,114,腿很长，尾巴很长，头、脖子一般。
1,115,脖子很长，腿一般，头一般。
1,116,腿很长，脖子、尾巴一般，头较短。
1,117,脖子较长，头一般，尾巴一般，腿较短。
1,118,头很长，腿一般，脖子一般。
1,119,腿很长，头一般，脖子一般。
1,120,头很长，腿较短，脖子一般。
1,121,头较长，脖子一般，腿较短。
1,122,脖子较长，腿一般，头较短。
1,123,头很长，腿一般，脖子一般。
1,124,腿很短，头、脖子、尾巴一般。
1,125,腿很长，头很长，脖子一般，尾巴一般。
1,126,腿较长，脖子一般，头一般。
1,127,头较长，脖子较长，腿很短。
1,128,头很长，腿一般，脖子一般。
1,129,腿较长，头一般，脖子一般。
1,130,腿一般，脖子一般，头一般。
1,131,腿较长，脖子较长，头较长。
1,132,头、脖子较长，腿较短。
1,133,脖子特别长，腿较短。
1,134,腿特别长，脖子、头一般。
1,135,脖子特别长，腿、头一般。
1,136,脖子较长，腿一般，头一般。
1,137,脖子、腿较长。
1,138,脖子较长，头、腿、尾巴一般。
1,139,头、脖子一般。
1,140,头很长，脖子、腿一般。
1,141,脖子较长，头、尾巴、腿一般。
1,142,腿很长，脖子、头一般。
1,143,腿较长，尾巴较长，脖子较长，头一般。
1,144,腿很长，头很长，脖子较短。
1,145,脖子、腿一般，头较短。
1,146,腿很长，脖子一般，头较短。
1,147,脖子很长，腿较短，尾巴较短。
1,148,头一般，脖子一般，腿较短。
1,149,头较长，脖子一般，腿一般。
1,150,头较长，腿较长，脖子一般。
1,151,头很长，脖子较短，腿一般。
1,152,腿很短，头较长，脖子较长，尾巴较长。
