version,condition,structure1,structure2,iSession,iBlock,iTrial,stiID,category,ambigous,choice,presskey,feedback,choRT,recDU
1,1,4,4,1,1,1,2,1,0,1,1,1,15.639,7.677
1,1,4,4,1,1,2,33,2,0,1,1,1,31.626,7.453
1,1,4,4,1,1,3,36,2,0,1,1,1,37.057,8.83
1,1,4,4,1,1,4,25,4,0,2,2,1,6.335,7.837
1,1,4,4,1,1,5,60,4,0,2,2,1,7.111,5.838
1,1,4,4,1,1,6,41,3,0,1,1,0,20.163,5.022
1,1,4,4,1,1,7,12,3,0,2,2,1,15.619,5.262
1,1,4,4,1,1,8,37,2,0,1,1,1,10.003,13.694
1,1,4,4,1,1,9,3,1,0,2,2,0,10.225,12.59
1,1,4,4,1,1,10,64,4,0,2,2,1,31.144,10.461
1,1,4,4,1,1,11,26,4,0,2,2,1,5.906,10.366
1,1,4,4,1,1,12,57,4,0,2,2,1,12.798,7.854
1,1,4,4,1,1,13,49,2,0,1,1,1,5.997,8.173
1,1,4,4,1,1,14,63,4,1,2,2,1,3.589,11.23
1,1,4,4,1,1,15,29,4,0,1,1,0,20.672,17.374
1,1,4,4,1,1,16,42,3,1,2,2,1,8.546,8.974
1,1,4,4,1,1,17,19,1,0,1,1,1,6.834,6.59
1,1,4,4,1,1,18,43,3,0,1,1,0,15.647,9.454
1,1,4,4,1,1,19,24,1,1,1,1,1,3.19,6.831
1,1,4,4,1,1,20,55,2,0,1,1,1,5.829,4.078
1,1,4,4,1,1,21,30,4,0,2,2,1,4.51,5.582
1,1,4,4,1,1,22,40,2,0,1,1,1,5.704,4.862
1,1,4,4,1,1,23,59,4,0,2,2,1,2.537,6.269
1,1,4,4,1,1,24,53,2,0,1,1,1,2.565,5.262
1,1,4,4,1,1,25,27,4,0,2,2,1,4.319,6.414
1,1,4,4,1,1,26,62,4,0,2,2,1,8.838,5.421
1,1,4,4,1,1,27,44,3,0,2,2,1,2.13,13.661
1,1,4,4,1,1,28,61,4,0,2,2,1,8.865,13.982
1,1,4,4,1,1,29,23,1,0,1,1,1,1.971,3.773
1,1,4,4,1,1,30,4,1,0,1,1,1,4.987,11.854
1,1,4,4,1,1,31,6,1,0,1,1,1,8.843,3.294
1,1,4,4,1,1,32,15,3,0,1,1,0,10.898,5.805
1,1,4,4,1,1,33,58,4,0,2,2,1,7.704,8.99
1,1,4,4,1,1,34,52,2,0,2,2,0,6.555,14.846
1,1,4,4,1,1,35,28,4,0,1,1,0,29.284,7.118
1,1,4,4,1,1,36,46,3,0,2,2,1,10.718,17.07
1,1,4,4,1,1,37,10,3,0,2,2,1,3.978,7.598
1,1,4,4,1,1,38,13,3,0,2,2,1,2.092,8.542
1,1,4,4,1,1,39,5,1,0,1,1,1,24.93,25.726
1,1,4,4,1,1,40,50,2,1,1,1,1,11.399,19.646
1,1,4,4,1,1,41,22,1,0,1,1,1,9.72,13.086
1,1,4,4,1,1,42,45,3,0,1,1,0,6.516,10.59
1,1,4,4,1,1,43,34,2,0,1,1,1,26.429,13.053
1,1,4,4,1,1,44,14,3,0,2,2,1,3.59,7.886
1,1,4,4,1,1,45,47,3,0,2,2,1,9.804,13.774
1,1,4,4,1,1,46,11,3,0,2,2,1,1.683,8.143
1,1,4,4,1,1,47,8,1,0,1,1,1,2.054,3.407
1,1,4,4,1,1,48,38,2,0,2,2,0,6.964,12.014
1,1,4,4,1,1,49,9,3,1,1,1,0,3.65,9.278
1,1,4,4,1,1,50,16,3,0,2,2,1,8.703,13.278
1,1,4,4,1,1,51,7,1,0,1,1,1,2.81,8.142
1,1,4,4,1,1,52,18,1,0,1,1,1,3.046,7.246
1,1,4,4,1,1,53,32,4,0,2,2,1,0.98,3.006
1,1,4,4,1,1,54,54,2,0,1,1,1,2.102,3.054
1,1,4,4,1,1,55,39,2,0,1,1,1,7.314,6.174
1,1,4,4,1,1,56,1,1,0,1,1,1,2.215,5.294
1,1,4,4,1,1,57,48,3,0,2,2,1,1.546,10.67
1,1,4,4,1,1,58,56,2,1,1,1,1,5.033,13.774
1,1,4,4,1,1,59,31,4,0,2,2,1,1.165,2.19
1,1,4,4,1,1,60,17,1,0,1,1,1,0.984,2.126
1,1,4,4,1,1,61,35,2,0,1,1,1,0.938,7.263
1,1,4,4,1,1,62,20,1,0,1,1,1,1.003,4.863
1,1,4,4,1,1,63,21,1,0,1,1,1,0.959,6.398
1,1,4,4,1,1,64,51,2,0,1,1,1,1.054,3.246
1,1,4,4,1,2,65,124,4,0,2,2,1,9.373,7.566
1,1,4,4,1,2,66,70,1,0,1,1,1,1.067,5.071
1,1,4,4,1,2,67,86,1,0,1,1,1,1.719,2.366
1,1,4,4,1,2,68,65,1,0,1,1,1,0.675,2.415
1,1,4,4,1,2,69,108,3,0,2,2,1,0.972,2.334
1,1,4,4,1,2,70,126,4,0,2,2,1,0.862,2.846
1,1,4,4,1,2,71,94,4,0,2,2,1,1.757,2.638
1,1,4,4,1,2,72,116,2,0,1,1,1,1.139,2.926
1,1,4,4,1,2,73,82,1,1,1,1,1,2.408,12.222
1,1,4,4,1,2,74,111,3,0,2,2,1,0.813,2.653
1,1,4,4,1,2,75,75,3,0,2,2,1,0.814,2.991
1,1,4,4,1,2,76,98,2,0,1,1,1,0.903,4.798
1,1,4,4,1,2,77,81,1,0,1,1,1,1.37,3.007
1,1,4,4,1,2,78,77,3,0,2,2,1,0.819,2.19
1,1,4,4,1,2,79,96,4,0,2,2,1,0.633,3.054
1,1,4,4,1,2,80,84,1,0,1,1,1,1.069,2.863
1,1,4,4,1,2,81,67,1,0,1,1,1,1.518,2.238
1,1,4,4,1,2,82,101,2,0,1,1,1,0.698,2.798
1,1,4,4,1,2,83,128,4,0,2,2,1,0.791,2.494
1,1,4,4,1,2,84,93,4,0,2,2,1,1.208,1.935
1,1,4,4,1,2,85,122,4,0,2,2,1,0.614,5.855
1,1,4,4,1,2,86,125,4,0,2,2,1,0.994,3.262
1,1,4,4,1,2,87,117,2,0,1,1,1,0.97,2.51
1,1,4,4,1,2,88,114,2,0,1,1,1,1.118,1.966
1,1,4,4,1,2,89,100,2,1,1,1,1,2.449,5.918
1,1,4,4,1,2,90,112,3,0,2,2,1,2.818,1.918
1,1,4,4,1,2,91,97,2,0,1,1,1,0.94,2.334
1,1,4,4,1,2,92,104,2,0,1,1,1,0.817,3.598
1,1,4,4,1,2,93,109,3,0,2,2,1,0.624,3.47
1,1,4,4,1,2,94,99,2,0,1,1,1,1.381,1.646
1,1,4,4,1,2,95,88,1,0,1,1,1,1.025,4.254
1,1,4,4,1,2,96,90,4,0,2,2,1,0.918,1.966
1,1,4,4,1,2,97,103,2,0,1,1,1,0.727,2.542
1,1,4,4,1,2,98,89,4,0,2,2,1,0.687,3.103
1,1,4,4,1,2,99,115,2,0,1,1,1,0.804,2.126
1,1,4,4,1,2,100,80,3,0,2,2,1,0.49,2.606
1,1,4,4,1,2,101,76,3,0,2,2,1,0.996,3.455
1,1,4,4,1,2,102,79,3,0,2,2,1,20.534,16.462
1,1,4,4,1,2,103,119,2,0,1,1,1,1.053,1.774
1,1,4,4,1,2,104,68,1,0,1,1,1,0.724,5.438
1,1,4,4,1,2,105,78,3,0,2,2,1,0.823,3.199
1,1,4,4,1,2,106,85,1,0,1,1,1,0.872,2.495
1,1,4,4,1,2,107,74,3,0,2,2,1,1.038,2.239
1,1,4,4,1,2,108,106,3,0,2,2,1,0.771,2.046
1,1,4,4,1,2,109,66,1,0,1,1,1,0.685,3.022
1,1,4,4,1,2,110,73,3,1,2,2,1,2.242,5.15
1,1,4,4,1,2,111,110,3,0,2,2,1,1.436,1.822
1,1,4,4,1,2,112,118,2,1,1,1,1,1.244,6.542
1,1,4,4,1,2,113,102,2,0,1,1,1,1.591,1.821
1,1,4,4,1,2,114,69,1,0,1,1,1,0.775,3.055
1,1,4,4,1,2,115,121,4,0,2,2,1,2.594,8.126
1,1,4,4,1,2,116,91,4,0,2,2,1,2.716,3.775
1,1,4,4,1,2,117,83,1,1,1,1,1,1.531,2.798
1,1,4,4,1,2,118,120,2,0,1,1,1,1.89,1.855
1,1,4,4,1,2,119,72,1,0,1,1,1,0.818,2.206
1,1,4,4,1,2,120,105,3,0,2,2,1,0.731,2.367
1,1,4,4,1,2,121,127,4,0,2,2,1,0.654,3.662
1,1,4,4,1,2,122,123,4,0,2,2,1,14.752,8.542
1,1,4,4,1,2,123,113,2,0,1,1,1,9.692,5.31
1,1,4,4,1,2,124,92,4,0,2,2,1,0.937,1.966
1,1,4,4,1,2,125,107,3,0,2,2,1,0.647,2.318
1,1,4,4,1,2,126,71,1,0,1,1,1,0.784,2.462
1,1,4,4,1,2,127,95,4,1,2,2,1,5.88,20.718
1,1,4,4,1,2,128,87,1,0,1,1,1,0.847,2.878
