version,condition,structure1,structure2,iSession,iBlock,iTrial,stiID,category,ambigous,choice,presskey,feedback,choRT,recDU
1,3,4,2,1,1,1,64,4,1,4,3,1,29.852,7.452
1,3,4,2,1,1,2,60,4,0,3,4,0.5,21.381,8.989
1,3,4,2,1,1,3,7,1,0,2,1,0.5,33.056,11.066
1,3,4,2,1,1,4,9,3,1,3,4,1,19.924,9.627
1,3,4,2,1,1,5,21,1,1,1,2,1,17.569,6.127
1,3,4,2,1,1,6,26,4,0,4,3,1,12.416,6.731
1,3,4,2,1,1,7,5,1,0,2,1,0.5,26.677,0.094
1,3,4,2,1,1,8,22,1,0,2,1,0.5,16.412,2.884
1,3,4,2,1,1,9,51,2,1,2,1,1,32.274,9.273
1,3,4,2,1,1,10,34,2,0,1,2,0.5,8.273,4.56
1,3,4,2,1,1,11,47,3,1,1,2,0,27.609,3.979
1,3,4,2,1,1,12,56,2,1,4,3,0,14.893,5.644
1,3,4,2,1,1,13,58,4,0,4,3,1,17.282,3.816
1,3,4,2,1,1,14,39,2,0,2,1,1,16.714,3.713
1,3,4,2,1,1,15,6,1,1,3,4,0,11.669,3.051
1,3,4,2,1,1,16,45,3,1,3,4,1,4.441,6.208
1,3,4,2,1,1,17,50,2,0,2,1,1,11.776,5.28
1,3,4,2,1,1,18,30,4,1,4,3,1,4.983,2.766
1,3,4,2,1,1,19,1,1,1,1,2,1,8.345,2.955
1,3,4,2,1,1,20,61,4,0,2,1,0,3.063,2.535
1,3,4,2,1,1,21,41,3,1,4,3,0.5,6.659,5.653
1,3,4,2,1,1,22,53,2,1,4,3,0,24.993,2.458
1,3,4,2,1,1,23,55,2,1,1,2,0.5,24.217,3.537
1,3,4,2,1,1,24,57,4,0,1,2,0,27.599,2.705
1,3,4,2,1,1,25,11,3,0,1,2,0,8.61,2.938
1,3,4,2,1,1,26,19,1,0,1,2,1,28.675,5.58
1,3,4,2,1,1,27,32,4,0,4,3,1,13.963,3.475
1,3,4,2,1,1,28,31,4,0,4,3,1,17.239,2.041
1,3,4,2,1,1,29,48,3,1,3,4,1,27.461,2.737
1,3,4,2,1,1,30,29,4,1,4,3,1,20.759,3.498
1,3,4,2,1,1,31,15,3,0,2,1,0,12.694,3.791
1,3,4,2,1,1,32,18,1,0,2,1,0.5,28.912,3.653
1,3,4,2,1,1,33,44,3,0,3,4,1,10.008,3.299
1,3,4,2,1,1,34,36,2,0,2,1,1,13.006,3.128
1,3,4,2,1,1,35,4,1,1,2,1,0.5,28.114,2.315
1,3,4,2,1,1,36,54,2,0,1,2,0.5,25.064,3.652
1,3,4,2,1,1,37,40,2,0,2,1,1,8.463,2.281
1,3,4,2,1,1,38,14,3,0,3,4,1,12.803,2.421
1,3,4,2,1,1,39,12,3,0,3,4,1,9.407,1.684
1,3,4,2,1,1,40,24,1,0,1,2,1,8.583,2.175
1,3,4,2,1,1,41,8,1,0,3,4,0,4.779,2.064
1,3,4,2,1,1,42,3,1,0,2,1,0.5,4.775,2.202
1,3,4,2,1,1,43,37,2,0,2,1,1,7.08,4.446
1,3,4,2,1,1,44,63,4,0,2,1,0,33.756,6.096
1,3,4,2,1,1,45,28,4,0,4,3,1,17.794,4.206
1,3,4,2,1,1,46,20,1,0,1,2,1,11.758,3.187
1,3,4,2,1,1,47,42,3,0,3,4,1,26.425,2.215
1,3,4,2,1,1,48,49,2,1,2,1,1,4.843,1.777
1,3,4,2,1,1,49,33,2,0,3,4,0,23.748,3.045
1,3,4,2,1,1,50,52,2,0,1,2,0.5,6.746,2.094
1,3,4,2,1,1,51,16,3,1,3,4,1,11.012,8.887
1,3,4,2,1,1,52,43,3,0,3,4,1,27.742,2.046
1,3,4,2,1,1,53,59,4,0,4,3,1,35.378,3.505
1,3,4,2,1,1,54,62,4,0,4,3,1,8.387,4.044
1,3,4,2,1,1,55,27,4,0,1,2,0,37.53,1.74
1,3,4,2,1,1,56,23,1,0,1,2,1,32.573,6.436
1,3,4,2,1,1,57,13,3,1,3,4,1,9.283,1.932
1,3,4,2,1,1,58,46,3,0,3,4,1,1.715,2.086
1,3,4,2,1,1,59,2,1,0,1,2,1,7.068,1.954
1,3,4,2,1,1,60,25,4,0,4,3,1,3.622,2.157
1,3,4,2,1,1,61,10,3,0,3,4,1,3.621,2.659
1,3,4,2,1,1,62,38,2,0,2,1,1,3.36,2.693
1,3,4,2,1,1,63,35,2,0,2,1,1,1.253,6.278
1,3,4,2,1,1,64,17,1,0,1,2,1,2.738,2.72
1,3,4,2,1,2,65,78,3,0,3,4,1,6.381,2.618
1,3,4,2,1,2,66,99,2,0,2,1,1,7.307,3.012
