iTrial,x,y,node,timestamp
1,486.0,432.0,down,1729414635681
1,486.0,432.0,up,1729414635752
1,806.0,221.0,down,1729414636729
1,805.298,218.999,tail_end,1729414636766
1,802.616,220.547,tail_end,1729414636774
1,799.5,222.346,tail_end,1729414636785
1,791.462,226.987,tail_end,1729414636801
1,781.493,232.743,tail_end,1729414636818
1,766.033,241.668,tail_end,1729414636834
1,750.574,250.594,tail_end,1729414636851
1,737.794,257.972,tail_end,1729414636868
1,735.431,259.337,tail_end,1729414636884
1,731.889,261.382,tail_end,1729414636901
1,728.347,263.427,tail_end,1729414636918
1,725.984,264.791,tail_end,1729414636934
1,723.622,266.155,tail_end,1729414636951
1,721.689,267.271,tail_end,1729414636968
1,717.734,269.554,tail_end,1729414636984
1,714.619,271.353,tail_end,1729414637001
1,709.904,274.074,tail_end,1729414637018
1,707.971,275.19,tail_end,1729414637034
1,706.369,276.115,tail_end,1729414637051
1,705.187,276.798,tail_end,1729414637116
1,704.44,277.229,tail_end,1729414637132
1,704.014,277.475,tail_end,1729414637137
1,702.413,278.399,tail_end,1729414637151
1,700.053,279.762,tail_end,1729414637168
1,699.306,280.194,tail_end,1729414637185
1,698.881,280.439,tail_end,1729414637201
1,697.283,281.362,tail_end,1729414637218
1,701.0,290.0,up,1729414637392
2,518.0,401.0,down,1729414647087
2,503.0,415.0,down,1729414647443
2,499.0,408.0,down,1729414647713
2,494.564,411.097,leg_end_3,1729414647760
2,494.885,410.215,leg_end_3,1729414647768
2,495.872,407.503,leg_end_3,1729414647784
2,497.069,404.215,leg_end_3,1729414647801
2,498.266,400.926,leg_end_3,1729414647817
2,501.091,393.163,leg_end_3,1729414647834
2,503.916,385.402,leg_end_3,1729414647851
2,506.846,377.353,leg_end_3,1729414647867
2,509.668,369.598,leg_end_3,1729414647884
2,510.428,367.511,leg_end_3,1729414647901
2,510.865,366.309,leg_end_3,1729414647917
2,511.186,365.427,leg_end_3,1729414647934
2,511.624,364.225,leg_end_3,1729414647951
2,511.302,365.109,leg_end_3,1729414648100
2,510.542,367.197,leg_end_3,1729414648134
2,510.221,368.081,leg_end_3,1729414648202
2,510.102,368.408,leg_end_3,1729414648218
2,509.662,369.614,leg_end_3,1729414648234
2,509.341,370.498,leg_end_3,1729414648258
2,509.019,371.382,leg_end_3,1729414648267
2,508.9,371.709,leg_end_3,1729414648317
2,508.578,372.593,leg_end_3,1729414648334
2,508.139,373.799,leg_end_3,1729414648384
2,507.579,375.339,leg_end_3,1729414648400
2,506.819,377.427,leg_end_3,1729414648417
2,506.497,378.31,leg_end_3,1729414648434
2,506.058,379.517,leg_end_3,1729414648450
2,506.379,378.634,leg_end_3,1729414648544
2,507.341,375.991,leg_end_3,1729414648552
2,509.26,370.72,leg_end_3,1729414648567
2,511.496,364.578,leg_end_3,1729414648584
2,514.046,357.571,leg_end_3,1729414648600
2,516.278,351.439,leg_end_3,1729414648617
2,517.238,348.799,leg_end_3,1729414648634
2,517.88,347.038,leg_end_3,1729414648651
2,518.201,346.156,leg_end_3,1729414648667
2,518.842,344.394,leg_end_3,1729414648684
2,518.52,345.279,leg_end_3,1729414648734
2,515.599,353.304,leg_end_3,1729414648750
2,509.065,371.255,leg_end_3,1729414648767
2,501.278,392.65,leg_end_3,1729414648784
2,494.151,412.233,leg_end_3,1729414648800
2,493.272,414.647,leg_end_3,1729414648817
2,495.194,409.366,leg_end_3,1729414648867
2,505.985,379.719,leg_end_3,1729414648884
2,520.221,340.604,leg_end_3,1729414648901
2,523.884,330.54,leg_end_3,1729414648917
2,523.884,330.54,leg_end_3,1729414648934
2,523.884,330.54,leg_end_3,1729414648951
2,522.915,333.203,leg_end_3,1729414648967
2,515.596,353.311,leg_end_3,1729414648984
2,499.576,397.327,leg_end_3,1729414649001
2,479.422,452.7,leg_end_3,1729414649017
2,479.422,452.7,leg_end_3,1729414649034
2,479.422,452.7,leg_end_3,1729414649051
2,480.385,450.054,leg_end_3,1729414649074
2,483.189,442.349,leg_end_3,1729414649084
2,498.482,400.331,leg_end_3,1729414649100
2,522.127,335.368,leg_end_3,1729414649117
2,508.472,372.885,leg_end_3,1729414649134
2,514.718,355.725,leg_end_3,1729414649150
