iSession,iTrial,text
1,1,头、脖子、尾巴都很长，基本一样长，腿差不多比它们稍微短一点。
1,2,脖子比较短，其他部位基本上一样长，比脖子长一些。
1,3,头、脖子、尾巴，基本一样长，腿比较短。
1,4,头、脖子、尾巴基本一样长，腿比较短。
1,5,腿短，脖子短，尾巴比较长。
1,6,头和脖子特别长，腿稍微短一点，尾巴最短。
1,7,脖子特别短，头尾比较长，腿最长。
1,8,脖子长，头尾比较短，腿最短。
1,9,头脖子差不多长，尾巴短，腿长。
1,10,头比较短，脖子、尾巴、腿差不多一样长，比较长。
1,11,头长，其他都比较短。
1,12,尾巴短，脖子短，腿比较长。
1,13,头、脖子、尾巴一样长，腿比较短。
1,14,尾巴短，头短，脖子比腿长。
1,15,头尾差不多长，脖子腿差不多长。
1,16,腿短，头长，脖子长。
1,17,头比较长。
1,18,头比较长。
1,19,腿和尾巴比较长。
1,20,腿和尾巴比较长。
1,21,腿比较短，其他三个部位差不多都比较长。
1,22,头围短，脖子和腿长。
1,23,头特别长。
1,24,头长，腿长，脖子和尾巴比较短。
1,25,脖子和尾巴一样长。
1,26,头短，尾巴短，脖子比腿长。
1,27,脖子特别长。
1,28,头尾较短，脖子比较长。
1,29,脖子和尾巴一样长。
1,30,腿特别长，其他都相对比较短。
1,31,脖子比腿长。
1,32,头围比脖子和腿短一些。
1,33,头脖子腿差不多一样长，尾巴比较短。
1,34,头尾长腿特别短。
1,35,头围短，脖子和腿比较长。
1,36,腿比较长。
1,37,脖子是最短的。
1,38,尾巴长，头长。
1,39,头和脖子都比较长。
1,40,尾巴长，头长。
1,41,腿短，其他三个差不多。
1,42,腿短，其他三个差不多。
1,43,头、尾、脖子都比较长。
1,44,尾巴最短。
1,45,头尾比较长，脖子相对短一些。
1,46,头尾比较长，腿短。
1,47,头特别长。
1,48,脖子和腿比较长，但是尾巴没那么短。
1,49,尾巴短的比较突出。
1,50,头和脖子比较长，腿很短。
1,51,尾巴相对也比较短，但是和脖子差不多长。
1,52,腿比较短，头不太长。
1,53,尾巴比较短，和头和脖子差不多，腿很长。
