iTrial,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,timestamp
1,0.66666666666667,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1733227415973
1,0.66666666666667,0.00255531951563,0.0,0.5,0.5,0.4908986898946,0.5,0.5,1733227416010
1,0.66666666666667,0.00648736186559,0.0,0.5,0.5,0.49103822033912,0.5,0.5,1733227416024
1,0.66666666666667,0.01451334646593,0.0,0.5,0.5,0.49131015036861,0.5,0.5,1733227416041
1,0.66666666666667,0.01844159002144,0.0,0.5,0.5,0.4914373168316,0.5,0.5,1733227416057
1,0.66666666666667,0.02512981223998,0.0,0.5,0.5,0.4916454753251,0.5,0.5,1733227416069
1,0.66666666666667,0.04619812355649,0.0,0.5,0.5,0.49223973888029,0.5,0.5,1733227416085
1,0.66666666666667,0.06639225315739,0.0,0.5,0.5,0.49273505709309,0.5,0.5,1733227416102
1,0.66666666666667,0.08745425291967,0.0,0.5,0.5,0.4931885019852,0.5,0.5,1733227416119
1,0.66666666666667,0.11907349003939,0.0,0.5,0.5,0.49377206480792,0.5,0.5,1733227416136
1,0.66666666666667,0.12575469697567,0.0,0.5,0.5,0.49388280380457,0.5,0.5,1733227416152
1,0.66666666666667,0.14292532842892,0.0,0.5,0.5,0.49415012550098,0.5,0.5,1733227416169
1,0.66666666666667,0.15344281531123,0.0,0.5,0.5,0.49430262968692,0.5,0.5,1733227416185
1,0.66666666666667,0.16396006401894,0.0,0.5,0.5,0.49444738119776,0.5,0.5,1733227416202
1,0.66666666666667,0.1744770860778,0.0,0.5,0.5,0.49458495670004,0.5,0.5,1733227416219
1,0.66666666666667,0.18499389219734,0.0,0.5,0.5,0.49471587704168,0.5,0.5,1733227416236
1,0.66666666666667,0.20885073949737,0.0,0.5,0.5,0.49499061497225,0.5,0.5,1733227416252
1,0.66666666666667,0.21274465135372,0.0,0.5,0.5,0.49503276841556,0.5,0.5,1733227416269
1,0.66666666666667,0.24042504665006,0.0,0.5,0.5,0.49531312944485,0.5,0.5,1733227416285
1,0.66666666666667,0.2471015392554,0.0,0.5,0.5,0.4953760785616,0.5,0.5,1733227416302
1,0.66666666666667,0.26154297958209,0.0,0.5,0.5,0.49550661810216,0.5,0.5,1733227416319
1,0.66666666666667,0.26821887550695,0.0,0.5,0.5,0.49556450400415,0.5,0.5,1733227416335
1,0.66666666666667,0.27489459271515,0.0,0.5,0.5,0.49562091595096,0.5,0.5,1733227416352
1,0.66666666666667,0.27878256115877,0.0,0.5,0.5,0.49565311417359,0.5,0.5,1733227416369
1,0.66666666666667,0.28545800460658,0.0,0.5,0.5,0.4957073062614,0.5,0.5,1733227416386
1,0.66666666666667,0.29597302978242,0.0,0.5,0.5,0.49578998081781,0.5,0.5,1733227416403
1,0.66666666666667,0.30934913578763,0.0,0.5,0.5,0.49589065857189,0.5,0.5,1733227416429
1,0.66666666666667,0.31602384423369,0.0,0.5,0.5,0.49593911734717,0.5,0.5,1733227416469
1,0.66666666666667,0.32269840254144,0.0,0.5,0.5,0.49598644550186,0.5,0.5,1733227416493
1,0.66666666666667,0.32658291561342,0.0,0.5,0.5,0.49601348549103,0.5,0.5,1733227416536
1,0.66666666666667,0.3504338306637,0.0,0.5,0.5,0.49617184188924,0.5,0.5,1733227416553
1,0.66666666666667,0.35710766698778,0.0,0.5,0.5,0.4962139244335,0.5,0.5,1733227416569
1,0.66666666666667,0.36762187690485,0.0,0.5,0.5,0.49627837777954,0.5,0.5,1733227416588
1,0.66666666666667,0.38099203205314,0.0,0.5,0.5,0.49635723600269,0.5,0.5,1733227416602
1,0.66666666666667,0.39150601005801,0.0,0.5,0.5,0.49641693945235,0.5,0.5,1733227416619
1,0.66666666666667,0.40867631846943,0.0,0.5,0.5,0.4965103427378,0.5,0.5,1733227416636
1,0.66666666666667,0.42584661246443,0.0,0.5,0.5,0.49659899998143,0.5,0.5,1733227416653
1,0.66666666666667,0.44301689260717,0.0,0.5,0.5,0.49668326396044,0.5,0.5,1733227416669
