iSub,feature_name,level,threshold_mean_mean
211,neck,3,0.022833333333333334
211,neck,4,0.0299
211,neck,5,0.0342
211,head,1,0.027033333333333336
211,head,2,0.0281
211,head,3,0.020533333333333334
211,head,4,0.024833333333333332
211,head,5,0.0237
211,leg,1,0.017766666666666667
211,leg,2,0.0251
211,leg,3,0.024566666666666667
211,leg,4,0.03686666666666667
211,leg,5,0.0248
211,tail,1,0.01856666666666667
211,tail,2,0.023366666666666664
211,tail,3,0.03403333333333333
211,tail,4,0.027100000000000003
211,tail,5,0.020933333333333335
212,neck,1,0.016266666666666665
212,neck,2,0.027299999999999998
212,neck,3,0.029233333333333333
212,neck,4,0.019399999999999997
212,neck,5,0.0315
212,head,1,0.023299999999999998
212,head,2,0.027000000000000003
212,head,3,0.027899999999999998
212,head,4,0.0275
212,head,5,0.022433333333333336
212,leg,1,0.020866666666666665
212,leg,2,0.025533333333333335
212,leg,3,0.03403333333333333
212,leg,4,0.03383333333333333
212,leg,5,0.018533333333333336
212,tail,1,0.019066666666666666
212,tail,2,0.0254
212,tail,3,0.024266666666666666
212,tail,4,0.01883333333333333
212,tail,5,0.034499999999999996
213,neck,1,0.015666666666666666
213,neck,2,0.019866666666666664
213,neck,3,0.033699999999999994
213,neck,4,0.025333333333333333
213,neck,5,0.04546666666666666
213,head,1,0.018633333333333335
213,head,2,0.023799999999999998
213,head,3,0.0304
213,head,4,0.035333333333333335
213,head,5,0.029833333333333333
213,leg,1,0.018733333333333334
213,leg,2,0.023
213,leg,3,0.028033333333333334
213,leg,4,0.031200000000000002
213,leg,5,0.014466666666666666
213,tail,1,0.015366666666666667
213,tail,2,0.024066666666666667
213,tail,3,0.0235
213,tail,4,0.029433333333333332
213,tail,5,0.031000000000000003
214,neck,1,0.0223
214,neck,2,0.020766666666666666
214,neck,3,0.02296666666666667
214,neck,4,0.0217
214,neck,5,0.0129
214,head,1,0.015666666666666666
214,head,2,0.013066666666666667
214,head,3,0.013733333333333332
214,head,4,0.014533333333333334
214,head,5,0.012466666666666666
214,leg,1,0.014733333333333333
214,leg,2,0.0164
214,leg,3,0.015366666666666666
214,leg,4,0.017533333333333335
214,leg,5,0.0165
214,tail,1,0.0103
214,tail,2,0.021233333333333333
214,tail,3,0.021633333333333334
214,tail,4,0.0192
214,tail,5,0.015366666666666667
215,neck,1,0.0161
215,neck,2,0.0205
215,neck,3,0.017166666666666667
215,neck,4,0.0213
215,neck,5,0.019266666666666665
215,head,1,0.017366666666666666
215,head,2,0.015733333333333332
215,head,3,0.020133333333333333
215,head,4,0.035800000000000005
215,head,5,0.0211
215,leg,1,0.0129
215,leg,2,0.0181
215,leg,3,0.02256666666666667
215,leg,4,0.0251
215,leg,5,0.014733333333333333
215,tail,1,0.0128
215,tail,2,0.01883333333333333
215,tail,3,0.022733333333333335
215,tail,4,0.0243
215,tail,5,0.030833333333333334
216,neck,1,0.016166666666666666
216,neck,2,0.029633333333333334
216,neck,3,0.022866666666666667
216,neck,4,0.022533333333333336
216,neck,5,0.03726666666666667
216,head,1,0.014766666666666668
216,head,2,0.020766666666666666
216,head,3,0.0152
216,head,4,0.028766666666666666
216,head,5,0.030233333333333334
216,leg,1,0.0163
216,leg,2,0.0221
216,leg,3,0.022533333333333336
216,leg,4,0.025433333333333332
216,leg,5,0.020399999999999998
216,tail,1,0.019399999999999997
216,tail,2,0.017666666666666667
216,tail,3,0.030100000000000002
216,tail,4,0.0216
216,tail,5,0.03163333333333333
217,neck,1,0.019933333333333334
217,neck,2,0.0161
217,neck,3,0.018233333333333334
217,neck,4,0.023399999999999997
217,neck,5,0.03203333333333333
217,head,1,0.0151
217,head,2,0.028533333333333334
217,head,3,0.021766666666666667
217,head,4,0.03306666666666667
217,head,5,0.017833333333333333
217,leg,1,0.01933333333333333
217,leg,2,0.0229
217,leg,3,0.02733333333333333
217,leg,4,0.03216666666666666
217,leg,5,0.03173333333333333
217,tail,1,0.018666666666666668
217,tail,2,0.014833333333333334
217,tail,3,0.021333333333333333
217,tail,4,0.025433333333333332
217,tail,5,0.027733333333333332
218,neck,1,0.015300000000000001
218,neck,2,0.017733333333333334
218,neck,3,0.027100000000000003
218,neck,4,0.029066666666666668
218,neck,5,0.024166666666666666
218,head,1,0.017333333333333333
218,head,2,0.03373333333333333
218,head,3,0.027533333333333333
218,head,4,0.027966666666666664
218,head,5,0.023133333333333332
218,leg,1,0.023466666666666667
218,leg,2,0.021733333333333334
218,leg,3,0.027566666666666666
218,leg,4,0.03163333333333333
218,leg,5,0.028266666666666666
218,tail,1,0.016966666666666668
218,tail,2,0.020766666666666666
218,tail,3,0.03473333333333333
218,tail,4,0.0197
218,tail,5,0.04206666666666667
219,neck,1,0.012166666666666666
219,neck,2,0.017733333333333334
219,neck,3,0.021566666666666668
219,neck,4,0.026166666666666668
219,neck,5,0.022266666666666667
219,head,1,0.021033333333333334
219,head,2,0.024399999999999998
219,head,3,0.021833333333333333
219,head,4,0.019933333333333334
219,head,5,0.014233333333333332
219,leg,1,0.017866666666666666
219,leg,2,0.02383333333333333
219,leg,3,0.021933333333333336
219,leg,4,0.0303
219,leg,5,0.03006666666666667
219,tail,1,0.013433333333333334
219,tail,2,0.020133333333333333
219,tail,3,0.034166666666666665
219,tail,4,0.025166666666666667
219,tail,5,0.032
220,neck,1,0.02696666666666667
220,neck,2,0.026833333333333334
220,neck,3,0.0278
220,neck,4,0.040233333333333336
220,neck,5,0.0342
220,head,1,0.017366666666666666
220,head,2,0.017400000000000002
220,head,3,0.0182
220,head,4,0.018966666666666666
220,head,5,0.018233333333333334
220,leg,1,0.017
220,leg,2,0.0183
220,leg,3,0.027566666666666666
220,leg,4,0.017033333333333334
220,leg,5,0.017900000000000003
220,tail,1,0.019066666666666666
220,tail,2,0.025633333333333334
220,tail,3,0.019066666666666666
220,tail,4,0.0286
220,tail,5,0.0262
221,neck,1,0.019
221,neck,2,0.0212
221,neck,3,0.023166666666666665
221,neck,4,0.0249
221,neck,5,0.022233333333333334
221,head,1,0.0154
221,head,2,0.018633333333333335
221,head,3,0.03056666666666667
221,head,4,0.029966666666666666
221,head,5,0.0323
221,leg,1,0.017333333333333333
221,leg,2,0.018433333333333336
221,leg,3,0.029766666666666667
221,leg,4,0.027266666666666668
221,leg,5,0.019966666666666667
221,tail,1,0.015733333333333332
221,tail,2,0.025266666666666666
221,tail,3,0.02743333333333333
221,tail,4,0.021500000000000002
221,tail,5,0.025033333333333335
222,neck,1,0.016866666666666665
222,neck,2,0.02033333333333333
222,neck,3,0.016
222,neck,4,0.019066666666666666
222,neck,5,0.0258
222,head,1,0.015966666666666667
222,head,2,0.014933333333333333
222,head,3,0.0208
222,head,4,0.021033333333333334
222,head,5,0.0114
222,leg,1,0.0129
222,leg,2,0.0176
222,leg,3,0.019
222,leg,4,0.015366666666666667
222,leg,5,0.013500000000000002
222,tail,1,0.014433333333333333
222,tail,2,0.015000000000000001
222,tail,3,0.020666666666666667
222,tail,4,0.0203
222,tail,5,0.0168
223,neck,1,0.017133333333333334
223,neck,2,0.028533333333333334
223,neck,3,0.0316
223,neck,4,0.03056666666666667
223,neck,5,0.037766666666666664
223,head,1,0.017933333333333336
223,head,2,0.025633333333333334
223,head,3,0.030866666666666667
223,head,4,0.03673333333333333
223,head,5,0.04323333333333333
223,leg,1,0.0187
223,leg,2,0.019899999999999998
223,leg,3,0.029266666666666667
223,leg,4,0.026000000000000002
223,leg,5,0.0324
223,tail,1,0.020566666666666667
223,tail,2,0.0247
223,tail,3,0.031133333333333336
223,tail,4,0.032633333333333334
223,tail,5,0.03306666666666667
224,neck,1,0.016033333333333333
224,neck,2,0.02706666666666667
224,neck,3,0.028533333333333334
224,neck,4,0.025266666666666666
