version,condition,structure1,structure2,iTrial,stiID,category,choice,feedback,choRT
1,3,1,2,1,213,3,3,1.0,7.84
1,3,1,2,2,391,3,3,1.0,1.463
1,3,1,2,3,82,1,1,1.0,4.315
1,3,1,2,4,311,4,4,1.0,3.517
1,3,1,2,5,144,3,3,1.0,2.64
1,3,1,2,6,444,2,2,1.0,4.621
1,3,1,2,7,349,3,3,1.0,11.228
1,3,1,2,8,473,2,2,1.0,1.621
1,3,1,2,9,172,1,1,1.0,4.17
1,3,1,2,10,162,1,1,1.0,4.759
1,3,1,2,11,106,1,1,1.0,0.878
1,3,1,2,12,498,2,2,1.0,2.051
1,3,1,2,13,221,3,3,1.0,6.009
1,3,1,2,14,51,1,1,1.0,2.225
1,3,1,2,15,382,4,4,1.0,5.386
1,3,1,2,16,44,1,1,1.0,3.764
1,3,1,2,17,36,1,1,1.0,2.269
1,3,1,2,18,153,1,1,1.0,1.312
1,3,1,2,19,462,3,3,1.0,2.889
1,3,1,2,20,148,1,1,1.0,9.415
1,3,1,2,21,496,4,4,1.0,4.457
1,3,1,2,22,298,2,2,1.0,3.6
1,3,1,2,23,105,1,1,1.0,1.017
1,3,1,2,24,71,3,3,1.0,2.777
1,3,1,2,25,193,1,1,1.0,10.324
1,3,1,2,26,495,4,4,1.0,3.411
1,3,1,2,27,274,2,2,1.0,4.775
1,3,1,2,28,396,2,2,1.0,5.058
1,3,1,2,29,487,4,4,1.0,4.807
1,3,1,2,30,314,2,2,1.0,5.987
1,3,1,2,31,484,2,2,1.0,3.15
1,3,1,2,32,203,1,1,1.0,5.761
1,3,1,2,33,154,1,1,1.0,1.766
1,3,1,2,34,432,4,4,1.0,3.462
1,3,1,2,35,208,3,3,1.0,1.486
1,3,1,2,36,372,2,2,1.0,5.073
1,3,1,2,37,255,4,4,1.0,1.86
1,3,1,2,38,289,2,2,1.0,2.838
1,3,1,2,39,293,4,4,1.0,4.865
1,3,1,2,40,480,3,3,1.0,1.911
1,3,1,2,41,374,4,4,1.0,1.59
1,3,1,2,42,236,1,1,1.0,4.86
1,3,1,2,43,60,1,1,1.0,2.283
1,3,1,2,44,34,1,1,1.0,1.46
1,3,1,2,45,231,4,4,1.0,2.665
1,3,1,2,46,28,1,1,1.0,2.028
1,3,1,2,47,284,2,2,1.0,2.936
1,3,1,2,48,125,4,4,1.0,2.918
1,3,1,2,49,339,2,2,1.0,2.184
1,3,1,2,50,23,3,3,1.0,4.337
1,3,1,2,51,84,1,1,1.0,3.482
1,3,1,2,52,151,3,3,1.0,4.954
1,3,1,2,53,171,1,1,1.0,2.092
1,3,1,2,54,202,1,1,1.0,11.396
1,3,1,2,55,401,2,2,1.0,2.758
1,3,1,2,56,355,2,2,1.0,2.006
1,3,1,2,57,392,3,3,1.0,2.277
1,3,1,2,58,216,3,3,1.0,6.892
1,3,1,2,59,384,4,4,1.0,1.563
1,3,1,2,60,110,4,4,1.0,1.556
1,3,1,2,61,164,1,1,1.0,6.465
1,3,1,2,62,64,4,4,1.0,6.189
1,3,1,2,63,177,1,1,1.0,2.984
1,3,1,2,64,423,4,4,1.0,2.52
1,3,1,2,65,116,1,1,1.0,3.308
1,3,1,2,66,447,4,4,1.0,1.193
1,3,1,2,67,380,2,2,1.0,3.594
1,3,1,2,68,212,1,1,1.0,10.231
1,3,1,2,69,250,1,1,1.0,6.51
1,3,1,2,70,341,3,3,1.0,3.408
1,3,1,2,71,50,1,1,1.0,1.439
1,3,1,2,72,502,4,4,1.0,1.47
1,3,1,2,73,217,1,1,1.0,43.673
1,3,1,2,74,29,3,4,0.5,25.602
1,3,1,2,75,430,4,4,1.0,1.899
1,3,1,2,76,145,1,1,1.0,2.228
1,3,1,2,77,266,2,2,1.0,2.683
1,3,1,2,78,309,4,4,1.0,2.689
1,3,1,2,79,182,4,4,1.0,2.436
1,3,1,2,80,92,1,1,1.0,21.236
1,3,1,2,81,175,4,4,1.0,1.288
1,3,1,2,82,426,2,2,1.0,2.57
1,3,1,2,83,37,4,4,1.0,2.188
1,3,1,2,84,383,4,4,1.0,28.61
1,3,1,2,85,22,3,3,1.0,3.311
1,3,1,2,86,455,3,3,1.0,1.031
1,3,1,2,87,127,4,4,1.0,1.066
1,3,1,2,88,230,4,4,1.0,1.913
1,3,1,2,89,327,3,3,1.0,0.931
1,3,1,2,90,467,2,2,1.0,2.709
1,3,1,2,91,479,3,3,1.0,4.246
1,3,1,2,92,187,1,1,1.0,3.476
1,3,1,2,93,357,4,4,1.0,3.461
1,3,1,2,94,315,2,2,1.0,2.202
1,3,1,2,95,120,4,4,1.0,1.604
1,3,1,2,96,468,2,2,1.0,2.881
1,3,1,2,97,449,2,2,1.0,1.442
1,3,1,2,98,24,3,3,1.0,1.395
1,3,1,2,99,101,4,4,1.0,4.04
1,3,1,2,100,285,3,3,1.0,5.728
1,3,1,2,101,457,2,2,1.0,1.534
1,3,1,2,102,345,2,2,1.0,0.918
1,3,1,2,103,318,4,4,1.0,1.918
1,3,1,2,104,74,1,1,1.0,1.343
1,3,1,2,105,348,2,2,1.0,6.238
1,3,1,2,106,481,2,2,1.0,1.499
1,3,1,2,107,93,3,3,1.0,7.159
1,3,1,2,108,431,4,4,1.0,2.638
1,3,1,2,109,184,4,4,1.0,1.135
1,3,1,2,110,111,4,4,1.0,1.233
1,3,1,2,111,223,3,3,1.0,2.336
1,3,1,2,112,352,3,3,1.0,1.523
1,3,1,2,113,75,1,1,1.0,2.425
1,3,1,2,114,198,3,3,1.0,2.249
1,3,1,2,115,322,2,2,1.0,1.314
1,3,1,2,116,433,2,2,1.0,0.96
1,3,1,2,117,47,4,4,1.0,1.921
1,3,1,2,118,173,4,4,1.0,4.863
1,3,1,2,119,54,4,4,1.0,2.491
1,3,1,2,120,225,1,1,1.0,2.533
1,3,1,2,121,87,3,3,1.0,1.777
1,3,1,2,122,152,3,3,1.0,1.028
1,3,1,2,123,507,2,2,1.0,1.974
1,3,1,2,124,205,3,3,1.0,6.166
1,3,1,2,125,387,2,2,1.0,2.167
1,3,1,2,126,130,1,1,1.0,1.412
1,3,1,2,127,376,4,4,1.0,1.519
1,3,1,2,128,18,1,1,1.0,1.247
1,3,1,2,129,390,3,3,1.0,2.391
1,3,1,2,130,10,1,1,1.0,3.778
1,3,1,2,131,211,1,1,1.0,5.913
1,3,1,2,132,272,3,3,1.0,1.161
1,3,1,2,133,282,2,2,1.0,1.571
1,3,1,2,134,398,3,3,1.0,2.234
1,3,1,2,135,27,1,1,1.0,5.106
1,3,1,2,136,453,3,3,1.0,3.62
1,3,1,2,137,439,4,4,1.0,1.191
1,3,1,2,138,16,3,3,1.0,1.109
1,3,1,2,139,319,4,4,1.0,2.158
1,3,1,2,140,32,3,3,1.0,15.871
1,3,1,2,141,59,1,1,1.0,1.737
1,3,1,2,142,283,2,2,1.0,1.883
1,3,1,2,143,367,4,4,1.0,1.446
1,3,1,2,144,464,3,3,1.0,1.506
1,3,1,2,145,422,4,4,1.0,1.648
1,3,1,2,146,123,1,1,1.0,2.609
1,3,1,2,147,251,1,1,1.0,4.12
1,3,1,2,148,45,4,4,1.0,2.886
1,3,1,2,149,137,1,1,1.0,1.239
1,3,1,2,150,350,3,3,1.0,3.281
1,3,1,2,151,436,2,2,1.0,2.913
