version,condition,structure1,structure2,iTrial,stiID,category,choice,feedback,choRT
1,2,3,5,1,482,2,2,1,5.792
1,2,3,5,2,57,1,1,1,1.5
1,2,3,5,3,384,4,4,1,1.436
1,2,3,5,4,440,4,4,1,0.8
1,2,3,5,5,282,2,2,1,4.193
1,2,3,5,6,397,3,3,1,3.099
1,2,3,5,7,344,3,3,1,2.939
1,2,3,5,8,411,2,2,1,4.785
1,2,3,5,9,480,3,3,1,5.025
1,2,3,5,10,7,3,3,1,2.869
1,2,3,5,11,281,2,2,1,3.922
1,2,3,5,12,314,2,1,0,3.192
1,2,3,5,13,2,1,1,1,1.355
1,2,3,5,14,36,1,1,1,3.133
1,2,3,5,15,500,2,2,1,4.142
1,2,3,5,16,472,3,3,1,6.058
1,2,3,5,17,261,3,3,1,3.252
1,2,3,5,18,134,3,3,1,3.873
1,2,3,5,19,19,1,1,1,1.749
1,2,3,5,20,502,4,4,1,1.186
1,2,3,5,21,217,1,1,1,6.08
1,2,3,5,22,241,1,1,1,11.401
1,2,3,5,23,106,1,1,1,3.101
1,2,3,5,24,311,4,4,1,1.131
1,2,3,5,25,74,1,1,1,3.845
1,2,3,5,26,400,3,3,1,2.641
1,2,3,5,27,460,2,2,1,9.967
1,2,3,5,28,133,3,3,1,4.821
1,2,3,5,29,10,1,1,1,0.91
1,2,3,5,30,5,3,3,1,4.511
1,2,3,5,31,280,3,3,1,2.572
1,2,3,5,32,307,2,1,0,3.879
1,2,3,5,33,451,2,2,1,3.939
1,2,3,5,34,56,4,4,1,1.231
1,2,3,5,35,383,4,4,1,1.175
1,2,3,5,36,165,4,4,1,2.091
1,2,3,5,37,405,3,3,1,2.57
1,2,3,5,38,224,3,3,1,5.343
1,2,3,5,39,113,1,1,1,1.285
1,2,3,5,40,112,4,4,1,1.19
1,2,3,5,41,287,3,3,1,3.029
1,2,3,5,42,184,4,4,1,0.98
1,2,3,5,43,357,4,4,1,1.667
1,2,3,5,44,202,1,1,1,1.157
1,2,3,5,45,462,3,3,1,2.411
1,2,3,5,46,392,3,3,1,3.902
1,2,3,5,47,286,3,3,1,4.854
1,2,3,5,48,237,4,4,1,1.843
1,2,3,5,49,30,3,3,1,6.921
1,2,3,5,50,11,1,1,1,4.476
1,2,3,5,51,149,3,3,1,2.595
1,2,3,5,52,304,4,4,1,0.866
1,2,3,5,53,54,4,4,1,0.769
1,2,3,5,54,170,1,1,1,7.546
1,2,3,5,55,298,2,2,1,13.04
1,2,3,5,56,130,1,1,1,1.967
1,2,3,5,57,52,1,1,1,2.685
1,2,3,5,58,325,3,3,1,4.281
1,2,3,5,59,147,1,1,1,6.446
1,2,3,5,60,53,4,4,1,1.816
1,2,3,5,61,262,3,3,1,9.619
