version,condition,structure1,structure2,iTrial,stiID,category,choice,feedback,choRT
1,1,1,1,1,80,3,2,1,0.571
1,1,1,1,2,460,2,1,1,0.708
1,1,1,1,3,278,3,2,1,0.682
1,1,1,1,4,251,1,1,1,0.562
1,1,1,1,5,48,4,2,1,0.549
1,1,1,1,6,233,1,1,1,0.592
1,1,1,1,7,484,2,1,1,0.781
1,1,1,1,8,351,3,2,1,0.502
1,1,1,1,9,328,3,2,1,0.67
1,1,1,1,10,290,2,1,1,0.545
1,1,1,1,11,89,1,1,1,0.535
1,1,1,1,12,206,3,2,1,0.443
1,1,1,1,13,120,4,2,1,0.53
1,1,1,1,14,309,4,2,1,2.214
1,1,1,1,15,156,1,1,1,1.887
1,1,1,1,16,225,1,1,1,0.541
1,1,1,1,17,253,4,2,1,0.958
1,1,1,1,18,443,2,1,1,0.576
1,1,1,1,19,376,4,2,1,1.364
1,1,1,1,20,170,1,1,1,0.942
1,1,1,1,21,335,3,2,1,0.614
1,1,1,1,22,441,2,1,1,0.773
1,1,1,1,23,205,3,2,1,0.861
1,1,1,1,24,453,3,2,1,0.661
1,1,1,1,25,250,1,1,1,0.722
1,1,1,1,26,123,1,1,1,0.997
1,1,1,1,27,23,3,2,1,0.607
1,1,1,1,28,368,4,2,1,0.565
1,1,1,1,29,21,3,2,1,0.961
1,1,1,1,30,95,3,2,1,0.82
1,1,1,1,31,472,3,2,1,0.586
1,1,1,1,32,202,1,1,1,0.623
1,1,1,1,33,165,4,2,1,0.878
1,1,1,1,34,155,1,1,1,0.529
1,1,1,1,35,285,3,2,1,0.872
1,1,1,1,36,76,1,1,1,2.029
1,1,1,1,37,195,1,1,1,0.932
1,1,1,1,38,67,1,1,1,0.585
1,1,1,1,39,44,1,1,1,1.677
1,1,1,1,40,35,1,1,1,0.723
1,1,1,1,41,349,3,2,1,0.794
1,1,1,1,42,58,1,1,1,0.749
1,1,1,1,43,345,2,1,1,0.551
1,1,1,1,44,380,2,1,1,1.291
1,1,1,1,45,62,4,2,1,0.742
1,1,1,1,46,294,4,2,1,0.59
1,1,1,1,47,264,3,2,1,0.772
1,1,1,1,48,257,2,1,1,0.586
1,1,1,1,49,33,1,1,1,0.538
1,1,1,1,50,43,1,1,1,0.69
1,1,1,1,51,302,4,2,1,0.556
1,1,1,1,52,461,3,2,1,0.646
1,1,1,1,53,15,3,2,1,0.613
1,1,1,1,54,192,4,2,1,0.801
1,1,1,1,55,297,2,1,1,0.585
1,1,1,1,56,339,2,1,1,1.848
1,1,1,1,57,343,3,2,1,0.633
1,1,1,1,58,42,1,1,1,0.771
1,1,1,1,59,407,3,2,1,0.783
1,1,1,1,60,476,2,1,1,2.123
1,1,1,1,61,144,3,2,1,0.691
1,1,1,1,62,90,1,1,1,1.288
1,1,1,1,63,336,3,2,1,0.838
1,1,1,1,64,406,3,2,1,0.638
1,1,1,1,65,135,3,2,1,1.211
1,1,1,1,66,353,2,1,1,0.92
1,1,1,1,67,258,2,1,1,1.409
1,1,1,1,68,153,1,1,1,0.595
1,1,1,1,69,356,2,1,1,12.697
1,1,1,1,70,480,3,2,1,0.713
1,1,1,1,71,41,1,1,1,0.738
1,1,1,1,72,197,3,2,1,0.653
1,1,1,1,73,411,2,1,1,1.389
1,1,1,1,74,267,2,1,1,1.534
1,1,1,1,75,132,1,1,1,1.861
1,1,1,1,76,194,1,1,1,0.683
1,1,1,1,77,22,3,2,1,0.533
1,1,1,1,78,464,3,2,1,0.773
1,1,1,1,79,410,2,1,1,1.036
1,1,1,1,80,137,1,1,1,0.453
1,1,1,1,81,152,3,2,1,0.67
1,1,1,1,82,416,3,2,1,2.187
1,1,1,1,83,428,2,1,1,1.23
1,1,1,1,84,216,3,2,1,0.802
1,1,1,1,85,501,4,2,1,2.271
1,1,1,1,86,125,4,2,1,1.234
1,1,1,1,87,280,3,2,1,0.713
1,1,1,1,88,28,1,1,1,1.101
1,1,1,1,89,437,4,2,1,0.801
