version,condition,structure1,structure2,iTrial,stiID,category,choice,feedback,choRT
1,1,4,4,1,510,4,2,1,2.414
1,1,4,4,2,267,2,1,1,0.921
1,1,4,4,3,105,1,1,1,0.546
1,1,4,4,4,456,3,2,1,0.521
1,1,4,4,5,260,2,1,1,1.378
1,1,4,4,6,107,1,1,1,0.609
1,1,4,4,7,442,2,1,1,0.453
1,1,4,4,8,472,3,2,1,0.406
1,1,4,4,9,270,3,2,1,0.418
1,1,4,4,10,199,3,2,1,0.538
1,1,4,4,11,147,1,1,1,0.726
1,1,4,4,12,170,1,1,1,0.525
1,1,4,4,13,88,3,2,1,0.883
1,1,4,4,14,106,1,1,1,0.767
1,1,4,4,15,2,1,1,1,0.53
1,1,4,4,16,440,4,2,1,0.774
1,1,4,4,17,164,1,1,1,0.83
1,1,4,4,18,166,4,2,1,0.784
1,1,4,4,19,33,1,1,1,0.616
1,1,4,4,20,203,1,1,1,0.571
1,1,4,4,21,218,1,1,1,0.463
1,1,4,4,22,287,3,2,1,0.651
1,1,4,4,23,98,1,1,1,0.626
1,1,4,4,24,451,2,1,1,0.564
1,1,4,4,25,153,1,1,1,0.564
1,1,4,4,26,192,4,2,1,0.614
1,1,4,4,27,131,1,1,1,0.673
1,1,4,4,28,225,1,1,1,0.561
1,1,4,4,29,383,4,2,1,0.725
1,1,4,4,30,331,2,1,1,0.596
1,1,4,4,31,322,2,1,1,0.541
1,1,4,4,32,290,2,1,1,0.555
1,1,4,4,33,36,1,1,1,1.904
1,1,4,4,34,371,2,1,1,0.595
1,1,4,4,35,176,4,2,1,0.577
1,1,4,4,36,392,3,2,1,0.525
1,1,4,4,37,25,1,1,1,0.787
1,1,4,4,38,325,3,2,1,1.566
1,1,4,4,39,196,1,1,1,0.982
1,1,4,4,40,60,1,1,1,0.735
1,1,4,4,41,358,4,2,1,0.751
1,1,4,4,42,148,1,1,1,1.354
1,1,4,4,43,41,1,1,1,0.534
1,1,4,4,44,114,1,1,1,0.458
1,1,4,4,45,433,2,1,1,0.459
1,1,4,4,46,12,1,1,1,0.718
1,1,4,4,47,494,4,2,1,0.415
1,1,4,4,48,37,4,2,1,0.508
1,1,4,4,49,333,3,2,1,0.569
1,1,4,4,50,411,2,1,1,0.627
1,1,4,4,51,3,1,1,1,0.61
1,1,4,4,52,282,2,1,1,0.554
1,1,4,4,53,81,1,1,1,0.498
1,1,4,4,54,406,3,2,1,0.655
1,1,4,4,55,69,3,2,1,0.791
1,1,4,4,56,390,3,2,1,0.572
1,1,4,4,57,211,1,1,1,0.818
1,1,4,4,58,342,3,2,1,0.617
1,1,4,4,59,310,4,2,1,0.405
1,1,4,4,60,110,4,2,1,0.531
1,1,4,4,61,64,4,2,1,0.472
1,1,4,4,62,87,3,2,1,0.515
1,1,4,4,63,186,1,1,1,0.565
1,1,4,4,64,446,4,2,1,0.54
1,1,4,4,65,200,3,2,1,1.941
1,1,4,4,66,412,2,1,1,3.504
1,1,4,4,67,277,3,2,1,0.495
1,1,4,4,68,353,2,1,1,0.534
1,1,4,4,69,71,3,2,1,0.424
1,1,4,4,70,512,4,2,1,0.513
1,1,4,4,71,388,2,1,1,0.704
1,1,4,4,72,480,3,2,1,0.621
1,1,4,4,73,26,1,1,1,0.513
1,1,4,4,74,262,3,2,1,0.682
1,1,4,4,75,280,3,2,1,0.469
1,1,4,4,76,254,4,2,1,0.829
1,1,4,4,77,253,4,2,1,0.991
1,1,4,4,78,362,2,1,1,0.55
1,1,4,4,79,502,4,2,1,0.661
1,1,4,4,80,320,4,2,1,0.555
1,1,4,4,81,468,2,1,1,0.961
1,1,4,4,82,72,3,2,1,0.497
1,1,4,4,83,94,3,2,1,0.67
1,1,4,4,84,91,1,1,1,0.826
1,1,4,4,85,497,2,1,1,0.535
1,1,4,4,86,100,1,1,1,0.752
1,1,4,4,87,279,3,2,1,0.472
1,1,4,4,88,461,3,2,1,0.918
1,1,4,4,89,269,3,2,1,0.593
1,1,4,4,90,370,2,1,1,0.496
1,1,4,4,91,57,1,1,1,0.576
1,1,4,4,92,49,1,1,1,0.673
1,1,4,4,93,234,1,1,1,0.821
1,1,4,4,94,428,2,1,1,0.544
1,1,4,4,95,63,4,2,1,0.534
1,1,4,4,96,29,3,2,1,0.477
1,1,4,4,97,274,2,1,1,0.748
1,1,4,4,98,426,2,1,1,0.724
1,1,4,4,99,266,2,1,1,0.63
1,1,4,4,100,339,2,1,1,0.781
1,1,4,4,101,484,2,1,1,2.896
1,1,4,4,102,302,4,2,1,0.532
1,1,4,4,103,435,2,1,1,0.551
1,1,4,4,104,288,3,2,1,0.537
1,1,4,4,105,42,1,1,1,0.604
1,1,4,4,106,251,1,1,1,0.63
1,1,4,4,107,278,3,2,1,0.692
1,1,4,4,108,19,1,1,1,0.793
1,1,4,4,109,356,2,1,1,0.543
1,1,4,4,110,195,1,1,1,0.467
1,1,4,4,111,124,1,1,1,0.466
1,1,4,4,112,221,3,2,1,0.714
1,1,4,4,113,202,1,1,1,0.462
1,1,4,4,114,283,2,1,1,0.69
1,1,4,4,115,417,2,1,1,0.459
1,1,4,4,116,381,4,2,1,0.437
1,1,4,4,117,179,1,1,1,0.63
1,1,4,4,118,467,2,1,1,0.535
1,1,4,4,119,150,3,2,1,0.599
1,1,4,4,120,143,3,2,1,0.613
1,1,4,4,121,309,4,2,1,0.652
1,1,4,4,122,215,3,2,1,0.634
1,1,4,4,123,216,3,2,1,0.516
1,1,4,4,124,338,2,1,1,0.52
1,1,4,4,125,43,1,1,1,0.619
1,1,4,4,126,299,2,1,1,0.619
1,1,4,4,127,463,3,2,1,0.546
1,1,4,4,128,387,2,1,1,0.901
1,1,4,4,129,482,2,1,1,0.625
1,1,4,4,130,24,3,2,1,0.717
1,1,4,4,131,173,4,2,1,0.875
1,1,4,4,132,470,3,2,1,0.439
1,1,4,4,133,453,3,2,1,0.497
1,1,4,4,134,55,4,2,1,0.455
1,1,4,4,135,334,3,2,1,0.469
1,1,4,4,136,30,3,2,1,0.734
1,1,4,4,137,84,1,1,1,0.941
1,1,4,4,138,319,4,2,1,0.409
1,1,4,4,139,323,2,1,1,0.463
1,1,4,4,140,83,1,1,1,0.605
1,1,4,4,141,159,3,2,1,1.462
1,1,4,4,142,40,4,2,1,0.587
1,1,4,4,143,119,4,2,1,0.486
1,1,4,4,144,366,4,2,1,0.664
1,1,4,4,145,413,3,2,1,1.185
1,1,4,4,146,59,1,1,1,0.593
1,1,4,4,147,354,2,1,1,0.662
1,1,4,4,148,441,2,1,1,0.746
1,1,4,4,149,487,4,2,1,0.633
1,1,4,4,150,402,2,1,1,0.521
1,1,4,4,151,185,1,1,1,1.087
1,1,4,4,152,151,3,2,1,1.313
1,1,4,4,153,130,1,1,1,0.508
1,1,4,4,154,53,4,2,1,0.73
1,1,4,4,155,247,4,2,1,0.5
1,1,4,4,156,209,1,1,1,0.808
1,1,4,4,157,27,1,1,1,0.622
1,1,4,4,158,62,4,2,1,0.526
1,1,4,4,159,44,1,1,1,0.698
1,1,4,4,160,379,2,1,1,0.75
1,1,4,4,161,118,4,2,1,0.502
1,1,4,4,162,146,1,1,1,0.471
1,1,4,4,163,61,4,2,1,0.482
1,1,4,4,164,315,2,1,1,0.433
1,1,4,4,165,82,1,1,1,0.562
1,1,4,4,166,171,1,1,1,0.495
1,1,4,4,167,306,2,1,1,0.435
1,1,4,4,168,479,3,2,1,0.527
1,1,4,4,169,450,2,1,1,0.403
1,1,4,4,170,191,4,2,1,0.416
1,1,4,4,171,23,3,2,1,0.361
1,1,4,4,172,224,3,2,1,0.41
1,1,4,4,173,4,1,1,1,1.387
1,1,4,4,174,393,2,1,1,0.695
1,1,4,4,175,410,2,1,1,0.448
1,1,4,4,176,139,1,1,1,0.684
1,1,4,4,177,6,3,2,1,0.508
1,1,4,4,178,508,2,1,1,0.588
1,1,4,4,179,343,3,2,1,0.419
1,1,4,4,180,419,2,1,1,0.479
1,1,4,4,181,349,3,2,1,0.907
1,1,4,4,182,190,4,2,1,0.545
1,1,4,4,183,511,4,2,1,0.703
1,1,4,4,184,158,3,2,1,0.623
1,1,4,4,185,503,4,2,1,0.573
1,1,4,4,186,500,2,1,1,1.178
1,1,4,4,187,155,1,1,1,0.6
1,1,4,4,188,486,4,2,1,0.956
1,1,4,4,189,65,1,1,1,0.511
1,1,4,4,190,289,2,1,1,0.52
1,1,4,4,191,377,2,1,1,0.591
1,1,4,4,192,80,3,2,1,0.611
1,1,4,4,193,498,2,1,1,0.578
1,1,4,4,194,15,3,2,1,0.48
1,1,4,4,195,431,4,2,1,0.552
1,1,4,4,196,245,4,2,1,0.611
1,1,4,4,197,145,1,1,1,0.492
1,1,4,4,198,483,2,1,1,0.601
1,1,4,4,199,347,2,1,1,0.461
1,1,4,4,200,295,4,2,1,0.511
1,1,4,4,201,122,1,1,1,0.456
1,1,4,4,202,227,1,1,1,0.516
1,1,4,4,203,318,4,2,1,0.596
1,1,4,4,204,201,1,1,1,0.48
1,1,4,4,205,490,2,1,1,0.456
1,1,4,4,206,385,2,1,1,0.546
1,1,4,4,207,495,4,2,1,0.746
1,1,4,4,208,276,2,1,1,0.784
1,1,4,4,209,297,2,1,1,0.462
1,1,4,4,210,329,2,1,1,0.415
1,1,4,4,211,485,4,2,1,0.469
1,1,4,4,212,210,1,1,1,0.388
1,1,4,4,213,249,1,1,1,0.44
1,1,4,4,214,346,2,1,1,0.354
1,1,4,4,215,66,1,1,1,0.416
1,1,4,4,216,286,3,2,1,0.448
1,1,4,4,217,156,1,1,1,3.991
1,1,4,4,218,58,1,1,1,0.642
1,1,4,4,219,391,3,2,1,0.553
1,1,4,4,220,79,3,2,1,0.727
1,1,4,4,221,400,3,2,1,0.43
1,1,4,4,222,474,2,1,1,0.478
1,1,4,4,223,264,3,2,1,0.45
1,1,4,4,224,154,1,1,1,0.57
1,1,4,4,225,476,2,1,1,1.131
1,1,4,4,226,489,2,1,1,0.816
1,1,4,4,227,112,4,2,1,0.441
1,1,4,4,228,308,2,1,1,2.987
1,1,4,4,229,52,1,1,1,3.098
1,1,4,4,230,407,3,2,1,0.491
1,1,4,4,231,97,1,1,1,0.514
1,1,4,4,232,183,4,2,1,0.626
1,1,4,4,233,394,2,1,1,0.59
1,1,4,4,234,28,1,1,1,4.484
1,1,4,4,235,475,2,1,1,0.508
1,1,4,4,236,99,1,1,1,0.515
1,1,4,4,237,378,2,1,1,0.467
1,1,4,4,238,296,4,2,1,0.581
1,1,4,4,239,75,1,1,1,0.473
1,1,4,4,240,233,1,1,1,0.614
1,1,4,4,241,104,4,2,1,0.458
1,1,4,4,242,121,1,1,1,0.411
1,1,4,4,243,46,4,2,1,0.447
1,1,4,4,244,10,1,1,1,0.505
1,1,4,4,245,328,3,2,1,0.406
1,1,4,4,246,352,3,2,1,0.408
1,1,4,4,247,13,3,2,1,0.897
1,1,4,4,248,217,1,1,1,0.461
1,1,4,4,249,361,2,1,1,0.414
1,1,4,4,250,365,4,2,1,0.412
1,1,4,4,251,448,4,2,1,0.525
1,1,4,4,252,303,4,2,1,0.759
1,1,4,4,253,369,2,1,1,0.489
1,1,4,4,254,89,1,1,1,0.411
1,1,4,4,255,231,4,2,1,0.469
1,1,4,4,256,204,1,1,1,0.53
1,1,4,4,257,178,1,1,1,0.517
1,1,4,4,258,312,4,2,1,0.474
1,1,4,4,259,152,3,2,1,1.261
1,1,4,4,260,5,3,2,1,0.717
1,1,4,4,261,427,2,1,1,0.564
