version,condition,structure1,structure2,iTrial,stiID,category,choice,feedback,choRT
1,3,4,5,1,220,1,1,1.0,2.244
1,3,4,5,2,15,3,3,1.0,3.429
1,3,4,5,3,197,3,1,0.0,4.57
1,3,4,5,4,331,2,2,1.0,3.206
1,3,4,5,5,252,1,1,1.0,4.401
1,3,4,5,6,411,2,2,1.0,2.228
1,3,4,5,7,125,4,4,1.0,2.027
1,3,4,5,8,437,4,4,1.0,3.266
1,3,4,5,9,271,3,3,1.0,1.432
1,3,4,5,10,334,3,3,1.0,2.882
1,3,4,5,11,428,2,2,1.0,8.07
1,3,4,5,12,35,1,1,1.0,2.297
1,3,4,5,13,349,3,3,1.0,8.586
1,3,4,5,14,272,3,3,1.0,3.667
1,3,4,5,15,438,4,4,1.0,4.287
1,3,4,5,16,33,1,1,1.0,1.566
1,3,4,5,17,391,3,3,1.0,2.04
1,3,4,5,18,129,1,1,1.0,1.547
1,3,4,5,19,260,2,2,1.0,4.59
1,3,4,5,20,236,1,1,1.0,2.861
1,3,4,5,21,509,4,4,1.0,3.403
1,3,4,5,22,215,3,3,1.0,2.584
1,3,4,5,23,376,4,4,1.0,2.025
1,3,4,5,24,94,3,3,1.0,3.14
1,3,4,5,25,251,1,1,1.0,3.937
1,3,4,5,26,111,4,4,1.0,7.102
1,3,4,5,27,273,2,2,1.0,3.228
1,3,4,5,28,140,1,1,1.0,4.575
1,3,4,5,29,266,2,2,1.0,1.682
1,3,4,5,30,16,3,3,1.0,1.812
1,3,4,5,31,258,2,2,1.0,1.305
1,3,4,5,32,118,4,4,1.0,1.677
1,3,4,5,33,45,4,4,1.0,1.791
1,3,4,5,34,160,3,3,1.0,1.664
1,3,4,5,35,337,2,2,1.0,1.514
1,3,4,5,36,294,4,4,1.0,2.501
1,3,4,5,37,178,1,1,1.0,1.341
1,3,4,5,38,98,1,1,1.0,1.324
1,3,4,5,39,488,4,4,1.0,1.943
1,3,4,5,40,392,3,3,1.0,1.768
1,3,4,5,41,144,3,3,1.0,2.892
1,3,4,5,42,462,3,3,1.0,1.948
1,3,4,5,43,206,3,3,1.0,2.832
1,3,4,5,44,500,2,2,1.0,1.462
1,3,4,5,45,183,4,4,1.0,1.896
1,3,4,5,46,29,3,3,1.0,1.941
1,3,4,5,47,124,1,1,1.0,3.834
1,3,4,5,48,303,4,4,1.0,1.476
1,3,4,5,49,487,4,4,1.0,3.101
1,3,4,5,50,379,2,2,1.0,1.424
1,3,4,5,51,324,2,2,1.0,1.468
1,3,4,5,52,309,4,4,1.0,1.389
1,3,4,5,53,326,3,3,1.0,1.207
1,3,4,5,54,425,2,2,1.0,2.347
1,3,4,5,55,432,4,4,1.0,1.851
1,3,4,5,56,91,1,1,1.0,1.548
1,3,4,5,57,19,1,1,1.0,1.239
1,3,4,5,58,361,2,2,1.0,1.656
1,3,4,5,59,404,2,2,1.0,2.42
1,3,4,5,60,284,2,2,1.0,1.439
1,3,4,5,61,239,4,4,1.0,2.545
1,3,4,5,62,181,4,4,1.0,6.163
1,3,4,5,63,481,2,2,1.0,1.054
1,3,4,5,64,288,3,3,1.0,3.903
1,3,4,5,65,386,2,2,1.0,1.195
1,3,4,5,66,30,3,3,1.0,3.474
1,3,4,5,67,52,1,1,1.0,4.576
1,3,4,5,68,351,3,3,1.0,1.985
1,3,4,5,69,455,3,3,1.0,2.862
1,3,4,5,70,395,2,2,1.0,1.081
1,3,4,5,71,319,4,4,1.0,1.391
1,3,4,5,72,237,4,4,1.0,1.371
1,3,4,5,73,83,1,1,1.0,1.161
1,3,4,5,74,90,1,1,1.0,0.867
1,3,4,5,75,431,4,4,1.0,1.54
1,3,4,5,76,200,3,3,1.0,2.487
1,3,4,5,77,44,1,1,1.0,3.708
1,3,4,5,78,9,1,1,1.0,1.329
1,3,4,5,79,289,2,2,1.0,1.281
1,3,4,5,80,151,3,3,1.0,1.643
1,3,4,5,81,141,3,3,1.0,2.823
1,3,4,5,82,475,2,2,1.0,3.693
1,3,4,5,83,255,4,4,1.0,2.353
1,3,4,5,84,282,2,2,1.0,3.083
1,3,4,5,85,75,1,1,1.0,4.789
1,3,4,5,86,503,4,4,1.0,1.298
1,3,4,5,87,136,3,3,1.0,1.782
1,3,4,5,88,417,2,2,1.0,1.056
1,3,4,5,89,85,3,3,1.0,1.658
1,3,4,5,90,261,3,3,1.0,1.606
1,3,4,5,91,408,3,3,1.0,1.992
1,3,4,5,92,406,3,3,1.0,2.051
1,3,4,5,93,389,3,3,1.0,9.026
1,3,4,5,94,257,2,2,1.0,1.38
1,3,4,5,95,360,4,4,1.0,0.988
1,3,4,5,96,495,4,4,1.0,1.001
1,3,4,5,97,494,4,4,1.0,1.282
1,3,4,5,98,190,4,4,1.0,1.222
1,3,4,5,99,383,4,4,1.0,0.902
1,3,4,5,100,320,4,4,1.0,0.55
1,3,4,5,101,36,1,1,1.0,1.901
1,3,4,5,102,318,4,4,1.0,1.908
1,3,4,5,103,296,4,4,1.0,1.208
1,3,4,5,104,277,3,3,1.0,2.403
1,3,4,5,105,67,1,1,1.0,1.104
1,3,4,5,106,153,1,1,1.0,1.451
1,3,4,5,107,370,2,2,1.0,1.753
1,3,4,5,108,188,1,1,1.0,1.614
1,3,4,5,109,317,4,4,1.0,1.897
1,3,4,5,110,380,2,2,1.0,1.508
1,3,4,5,111,454,3,3,1.0,1.54
1,3,4,5,112,471,3,4,0.5,1.007
1,3,4,5,113,365,4,2,0.0,3.636
1,3,4,5,114,412,2,2,1.0,1.4
1,3,4,5,115,291,2,2,1.0,4.814
1,3,4,5,116,403,2,2,1.0,0.932
1,3,4,5,117,357,4,2,0.0,1.693
1,3,4,5,118,208,3,3,1.0,1.729
1,3,4,5,119,56,4,4,1.0,1.77
1,3,4,5,120,130,1,1,1.0,2.355
1,3,4,5,121,511,4,4,1.0,2.22
1,3,4,5,122,502,4,4,1.0,2.786
1,3,4,5,123,54,4,4,1.0,1.628
1,3,4,5,124,345,2,2,1.0,1.251
1,3,4,5,125,126,4,4,1.0,1.186
1,3,4,5,126,58,1,1,1.0,1.642
1,3,4,5,127,119,4,4,1.0,0.855
1,3,4,5,128,485,4,2,0.0,4.328
1,3,4,5,129,253,4,4,1.0,1.374
1,3,4,5,130,448,4,4,1.0,0.733
1,3,4,5,131,262,3,3,1.0,1.066
1,3,4,5,132,99,1,1,1.0,1.594
1,3,4,5,133,491,2,2,1.0,4.199
1,3,4,5,134,76,1,1,1.0,1.526
1,3,4,5,135,26,1,1,1.0,1.157
1,3,4,5,136,302,4,4,1.0,2.582
1,3,4,5,137,57,1,1,1.0,0.943
1,3,4,5,138,139,1,1,1.0,3.035
1,3,4,5,139,109,4,4,1.0,2.08
1,3,4,5,140,512,4,4,1.0,0.833
1,3,4,5,141,24,3,3,1.0,1.662
1,3,4,5,142,79,3,3,1.0,1.672
1,3,4,5,143,447,4,4,1.0,0.93
1,3,4,5,144,92,1,1,1.0,1.321
1,3,4,5,145,508,2,2,1.0,1.363
1,3,4,5,146,147,1,1,1.0,1.193
1,3,4,5,147,10,1,1,1.0,0.954
1,3,4,5,148,55,4,4,1.0,0.977
1,3,4,5,149,198,3,3,1.0,2.806
1,3,4,5,150,106,1,1,1.0,1.933
1,3,4,5,151,213,3,3,1.0,8.032
1,3,4,5,152,120,4,4,1.0,1.249
1,3,4,5,153,413,3,3,1.0,4.0
1,3,4,5,154,336,3,3,1.0,1.581
1,3,4,5,155,332,2,2,1.0,1.633
1,3,4,5,156,122,1,1,1.0,1.504
1,3,4,5,157,69,3,3,1.0,3.282
1,3,4,5,158,8,3,3,1.0,1.467
1,3,4,5,159,5,3,3,1.0,3.946
1,3,4,5,160,171,1,1,1.0,1.999
1,3,4,5,161,311,4,4,1.0,1.568
1,3,4,5,162,276,2,2,1.0,3.959
1,3,4,5,163,166,4,4,1.0,0.991
1,3,4,5,164,246,4,4,1.0,1.279
1,3,4,5,165,165,4,4,1.0,1.138
1,3,4,5,166,441,2,2,1.0,1.329
1,3,4,5,167,11,1,1,1.0,0.973
1,3,4,5,168,86,3,3,1.0,1.399
1,3,4,5,169,60,1,1,1.0,1.991
1,3,4,5,170,457,2,2,1.0,0.801
1,3,4,5,171,259,2,2,1.0,1.842
1,3,4,5,172,227,1,1,1.0,1.914
1,3,4,5,173,176,4,4,1.0,0.909
1,3,4,5,174,506,2,2,1.0,0.982
1,3,4,5,175,335,3,3,1.0,2.081
1,3,4,5,176,287,3,3,1.0,2.417
1,3,4,5,177,187,1,1,1.0,1.287
1,3,4,5,178,429,4,4,1.0,1.497
1,3,4,5,179,209,1,1,1.0,3.746
1,3,4,5,180,460,2,2,1.0,1.881
1,3,4,5,181,173,4,4,1.0,2.947
1,3,4,5,182,21,3,3,1.0,3.86
1,3,4,5,183,184,4,4,1.0,3.822
1,3,4,5,184,112,4,4,1.0,0.917
1,3,4,5,185,382,4,4,1.0,1.783
1,3,4,5,186,364,2,2,1.0,0.9
1,3,4,5,187,384,4,4,1.0,0.964
1,3,4,5,188,409,2,2,1.0,0.909
1,3,4,5,189,219,1,1,1.0,1.625
1,3,4,5,190,459,2,2,1.0,0.938
1,3,4,5,191,484,2,2,1.0,1.231
