version,condition,structure1,structure2,iTrial,stiID,category,choice,feedback,choRT
1,1,3,1,1,390,3,2,1,14.853
1,1,3,1,2,295,4,2,1,1.224
1,1,3,1,3,384,4,2,1,0.734
1,1,3,1,4,412,2,1,1,1.0
1,1,3,1,5,223,3,2,1,1.665
1,1,3,1,6,315,2,1,1,1.903
1,1,3,1,7,420,2,1,1,2.909
1,1,3,1,8,139,1,1,1,0.872
1,1,3,1,9,235,1,1,1,1.853
1,1,3,1,10,212,1,1,1,0.94
1,1,3,1,11,298,2,1,1,0.748
1,1,3,1,12,73,1,1,1,0.608
1,1,3,1,13,194,1,1,1,0.631
1,1,3,1,14,405,3,2,1,1.723
1,1,3,1,15,503,4,2,1,0.921
1,1,3,1,16,344,3,2,1,0.605
1,1,3,1,17,378,2,1,1,0.985
1,1,3,1,18,48,4,2,1,3.86
1,1,3,1,19,304,4,2,1,0.959
1,1,3,1,20,407,3,2,1,2.129
1,1,3,1,21,439,4,2,1,1.061
1,1,3,1,22,278,3,2,1,0.917
1,1,3,1,23,334,3,2,1,0.728
1,1,3,1,24,24,3,2,1,0.594
1,1,3,1,25,263,3,2,1,0.786
1,1,3,1,26,451,2,1,1,1.13
1,1,3,1,27,289,2,1,1,0.57
1,1,3,1,28,389,3,2,1,1.418
1,1,3,1,29,265,2,1,1,1.103
1,1,3,1,30,468,2,1,1,0.925
1,1,3,1,31,46,4,2,1,1.988
1,1,3,1,32,245,4,2,1,1.794
1,1,3,1,33,504,4,2,1,1.819
1,1,3,1,34,136,3,2,1,0.865
1,1,3,1,35,55,4,2,1,0.684
1,1,3,1,36,1,1,1,1,0.685
1,1,3,1,37,257,2,1,1,0.67
1,1,3,1,38,5,3,2,1,1.261
1,1,3,1,39,58,1,1,1,0.743
1,1,3,1,40,188,1,1,1,0.923
1,1,3,1,41,489,2,1,1,1.312
1,1,3,1,42,215,3,2,1,4.078
1,1,3,1,43,31,3,2,1,0.905
1,1,3,1,44,258,2,1,1,0.904
1,1,3,1,45,383,4,2,1,0.85
1,1,3,1,46,268,2,1,1,0.804
1,1,3,1,47,77,3,2,1,1.498
1,1,3,1,48,193,1,1,1,0.664
1,1,3,1,49,453,3,2,1,1.392
1,1,3,1,50,446,4,2,1,0.955
1,1,3,1,51,272,3,2,1,0.793
1,1,3,1,52,107,1,1,1,0.806
1,1,3,1,53,379,2,1,1,2.564
1,1,3,1,54,341,3,2,1,0.919
1,1,3,1,55,273,2,1,1,1.758
1,1,3,1,56,475,2,1,1,1.158
1,1,3,1,57,64,4,2,1,0.68
1,1,3,1,58,416,3,2,1,0.9
1,1,3,1,59,91,1,1,1,1.825
1,1,3,1,60,314,2,1,1,0.679
1,1,3,1,61,145,1,1,1,0.717
1,1,3,1,62,161,1,1,1,0.699
1,1,3,1,63,167,4,2,1,1.142
1,1,3,1,64,50,1,1,1,0.669
1,1,3,1,65,506,2,1,1,1.543
1,1,3,1,66,159,3,2,1,1.024
1,1,3,1,67,264,3,2,1,1.044
1,1,3,1,68,284,2,1,1,1.129
1,1,3,1,69,507,2,1,1,1.043
1,1,3,1,70,211,1,1,1,0.803
1,1,3,1,71,246,4,2,1,0.903
1,1,3,1,72,142,3,2,1,0.928
1,1,3,1,73,128,4,2,1,1.168
1,1,3,1,74,452,2,1,1,0.841
1,1,3,1,75,30,3,2,1,0.873
1,1,3,1,76,156,1,1,1,1.382
1,1,3,1,77,465,2,1,1,3.25
1,1,3,1,78,74,1,1,1,0.764
1,1,3,1,79,225,1,1,1,1.558
1,1,3,1,80,448,4,2,1,0.856
1,1,3,1,81,20,1,1,1,1.275
1,1,3,1,82,502,4,2,1,1.111
1,1,3,1,83,220,1,1,1,1.39
1,1,3,1,84,217,1,1,1,1.167
1,1,3,1,85,353,2,1,1,0.811
1,1,3,1,86,283,2,1,1,0.961
1,1,3,1,87,307,2,1,1,0.769
1,1,3,1,88,306,2,1,1,0.692
1,1,3,1,89,270,3,2,1,0.812
1,1,3,1,90,471,3,2,1,0.716
1,1,3,1,91,57,1,1,1,0.929
1,1,3,1,92,79,3,2,1,3.712
1,1,3,1,93,249,1,1,1,0.72
1,1,3,1,94,216,3,2,1,0.862
1,1,3,1,95,498,2,1,1,0.912
1,1,3,1,96,365,4,2,1,1.254
1,1,3,1,97,494,4,2,1,3.947
1,1,3,1,98,234,1,1,1,0.565
1,1,3,1,99,59,1,1,1,1.152
1,1,3,1,100,179,1,1,1,0.633
1,1,3,1,101,415,3,2,1,0.977
1,1,3,1,102,205,3,2,1,1.04
1,1,3,1,103,470,3,2,1,1.397
1,1,3,1,104,322,2,1,1,0.781
1,1,3,1,105,462,3,2,1,1.431
1,1,3,1,106,252,1,1,1,0.746
1,1,3,1,107,100,1,1,1,1.004
1,1,3,1,108,266,2,1,1,0.797
1,1,3,1,109,253,4,2,1,4.214
1,1,3,1,110,348,2,2,0,1.277
1,1,3,1,111,274,2,1,1,0.615
1,1,3,1,112,418,2,1,1,0.882
1,1,3,1,113,162,1,1,1,0.6
1,1,3,1,114,243,1,1,1,1.351
1,1,3,1,115,226,1,1,1,0.694
1,1,3,1,116,310,4,2,1,1.045
1,1,3,1,117,155,1,1,1,0.911
1,1,3,1,118,474,2,1,1,0.868
1,1,3,1,119,83,1,1,1,1.699
1,1,3,1,120,349,3,2,1,1.509
1,1,3,1,121,164,1,1,1,0.775
1,1,3,1,122,102,4,2,1,0.914
1,1,3,1,123,443,2,1,1,0.627
1,1,3,1,124,47,4,2,1,1.247
