version,condition,structure1,structure2,iTrial,stiID,category,choice,feedback,choRT
1,2,2,1,1,396,2,2,1,8.778
1,2,2,1,2,166,4,4,1,3.202
1,2,2,1,3,172,1,1,1,2.213
1,2,2,1,4,60,1,1,1,3.806
1,2,2,1,5,284,2,2,1,3.274
1,2,2,1,6,210,1,1,1,3.646
1,2,2,1,7,313,2,2,1,4.485
1,2,2,1,8,381,4,4,1,4.124
1,2,2,1,9,26,1,1,1,2.358
1,2,2,1,10,41,1,1,1,1.249
1,2,2,1,11,234,1,1,1,1.4
1,2,2,1,12,181,4,4,1,2.563
1,2,2,1,13,27,1,1,1,1.418
1,2,2,1,14,246,4,4,1,2.019
1,2,2,1,15,430,4,4,1,4.551
1,2,2,1,16,412,2,2,1,4.519
1,2,2,1,17,55,4,4,1,1.848
1,2,2,1,18,48,4,4,1,1.151
1,2,2,1,19,107,1,1,1,1.666
1,2,2,1,20,143,3,3,1,2.702
1,2,2,1,21,509,4,4,1,5.238
1,2,2,1,22,253,4,4,1,3.094
1,2,2,1,23,89,1,1,1,1.382
1,2,2,1,24,473,2,2,1,1.785
1,2,2,1,25,35,1,1,1,1.705
1,2,2,1,26,63,4,4,1,1.579
1,2,2,1,27,56,4,4,1,1.043
1,2,2,1,28,390,3,3,1,2.422
1,2,2,1,29,17,1,1,1,1.034
1,2,2,1,30,464,3,3,1,1.388
1,2,2,1,31,429,4,4,1,2.28
1,2,2,1,32,387,2,2,1,1.976
1,2,2,1,33,319,4,4,1,1.372
1,2,2,1,34,171,1,1,1,1.097
1,2,2,1,35,30,3,3,1,2.057
1,2,2,1,36,410,2,2,1,2.164
1,2,2,1,37,422,4,4,1,1.38
1,2,2,1,38,311,4,4,1,1.083
1,2,2,1,39,470,3,3,1,1.18
1,2,2,1,40,14,3,3,1,1.757
1,2,2,1,41,84,1,1,1,1.822
1,2,2,1,42,54,4,4,1,1.184
1,2,2,1,43,91,1,1,1,1.739
1,2,2,1,44,123,1,1,1,2.614
1,2,2,1,45,305,2,2,1,1.428
1,2,2,1,46,331,2,2,1,1.767
1,2,2,1,47,361,2,2,1,1.744
1,2,2,1,48,292,2,2,1,18.173
1,2,2,1,49,477,3,3,1,7.671
1,2,2,1,50,193,1,1,1,1.782
1,2,2,1,51,493,4,4,1,1.981
1,2,2,1,52,19,1,1,1,1.609
1,2,2,1,53,144,3,3,1,0.997
1,2,2,1,54,355,2,2,1,1.89
1,2,2,1,55,416,3,3,1,1.574
1,2,2,1,56,93,3,3,1,6.003
1,2,2,1,57,434,2,2,1,1.666
1,2,2,1,58,249,1,1,1,1.577
1,2,2,1,59,215,3,3,1,1.284
1,2,2,1,60,270,3,3,1,1.003
1,2,2,1,61,120,4,4,1,1.139
1,2,2,1,62,275,2,2,1,7.829
1,2,2,1,63,217,1,1,1,2.382
1,2,2,1,64,280,3,3,1,1.214
1,2,2,1,65,176,4,4,1,1.584
1,2,2,1,66,223,3,3,1,1.441
1,2,2,1,67,341,3,3,1,3.052
1,2,2,1,68,1,1,1,1,0.867
1,2,2,1,69,233,1,1,1,1.604
1,2,2,1,70,126,4,4,1,0.998
1,2,2,1,71,328,3,3,1,0.846
1,2,2,1,72,359,4,4,1,0.969
1,2,2,1,73,128,4,4,1,0.871
1,2,2,1,74,352,3,3,1,1.195
1,2,2,1,75,304,4,4,1,1.051
1,2,2,1,76,344,3,3,1,0.884
1,2,2,1,77,454,3,3,1,0.86
1,2,2,1,78,495,4,4,1,0.958
1,2,2,1,79,125,4,4,1,3.058
1,2,2,1,80,337,2,2,1,1.669
1,2,2,1,81,136,3,3,1,1.136
1,2,2,1,82,290,2,2,1,4.667
1,2,2,1,83,296,4,4,1,1.136
1,2,2,1,84,380,2,2,1,9.422
1,2,2,1,85,131,1,1,1,0.98
1,2,2,1,86,384,4,4,1,1.237
1,2,2,1,87,302,4,4,1,1.405
1,2,2,1,88,312,4,4,1,1.215
1,2,2,1,89,229,4,4,1,1.571
1,2,2,1,90,117,4,4,1,0.956
1,2,2,1,91,373,4,4,1,2.441
1,2,2,1,92,250,1,1,1,1.817
1,2,2,1,93,423,4,4,1,1.762
1,2,2,1,94,401,2,2,1,1.74
1,2,2,1,95,195,1,1,1,1.273
1,2,2,1,96,179,1,1,1,1.14
1,2,2,1,97,268,2,2,1,7.633
1,2,2,1,98,368,4,4,1,1.063
1,2,2,1,99,205,3,3,1,0.954
1,2,2,1,100,386,2,2,1,1.483
1,2,2,1,101,388,2,2,1,1.634
1,2,2,1,102,260,2,2,1,4.581
1,2,2,1,103,310,4,4,1,2.57
1,2,2,1,104,433,2,2,1,1.152
1,2,2,1,105,162,1,1,1,2.636
1,2,2,1,106,424,4,4,1,1.684
1,2,2,1,107,6,3,3,1,1.403
1,2,2,1,108,231,4,4,1,1.962
1,2,2,1,109,437,4,4,1,2.015
1,2,2,1,110,333,3,3,1,2.716
1,2,2,1,111,8,3,3,1,1.102
1,2,2,1,112,415,3,3,1,2.01
1,2,2,1,113,343,3,3,1,1.196
1,2,2,1,114,180,1,1,1,1.353
1,2,2,1,115,59,1,1,1,1.307
1,2,2,1,116,151,3,3,1,1.673
1,2,2,1,117,267,2,2,1,2.008
1,2,2,1,118,33,1,1,1,1.037
1,2,2,1,119,309,4,4,1,3.015
1,2,2,1,120,150,3,3,1,1.44
1,2,2,1,121,197,3,3,1,1.856
1,2,2,1,122,46,4,4,1,1.131
1,2,2,1,123,475,2,2,1,1.574
1,2,2,1,124,25,1,1,1,0.816
1,2,2,1,125,190,4,4,1,1.395
1,2,2,1,126,51,1,1,1,1.238
1,2,2,1,127,330,2,2,1,1.946
1,2,2,1,128,385,2,2,1,0.989
1,2,2,1,129,421,4,4,1,5.093
1,2,2,1,130,276,2,2,1,4.329
1,2,2,1,131,12,1,1,1,2.167
1,2,2,1,132,500,2,2,1,1.655
1,2,2,1,133,383,4,4,1,1.188
1,2,2,1,134,307,2,2,1,1.92
1,2,2,1,135,9,1,1,1,0.732
1,2,2,1,136,445,4,4,1,1.093
1,2,2,1,137,245,4,4,1,0.792
1,2,2,1,138,124,1,1,1,2.677
1,2,2,1,139,405,3,3,1,1.184
1,2,2,1,140,69,3,3,1,1.053
1,2,2,1,141,50,1,1,1,2.094
1,2,2,1,142,99,1,1,1,1.252
1,2,2,1,143,164,1,1,1,1.082
1,2,2,1,144,139,1,1,1,1.093
1,2,2,1,145,393,2,2,1,1.135
1,2,2,1,146,367,4,4,1,1.053
1,2,2,1,147,301,4,4,1,0.846
1,2,2,1,148,287,3,3,1,1.385
1,2,2,1,149,499,2,2,1,1.449
1,2,2,1,150,66,1,1,1,1.072
1,2,2,1,151,432,4,4,1,1.48
1,2,2,1,152,398,3,3,1,0.76
1,2,2,1,153,74,1,1,1,0.958
1,2,2,1,154,506,2,2,1,1.051
1,2,2,1,155,127,4,4,1,1.045
1,2,2,1,156,70,3,3,1,1.009
1,2,2,1,157,160,3,3,1,1.591
1,2,2,1,158,408,3,3,1,0.794
1,2,2,1,159,133,3,3,1,0.728
1,2,2,1,160,303,4,4,1,0.919
1,2,2,1,161,491,2,2,1,1.392
1,2,2,1,162,378,2,2,1,1.291
1,2,2,1,163,113,1,1,1,0.841
1,2,2,1,164,289,2,2,1,1.435
1,2,2,1,165,57,1,1,1,0.82
1,2,2,1,166,376,4,4,1,0.961
1,2,2,1,167,194,1,1,1,2.077
1,2,2,1,168,403,2,2,1,1.702
1,2,2,1,169,273,2,2,1,1.105
1,2,2,1,170,435,2,2,1,1.36
1,2,2,1,171,192,4,4,1,1.078
1,2,2,1,172,364,2,2,1,2.619
1,2,2,1,173,436,2,2,1,0.882
1,2,2,1,174,480,3,3,1,1.73
1,2,2,1,175,353,2,2,1,1.338
1,2,2,1,176,371,2,2,1,1.629
1,2,2,1,177,115,1,1,1,0.79
1,2,2,1,178,200,3,3,1,0.89
1,2,2,1,179,38,4,4,1,1.791
1,2,2,1,180,444,2,2,1,1.325
1,2,2,1,181,121,1,1,1,1.01
1,2,2,1,182,277,3,3,1,2.05
1,2,2,1,183,299,2,2,1,2.626
1,2,2,1,184,382,4,4,1,1.118
1,2,2,1,185,147,1,1,1,1.231
1,2,2,1,186,443,2,2,1,1.233
1,2,2,1,187,86,3,3,1,1.542
1,2,2,1,188,73,1,1,1,0.908
1,2,2,1,189,142,3,3,1,1.16
1,2,2,1,190,255,4,4,1,0.805
1,2,2,1,191,177,1,1,1,0.976
1,2,2,1,192,379,2,2,1,1.295
1,2,2,1,193,122,1,1,1,1.696
1,2,2,1,194,329,2,2,1,1.053
1,2,2,1,195,42,1,1,1,0.856
1,2,2,1,196,258,2,2,1,2.592
1,2,2,1,197,29,3,3,1,7.895
1,2,2,1,198,83,1,1,1,1.179
1,2,2,1,199,507,2,2,1,0.961
1,2,2,1,200,132,1,1,1,2.449
1,2,2,1,201,427,2,2,1,1.389
1,2,2,1,202,321,2,2,1,1.348
1,2,2,1,203,159,3,3,1,1.776
1,2,2,1,204,505,2,2,1,1.089
1,2,2,1,205,358,4,4,1,3.271
1,2,2,1,206,202,1,1,1,1.036
1,2,2,1,207,356,2,2,1,1.821
1,2,2,1,208,370,2,2,1,2.032
1,2,2,1,209,198,3,3,1,0.982
1,2,2,1,210,53,4,4,1,1.923
1,2,2,1,211,212,1,1,1,1.865
1,2,2,1,212,476,2,2,1,1.08
1,2,2,1,213,511,4,4,1,1.079
1,2,2,1,214,366,4,4,1,0.861
1,2,2,1,215,49,1,1,1,4.507
1,2,2,1,216,168,4,4,1,4.246
1,2,2,1,217,479,3,3,1,3.093
1,2,2,1,218,20,1,1,1,1.806
1,2,2,1,219,490,2,2,1,1.738
1,2,2,1,220,95,3,3,1,1.995
1,2,2,1,221,259,2,2,1,3.448
1,2,2,1,222,485,4,4,1,3.096
1,2,2,1,223,186,1,1,1,1.435
1,2,2,1,224,218,1,1,1,1.132
1,2,2,1,225,365,4,4,1,2.562
1,2,2,1,226,187,1,1,1,1.153
1,2,2,1,227,201,1,1,1,2.42
1,2,2,1,228,75,1,1,1,1.532
1,2,2,1,229,114,1,1,1,0.722
1,2,2,1,230,257,2,2,1,4.345
1,2,2,1,231,138,1,1,1,0.867
1,2,2,1,232,478,3,3,1,8.107
1,2,2,1,233,68,1,1,1,3.574
1,2,2,1,234,254,4,4,1,0.928
