version,condition,structure1,structure2,iTrial,stiID,category,choice,feedback,choRT
1,3,2,3,1,189,4,4,1.0,3.491
1,3,2,3,2,277,3,3,1.0,5.142
1,3,2,3,3,417,2,2,1.0,3.688
1,3,2,3,4,53,4,4,1.0,1.942
1,3,2,3,5,168,4,4,1.0,2.429
1,3,2,3,6,203,1,1,1.0,7.854
1,3,2,3,7,295,4,4,1.0,2.072
1,3,2,3,8,27,1,1,1.0,2.0
1,3,2,3,9,164,1,1,1.0,12.321
1,3,2,3,10,330,2,2,1.0,1.531
1,3,2,3,11,136,3,3,1.0,1.593
1,3,2,3,12,324,2,2,1.0,29.437
1,3,2,3,13,293,4,4,1.0,1.046
1,3,2,3,14,232,4,4,1.0,1.841
1,3,2,3,15,424,4,4,1.0,0.93
1,3,2,3,16,455,3,3,1.0,1.28
1,3,2,3,17,67,1,1,1.0,4.13
1,3,2,3,18,344,3,3,1.0,1.704
1,3,2,3,19,14,3,3,1.0,0.935
1,3,2,3,20,462,3,3,1.0,0.871
1,3,2,3,21,481,2,2,1.0,3.011
1,3,2,3,22,177,1,1,1.0,1.878
1,3,2,3,23,1,1,1,1.0,1.005
1,3,2,3,24,41,1,1,1.0,0.918
1,3,2,3,25,307,2,2,1.0,2.604
1,3,2,3,26,444,2,2,1.0,2.543
1,3,2,3,27,286,3,3,1.0,2.03
1,3,2,3,28,418,2,2,1.0,1.455
1,3,2,3,29,163,1,1,1.0,2.405
1,3,2,3,30,275,2,2,1.0,1.442
1,3,2,3,31,420,2,2,1.0,4.424
1,3,2,3,32,411,2,2,1.0,0.902
1,3,2,3,33,52,1,1,1.0,7.796
1,3,2,3,34,459,2,2,1.0,1.405
1,3,2,3,35,278,3,3,1.0,1.57
1,3,2,3,36,266,2,2,1.0,1.759
1,3,2,3,37,376,4,4,1.0,1.309
1,3,2,3,38,262,3,3,1.0,1.302
1,3,2,3,39,387,2,2,1.0,2.028
1,3,2,3,40,398,3,3,1.0,1.562
1,3,2,3,41,30,3,3,1.0,1.699
1,3,2,3,42,183,4,4,1.0,0.927
1,3,2,3,43,260,2,3,0.0,32.958
1,3,2,3,44,480,3,3,1.0,1.976
1,3,2,3,45,315,2,2,1.0,3.169
1,3,2,3,46,207,3,3,1.0,1.579
1,3,2,3,47,268,2,2,1.0,9.637
1,3,2,3,48,368,4,4,1.0,1.11
1,3,2,3,49,47,4,4,1.0,0.795
1,3,2,3,50,471,3,3,1.0,1.013
1,3,2,3,51,416,3,3,1.0,2.681
1,3,2,3,52,302,4,4,1.0,1.989
1,3,2,3,53,436,2,2,1.0,4.17
1,3,2,3,54,403,2,2,1.0,1.703
1,3,2,3,55,98,1,1,1.0,2.142
1,3,2,3,56,346,2,2,1.0,1.232
1,3,2,3,57,146,1,1,1.0,0.85
1,3,2,3,58,213,3,3,1.0,2.796
1,3,2,3,59,101,4,4,1.0,2.774
1,3,2,3,60,179,1,1,1.0,1.916
1,3,2,3,61,407,3,3,1.0,1.335
1,3,2,3,62,224,3,3,1.0,0.941
1,3,2,3,63,301,4,4,1.0,2.103
1,3,2,3,64,48,4,4,1.0,1.111
1,3,2,3,65,317,4,4,1.0,3.046
1,3,2,3,66,198,3,3,1.0,1.307
1,3,2,3,67,272,3,3,1.0,0.622
1,3,2,3,68,292,2,2,1.0,2.911
1,3,2,3,69,308,2,2,1.0,2.702
1,3,2,3,70,242,1,1,1.0,1.301
1,3,2,3,71,157,3,3,1.0,2.85
1,3,2,3,72,112,4,4,1.0,1.276
1,3,2,3,73,512,4,4,1.0,0.665
1,3,2,3,74,331,2,2,1.0,1.733
1,3,2,3,75,100,1,1,1.0,1.519
1,3,2,3,76,361,2,2,1.0,1.165
1,3,2,3,77,37,4,4,1.0,1.354
1,3,2,3,78,476,2,2,1.0,1.586
1,3,2,3,79,321,2,2,1.0,2.477
1,3,2,3,80,134,3,3,1.0,1.317
1,3,2,3,81,237,4,4,1.0,1.339
1,3,2,3,82,192,4,4,1.0,0.781
1,3,2,3,83,38,4,4,1.0,1.113
1,3,2,3,84,502,4,4,1.0,1.214
1,3,2,3,85,125,4,4,1.0,0.757
1,3,2,3,86,427,2,2,1.0,1.318
1,3,2,3,87,343,3,3,1.0,1.207
1,3,2,3,88,231,4,4,1.0,2.082
1,3,2,3,89,289,2,2,1.0,1.528
1,3,2,3,90,326,3,3,1.0,1.595
1,3,2,3,91,434,2,2,1.0,2.673
1,3,2,3,92,445,4,4,1.0,1.584
1,3,2,3,93,99,1,1,1.0,1.279
1,3,2,3,94,96,3,3,1.0,1.617
1,3,2,3,95,55,4,4,1.0,1.983
1,3,2,3,96,10,1,2,0.5,1.016
1,3,2,3,97,413,3,3,1.0,3.023
1,3,2,3,98,184,4,4,1.0,0.847
1,3,2,3,99,270,3,3,1.0,0.982
1,3,2,3,100,342,3,3,1.0,1.112
1,3,2,3,101,310,4,4,1.0,0.881
1,3,2,3,102,234,1,1,1.0,1.72
1,3,2,3,103,77,3,3,1.0,1.311
1,3,2,3,104,450,2,2,1.0,1.62
1,3,2,3,105,51,1,1,1.0,1.455
1,3,2,3,106,259,2,2,1.0,1.388
1,3,2,3,107,493,4,4,1.0,2.534
1,3,2,3,108,229,4,4,1.0,0.951
1,3,2,3,109,69,3,3,1.0,1.239
1,3,2,3,110,483,2,2,1.0,2.139
1,3,2,3,111,392,3,3,1.0,1.315
1,3,2,3,112,412,2,2,1.0,1.658
1,3,2,3,113,374,4,4,1.0,1.44
1,3,2,3,114,373,4,4,1.0,1.222
1,3,2,3,115,253,4,4,1.0,1.195
1,3,2,3,116,178,1,1,1.0,2.21
