iSession,iTrial,text
1,1,腿和脖子长，头和尾巴较短。
1,2,腿和头较长，脖子和尾巴较短。
1,3,腿较短，头、脖子、尾巴均较长。
1,4,腿和头短，脖子和尾巴较长。
1,5,脖子较短，头、腿、尾巴较长。
1,6,腿和脖子较长，头和尾巴较短。
1,7,腿较长，头、脖子、尾巴较短。
1,8,腿、脖子、尾巴较长，头中等偏长。
1,9,腿和头偏长，脖子和尾巴较短。
1,10,腿、脖子和尾巴长，头短。
1,11,头长，脖子、腿和尾巴较短。
1,12,脖子和尾巴长，头和腿中等偏短。
1,13,腿和尾巴较长，头和脖子中等偏长。
1,14,头、脖子和腿长，尾巴较短。
1,15,头、脖子、腿长，尾巴较短。
1,16,头、脖子、尾巴长，腿较短。
1,17,腿长，头、脖子和尾巴短。
1,18,头、脖子、尾巴长，腿较短。
1,19,头、脖子、腿长，尾巴较短。
1,20,尾巴和腿长，头和脖子较短。
1,21,头、脖子、尾巴长，腿短。
1,22,脖子、尾巴较长，腿中等偏长，头短。
1,23,腿长，头、脖子、尾巴均短。
1,24,头、腿、尾巴长，脖子短。
1,25,头、脖子、腿、尾巴均较长。
1,26,脖子、腿长，头和尾巴短。
1,27,腿长，头、脖子、尾巴短。
1,28,头、脖子、腿长，尾巴短。
1,29,尾巴长，头、脖子、腿中等偏短。
1,30,尾巴长，腿短，头和脖子中等偏长。
1,31,头、腿、尾巴长，脖子短。
1,32,头、脖子长，尾巴短，腿中等偏短。
1,33,头长，脖子、腿、尾巴短。
1,34,头短，尾巴长，脖子和腿中等偏长。
1,35,脖子长，腿短，头和尾巴中等偏长。
1,36,头短，脖子、腿、尾巴中等偏长。
1,37,尾巴长，头和腿短，脖子中等偏长。
1,38,腿长，脖子短，头和尾巴中等偏长。
1,39,腿长，头和尾巴中等偏长，脖子中等偏短。
1,40,尾巴和脖子长，头和腿短。
1,41,头长，尾巴、脖子和腿短。
1,42,头和腿中等偏长，脖子和尾巴中等偏短。
1,43,头长，脖子、腿和尾巴短。
1,44,脖子和尾巴长，头短，腿中等偏长。
1,45,头、腿长，脖子和尾巴短。
1,46,尾巴长，腿短，头和脖子中等偏长。
1,47,头和尾巴长，脖子和腿短。
1,48,腿长，脖子短，头和尾巴中等偏长。
1,49,头和尾巴长，腿中等偏长，脖子短。
1,50,腿长，头和脖子短，尾巴中等偏长。
1,51,头、脖子、尾巴长，腿短。
1,52,脖子和腿长，头短，尾巴中等偏长。
1,53,头长、脖子、腿、尾巴中等偏短。
1,54,头和尾巴长，脖子和腿短。
1,55,头和脖子长，尾巴短，腿中等偏长。
1,56,头和脖子长，腿和尾巴短。
1,57,头和尾巴长，脖子短，腿中等偏短。
1,58,尾巴、脖子、腿长，头短。
1,59,头、脖子、尾巴长，腿短。
1,60,头、尾巴长，脖子短，腿中等偏长。
1,61,腿、脖子长，头和尾巴中等偏短。
1,62,腿、脖子长，头和尾巴短。
1,63,脖子长，头短，腿和尾巴中等。
1,64,头长，腿短，脖子和尾巴中等。
1,65,腿和头长，脖子和尾巴短。
1,66,头和尾巴长，腿短，脖子中等。
1,67,头和尾巴长，脖子短，腿中等。
1,68,脖子和腿长，头和尾巴中等。
1,69,头和脖子长，尾巴短，腿中等。
1,70,头和尾巴长，脖子和腿短。
1,71,脖子和腿长，头和尾巴中等。
1,72,腿长，头、脖子和尾巴中等。
1,73,头和脖子长，尾巴短，腿中等。
1,74,头、脖子、尾巴长，腿短。
1,75,腿、尾巴长，脖子和头中等。
1,76,尾巴长，头短，脖子和腿中等。
1,77,尾巴长，头、脖子、腿短。
1,78,尾巴和脖子长，头短，腿中等。
1,79,腿长脖子短，头和尾巴中等。
1,80,脖子和尾巴长，头和腿短。
1,81,脖子长，头、尾巴短，腿中等。
1,82,脖子和腿中等，头和尾巴短。
1,83,腿长，头和脖子短，尾巴中等。
1,84,脖子、腿、尾巴长，头短。
1,85,头长，腿短，脖子和尾巴中等。
1,86,脖子和尾巴长，头和腿短。
1,87,尾巴和腿长，头和脖子短。
1,88,头、脖子、腿、尾巴均较长。
1,89,头、脖子、尾巴长，腿短。
1,90,头、腿长，脖子、尾巴短。
1,91,头、脖子长，腿、尾巴短。
1,92,尾巴长，腿中等，头、脖子短。
1,93,脖子、腿长，头、尾巴短。
1,94,脖子、腿、尾巴长，头短。
1,95,腿长，尾巴短，头、脖子中等。
1,96,头、脖子、腿长，尾巴短。
1,97,头、腿、尾巴长，脖子短。
1,98,脖子、尾巴长，头短，腿中等。
1,99,脖子、腿长，头、尾巴短。
1,100,腿长，脖子短，头、尾巴中等。
1,101,头、脖子、腿长，尾巴短。
1,102,头、脖子、腿长，尾巴中等偏短。
1,103,脖子、尾巴长，头和腿短。
1,104,头、脖子、尾巴长，腿短。
1,105,头、腿、尾巴长，脖子短。
1,106,脖子、尾巴长，头短，腿中等。
1,107,头、尾巴长，脖子短，腿中等。
1,108,头、腿、尾巴长，脖子短。
1,109,头长，脖子、腿、尾巴短。
1,110,头长，脖子、腿、尾巴短。
1,111,头、腿长，脖子、尾巴短。
1,112,脖子、腿长，头、尾巴短。
1,113,头、腿长，脖子中等，尾巴短。
1,114,脖子、尾巴长，头、腿短。
1,115,脖子长，头、腿、尾巴短。
1,116,头、脖子、尾巴长，腿中等。
1,117,头、脖子长，腿、尾巴短。
1,118,头、脖子、腿长，尾巴短。
1,119,头、尾巴长，腿短，脖子中等。
1,120,头、脖子、尾巴短，腿长。
1,121,尾巴长，头中等偏短，脖子、腿中等偏长。
1,122,脖子长，头、腿、尾巴短。
1,123,脖子、腿长，头、尾巴短。
1,124,头、腿长，脖子、尾巴短。
1,125,头、腿、尾巴长，脖子短。
1,126,头、腿、尾巴长，脖子中等偏短。
1,127,头、脖子、腿长，尾巴短。
1,128,腿长，尾巴短，脖子、头中等。
1,129,头、尾巴长，脖子、腿中等。
1,130,脖子、腿长、尾巴短、头中等。
1,131,头、腿、尾巴长，脖子短。
1,132,头、腿、尾巴长，脖子短。
1,133,脖子长，腿、尾巴短，头中等。
1,134,头、脖子长，腿、尾巴短。
1,135,头、尾巴长，脖子短，腿中等。
1,136,头、脖、尾巴长，腿短。
1,137,脖子、腿长、尾巴、头短。
1,138,头、尾巴长，腿短，脖子中等。
1,139,腿长，头短，脖子、尾巴中等。
1,140,脖子长，头短，腿、尾巴中等。
1,141,头短，脖子、腿、尾巴长。
1,142,头、脖子、尾巴长，腿短。
1,143,脖子、尾巴长，腿短，头中等。
1,144,脖子、腿长、头、尾巴短。
1,145,腿长，脖子、尾巴短，头中等。
1,146,头、脖子、腿长，尾巴短。
1,147,头、腿、尾巴长，脖子短。
1,148,头长，腿、尾巴短，脖子中等。
1,149,脖子、腿长，头、尾巴短。
1,150,腿、脖子长，尾巴中等，头短。
1,151,腿长，脖子、尾巴短，头中等。
1,152,头、脖子长，腿短，尾巴中等。
1,153,头、脖子、腿长，尾巴短。
1,154,头、脖子长，尾巴、腿短。
1,155,脖子、尾巴长，头和腿短。
1,156,头长，尾巴中等偏长，脖子和腿短。
1,157,头和尾巴长，脖子和腿短。
1,158,头和腿长，脖子和尾巴中等。
1,159,尾巴长，头、脖子、腿中等。
1,160,头、尾巴长，脖子和腿中等偏短。
1,161,腿长，头短，脖子和尾巴中等。
1,162,头和尾巴长，脖子和腿短。
1,163,脖子和腿长，头和尾巴短。
1,164,腿长，头、脖子、尾巴短。
1,165,头、尾巴长，腿短，脖子中等偏长。
1,166,尾巴、脖子长，头和腿短。
1,167,脖子和腿长，头和尾巴短。
1,168,头、腿、尾巴长，脖子中等。
1,169,头短，脖子腿，尾巴长。
1,170,头长，脖子、腿、尾巴短。
1,171,腿、尾巴长，头和脖子短。
1,172,腿长，头和尾巴短，脖子中等偏短。
1,173,头和脖子长，腿和尾巴短。
1,174,脖子、腿、尾巴长，头短。
1,175,尾巴长，脖子短，头和腿中等。
1,176,头和腿长，尾巴短，脖子中等。
1,177,脖子、腿长，头和尾巴短。
1,178,腿长，尾巴短，头中等偏长，脖子中等偏短。
1,179,头、尾巴长，脖子、腿短。
1,180,头、腿、尾巴长，脖子短。
1,181,头、脖子、腿长，尾巴短。
1,182,尾巴、腿长，头中等，脖子短。
1,183,头、腿、尾巴长，脖子短。
1,184,头、尾巴长，脖子短，腿中等。
1,185,腿短，脖子、尾巴长，头中等。
1,186,脖子、尾巴长，头短，腿中等。
1,187,脖子、腿、尾巴长，头短。
1,188,头、腿长，脖子、尾巴短。
1,189,头、脖子长，腿、尾巴短。
1,190,头、脖子、腿长，尾巴短。
1,191,头、脖子长，腿、尾巴短。
1,192,腿、尾巴长，头中等，脖子短。
1,193,腿长，头、脖子、尾巴短。
1,194,头、尾巴长，脖子、腿短。
1,195,脖子、尾巴长，头、腿短。
1,196,头、脖子、尾巴长，腿短。
1,197,脖子、腿长，头、尾巴短。
1,198,脖子长，头、腿、尾巴短。
1,199,脖子、腿、尾巴长，头短。
1,200,头、腿、尾巴长，脖子短。
1,201,腿中等偏长，头、脖子、尾巴中等偏短。
1,202,头长，脖子、腿、尾巴短。
1,203,脖子、尾巴长，头中等，腿短。
1,204,头长，脖子、腿短，尾巴中等。
1,205,脖子、尾巴长，头腿短。
1,206,脖子、尾巴长，头、腿短。
1,207,脖子、腿长，头、尾巴短。
1,208,脖子、腿长，头、尾巴短。
1,209,脖子、腿长，头、尾巴短。
1,210,头、脖子、腿长，尾巴短。
1,211,脖子长，头、腿、尾巴短。
1,212,头、脖子、尾巴长，腿短。
1,213,头长，腿短，脖子、尾巴中等偏长。
1,214,头、脖子、腿长，尾巴短。
1,215,头、腿长，脖子、尾巴短。
1,216,头、腿长，脖子、尾巴短。
1,217,头、尾巴长，腿短，脖子中等。
1,218,头、尾巴长，脖子、腿短。
1,219,腿长，头、脖子中等偏短，尾巴中等偏长。
1,220,尾巴长，头短，脖子、腿中等。
1,221,头、尾巴长，脖子、腿短。
1,222,头、尾巴长，脖子、腿短。
1,223,头、腿长，尾巴短，脖子中等。
1,224,头、脖子长，腿、尾巴短。
1,225,脖子长，腿、尾巴短，头中等偏短。
1,226,腿长，头、尾巴短，脖子中等。
