condition,iSession,iBlock,iTrial,stiID,category,ambiguous,choice,presskey,feedback,choRT,recDU
3,1,1,1,29,4,1,2,1,0,23.718,4.307
3,1,1,2,57,4,1,3,2,0.5,5.458,4.856
3,1,1,3,8,1,0,2,1,0.5,27.613,6.898
3,1,1,4,15,3,0,2,1,0,8.735,4.14
3,1,1,5,22,1,0,1,3,1,15.926,6.42
3,1,1,6,45,3,0,3,2,1,40.693,2.916
3,1,1,7,14,3,0,1,3,0,62.744,3.72
3,1,1,8,18,1,1,4,4,0,12.305,5.172
3,1,1,9,62,4,0,2,1,0,84.934,6.881
3,1,1,10,26,4,1,2,1,0,9.795,5.071
3,1,1,11,51,2,1,4,4,0,22.803,4.668
3,1,1,12,19,1,0,1,3,1,6.259,3.891
3,1,1,13,25,4,0,1,3,0,79.309,4.836
3,1,1,14,37,2,1,3,2,0,19.101,4.193
3,1,1,15,12,3,0,2,1,0,4.65,2.796
3,1,1,16,28,4,0,4,4,1,17.337,2.234
3,1,1,17,27,4,0,4,4,1,33.32,3.809
3,1,1,18,50,2,0,3,2,0,2.127,5.728
3,1,1,19,33,2,1,3,2,0,2.779,3.87
3,1,1,20,49,2,0,1,3,0.5,14.508,3.218
3,1,1,21,60,4,0,3,2,0.5,49.842,3.394
3,1,1,22,31,4,1,4,4,1,7.151,5.599
3,1,1,23,5,1,0,3,2,0,20.619,3.317
3,1,1,24,4,1,0,3,2,0,15.744,7.119
3,1,1,25,59,4,0,3,2,0.5,2.743,2.585
3,1,1,26,7,1,0,2,1,0.5,5.938,5.515
3,1,1,27,41,3,0,3,2,1,5.494,2.75
3,1,1,28,64,4,0,4,4,1,9.313,6.035
3,1,1,29,23,1,0,2,1,0.5,10.701,3.525
3,1,1,30,36,2,0,3,2,0,4.157,4.007
3,1,1,31,21,1,0,1,3,1,7.84,2.861
3,1,1,32,42,3,0,2,1,0,72.36,5.25
3,1,1,33,56,2,0,1,3,0.5,14.461,3.959
3,1,1,34,63,4,0,4,4,1,1.703,5.087
3,1,1,35,47,3,0,2,1,0,11.431,5.149
3,1,1,36,3,1,0,2,1,0.5,8.022,4.895
3,1,1,37,46,3,0,3,2,1,5.049,6.905
3,1,1,38,13,3,0,2,1,0,23.543,2.822
3,1,1,39,1,1,0,1,3,1,3.212,5.742
3,1,1,40,54,2,0,1,3,0.5,47.422,2.658
3,1,1,41,9,3,0,4,4,0.5,10.207,2.923
3,1,1,42,61,4,0,4,4,1,8.421,2.364
3,1,1,43,10,3,1,4,4,0.5,34.589,4.96
3,1,1,44,34,2,0,2,1,1,34.542,5.363
3,1,1,45,40,2,0,3,2,0,6.504,5.644
3,1,1,46,55,2,0,1,3,0.5,33.387,3.127
3,1,1,47,2,1,0,1,3,1,14.116,5.418
3,1,1,48,24,1,1,1,3,1,3.345,4.864
3,1,1,49,48,3,0,3,2,1,5.064,2.721
3,1,1,50,38,2,0,2,1,1,7.412,3.68
3,1,1,51,16,3,0,4,4,0.5,18.63,6.992
3,1,1,52,6,1,0,2,1,0.5,28.942,5.939
3,1,1,53,43,3,0,4,4,0.5,34.279,4.951
3,1,1,54,52,2,0,2,1,1,2.28,5.117
3,1,1,55,58,4,0,4,4,1,99.809,6.22
3,1,1,56,35,2,0,2,1,1,5.665,3.521
3,1,1,57,30,4,0,3,2,0.5,2.614,2.414
3,1,1,58,32,4,0,3,2,0.5,2.685,3.174
3,1,1,59,53,2,1,2,1,1,14.018,3.087
3,1,1,60,11,3,0,4,4,0.5,6.388,3.986
3,1,1,61,44,3,0,3,2,1,5.354,4.654
3,1,1,62,20,1,0,1,3,1,4.02,5.655
3,1,1,63,39,2,1,3,2,0,15.312,6.3
3,1,2,64,17,1,0,1,3,1,5.505,4.604
3,1,2,65,93,4,1,3,2,0.5,11.27,5.951
3,1,2,66,121,4,1,3,2,0.5,7.894,5.007
3,1,2,67,72,1,0,1,3,1,8.445,4.025
3,1,2,68,79,3,0,3,2,1,5.608,4.578
3,1,2,69,86,1,0,1,3,1,11.224,5.814
3,1,2,70,109,3,0,3,2,1,4.053,3.548
3,1,2,71,78,3,0,4,4,0.5,10.701,2.402
3,1,2,72,82,1,1,1,3,1,8.816,3.276
3,1,2,73,126,4,0,4,4,1,8.557,4.646
3,1,2,74,90,4,1,4,4,1,8.174,5.662
3,1,2,75,115,2,1,2,1,1,14.373,3.458
3,1,2,76,83,1,0,1,3,1,6.723,9.154
3,1,2,77,89,4,0,4,4,1,4.293,6.212
3,1,2,78,101,2,1,2,1,1,2.183,8.132
3,1,2,79,76,3,0,3,2,1,15.233,4.485
3,1,2,80,92,4,0,4,4,1,2.622,4.773
3,1,2,81,91,4,0,4,4,1,3.067,6.896
3,1,2,82,114,2,0,2,1,1,6.793,6.233
3,1,2,83,97,2,1,3,2,0,15.266,7.149
3,1,2,84,113,2,0,2,1,1,16.912,4.98
3,1,2,85,124,4,0,4,4,1,26.229,6.071
3,1,2,86,95,4,1,4,4,1,6.935,4.674
3,1,2,87,69,1,0,1,3,1,23.818,9.639
3,1,2,88,68,1,0,2,1,0.5,8.747,8.56
3,1,2,89,123,4,0,4,4,1,5.16,4.773
3,1,2,90,71,1,0,1,3,1,11.799,10.804
3,1,2,91,105,3,0,3,2,1,9.755,3.29
3,1,2,92,128,4,0,4,4,1,8.936,6.035
3,1,2,93,87,1,0,1,3,1,5.352,5.387
3,1,2,94,100,2,0,3,2,0,31.952,5.63
3,1,2,95,85,1,0,1,3,1,10.829,3.549
3,1,2,96,106,3,0,3,2,1,6.224,5.39
3,1,2,97,120,2,0,2,1,1,10.341,4.151
3,1,2,98,127,4,0,4,4,1,4.481,4.067
3,1,2,99,111,3,0,3,2,1,7.102,5.466
3,1,2,100,67,1,0,1,3,1,5.509,5.077
3,1,2,101,110,3,0,3,2,1,4.58,4.204
3,1,2,102,77,3,0,3,2,1,8.756,4.323
3,1,2,103,65,1,0,1,3,1,8.528,5.482
3,1,2,104,118,2,0,2,1,1,10.695,4.633
3,1,2,105,73,3,0,3,2,1,5.836,4.459
3,1,2,106,125,4,0,4,4,1,1.836,3.853
3,1,2,107,74,3,1,3,2,1,12.832,4.633
3,1,2,108,98,2,0,2,1,1,8.097,5.618
3,1,2,109,104,2,0,2,1,1,34.236,3.667
3,1,2,110,119,2,0,2,1,1,3.75,3.843
3,1,2,111,66,1,0,1,3,1,10.683,4.326
3,1,2,112,88,1,1,1,3,1,6.646,6.387
3,1,2,113,112,3,0,3,2,1,8.074,5.892
3,1,2,114,102,2,0,2,1,1,10.555,5.536
3,1,2,115,80,3,0,3,2,1,56.333,4.489
3,1,2,116,70,1,0,2,1,0.5,63.521,5.126
3,1,2,117,107,3,0,3,2,1,13.565,5.205
3,1,2,118,116,2,0,2,1,1,2.361,5.359
3,1,2,119,122,4,0,4,4,1,9.036,4.704
3,1,2,120,99,2,0,2,1,1,10.92,6.442
3,1,2,121,94,4,0,4,4,1,7.862,8.85
3,1,2,122,96,4,0,4,4,1,1.759,4.206
3,1,2,123,117,2,1,2,1,1,8.37,5.511
3,1,2,124,75,3,0,3,2,1,2.198,6.192
3,1,2,125,108,3,0,3,2,1,4.985,4.143
3,1,2,126,84,1,0,1,3,1,13.226,4.154
3,1,2,127,103,2,1,3,2,0,31.457,6.175
3,1,2,128,81,1,0,1,3,1,14.025,5.531
3,1,3,129,135,3,0,3,2,1,5.561,7.531
3,1,3,130,150,4,0,4,4,1,6.2,4.203
3,1,3,131,147,1,0,1,3,1,6.982,6.08
3,1,3,132,174,3,0,3,2,1,3.184,3.964
3,1,3,133,171,3,0,3,2,1,2.103,3.629
3,1,3,134,145,1,1,1,3,1,33.173,4.69
3,1,3,135,134,1,1,1,3,1,3.913,3.009
3,1,3,136,154,4,1,4,4,1,5.901,4.086
3,1,3,137,177,2,1,1,3,0.5,2.073,3.619
3,1,3,138,183,2,1,2,1,1,1.507,6.697
3,1,3,139,131,1,0,1,3,1,7.468,3.362
3,1,3,140,190,4,0,4,4,1,4.43,5.1
3,1,3,141,168,3,0,3,2,1,2.292,4.794
3,1,3,142,143,3,1,3,2,1,22.708,4.112
3,1,3,143,160,2,0,2,1,1,3.519,3.045
3,1,3,144,149,1,0,1,3,1,4.649,4.927
3,1,3,145,132,1,0,1,3,1,9.538,5.439
3,1,3,146,179,2,0,2,1,1,23.774,5.93
3,1,3,147,170,3,0,3,2,1,3.661,4.556
3,1,3,148,133,1,0,1,3,1,3.921,3.146
3,1,3,149,178,2,0,2,1,1,13.938,5.297
3,1,3,150,192,4,1,2,1,0,21.627,7.331
3,1,3,151,175,3,0,3,2,1,2.884,5.029
3,1,3,152,137,3,0,3,2,1,4.276,2.515
3,1,3,153,163,2,0,2,1,1,3.534,3.77
3,1,3,154,186,2,1,1,3,0.5,30.64,3.46
3,1,3,155,144,1,0,1,3,1,3.294,2.651
3,1,3,156,182,2,1,2,1,1,10.587,3.399
3,1,3,157,153,4,1,3,2,0.5,7.846,4.431
3,1,3,158,138,3,0,3,2,1,1.366,3.27
3,1,3,159,151,4,0,4,4,1,2.342,3.02
3,1,3,160,130,1,1,2,1,0.5,4.637,2.517
3,1,3,161,165,2,1,2,1,1,20.605,3.125
3,1,3,162,191,4,1,4,4,1,8.124,3.618
3,1,3,163,158,2,1,2,1,1,5.181,4.076
3,1,3,164,172,3,0,3,2,1,3.827,2.883
3,1,3,165,169,3,1,3,2,1,9.095,2.43
3,1,3,166,140,3,0,3,2,1,2.196,2.393
3,1,3,167,180,2,0,2,1,1,3.969,3.394
3,1,3,168,187,4,0,4,4,1,3.257,2.545
3,1,3,169,181,2,0,2,1,1,2.885,3.333
3,1,3,170,129,1,0,1,3,1,3.333,2.888
3,1,3,171,146,1,1,2,1,0.5,7.844,4.454
3,1,3,172,157,2,0,2,1,1,2.559,3.441
3,1,3,173,184,2,0,2,1,1,2.071,3.086
3,1,3,174,155,4,1,4,4,1,2.65,2.19
3,1,3,175,156,2,0,2,1,1,7.622,2.358
3,1,3,176,136,3,1,3,2,1,2.766,4.628
3,1,3,177,189,4,0,4,4,1,4.434,2.741
3,1,3,178,166,3,0,3,2,1,9.863,3.434
3,1,3,179,188,4,0,4,4,1,5.549,2.683
3,1,3,180,161,2,0,2,1,1,3.098,3.162
3,1,3,181,159,2,0,2,1,1,2.634,2.351
3,1,3,182,167,3,0,3,2,1,3.461,4.294
3,1,3,183,162,2,1,2,1,1,2.233,2.946
3,1,3,184,139,3,0,3,2,1,2.974,3.129
3,1,3,185,141,3,0,3,2,1,4.147,2.766
3,1,3,186,164,2,0,2,1,1,1.645,2.583
3,1,3,187,176,2,0,2,1,1,4.812,3.722
3,1,3,188,142,3,0,3,2,1,2.395,2.669
3,1,3,189,148,1,0,1,3,1,3.219,2.674
3,1,3,190,173,3,0,3,2,1,2.91,2.989
3,1,3,191,152,4,0,4,4,1,4.287,2.191
3,1,3,192,185,2,1,2,1,1,3.501,3.046
