subID,feature,level,iTrial,standard_real,compare_real,diff_real,standard_norm,compare_norm,diff_norm,truth,choice,feedback,cho_RT,threshold_mean,threshold_sd
401,4,2,22,1.750,1.683,-0.067,0.250,0.228,-0.022,1,1,1,0.980,0.022,0.015
401,4,2,23,1.750,1.814,0.064,0.250,0.271,0.021,2,2,1,0.308,0.021,0.015
401,4,2,24,1.750,1.811,0.061,0.250,0.270,0.020,2,2,1,1.019,0.020,0.015
401,4,2,25,1.750,1.692,-0.058,0.250,0.231,-0.019,1,1,1,0.357,0.019,0.015
401,4,2,26,1.750,1.805,0.055,0.250,0.268,0.018,2,2,1,0.966,0.018,0.015
401,4,2,27,1.750,1.802,0.052,0.250,0.267,0.017,1,1,1,0.361,0.017,0.014
401,4,2,28,1.750,1.701,-0.049,0.250,0.234,-0.016,1,1,1,0.410,0.016,0.014
401,4,2,29,1.750,1.796,0.046,0.250,0.265,0.015,2,2,1,0.382,0.015,0.014
401,4,2,30,1.750,1.707,-0.043,0.250,0.236,-0.014,2,1,0,0.670,0.017,0.014
401,4,5,1,4.000,3.930,-0.070,1.000,0.977,-0.023,1,1,1,0.221,0.022,0.017
401,4,5,2,4.000,3.934,-0.066,1.000,0.978,-0.022,2,2,1,0.316,0.021,0.017
401,4,5,3,4.000,3.938,-0.062,1.000,0.979,-0.021,2,2,1,0.311,0.020,0.017
401,4,5,4,4.000,3.942,-0.058,1.000,0.981,-0.019,1,1,1,0.320,0.018,0.017
401,4,5,5,4.000,3.946,-0.054,1.000,0.982,-0.018,2,2,1,0.345,0.017,0.017
401,4,5,6,4.000,3.950,-0.050,1.000,0.983,-0.017,2,2,1,1.016,0.016,0.017
401,4,5,7,4.000,3.953,-0.047,1.000,0.984,-0.016,2,2,1,0.270,0.015,0.017
401,4,5,8,4.000,3.957,-0.043,1.000,0.986,-0.014,2,1,0,0.310,0.017,0.016
401,4,5,9,4.000,3.949,-0.051,1.000,0.983,-0.017,2,2,1,0.390,0.016,0.016
401,4,5,10,4.000,3.952,-0.048,1.000,0.984,-0.016,1,1,1,0.659,0.015,0.016
401,4,5,11,4.000,3.956,-0.044,1.000,0.985,-0.015,1,2,0,0.322,0.018,0.016
401,4,5,12,4.000,3.948,-0.052,1.000,0.983,-0.017,2,2,1,0.455,0.017,0.016
401,4,5,13,4.000,3.951,-0.049,1.000,0.984,-0.016,2,2,1,0.517,0.015,0.016
401,4,5,14,4.000,3.955,-0.045,1.000,0.985,-0.015,2,1,0,0.659,0.018,0.016
401,4,5,15,4.000,3.947,-0.053,1.000,0.982,-0.018,1,2,0,1.000,0.021,0.015
401,4,5,16,4.000,3.939,-0.061,1.000,0.980,-0.020,2,1,0,0.692,0.023,0.015
401,4,5,17,4.000,3.931,-0.069,1.000,0.977,-0.023,1,2,0,0.415,0.026,0.015
401,4,5,18,4.000,3.924,-0.076,1.000,0.975,-0.025,1,1,1,0.318,0.025,0.015
401,4,5,19,4.000,3.927,-0.073,1.000,0.976,-0.024,2,1,0,0.312,0.027,0.015
401,4,5,20,4.000,3.920,-0.080,1.000,0.973,-0.027,1,2,0,0.432,0.029,0.015
401,4,5,21,4.000,3.913,-0.087,1.000,0.971,-0.029,1,1,1,0.283,0.029,0.015
401,4,5,22,4.000,3.916,-0.084,1.000,0.972,-0.028,1,2,0,0.301,0.031,0.014
401,4,5,23,4.000,3.909,-0.091,1.000,0.970,-0.030,1,1,1,0.437,0.030,0.014
401,4,5,24,4.000,3.912,-0.088,1.000,0.971,-0.029,1,2,0,0.272,0.032,0.014
401,4,5,25,4.000,3.906,-0.094,1.000,0.969,-0.031,1,1,1,0.264,0.031,0.014
401,4,5,26,4.000,3.908,-0.092,1.000,0.969,-0.031,1,1,1,0.424,0.030,0.014
401,4,5,27,4.000,3.911,-0.089,1.000,0.970,-0.030,1,2,0,0.199,0.032,0.014
401,4,5,28,4.000,3.905,-0.095,1.000,0.968,-0.032,1,1,1,0.347,0.031,0.014
401,4,5,29,4.000,3.908,-0.092,1.000,0.969,-0.031,2,2,1,0.146,0.031,0.014
401,4,5,30,4.000,3.910,-0.090,1.000,0.970,-0.030,2,2,1,0.220,0.030,0.014
401,4,3,1,2.500,2.430,-0.070,0.500,0.477,-0.023,2,2,1,0.557,0.022,0.017
401,4,3,2,2.500,2.566,0.066,0.500,0.522,0.022,1,1,1,0.395,0.021,0.017
401,4,3,3,2.500,2.562,0.062,0.500,0.521,0.021,2,1,0,0.774,0.024,0.016
401,4,3,4,2.500,2.571,0.071,0.500,0.524,0.024,1,1,1,0.324,0.023,0.016
401,4,3,5,2.500,2.433,-0.067,0.500,0.478,-0.022,1,1,1,0.170,0.021,0.016
401,4,3,6,2.500,2.437,-0.063,0.500,0.479,-0.021,2,2,1,0.126,0.020,0.016
401,4,3,7,2.500,2.560,0.060,0.500,0.520,0.020,2,2,1,0.247,0.019,0.016
401,4,3,8,2.500,2.444,-0.056,0.500,0.481,-0.019,1,1,1,0.532,0.018,0.016
401,4,3,9,2.500,2.448,-0.052,0.500,0.483,-0.017,1,2,0,0.362,0.021,0.016
401,4,3,10,2.500,2.561,0.061,0.500,0.520,0.020,1,1,1,0.442,0.019,0.016
401,4,3,11,2.500,2.443,-0.057,0.500,0.481,-0.019,1,1,1,0.364,0.018,0.016
401,4,3,12,2.500,2.446,-0.054,0.500,0.482,-0.018,2,2,1,0.337,0.017,0.016
401,4,3,13,2.500,2.550,0.050,0.500,0.517,0.017,1,2,0,0.501,0.020,0.016
401,4,3,14,2.500,2.558,0.058,0.500,0.519,0.019,2,2,1,0.576,0.019,0.016
401,4,3,15,2.500,2.445,-0.055,0.500,0.482,-0.018,2,1,0,0.351,0.021,0.015
401,4,3,16,2.500,2.562,0.062,0.500,0.521,0.021,1,1,1,0.420,0.020,0.015
401,4,3,17,2.500,2.559,0.059,0.500,0.520,0.020,2,1,0,0.389,0.023,0.015
401,4,3,18,2.500,2.434,-0.066,0.500,0.478,-0.022,1,1,1,0.350,0.022,0.015
401,4,3,19,2.500,2.437,-0.063,0.500,0.479,-0.021,2,2,1,0.223,0.021,0.015
401,4,3,20,2.500,2.560,0.060,0.500,0.520,0.020,1,1,1,0.219,0.020,0.015
401,4,3,21,2.500,2.443,-0.057,0.500,0.481,-0.019,2,2,1,0.196,0.018,0.015
401,4,3,22,2.500,2.446,-0.054,0.500,0.482,-0.018,1,1,1,0.690,0.017,0.015
401,4,3,23,2.500,2.551,0.051,0.500,0.517,0.017,2,1,0,0.556,0.020,0.015
401,4,3,24,2.500,2.442,-0.058,0.500,0.481,-0.019,2,1,0,0.242,0.022,0.015
401,4,3,25,2.500,2.565,0.065,0.500,0.522,0.022,1,1,1,0.584,0.021,0.015
401,4,3,26,2.500,2.562,0.062,0.500,0.521,0.021,1,2,0,0.322,0.023,0.014
401,4,3,27,2.500,2.431,-0.069,0.500,0.477,-0.023,1,2,0,0.410,0.026,0.014
401,4,3,28,2.500,2.575,0.075,0.500,0.525,0.025,1,1,1,0.570,0.025,0.014
401,4,3,29,2.500,2.428,-0.072,0.500,0.476,-0.024,1,1,1,0.257,0.024,0.014
401,4,3,30,2.500,2.570,0.070,0.500,0.523,0.023,1,1,1,0.269,0.023,0.014
401,4,1,1,1.000,1.070,0.070,0.000,0.023,0.023,2,2,1,0.150,0.022,0.017
401,4,1,2,1.000,1.066,0.066,0.000,0.022,0.022,1,1,1,0.216,0.021,0.017
401,4,1,3,1.000,1.062,0.062,0.000,0.021,0.021,1,1,1,0.264,0.020,0.017
401,4,1,4,1.000,1.058,0.058,0.000,0.019,0.019,2,2,1,0.226,0.018,0.017
401,4,1,5,1.000,1.054,0.054,0.000,0.018,0.018,2,2,1,0.301,0.017,0.017
401,4,1,6,1.000,1.050,0.050,0.000,0.017,0.017,2,1,0,0.469,0.020,0.016
401,4,1,7,1.000,1.059,0.059,0.000,0.020,0.020,1,1,1,0.377,0.019,0.016
401,4,1,8,1.000,1.056,0.056,0.000,0.019,0.019,1,2,0,1.159,0.022,0.016
401,4,1,9,1.000,1.064,0.064,0.000,0.021,0.021,1,2,0,0.303,0.024,0.016
401,4,1,10,1.000,1.072,0.072,0.000,0.024,0.024,2,2,1,0.222,0.023,0.016
401,4,1,11,1.000,1.069,0.069,0.000,0.023,0.023,1,1,1,0.136,0.022,0.016
401,4,1,12,1.000,1.065,0.065,0.000,0.022,0.022,2,2,1,0.190,0.021,0.016
401,4,1,13,1.000,1.062,0.062,0.000,0.021,0.021,2,2,1,0.407,0.020,0.016
401,4,1,14,1.000,1.059,0.059,0.000,0.020,0.020,2,1,0,0.261,0.023,0.015
401,4,1,15,1.000,1.066,0.066,0.000,0.022,0.022,1,1,1,0.363,0.021,0.015
401,4,1,16,1.000,1.063,0.063,0.000,0.021,0.021,1,1,1,0.236,0.020,0.015
401,4,1,17,1.000,1.060,0.060,0.000,0.020,0.020,1,2,0,0.823,0.023,0.015
401,4,1,18,1.000,1.067,0.067,0.000,0.022,0.022,2,2,1,0.087,0.022,0.015
401,4,1,19,1.000,1.064,0.064,0.000,0.021,0.021,1,1,1,0.157,0.021,0.015
401,4,1,20,1.000,1.061,0.061,0.000,0.020,0.020,2,1,0,0.197,0.023,0.015
401,4,1,21,1.000,1.068,0.068,0.000,0.023,0.023,1,1,1,0.205,0.022,0.015
401,4,1,22,1.000,1.065,0.065,0.000,0.022,0.022,1,1,1,0.242,0.021,0.015
401,4,1,23,1.000,1.062,0.062,0.000,0.021,0.021,2,2,1,0.149,0.020,0.015
401,4,1,24,1.000,1.059,0.059,0.000,0.020,0.020,2,2,1,0.358,0.019,0.015
401,4,1,25,1.000,1.056,0.056,0.000,0.019,0.019,2,1,0,0.210,0.022,0.015
401,4,1,26,1.000,1.063,0.063,0.000,0.021,0.021,2,2,1,0.063,0.021,0.014
401,4,1,27,1.000,1.060,0.060,0.000,0.020,0.020,2,1,0,0.583,0.023,0.014
401,4,1,28,1.000,1.067,0.067,0.000,0.022,0.022,1,1,1,0.249,0.022,0.014
401,4,1,29,1.000,1.064,0.064,0.000,0.021,0.021,1,1,1,0.291,0.021,0.014
401,4,1,30,1.000,1.061,0.061,0.000,0.020,0.020,1,1,1,0.270,0.020,0.014
401,4,4,1,3.250,3.320,0.070,0.750,0.773,0.023,2,2,1,0.126,0.022,0.017
401,4,4,2,3.250,3.184,-0.066,0.750,0.728,-0.022,2,2,1,0.504,0.021,0.017
401,4,4,3,3.250,3.312,0.062,0.750,0.771,0.021,2,2,1,0.258,0.020,0.017
401,4,4,4,3.250,3.192,-0.058,0.750,0.731,-0.019,2,1,0,0.102,0.023,0.016
401,4,4,5,3.250,3.183,-0.067,0.750,0.728,-0.022,2,2,1,0.490,0.021,0.016
401,4,4,6,3.250,3.313,0.063,0.750,0.771,0.021,2,1,0,0.163,0.024,0.016
401,4,4,7,3.250,3.322,0.072,0.750,0.774,0.024,2,2,1,0.333,0.023,0.016
401,4,4,8,3.250,3.318,0.068,0.750,0.773,0.023,2,2,1,1.106,0.022,0.016
401,4,4,9,3.250,3.315,0.065,0.750,0.772,0.022,1,1,1,0.110,0.021,0.016
401,4,4,10,3.250,3.189,-0.061,0.750,0.730,-0.020,2,1,0,0.236,0.023,0.016
401,4,4,11,3.250,3.319,0.069,0.750,0.773,0.023,2,1,0,0.304,0.026,0.015
401,4,4,12,3.250,3.173,-0.077,0.750,0.724,-0.026,1,1,1,0.218,0.025,0.015
401,4,4,13,3.250,3.176,-0.074,0.750,0.725,-0.025,2,1,0,0.128,0.027,0.015
401,4,4,14,3.250,3.169,-0.081,0.750,0.723,-0.027,1,1,1,0.173,0.026,0.015
401,4,4,15,3.250,3.328,0.078,0.750,0.776,0.026,2,2,1,0.283,0.025,0.015
401,4,4,16,3.250,3.175,-0.075,0.750,0.725,-0.025,2,2,1,0.348,0.024,0.015
401,4,4,17,3.250,3.179,-0.071,0.750,0.726,-0.024,2,1,0,0.146,0.027,0.015
401,4,4,18,3.250,3.171,-0.079,0.750,0.724,-0.026,1,1,1,0.587,0.026,0.015
401,4,4,19,3.250,3.326,0.076,0.750,0.775,0.025,1,2,0,0.279,0.028,0.015
401,4,4,20,3.250,3.333,0.083,0.750,0.778,0.028,1,1,1,0.234,0.027,0.015
401,4,4,21,3.250,3.170,-0.080,0.750,0.723,-0.027,2,2,1,0.271,0.026,0.015
401,4,4,22,3.250,3.173,-0.077,0.750,0.724,-0.026,1,2,0,0.322,0.028,0.014
401,4,4,23,3.250,3.334,0.084,0.750,0.778,0.028,1,1,1,0.163,0.027,0.014
401,4,4,24,3.250,3.331,0.081,0.750,0.777,0.027,1,1,1,0.306,0.027,0.014
401,4,4,25,3.250,3.172,-0.078,0.750,0.724,-0.026,1,2,0,0.553,0.029,0.014
401,4,4,26,3.250,3.165,-0.085,0.750,0.722,-0.028,1,1,1,0.552,0.028,0.014
401,4,4,27,3.250,3.168,-0.082,0.750,0.723,-0.027,2,2,1,0.151,0.027,0.014
401,4,4,28,3.250,3.171,-0.079,0.750,0.724,-0.026,2,2,1,0.475,0.026,0.014
401,4,4,29,3.250,3.326,0.076,0.750,0.775,0.025,2,2,1,0.121,0.025,0.014
401,4,4,30,3.250,3.177,-0.073,0.750,0.726,-0.024,2,2,1,0.261,0.024,0.014
401,3,4,1,3.250,3.180,-0.070,0.750,0.727,-0.023,2,1,0,0.303,0.026,0.016
401,3,4,2,3.250,3.171,-0.079,0.750,0.724,-0.026,1,1,1,0.081,0.025,0.016
401,3,4,3,3.250,3.175,-0.075,0.750,0.725,-0.025,2,2,1,0.119,0.024,0.016
401,3,4,4,3.250,3.179,-0.071,0.750,0.726,-0.024,1,1,1,0.148,0.023,0.016
401,3,4,5,3.250,3.318,0.068,0.750,0.773,0.023,1,1,1,0.184,0.022,0.016
401,3,4,6,3.250,3.186,-0.064,0.750,0.729,-0.021,1,2,0,0.165,0.024,0.016
401,3,4,7,3.250,3.178,-0.072,0.750,0.726,-0.024,2,1,0,0.228,0.027,0.016
401,3,4,8,3.250,3.330,0.080,0.750,0.777,0.027,1,1,1,0.189,0.026,0.016
401,3,4,9,3.250,3.173,-0.077,0.750,0.724,-0.026,1,1,1,0.220,0.025,0.016
401,3,4,10,3.250,3.177,-0.073,0.750,0.726,-0.024,1,2,0,0.412,0.027,0.015
401,3,4,11,3.250,3.169,-0.081,0.750,0.723,-0.027,1,1,1,0.212,0.026,0.015
401,3,4,12,3.250,3.328,0.078,0.750,0.776,0.026,2,2,1,0.177,0.025,0.015
401,3,4,13,3.250,3.176,-0.074,0.750,0.725,-0.025,1,2,0,0.239,0.028,0.015
401,3,4,14,3.250,3.168,-0.082,0.750,0.723,-0.027,2,2,1,0.227,0.027,0.015
401,3,4,15,3.250,3.328,0.078,0.750,0.776,0.026,2,1,0,0.316,0.029,0.015
401,3,4,16,3.250,3.336,0.086,0.750,0.779,0.029,1,1,1,0.322,0.028,0.015
401,3,4,17,3.250,3.333,0.083,0.750,0.778,0.028,2,1,0,1.267,0.030,0.015
401,3,4,18,3.250,3.339,0.089,0.750,0.780,0.030,1,1,1,0.054,0.029,0.015
401,3,4,19,3.250,3.336,0.086,0.750,0.779,0.029,2,1,0,0.011,0.032,0.014
401,3,4,20,3.250,3.157,-0.093,0.750,0.719,-0.031,2,2,1,0.105,0.031,0.014
401,3,4,21,3.250,3.340,0.090,0.750,0.780,0.030,2,2,1,0.280,0.030,0.014
401,3,4,22,3.250,3.338,0.088,0.750,0.779,0.029,1,1,1,0.549,0.029,0.014
401,3,4,23,3.250,3.165,-0.085,0.750,0.722,-0.028,2,2,1,0.271,0.028,0.014
401,3,4,24,3.250,3.332,0.082,0.750,0.777,0.027,2,2,1,0.094,0.027,0.014
401,3,4,25,3.250,3.329,0.079,0.750,0.776,0.026,1,1,1,0.095,0.026,0.014
401,3,4,26,3.250,3.326,0.076,0.750,0.775,0.025,1,1,1,0.228,0.025,0.014
401,3,4,27,3.250,3.176,-0.074,0.750,0.725,-0.025,2,2,1,0.224,0.024,0.014
401,3,4,28,3.250,3.321,0.071,0.750,0.774,0.024,2,1,0,0.087,0.026,0.014
401,3,4,29,3.250,3.173,-0.077,0.750,0.724,-0.026,1,1,1,0.307,0.025,0.014
401,3,4,30,3.250,3.324,0.074,0.750,0.775,0.025,2,1,0,0.563,0.027,0.014
401,3,3,1,2.500,2.430,-0.070,0.500,0.477,-0.023,1,1,1,0.160,0.022,0.017
401,3,3,2,2.500,2.566,0.066,0.500,0.522,0.022,2,2,1,0.221,0.021,0.017
401,3,3,3,2.500,2.438,-0.062,0.500,0.479,-0.021,1,1,1,3.339,0.020,0.017
401,3,3,4,2.500,2.558,0.058,0.500,0.519,0.019,1,2,0,0.060,0.023,0.016
401,3,3,5,2.500,2.567,0.067,0.500,0.522,0.022,2,2,1,0.370,0.021,0.016
401,3,3,6,2.500,2.437,-0.063,0.500,0.479,-0.021,1,1,1,0.113,0.020,0.016
401,3,3,7,2.500,2.560,0.060,0.500,0.520,0.020,2,1,0,0.384,0.023,0.016
401,3,3,8,2.500,2.568,0.068,0.500,0.523,0.023,2,2,1,0.088,0.022,0.016
401,3,3,9,2.500,2.565,0.065,0.500,0.522,0.022,1,1,1,0.315,0.021,0.016
401,3,3,10,2.500,2.561,0.061,0.500,0.520,0.020,1,1,1,0.152,0.020,0.016
401,3,3,11,2.500,2.558,0.058,0.500,0.519,0.019,1,1,1,0.219,0.018,0.016
401,3,3,12,2.500,2.554,0.054,0.500,0.518,0.018,2,1,0,0.378,0.021,0.016
401,3,3,13,2.500,2.562,0.062,0.500,0.521,0.021,2,1,0,0.241,0.024,0.015
401,3,3,14,2.500,2.570,0.070,0.500,0.523,0.023,1,2,0,0.262,0.026,0.015
401,3,3,15,2.500,2.577,0.077,0.500,0.526,0.026,1,2,0,0.237,0.029,0.015
401,3,3,16,2.500,2.415,-0.085,0.500,0.472,-0.028,1,2,0,0.450,0.031,0.015
401,3,3,17,2.500,2.591,0.091,0.500,0.530,0.030,1,1,1,0.167,0.030,0.015
401,3,3,18,2.500,2.412,-0.088,0.500,0.471,-0.029,2,2,1,0.244,0.029,0.015
401,3,3,19,2.500,2.585,0.085,0.500,0.528,0.028,2,1,0,0.444,0.031,0.014
401,3,3,20,2.500,2.408,-0.092,0.500,0.469,-0.031,2,2,1,0.146,0.030,0.014
401,3,3,21,2.500,2.411,-0.089,0.500,0.470,-0.030,2,1,0,1.294,0.033,0.014
401,3,3,22,2.500,2.404,-0.096,0.500,0.468,-0.032,1,1,1,0.281,0.032,0.014
401,3,3,23,2.500,2.407,-0.093,0.500,0.469,-0.031,2,2,1,0.234,0.031,0.014
401,3,3,24,2.500,2.409,-0.091,0.500,0.470,-0.030,2,2,1,0.171,0.030,0.014
401,3,3,25,2.500,2.588,0.088,0.500,0.529,0.029,1,1,1,0.326,0.029,0.014
401,3,3,26,2.500,2.585,0.085,0.500,0.528,0.028,2,1,0,0.156,0.031,0.014
401,3,3,27,2.500,2.409,-0.091,0.500,0.470,-0.030,2,2,1,0.172,0.030,0.014
401,3,3,28,2.500,2.412,-0.088,0.500,0.471,-0.029,2,1,0,0.763,0.032,0.014
401,3,3,29,2.500,2.405,-0.095,0.500,0.468,-0.032,2,2,1,2.036,0.031,0.014
401,3,3,30,2.500,2.592,0.092,0.500,0.531,0.031,1,2,0,0.367,0.033,0.014
401,3,2,1,1.750,1.820,0.070,0.250,0.273,0.023,1,2,0,0.347,0.026,0.016
401,3,2,2,1.750,1.671,-0.079,0.250,0.224,-0.026,2,2,1,0.287,0.025,0.016
401,3,2,3,1.750,1.825,0.075,0.250,0.275,0.025,1,2,0,0.273,0.028,0.016
401,3,2,4,1.750,1.667,-0.083,0.250,0.222,-0.028,2,2,1,0.147,0.027,0.016
401,3,2,5,1.750,1.829,0.079,0.250,0.276,0.026,1,1,1,0.347,0.026,0.016
401,3,2,6,1.750,1.826,0.076,0.250,0.275,0.025,2,2,1,0.209,0.024,0.016
401,3,2,7,1.750,1.822,0.072,0.250,0.274,0.024,2,1,0,0.276,0.027,0.016
401,3,2,8,1.750,1.830,0.080,0.250,0.277,0.027,1,1,1,0.289,0.026,0.016
401,3,2,9,1.750,1.827,0.077,0.250,0.276,0.026,1,1,1,0.312,0.025,0.016
401,3,2,10,1.750,1.824,0.074,0.250,0.275,0.025,2,2,1,0.266,0.024,0.016
401,3,2,11,1.750,1.680,-0.070,0.250,0.227,-0.023,1,1,1,0.182,0.023,0.016
401,3,2,12,1.750,1.683,-0.067,0.250,0.228,-0.022,1,2,0,0.405,0.025,0.015
401,3,2,13,1.750,1.675,-0.075,0.250,0.225,-0.025,1,2,0,0.305,0.028,0.015
401,3,2,14,1.750,1.832,0.082,0.250,0.277,0.027,2,2,1,0.245,0.027,0.015
401,3,2,15,1.750,1.829,0.079,0.250,0.276,0.026,1,2,0,0.353,0.029,0.015
401,3,2,16,1.750,1.836,0.086,0.250,0.279,0.029,2,2,1,0.216,0.028,0.015
401,3,2,17,1.750,1.833,0.083,0.250,0.278,0.028,2,1,0,0.149,0.030,0.015
401,3,2,18,1.750,1.840,0.090,0.250,0.280,0.030,1,1,1,0.316,0.029,0.015
401,3,2,19,1.750,1.837,0.087,0.250,0.279,0.029,2,2,1,0.320,0.028,0.014
401,3,2,20,1.750,1.834,0.084,0.250,0.278,0.028,2,2,1,0.211,0.028,0.014
401,3,2,21,1.750,1.831,0.081,0.250,0.277,0.027,2,2,1,0.215,0.027,0.014
401,3,2,22,1.750,1.828,0.078,0.250,0.276,0.026,1,1,1,0.197,0.026,0.014
401,3,2,23,1.750,1.825,0.075,0.250,0.275,0.025,1,2,0,0.229,0.028,0.014
401,3,2,24,1.750,1.832,0.082,0.250,0.277,0.027,1,2,0,0.928,0.030,0.014
401,3,2,25,1.750,1.662,-0.088,0.250,0.221,-0.029,2,1,0,0.312,0.032,0.014
401,3,2,26,1.750,1.845,0.095,0.250,0.282,0.032,2,1,0,0.298,0.034,0.014
401,3,2,27,1.750,1.851,0.101,0.250,0.284,0.034,2,2,1,0.202,0.033,0.014
401,3,2,28,1.750,1.652,-0.098,0.250,0.217,-0.033,1,1,1,0.454,0.032,0.014
401,3,2,29,1.750,1.655,-0.095,0.250,0.218,-0.032,2,2,1,0.194,0.032,0.014
401,3,2,30,1.750,1.843,0.093,0.250,0.281,0.031,1,1,1,0.117,0.031,0.014
401,3,5,1,4.000,3.930,-0.070,1.000,0.977,-0.023,2,1,0,0.263,0.026,0.016
401,3,5,2,4.000,3.921,-0.079,1.000,0.974,-0.026,2,2,1,0.209,0.025,0.016
401,3,5,3,4.000,3.925,-0.075,1.000,0.975,-0.025,1,1,1,0.227,0.024,0.016
401,3,5,4,4.000,3.929,-0.071,1.000,0.976,-0.024,2,1,0,0.141,0.027,0.016
401,3,5,5,4.000,3.920,-0.080,1.000,0.973,-0.027,1,1,1,0.317,0.026,0.016
401,3,5,6,4.000,3.924,-0.076,1.000,0.975,-0.025,2,1,0,0.288,0.028,0.016
401,3,5,7,4.000,3.916,-0.084,1.000,0.972,-0.028,2,1,0,0.265,0.031,0.015
401,3,5,8,4.000,3.908,-0.092,1.000,0.969,-0.031,1,1,1,0.313,0.030,0.015
401,3,5,9,4.000,3.912,-0.088,1.000,0.971,-0.029,2,1,0,0.670,0.032,0.015
401,3,5,10,4.000,3.904,-0.096,1.000,0.968,-0.032,2,2,1,0.230,0.031,0.015
401,3,5,11,4.000,3.907,-0.093,1.000,0.969,-0.031,2,2,1,0.247,0.030,0.015
401,3,5,12,4.000,3.910,-0.090,1.000,0.970,-0.030,2,1,0,0.423,0.033,0.015
401,3,5,13,4.000,3.903,-0.097,1.000,0.968,-0.032,1,2,0,0.510,0.035,0.015
401,3,5,14,4.000,3.896,-0.104,1.000,0.965,-0.035,2,1,0,0.247,0.037,0.014
401,3,5,15,4.000,3.890,-0.110,1.000,0.963,-0.037,1,1,1,0.145,0.036,0.014
401,3,5,16,4.000,3.892,-0.108,1.000,0.964,-0.036,1,1,1,0.314,0.035,0.014
401,3,5,17,4.000,3.895,-0.105,1.000,0.965,-0.035,1,2,0,0.883,0.038,0.014
401,3,5,18,4.000,3.889,-0.111,1.000,0.963,-0.037,2,2,1,0.702,0.037,0.014
401,3,5,19,4.000,3.892,-0.108,1.000,0.964,-0.036,2,2,1,0.550,0.036,0.014
401,3,5,20,4.000,3.894,-0.106,1.000,0.965,-0.035,1,1,1,1.092,0.035,0.014
401,3,5,21,4.000,3.897,-0.103,1.000,0.966,-0.034,2,1,0,0.305,0.037,0.014
401,3,5,22,4.000,3.891,-0.109,1.000,0.964,-0.036,2,1,0,0.127,0.039,0.014
401,3,5,23,4.000,3.885,-0.115,1.000,0.962,-0.038,2,2,1,0.164,0.038,0.014
401,3,5,24,4.000,3.888,-0.112,1.000,0.963,-0.037,2,2,1,0.527,0.037,0.014
401,3,5,25,4.000,3.890,-0.110,1.000,0.963,-0.037,2,2,1,0.326,0.036,0.014
401,3,5,26,4.000,3.893,-0.107,1.000,0.964,-0.036,1,1,1,0.308,0.036,0.014
401,3,5,27,4.000,3.895,-0.105,1.000,0.965,-0.035,1,1,1,0.323,0.035,0.014
401,3,5,28,4.000,3.898,-0.102,1.000,0.966,-0.034,2,1,0,0.309,0.037,0.013
401,3,5,29,4.000,3.892,-0.108,1.000,0.964,-0.036,1,1,1,0.284,0.036,0.013
401,3,5,30,4.000,3.895,-0.105,1.000,0.965,-0.035,2,2,1,0.282,0.035,0.013
401,3,1,1,1.000,1.070,0.070,0.000,0.023,0.023,2,2,1,0.115,0.022,0.017
401,3,1,2,1.000,1.066,0.066,0.000,0.022,0.022,1,1,1,0.565,0.021,0.017
401,3,1,3,1.000,1.062,0.062,0.000,0.021,0.021,1,1,1,0.161,0.020,0.017
401,3,1,4,1.000,1.058,0.058,0.000,0.019,0.019,2,2,1,0.265,0.018,0.017
401,3,1,5,1.000,1.054,0.054,0.000,0.018,0.018,1,1,1,0.165,0.017,0.017
401,3,1,6,1.000,1.050,0.050,0.000,0.017,0.017,1,1,1,0.241,0.016,0.017
401,3,1,7,1.000,1.047,0.047,0.000,0.016,0.016,2,2,1,0.340,0.015,0.017
401,3,1,8,1.000,1.043,0.043,0.000,0.014,0.014,1,2,0,0.597,0.017,0.016
401,3,1,9,1.000,1.051,0.051,0.000,0.017,0.017,1,1,1,0.317,0.016,0.016
401,3,1,10,1.000,1.048,0.048,0.000,0.016,0.016,1,1,1,1.684,0.015,0.016
401,3,1,11,1.000,1.044,0.044,0.000,0.015,0.015,1,1,1,0.226,0.014,0.016
401,3,1,12,1.000,1.040,0.040,0.000,0.013,0.013,2,2,1,0.240,0.013,0.016
401,3,1,13,1.000,1.037,0.037,0.000,0.012,0.012,2,2,1,0.348,0.011,0.016
401,3,1,14,1.000,1.033,0.033,0.000,0.011,0.011,2,1,0,0.384,0.014,0.016
401,3,1,15,1.000,1.041,0.041,0.000,0.014,0.014,2,1,0,0.228,0.017,0.016
401,3,1,16,1.000,1.049,0.049,0.000,0.016,0.016,2,2,1,0.231,0.016,0.016
401,3,1,17,1.000,1.046,0.046,0.000,0.015,0.015,2,1,0,0.301,0.018,0.015
401,3,1,18,1.000,1.054,0.054,0.000,0.018,0.018,1,1,1,0.433,0.017,0.015
401,3,1,19,1.000,1.050,0.050,0.000,0.017,0.017,2,2,1,0.753,0.016,0.015
401,3,1,20,1.000,1.047,0.047,0.000,0.016,0.016,2,2,1,0.878,0.015,0.015
401,3,1,21,1.000,1.044,0.044,0.000,0.015,0.015,1,1,1,0.351,0.014,0.015
401,3,1,22,1.000,1.041,0.041,0.000,0.014,0.014,1,1,1,0.422,0.013,0.015
401,3,1,23,1.000,1.037,0.037,0.000,0.012,0.012,1,2,0,0.390,0.016,0.015
401,3,1,24,1.000,1.045,0.045,0.000,0.015,0.015,1,1,1,0.171,0.015,0.015
