neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,timestamp
0.5,0.49618358386419,0.5,0.5,0.5,0.5,0.5,0.5,1733572626346
0.5,0.50210841771422,0.5,0.5,0.5,0.5,0.5,0.5,1733572626357
0.5,0.50767185589425,0.5,0.5,0.5,0.5,0.5,0.5,1733572626373
0.5,0.51663597465841,0.5,0.5,0.5,0.5,0.5,0.5,1733572626390
0.5,0.53599508061165,0.5,0.5,0.5,0.5,0.5,0.5,1733572626406
0.5,0.57090390869537,0.5,0.5,0.5,0.5,0.5,0.5,1733572626423
0.5,0.60080279366822,0.5,0.5,0.5,0.5,0.5,0.5,1733572626440
0.5,0.61345369388557,0.5,0.5,0.5,0.5,0.5,0.5,1733572626457
0.5,0.62304901515923,0.5,0.5,0.5,0.5,0.5,0.5,1733572626474
0.5,0.62893146100116,0.5,0.5,0.5,0.5,0.5,0.5,1733572626490
0.5,0.63180965070133,0.5,0.5,0.5,0.5,0.5,0.5,1733572626507
0.5,0.63847970945366,0.5,0.5,0.5,0.5,0.5,0.5,1733572626524
0.5,0.64135722847719,0.5,0.5,0.5,0.5,0.5,0.5,1733572626540
0.5,0.63753607605041,0.5,0.5,0.5,0.5,0.5,0.5,1733572626557
0.5,0.64420608149089,0.5,0.5,0.5,0.5,0.5,0.5,1733572626701
0.5,0.65087602568944,0.5,0.5,0.5,0.5,0.5,0.5,1733572626709
0.5,0.66804622573342,0.5,0.5,0.5,0.5,0.5,0.5,1733572626724
0.5,0.72866165017703,0.5,0.5,0.5,0.5,0.5,0.5,1733572626741
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1733572626757
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1733572626773
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1733572626790
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1733572626807
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1733572626823
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1733572626841
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1733572626857
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1733572627208
0.5,0.44471113207307,0.5,0.5,0.5,0.5,0.5,0.5,1733572627224
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572627241
0.5,0.11350740972456,0.5,0.5,0.5,0.5,0.5,0.5,1733572627257
0.5,0.02769071967039,0.5,0.5,0.5,0.5,0.5,0.5,1733572627274
0.5,0.10966641719325,0.5,0.5,0.5,0.5,0.5,0.5,1733572627291
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572627307
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572627325
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572627341
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572627358
0.5,0.01896975028204,0.5,0.5,0.5,0.5,0.5,0.5,1733572627375
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572627391
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572627408
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572627425
0.5,0.02107427119239,0.5,0.5,0.5,0.5,0.5,0.5,1733572627516
0.5,0.03824573511605,0.5,0.5,0.5,0.5,0.5,0.5,1733572627524
0.5,0.20443701405126,0.5,0.5,0.5,0.5,0.5,0.5,1733572627541
0.5,0.60146589082655,0.5,0.5,0.5,0.5,0.5,0.5,1733572627558
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1733572627575
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1733572627591
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1733572627608
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1733572627624
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1733572627641
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1733572627658
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1733572627675
0.5,0.62191985491624,0.5,0.5,0.5,0.5,0.5,0.5,1733572627975
0.5,0.28143905516292,0.5,0.5,0.5,0.5,0.5,0.5,1733572627992
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628009
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628025
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628042
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628058
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628075
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628092
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628108
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628125
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628142
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628159
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628175
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628192
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628209
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628225
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628242
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628258
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628275
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628292
0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1733572628308
0.5,0.01343579913481,0.5,0.5,0.5,0.5,0.5,0.5,1733572630557
0.5,0.03060731320886,0.5,0.5,0.5,0.5,0.5,0.5,1733572630573
0.5,0.0612226680889,0.5,0.5,0.5,0.5,0.5,0.5,1733572630583
0.5,0.08890487823824,0.5,0.5,0.5,0.5,0.5,0.5,1733572630594
0.5,0.11276901427624,0.5,0.5,0.5,0.5,0.5,0.5,1733572630611
0.5,0.17411415705787,0.5,0.5,0.5,0.5,0.5,0.5,1733572630627
0.5,0.27344336533184,0.5,0.5,0.5,0.5,0.5,0.5,1733572630645
0.5,0.47224356701855,0.5,0.5,0.5,0.5,0.5,0.5,1733572630661
0.5,0.58869955493796,0.5,0.5,0.5,0.5,0.5,0.5,1733572630678
0.5,0.70891404242275,0.5,0.5,0.5,0.5,0.5,0.5,1733572630694
0.5,0.83206210714671,0.5,0.5,0.5,0.5,0.5,0.5,1733572630711
0.5,0.94848363219394,0.5,0.5,0.5,0.5,0.5,0.5,1733572630728
0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1733572630744
