neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,timestamp
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1729300244488
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1729300396463
0.5,0.49334913105623,0.5,0.5,0.5,0.50000349710815,0.5,0.5,1729300396600
0.5,0.5105185703289,0.5,0.5,0.5,0.5000032670051,0.5,0.5,1729300396620
0.5,0.5171869170813,0.5,0.5,0.5,0.49999834591645,0.5,0.5,1729300396634
0.5,0.56203354987949,0.5,0.5,0.5,0.49999811208402,0.5,0.5,1729300396651
0.5,0.57255181201783,0.5,0.5,0.5,0.50000136341372,0.5,0.5,1729300396667
0.5,0.57922015877728,0.5,0.5,0.5,0.49999682577558,0.5,0.5,1729300396684
0.5,0.58589235168225,0.5,0.5,0.5,0.49999997098559,0.5,0.5,1729300396701
0.5,0.59640010593361,0.5,0.5,0.5,0.49999993099686,0.5,0.5,1729300396717
0.5,0.63074564622365,0.5,0.5,0.5,0.49999550253904,0.5,0.5,1729300396734
0.5,0.63741783912456,0.5,0.5,0.5,0.49999847508,0.5,0.5,1729300396751
0.5,0.65458727839793,0.5,0.5,0.5,0.49999837694437,0.5,0.5,1729300396767
0.5,0.66509503264934,0.5,0.5,0.5,0.49999835826144,0.5,0.5,1729300396784
0.5,0.67561329478786,0.5,0.5,0.5,0.50000124477764,0.5,0.5,1729300396801
0.5,0.68228164154676,0.5,0.5,0.5,0.499997209613,0.5,0.5,1729300396818
0.5,0.70612327372554,0.5,0.5,0.5,0.4999998865179,0.5,0.5,1729300396835
0.5,0.72329271299875,0.5,0.5,0.5,0.49999977041117,0.5,0.5,1729300396851
0.5,0.73380712899257,0.5,0.5,0.5,0.49999600489289,0.5,0.5,1729300396867
0.5,0.75097656826612,0.5,0.5,0.5,0.49999595857761,0.5,0.5,1729300396884
0.5,0.76814600753967,0.5,0.5,0.5,0.4999959138244,0.5,0.5,1729300396901
0.5,0.78917587008691,0.5,0.5,0.5,0.50000463977487,0.5,0.5,1729300396917
0.5,0.80252973321467,0.5,0.5,0.5,0.49999651335073,0.5,0.5,1729300396934
0.5,0.8130413336165,0.5,0.5,0.5,0.50000249993468,0.5,0.5,1729300396951
0.5,0.82638853501438,0.5,0.5,0.5,0.49999799235707,0.5,0.5,1729300396968
0.5,0.85132263738451,0.5,0.5,0.5,0.50000022003573,0.5,0.5,1729300396984
0.5,0.87136970920253,0.5,0.5,0.5,0.49999976477509,0.5,0.5,1729300397001
0.5,0.89239572559561,0.5,0.5,0.5,0.50000206286147,0.5,0.5,1729300397018
0.5,0.90291014157904,0.5,0.5,0.5,0.49999882874342,0.5,0.5,1729300397034
0.5,0.92007958085238,0.5,0.5,0.5,0.49999874768531,0.5,0.5,1729300397051
0.5,0.93058733510378,0.5,0.5,0.5,0.49999872990406,0.5,0.5,1729300397068
0.5,0.93725952801286,0.5,0.5,0.5,0.50000093359433,0.5,0.5,1729300397087
0.5,0.95442896728593,0.5,0.5,0.5,0.50000082484275,0.5,0.5,1729300397111
0.5,0.96109065230769,0.5,0.5,0.5,0.50000075358651,0.5,0.5,1729300397127
0.5,0.97160506829606,0.5,0.5,0.5,0.4999977126027,0.5,0.5,1729300397135
0.5,0.99263108468301,0.5,0.5,0.5,0.49999986004058,0.5,0.5,1729300397151
0.5,0.99930327759515,0.5,0.5,0.5,0.50000194825393,0.5,0.5,1729300397168
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729300397185
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729300397201
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729300397218
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729300397235
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729300397252
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729300397268
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729300397284
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729300397301
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729300397318
