neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,timestamp
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1727414089532
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1727414332600
0.5,0.50667250109922,0.5,0.5,0.5,0.50000322195726,0.5,0.5,1727414332615
0.5,0.52384194037194,0.5,0.5,0.5,0.50000300192077,0.5,0.5,1727414332638
0.5,0.53051028712526,0.5,0.5,0.5,0.49999816710025,0.5,0.5,1727414332654
0.5,0.53718248003434,0.5,0.5,0.5,0.50000149556281,0.5,0.5,1727414332665
0.5,0.54385467295283,0.5,0.5,0.5,0.50000476807522,0.5,0.5,1727414332681
0.5,0.56770296686411,0.5,0.5,0.5,0.50000318609105,0.5,0.5,1727414332698
0.5,0.57821738284559,0.5,0.5,0.5,0.49999866981588,0.5,0.5,1727414332714
0.5,0.588725137097,0.5,0.5,0.5,0.4999986457626,0.5,0.5,1727414332731
0.5,0.59924339923672,0.5,0.5,0.5,0.50000178829367,0.5,0.5,1727414332811
0.5,0.60591174599414,0.5,0.5,0.5,0.49999738885146,0.5,0.5,1727414332827
0.5,0.62308118526761,0.5,0.5,0.5,0.49999730853555,0.5,0.5,1727414332883
0.5,0.62975337817374,0.5,0.5,0.5,0.50000029327649,0.5,0.5,1727414332899
0.5,0.6469228174469,0.5,0.5,0.5,0.50000015949725,0.5,0.5,1727414332915
0.5,0.66132148805915,0.5,0.5,0.5,0.50000096122703,0.5,0.5,1727414332931
0.5,0.6718359040487,0.5,0.5,0.5,0.49999692898611,0.5,0.5,1727414332955
0.5,0.67850809695351,0.5,0.5,0.5,0.4999997597297,0.5,0.5,1727414332964
0.5,0.68517644371847,0.5,0.5,0.5,0.499995747645,0.5,0.5,1727414332981
0.5,0.70234588299203,0.5,0.5,0.5,0.49999570360249,0.5,0.5,1727414332998
0.5,0.70901141416081,0.5,0.5,0.5,0.5000022825879,0.5,0.5,1727414333015
0.5,0.71952583014461,0.5,0.5,0.5,0.49999843435851,0.5,0.5,1727414333031
0.5,0.73003358439601,0.5,0.5,0.5,0.49999841629795,0.5,0.5,1727414333048
0.5,0.73003358439601,0.5,0.5,0.5,0.49999841629795,0.5,0.5,1727414333326
0.5,0.73003358439601,0.5,0.5,0.5,0.49999841629795,0.5,0.5,1727414333573
0.5,0.73670577730484,0.5,0.5,0.5,0.50000107002186,0.5,0.5,1727414333620
0.5,0.75006348659171,0.5,0.5,0.5,0.49999892600808,0.5,0.5,1727414333643
0.5,0.75672517161364,0.5,0.5,0.5,0.49999885285174,0.5,0.5,1727414333651
0.5,0.76724343375321,0.5,0.5,0.5,0.50000147424545,0.5,0.5,1727414333665
0.5,0.78059448130991,0.5,0.5,0.5,0.50000295229218,0.5,0.5,1727414333682
0.5,0.80162715943137,0.5,0.5,0.5,0.50000189248427,0.5,0.5,1727414333699
0.5,0.80829550618662,0.5,0.5,0.5,0.49999833371545,0.5,0.5,1727414333715
0.5,0.81496103737119,0.5,0.5,0.5,0.50000424171657,0.5,0.5,1727414333732
0.5,0.82547545334626,0.5,0.5,0.5,0.50000075343902,0.5,0.5,1727414333749
0.5,0.83214380010602,0.5,0.5,0.5,0.49999728011736,0.5,0.5,1727414333766
0.5,0.84653580898063,0.5,0.5,0.5,0.50000133368409,0.5,0.5,1727414333874
0.5,0.85705022496729,0.5,0.5,0.5,0.49999797251715,0.5,0.5,1727414333889
0.5,0.87040127251803,0.5,0.5,0.5,0.49999937381736,0.5,0.5,1727414333905
0.5,0.87426451137022,0.5,0.5,0.5,0.49999854211378,0.5,0.5,1727414333916
0.5,0.88865652025052,0.5,0.5,0.5,0.50000242978169,0.5,0.5,1727414333932
0.5,0.90200372164798,0.5,0.5,0.5,0.49999821888512,0.5,0.5,1727414333949
0.5,0.9230363997748,0.5,0.5,0.5,0.49999735363784,0.5,0.5,1727414333966
0.5,0.93354800018032,0.5,0.5,0.5,0.50000272321594,0.5,0.5,1727414333982
0.5,0.94406241616085,0.5,0.5,0.5,0.49999959474402,0.5,0.5,1727414333999
0.5,0.9612318554341,0.5,0.5,0.5,0.4999995055817,0.5,0.5,1727414334015
0.5,0.97173960968548,0.5,0.5,0.5,0.49999948188098,0.5,0.5,1727414334032
0.5,0.97840795644959,0.5,0.5,0.5,0.49999642902359,0.5,0.5,1727414334049
0.5,0.98891955684788,0.5,0.5,0.5,0.50000156646174,0.5,0.5,1727414334066
0.5,0.99942731109917,0.5,0.5,0.5,0.50000152595412,0.5,0.5,1727414334082
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1727414334099
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1727414334116
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1727414334132
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1727414334149
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1727414334166
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1727414334183
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1727414334199
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1727414334216
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1727414334232
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1727414334249
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1727414334266
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1727414334282
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1727414334299
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1727414334316
