neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,timestamp
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1729249272486
0.5,0.49334913105623,0.5,0.5,0.5,0.50000349710815,0.5,0.5,1729249272605
0.5,0.48401303336499,0.5,0.5,0.5,0.50000176606261,0.5,0.5,1729249272613
0.5,0.47073066431045,0.5,0.5,0.5,0.49999419597533,0.5,0.5,1729249272629
0.5,0.43769132197369,0.5,0.5,0.5,0.5000007902605,0.5,0.5,1729249272645
0.5,0.41780262290538,0.5,0.5,0.5,0.49999783456589,0.5,0.5,1729249272662
0.5,0.38478711193709,0.5,0.5,0.5,0.49999783168153,0.5,0.5,1729249272679
0.5,0.34119516823608,0.5,0.5,0.5,0.50000450594801,0.5,0.5,1729249272696
0.5,0.29762705588322,0.5,0.5,0.5,0.5000037384532,0.5,0.5,1729249272712
0.5,0.27381976294556,0.5,0.5,0.5,0.49999539174207,0.5,0.5,1729249272729
0.5,0.24339947826293,0.5,0.5,0.5,0.50000058299368,0.5,0.5,1729249272745
0.5,0.23013812497172,0.5,0.5,0.5,0.50000038647002,0.5,0.5,1729249272762
0.5,0.21964087861791,0.5,0.5,0.5,0.50000619279823,0.5,0.5,1729249272779
0.5,0.21299636321256,0.5,0.5,0.5,0.5000043306358,0.5,0.5,1729249272848
0.5,0.20635184780902,0.5,0.5,0.5,0.50000241424693,0.5,0.5,1729249272872
0.5,0.18918240853622,0.5,0.5,0.5,0.50000277037578,0.5,0.5,1729249272929
0.5,0.16935572621849,0.5,0.5,0.5,0.49999752827224,0.5,0.5,1729249272945
0.5,0.13240445176616,0.5,0.5,0.5,0.49999358171029,0.5,0.5,1729249272962
0.5,0.1020185063287,0.5,0.5,0.5,0.4999951108019,0.5,0.5,1729249272979
0.5,0.09152792170578,0.5,0.5,0.5,0.49999217908051,0.5,0.5,1729249272995
0.5,0.08774386923174,0.5,0.5,0.5,0.49999117257225,0.5,0.5,1729249273095
0.5,0.08396366290961,0.5,0.5,0.5,0.50000919180967,0.5,0.5,1729249273174
0.5,0.07732580923158,0.5,0.5,0.5,0.49999539786204,0.5,0.5,1729249273190
0.5,0.0668285628667,0.5,0.5,0.5,0.50000383940661,0.5,0.5,1729249273198
0.5,0.05360154881749,0.5,0.5,0.5,0.49999718740858,0.5,0.5,1729249273212
0.5,0.00612535048702,0.5,0.5,0.5,0.49999510599151,0.5,0.5,1729249273229
0.5,-2.01511834e-06,0.5,0.5,0.5,0.50000444401367,0.5,0.5,1729249273245
0.5,-2.01511834e-06,0.5,0.5,0.5,0.50000444401367,0.5,0.5,1729249273262
0.5,-2.01511834e-06,0.5,0.5,0.5,0.50000444401367,0.5,0.5,1729249273279
0.5,-2.01511834e-06,0.5,0.5,0.5,0.50000444401367,0.5,0.5,1729249273295
0.5,-2.01511834e-06,0.5,0.5,0.5,0.50000444401367,0.5,0.5,1729249273312
0.5,-2.01511834e-06,0.5,0.5,0.5,0.50000444401367,0.5,0.5,1729249273329
0.5,-2.01511834e-06,0.5,0.5,0.5,0.50000444401367,0.5,0.5,1729249273345
0.5,-2.01511834e-06,0.5,0.5,0.5,0.50000444401367,0.5,0.5,1729249273362
0.5,-2.01511834e-06,0.5,0.5,0.5,0.50000444401367,0.5,0.5,1729249273379
0.5,-2.01511834e-06,0.5,0.5,0.5,0.50000444401367,0.5,0.5,1729249273395
0.5,0.01343488055061,0.5,0.5,0.5,0.49999139565904,0.5,0.5,1729249273895
0.5,0.02012424307191,0.5,0.5,0.5,0.499997619869,0.5,0.5,1729249273912
0.5,0.05753731230825,0.5,0.5,0.5,0.50000206025153,0.5,0.5,1729249273929
0.5,0.12623890078507,0.5,0.5,0.5,0.49998808431373,0.5,0.5,1729249273945
0.5,0.18757278855392,0.5,0.5,0.5,0.49999551730158,0.5,0.5,1729249273962
0.5,0.22489616352895,0.5,0.5,0.5,0.49999552358717,0.5,0.5,1729249273979
0.5,0.30702132417576,0.5,0.5,0.5,0.49999412114887,0.5,0.5,1729249273995
0.5,0.40631977023649,0.5,0.5,0.5,0.50000277772128,0.5,0.5,1729249274012
0.5,0.54671128971501,0.5,0.5,0.5,0.49999751057486,0.5,0.5,1729249274029
0.5,0.61832869610847,0.5,0.5,0.5,0.49999643220828,0.5,0.5,1729249274045
0.5,0.62500088901212,0.5,0.5,0.5,0.49999943984287,0.5,0.5,1729249274076
0.5,0.6355086432635,0.5,0.5,0.5,0.49999940792298,0.5,0.5,1729249274112
0.5,0.64218083617555,0.5,0.5,0.5,0.50000233538824,0.5,0.5,1729249274165
0.5,0.64884918293029,0.5,0.5,0.5,0.49999814204573,0.5,0.5,1729249274180
0.5,0.66988186105733,0.5,0.5,0.5,0.49999704043643,0.5,0.5,1729249274195
0.5,0.71090344039971,0.5,0.5,0.5,0.50000243958067,0.5,0.5,1729249274212
0.5,0.74143058895664,0.5,0.5,0.5,0.50000010024942,0.5,0.5,1729249274229
0.5,0.76527888287389,0.5,0.5,0.5,0.49999893576793,0.5,0.5,1729249274246
0.5,0.78244832214721,0.5,0.5,0.5,0.49999884212451,0.5,0.5,1729249274262
0.5,0.78631156099998,0.5,0.5,0.5,0.49999794181538,0.5,0.5,1729249274278
0.5,0.7968298231368,0.5,0.5,0.5,0.5000004982749,0.5,0.5,1729249274298
0.5,0.80349150815859,0.5,0.5,0.5,0.50000041842397,0.5,0.5,1729249274345
0.5,0.82733980207539,0.5,0.5,0.5,0.49999931398005,0.5,0.5,1729249274362
0.5,0.86835753526696,0.5,0.5,0.5,0.49999818133872,0.5,0.5,1729249274379
0.5,0.89219916744779,0.5,0.5,0.5,0.50000040186525,0.5,0.5,1729249274395
0.5,0.91223957753802,0.5,0.5,0.5,0.50000311959099,0.5,0.5,1729249274412
0.5,0.94379333338586,0.5,0.5,0.5,0.49999597377535,0.5,0.5,1729249274429
0.5,0.97431766635926,0.5,0.5,0.5,0.5000024364611,0.5,0.5,1729249274445
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249274462
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249274479
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249274495
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249274512
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249274528
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249274545
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249274562
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249274579
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249274595
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249274614
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249274629
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249274645
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249274662
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249274679
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249274695
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249274718
0.5,0.99334094647077,0.5,0.5,0.5,0.49999889811839,0.5,0.5,1729249275003
0.5,0.9866897693367,0.5,0.5,0.5,0.50000113162517,0.5,0.5,1729249275012
0.5,0.97339023065193,0.5,0.5,0.5,0.4999974694446,0.5,0.5,1729249275029
0.5,0.96008787638212,0.5,0.5,0.5,0.50000201895324,0.5,0.5,1729249275045
0.5,0.94016099191973,0.5,0.5,0.5,0.49999668980643,0.5,0.5,1729249275062
0.5,0.92686529938023,0.5,0.5,0.5,0.49999823811438,0.5,0.5,1729249275079
0.5,0.92020361435826,0.5,0.5,0.5,0.49999829713471,0.5,0.5,1729249275095
0.5,0.90690792182205,0.5,0.5,0.5,0.49999989062406,0.5,0.5,1729249275112
0.5,0.89361222928915,0.5,0.5,0.5,0.50000152116538,0.5,0.5,1729249275129
0.5,0.88695720600139,0.5,0.5,0.5,0.49999837075651,0.5,0.5,1729249275145
0.5,0.88030602886604,0.5,0.5,0.5,0.50000081137644,0.5,0.5,1729249275162
0.5,0.87364434384428,0.5,0.5,0.5,0.50000088809827,0.5,0.5,1729249275179
0.5,0.8603486513135,0.5,0.5,0.5,0.50000257943108,0.5,0.5,1729249275229
0.5,0.84042561300052,0.5,0.5,0.5,0.50000260703796,0.5,0.5,1729249275245
0.5,0.81274841947652,0.5,0.5,0.5,0.50000281523501,0.5,0.5,1729249275262
0.5,0.78228994939913,0.5,0.5,0.5,0.50000125952565,0.5,0.5,1729249275279
0.5,0.74795773258824,0.5,0.5,0.5,0.49999785291288,0.5,0.5,1729249275295
0.5,0.71088242462638,0.5,0.5,0.5,0.49999684335959,0.5,0.5,1729249275312
0.5,0.64611659967204,0.5,0.5,0.5,0.50000398508404,0.5,0.5,1729249275328
0.5,0.6328275688657,0.5,0.5,0.5,0.50000199864035,0.5,0.5,1729249275345
0.5,0.58521682913892,0.5,0.5,0.5,0.49999904646637,0.5,0.5,1729249275362
0.5,0.56804738986562,0.5,0.5,0.5,0.49999916697604,0.5,0.5,1729249275379
0.5,0.53760608942108,0.5,0.5,0.5,0.49999573737492,0.5,0.5,1729249275395
0.5,0.52043665014752,0.5,0.5,0.5,0.49999579158752,0.5,0.5,1729249275412
0.5,0.49662269547854,0.5,0.5,0.5,0.49999460144521,0.5,0.5,1729249275429
0.5,0.50329488837764,0.5,0.5,0.5,0.49999811122364,0.5,0.5,1729249275526
0.5,0.50996708128673,0.5,0.5,0.5,0.50000155937329,0.5,0.5,1729249275534
0.5,0.53381537520234,0.5,0.5,0.5,0.50000000662105,0.5,0.5,1729249275546
0.5,0.56060331841856,0.5,0.5,0.5,0.49999774299124,0.5,0.5,1729249275562
0.5,0.63527108414742,0.5,0.5,0.5,0.50000363637099,0.5,0.5,1729249275579
0.5,0.74429105188011,0.5,0.5,0.5,0.50000069634107,0.5,0.5,1729249275595
0.5,0.88090236503945,0.5,0.5,0.5,0.50000259711122,0.5,0.5,1729249275612
0.5,1.0000026314927,0.5,0.5,0.5,0.49999883934848,0.5,0.5,1729249275629
