iSub,iSession,iTrial,invalid,noinfo,neck_value,head_value,leg_value,tail_value,neck_direct,head_direct,leg_direct,tail_direct,neck_indirect,head_indirect,leg_indirect,tail_indirect,text
3,1,36,0,0,3,1,3,3,1,1,1,1,NA,NA,NA,NA,头短，脖子长，腿长，尾巴长。
3,1,37,0,0,1,3,3,1,1,1,1,1,NA,NA,NA,NA,脖子短，尾巴短，腿长，头长。
3,1,38,0,0,3,1,3,3,1,1,1,1,NA,NA,NA,NA,头短，脖子长，腿长，尾巴长。
3,1,39,0,0,1,1,1,3,1,1,1,1,NA,NA,NA,NA,尾巴长，腿短，头短，脖子短。
3,1,40,0,0,3,3,3,3,1,1,1,1,NA,NA,NA,NA,腿长，脖子长，头长，尾巴长。
3,1,41,0,0,3,3,1,3,1,1,1,1,NA,NA,NA,NA,头长，脖子长，尾巴长，腿短。
3,1,42,0,0,1,3,1,1,1,1,1,1,NA,NA,NA,NA,脖子短，腿短，尾巴短，头长。
3,1,43,0,0,1,3,3,3,1,1,1,1,NA,NA,NA,NA,脖子短，腿长，尾巴长，头长。
3,1,44,0,0,3,1,3,1,1,1,1,1,NA,NA,NA,NA,脖子长，腿长，头短，尾巴短。
3,1,45,0,0,3,1,1,1,1,1,1,1,NA,NA,NA,NA,脖子长，头短，腿短，尾巴短。
3,1,46,0,0,1,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子短，腿短，尾巴短。
3,1,47,0,0,3,1,1,3,1,1,1,1,NA,NA,NA,NA,头短，腿短，脖子长，尾巴长。
3,1,48,0,0,3,3,1,1,1,1,1,1,NA,NA,NA,NA,腿短，尾巴短，脖子长，头长。
3,1,49,0,0,3,1,1,3,1,1,1,1,NA,NA,NA,NA,头短，腿短，脖子长，尾巴长。
3,1,50,0,0,1,1,3,3,1,1,1,1,NA,NA,NA,NA,头短，脖子短，尾巴长，腿长。
3,1,51,0,0,3,1,3,1,1,1,1,1,NA,NA,NA,NA,头短，尾巴短，脖子长，腿长。
3,1,52,0,0,1,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，尾巴短，腿短，脖子短。
3,1,53,0,0,3,1,1,1,1,1,1,1,NA,NA,NA,NA,头短，腿短，尾巴短，脖子长。
3,1,54,0,0,3,3,1,3,1,1,1,1,NA,NA,NA,NA,腿短，头长，脖子长，尾巴长。
3,1,55,0,0,1,3,3,1,1,1,1,1,NA,NA,NA,NA,尾巴短，脖子短，头长，腿长。
3,1,56,0,0,1,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子短，尾巴短，腿短。
3,1,57,0,0,1,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子短，尾巴短，腿短。
3,1,58,0,0,3,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿短，尾巴短。
3,1,59,0,0,3,1,1,1,1,1,1,1,NA,NA,NA,NA,头短，腿短，脖子长，尾巴短。
3,1,60,0,0,1,3,3,3,1,1,1,1,NA,NA,NA,NA,脖子短，头长，腿长，尾巴长。
3,1,61,0,0,1,3,1,3,1,1,1,1,NA,NA,NA,NA,脖子短，头长，腿短，尾巴长。
3,1,62,0,0,1,1,3,1,1,1,1,1,NA,NA,NA,NA,腿长，头短，脖子短，尾巴短。
3,1,63,0,0,1,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子短，腿短，尾巴短。
3,1,64,0,0,3,3,3,3,1,1,1,1,NA,NA,NA,NA,头长，脖子长，尾巴长，腿长。
3,1,65,0,0,3,3,3,3,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿长，尾巴长。
3,1,66,0,0,3,1,3,1,1,1,1,1,NA,NA,NA,NA,脖子长，腿长，头短，尾巴短。
3,1,67,0,0,3,1,1,3,1,1,1,1,NA,NA,NA,NA,头短，腿短，脖子长，尾巴长。
3,1,68,0,0,3,3,3,1,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿长，尾巴短。
3,1,69,0,0,3,1,3,3,1,1,1,1,NA,NA,NA,NA,头短，脖子长，尾巴长，腿长。
3,1,70,0,0,1,3,1,3,1,1,1,1,NA,NA,NA,NA,头长，脖子短，腿短，尾巴长。
3,1,71,0,0,1,3,3,3,1,1,1,1,NA,NA,NA,NA,头长，脖子短，腿长，尾巴长。
3,1,72,0,0,1,3,1,3,1,1,1,1,NA,NA,NA,NA,头长，尾巴长，腿短，脖子短。
3,1,73,0,0,3,3,3,1,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿长，尾巴短。
3,1,74,0,0,1,1,3,3,1,1,1,1,NA,NA,NA,NA,头短，脖子短，腿长，尾巴长。
3,1,75,0,0,3,1,3,3,1,1,1,1,NA,NA,NA,NA,头短，脖子长，尾巴长，腿长。
3,1,76,0,0,3,3,3,3,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿长，尾巴长。
3,1,77,0,0,3,1,1,1,1,1,1,1,NA,NA,NA,NA,脖子长，头短，腿短，尾巴短。
3,1,78,0,0,3,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿短，尾巴短。
3,1,79,0,0,1,3,3,3,1,1,1,1,NA,NA,NA,NA,头长，尾巴长，腿长，脖子短。
3,1,80,0,0,1,3,3,1,1,1,1,1,NA,NA,NA,NA,头长，腿长，脖子短，尾巴短。
3,1,81,0,0,3,3,3,3,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿长，尾巴长。
3,1,82,0,0,3,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿短，尾巴短。
3,1,83,0,0,3,1,3,3,1,1,1,1,NA,NA,NA,NA,头短，脖子长，腿长，尾巴长。
3,1,84,0,0,1,3,3,3,1,1,1,1,NA,NA,NA,NA,脖子短，头长，腿长，尾巴长。
3,1,85,0,0,3,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿短，尾巴短。
3,1,86,0,0,3,1,1,1,1,1,1,1,NA,NA,NA,NA,头短，腿短，尾巴短，脖子长。
3,1,87,0,0,3,3,3,1,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿长，尾巴短。
3,1,88,0,0,3,1,1,3,1,1,1,1,NA,NA,NA,NA,头短，腿短，脖子长，尾巴长。
3,1,89,0,0,1,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子短，腿短，尾巴短。
3,1,90,0,0,1,1,3,1,1,1,1,1,NA,NA,NA,NA,腿长，脖子短，头短，尾巴短。
3,1,91,0,0,1,3,1,3,1,1,1,1,NA,NA,NA,NA,头长，尾巴长，脖子短，腿短。
3,1,92,0,0,3,1,3,3,1,1,1,1,NA,NA,NA,NA,头短，脖子长，尾巴长，腿长。
3,1,93,0,0,3,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿短，尾巴短。
3,1,94,0,0,1,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，腿短，脖子短，尾巴短。
3,1,95,0,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,头短，脖子短，腿短，尾巴短。
3,1,96,0,0,1,3,3,1,1,1,1,1,NA,NA,NA,NA,头长，腿长，脖子短，尾巴短。
3,1,97,0,0,3,1,3,1,1,1,1,1,NA,NA,NA,NA,脖子长，腿长，头短，尾巴短。
3,1,98,0,0,1,3,1,3,1,1,1,1,NA,NA,NA,NA,头长，尾巴长，脖子短，腿短。
3,1,99,0,0,1,1,3,3,1,1,1,1,NA,NA,NA,NA,头短，脖子短，腿长，尾巴长。
3,1,100,0,0,1,3,3,3,1,1,1,1,NA,NA,NA,NA,脖子短，头长，腿长，尾巴长。
3,1,101,0,0,1,3,3,1,1,1,1,1,NA,NA,NA,NA,头长，腿长，脖子短，尾巴短。
3,1,102,0,0,3,1,1,3,1,1,1,1,NA,NA,NA,NA,头短，腿短，脖子长，尾巴长。
3,1,103,0,0,1,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子短，腿短，尾巴短。
3,1,104,0,0,1,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子短，腿短，尾巴短。
3,1,105,0,0,3,1,1,1,1,1,1,1,NA,NA,NA,NA,脖子长，头短，腿短，尾巴短。
3,1,106,0,0,1,3,3,1,1,1,1,1,NA,NA,NA,NA,头长，脖子短，腿长，尾巴短。
3,1,107,0,0,1,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子短，腿短，尾巴短。
3,1,108,0,0,1,3,3,3,1,1,1,1,NA,NA,NA,NA,头长，脖子短，腿长，尾巴长。
3,1,109,0,0,3,1,1,3,1,1,1,1,NA,NA,NA,NA,头短，脖子长，腿短，尾巴长。
3,1,110,0,0,3,1,1,3,1,1,1,1,NA,NA,NA,NA,头短，脖子长，腿短，尾巴长。
3,1,111,0,0,3,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿短，尾巴短。
3,1,112,0,0,1,3,3,1,1,1,1,1,NA,NA,NA,NA,头长，脖子短，腿长，尾巴短。
3,1,113,0,0,1,3,3,3,1,1,1,1,NA,NA,NA,NA,头长，腿长，尾巴长，脖子短。
3,1,114,0,0,1,3,3,1,1,1,1,1,NA,NA,NA,NA,头长，腿长，脖子短，尾巴短。
3,1,115,0,0,1,3,3,3,1,1,1,1,NA,NA,NA,NA,头长，脖子短，腿长，尾巴长。
3,1,116,0,0,3,3,1,3,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿短，尾巴长。
3,1,117,0,0,3,3,1,3,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿短，尾巴长。
3,1,118,0,0,3,3,3,3,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿长，尾巴长。
3,1,119,0,0,3,3,1,3,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿短，尾巴长。
3,1,120,0,0,1,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子短，腿短，尾巴短。
3,1,121,0,0,1,3,3,1,1,1,1,1,NA,NA,NA,NA,头长，脖子短，腿长，尾巴短。
3,1,122,0,0,1,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子短，腿短，尾巴短。
3,1,123,0,0,3,3,1,3,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿短，尾巴长。
3,1,124,0,0,3,3,3,1,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿长，尾巴短。
3,1,125,0,0,3,1,1,3,1,1,1,1,NA,NA,NA,NA,头短，脖子长，腿短，尾巴长。
3,1,126,0,0,1,3,3,3,1,1,1,1,NA,NA,NA,NA,头长，脖子短，腿长，尾巴长。
3,1,127,0,0,3,1,1,3,1,1,1,1,NA,NA,NA,NA,头短，腿短，脖子长，尾巴长。
3,1,128,0,0,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,腿短，脖子长。
3,1,129,0,0,3,3,1,1,1,1,1,1,NA,NA,NA,NA,头长，脖子长，腿短，尾巴短。
3,1,130,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,只有尾巴短。
3,1,131,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
3,1,132,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,只有头短。
3,1,133,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,每个都长。
3,1,134,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,每个都长。
3,1,135,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子和尾巴长。
3,1,136,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子短。
3,1,137,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿长。
3,1,138,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,只有脖子和尾巴长。
3,1,139,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子短。
3,1,140,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,每个都长。
3,1,141,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿短。
3,1,142,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,只有尾巴长。
3,1,143,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,头长，腿也长。
3,1,144,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,头长，腿也长。
3,1,145,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子短。
3,1,146,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,尾巴长，腿也长。
3,1,147,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子短。
3,1,148,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,只有脖子和尾巴长。
3,1,149,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子短。
3,1,150,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,只有头短。
3,1,151,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,头长，腿也长。
3,1,152,0,0,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,只有头长。
3,1,153,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
3,1,154,0,0,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,只有头长。
3,1,155,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿短。
3,1,156,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿短。
3,1,157,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,只有尾巴短。
3,1,158,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
3,1,159,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
3,1,160,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子短。
3,1,161,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,只有尾巴长。
3,1,162,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,头长，腿长。
3,1,163,0,0,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,头长。
3,1,164,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿短。
3,1,165,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,四个都长。
3,1,166,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿短。
3,1,167,0,0,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头长，脖子长。
3,1,168,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿短。
3,1,169,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿长。
3,1,170,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,头长，腿长。
3,1,171,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,腿长，尾巴长。
3,1,172,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿长。
3,1,173,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,四个都短。
3,1,174,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
3,1,175,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,只有头短。
3,1,176,0,0,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头长，脖子也长。
3,1,177,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,只有脖子和腿长，其他都短。
3,1,178,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,只有尾巴长，其他都短。
3,1,179,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,只有脖子和腿长，其他都短。
3,1,180,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,只有脖子和腿长，其他都短。
3,1,181,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,四个都长。
3,1,182,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有头和脖子长，其他都短。
3,1,183,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿长。
3,1,184,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子短，其他都长。
3,1,185,0,0,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,头和腿长，其他都短。
3,1,186,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子短，其他都长。
3,1,187,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿短，其他都长。
3,1,188,0,0,1,3,1,NA,1,1,1,NA,NA,NA,NA,NA,头和尾长，脖子和腿短。
3,1,189,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,只有尾巴短，其他都长。
3,1,190,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,腿和尾巴长，其他都短。
3,1,191,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子短，其他都长。
3,1,192,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子长。
3,1,193,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿短，其他都长。
3,1,194,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,每一个都很长。
3,1,195,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子短，其他的都长。
3,1,196,0,0,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,只有头长，其他的都短。
3,1,197,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,头和脖子都很长，其他的都很短。
3,1,198,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子短，其他都很长。
3,1,199,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,只有头短，其他的都很长。
3,1,200,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,只有头短，其他的都长。
3,1,201,0,0,1,3,1,NA,1,1,1,NA,NA,NA,NA,NA,头和尾长，脖子和腿短。
3,1,202,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子长。
3,1,203,0,0,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头长，脖子长，其他都短。
3,1,204,0,0,3,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,头长，脖子长，其他都短。
3,1,205,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,只有尾巴长。
3,1,206,0,0,3,NA,3,1,1,NA,1,1,NA,NA,NA,NA,只有脖子和腿长，头和尾巴短。
3,1,207,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,四个都很长。
3,1,208,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,腿长，尾巴长，其他都短。
3,1,209,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子长，其他都短。
3,1,210,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长，其他都短。
3,1,211,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,四个都短。
3,1,212,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,四个都长。
3,1,213,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,只有腿长，尾巴长。
3,1,214,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,只有尾巴短。
3,1,215,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子短。
3,1,216,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿短。
3,1,217,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,四个都长。
3,1,218,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,只有脖子和尾巴长，其他都短。
3,1,219,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,只有脖子和尾巴长，其他都短。
3,1,220,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿短。
3,1,221,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿长。
3,1,222,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,只有尾巴短，其他都长。
3,1,223,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿短，其他都长。
3,1,224,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子长，其他都短。
3,1,225,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子长。
3,1,226,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子短，其他都长。
3,1,227,0,0,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,只有头短，其他都长。
3,1,228,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子长，其他都短。
3,1,229,0,0,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,只有头长的，其他都短。
3,1,230,0,0,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,只有头长，其他都短。
3,1,231,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,只有尾巴短，其他都长。
3,1,232,0,0,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,只有腿短。
3,1,233,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,四个都长。
3,1,234,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,头和脖子长，其他都短。
3,1,235,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,四个都长。
3,1,236,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,四个都长。
3,1,237,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有头和脖子长，其他都短。
3,1,238,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,只有脖子和尾巴长，其他都短。
3,1,239,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子长，其他都短。
3,1,240,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子短，其他都长。
3,1,241,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,只有脖子和尾巴长，其他都短。
3,1,242,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,只有腿和尾巴长，其他都短。
3,1,243,0,0,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,只有头长，其他都短。
3,1,244,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,头和尾巴都长，其他都短。
3,1,245,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,只有尾巴短，其他都长。
3,1,246,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,只有尾巴短，其他都长。
3,1,247,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,只有脖子长，其他都短。
3,1,248,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子和尾巴长，其他都短。
