iSession,stiID,body_ori,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,category,ambigous1,ambigous2
1,1,-1,0.352152329030769,0.1794337566030111,0.15884629096206765,0.7081161263461485,0.5,0.5,0.5,0.5,1,0,0
1,2,1,0.4881063476744863,0.24537796435891934,0.01561964199354775,0.11553359198917712,0.5,0.5,0.5,0.5,1,0,0
1,3,-1,0.4790514586411473,0.21880753792774368,0.32897171879133924,0.27385695401190524,0.5,0.5,0.5,0.5,1,1,1
1,4,1,0.27898407275729575,0.16734441376672224,0.3014617426300861,0.03517523805859098,0.5,0.5,0.5,0.5,1,0,0
1,5,1,0.4496191582176341,0.5047812470346662,0.3154449766446958,0.20614637790208803,0.5,0.5,0.5,0.5,1,0,1
1,6,1,0.45880906744919914,0.15592416844354018,0.20296792550467535,0.15772122293617266,0.5,0.5,0.5,0.5,1,0,0
1,7,-1,0.4189459846481542,0.2197917540877021,0.3458402228132321,0.26097142426655906,0.5,0.5,0.5,0.5,1,0,0
1,8,-1,0.2699808620915134,0.4780541964362788,0.26499117241519476,0.5882068844980689,0.5,0.5,0.5,0.5,1,0,1
1,9,-1,0.8826811674002067,0.3240620145922545,0.31160233610259175,0.7761978009140106,0.5,0.5,0.5,0.5,3,0,0
1,10,-1,0.9041478871912818,0.4160868984593228,0.0589315293249796,0.5173275866732093,0.5,0.5,0.5,0.5,3,0,0
1,11,-1,0.6557659593263155,0.39147489250493994,0.46251639588890386,0.15533217307700656,0.5,0.5,0.5,0.5,3,0,1
1,12,-1,0.9974003625888934,0.2357312300127903,0.1436204039743138,0.6333895017313276,0.5,0.5,0.5,0.5,3,0,0
1,13,-1,0.8153964836193212,0.018568637985933823,0.41913050725850765,0.23993987764845295,0.5,0.5,0.5,0.5,3,0,0
1,14,1,0.9342081824010227,0.25359174078906377,0.26166745854921436,0.19186406350002838,0.5,0.5,0.5,0.5,3,0,0
1,15,-1,0.7375478163538512,0.14721500486544326,0.09194861220154847,0.8935429710705397,0.5,0.5,0.5,0.5,3,0,0
1,16,-1,0.9273706711033253,0.4468108188473362,0.44682039088307746,0.8961844861802367,0.5,0.5,0.5,0.5,3,0,0
1,17,-1,0.14507059742444225,1.0090920635005785,0.08973443547539171,0.6049872203252691,0.5,0.5,0.5,0.5,1,0,0
1,18,-1,0.30308738854254696,0.9655782116991047,0.16425736133692462,0.7778557323877789,0.5,0.5,0.5,0.5,1,0,0
1,19,1,0.22825296329049477,0.7889183254258106,0.10968008784595717,0.9894286026208341,0.5,0.5,0.5,0.5,1,0,0
1,20,1,0.06572132939294148,0.9660120683055381,0.10204681734981146,0.6120554499019738,0.5,0.5,0.5,0.5,1,0,0
1,21,1,0.19426218972431425,0.597900906133089,0.281965812626928,0.9749841724598526,0.5,0.5,0.5,0.5,1,0,0
1,22,1,0.4690041734695386,0.5869525285525461,0.4397376095073325,0.13842407546325666,0.5,0.5,0.5,0.5,1,1,1
1,23,1,0.41956098763938743,0.8435659882333452,0.47727769418549865,0.7306719276189756,0.5,0.5,0.5,0.5,1,0,1
1,24,1,0.47043769771825217,0.958744663455215,0.254490374903208,0.6202301923920154,0.5,0.5,0.5,0.5,1,0,0
1,25,-1,0.6515997866319068,0.9064340814349777,0.2648209898862347,0.9543471827991253,0.5,0.5,0.5,0.5,4,0,0
1,26,-1,0.8234122124706271,0.6146305896366974,0.0543615374054923,0.5501462529378839,0.5,0.5,0.5,0.5,4,0,0
1,27,1,0.8753903011705787,0.8116923737278552,0.05099442822668664,0.6617017639407444,0.5,0.5,0.5,0.5,4,0,0
1,28,-1,0.6867746408407438,0.8503742603522866,0.02403231747659679,0.8058360475052131,0.5,0.5,0.5,0.5,4,0,0
1,29,1,0.7504480305941577,0.9308882221581223,0.09167100958142153,0.9719760159218034,0.5,0.5,0.5,0.5,4,0,0
1,30,-1,0.7809653114332511,0.8618608063318057,0.1541987266087855,0.5627918929903916,0.5,0.5,0.5,0.5,4,0,0
1,31,-1,0.6090377956763496,0.8086609279429828,0.29274244901377444,0.7506697355852654,0.5,0.5,0.5,0.5,4,0,0
1,32,-1,0.7097587820239638,0.8439413096367084,0.1633038334938726,0.04354721229128518,0.5,0.5,0.5,0.5,4,0,0
1,33,1,0.12743130811898135,0.3178932102635498,0.8657297424837531,0.584233752209653,0.5,0.5,0.5,0.5,2,0,0
1,34,-1,0.45498136848713977,0.06276094055945446,0.6641747851072434,0.48929755392507385,0.5,0.5,0.5,0.5,2,0,0
1,35,-1,0.4868023285499764,0.3896012850865191,0.6485335991082982,0.48584432017327106,0.5,0.5,0.5,0.5,2,1,1
1,36,1,0.34523720510591155,0.4553645389071357,0.6992715647770756,0.8518141243992505,0.5,0.5,0.5,0.5,2,0,0
1,37,1,0.1286705362908887,0.42296833427246955,0.9680677518735115,0.1174286588490016,0.5,0.5,0.5,0.5,2,0,0
1,38,1,0.1705820462914997,0.24687253177367138,0.6263016086524916,0.060357659774525015,0.5,0.5,0.5,0.5,2,0,0
1,39,-1,0.35904874484818555,0.09919955448224249,0.9608686285766823,0.49223998943722425,0.5,0.5,0.5,0.5,2,0,0
1,40,1,0.3889967308273658,0.23337138399779403,0.753933496179447,0.42533747173523084,0.5,0.5,0.5,0.5,2,0,0
1,41,-1,0.857048198803452,0.45753489803074493,0.653050239500978,0.5286826409912336,0.5,0.5,0.5,0.5,3,0,1
1,42,1,0.8475158647492548,0.3524640603309368,0.9903540605224346,0.03698034661587023,0.5,0.5,0.5,0.5,3,0,0
