iSub,iSession,iTrial,invalid,noinfo,neck_value,head_value,leg_value,tail_value,neck_direct,head_direct,leg_direct,tail_direct,neck_indirect,head_indirect,leg_indirect,tail_indirect,text
8,1,252,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,头、脖子长，尾巴长。
8,1,253,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
8,1,254,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,四个部位均短。
8,1,255,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
8,1,256,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,1,257,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，腿长。
8,1,258,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,1,259,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，腿长。
8,1,260,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
8,1,261,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,腿长，尾巴长。
8,1,262,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,1,263,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,1,264,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
8,1,265,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,尾巴长，腿长。
8,1,266,0,0,3,NA,3,3,1,NA,1,1,NA,NA,NA,NA,脖子长，腿长，尾巴长。
8,1,267,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,四个部位均长。
8,1,268,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴短。
8,1,269,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,1,270,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,腿长，尾巴长。
8,1,271,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,1,272,0,0,NA,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,头长，尾巴长。
8,1,273,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,1,274,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴均短。
8,1,275,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴均短。
8,1,276,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,1,277,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,1,278,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,四个部位均短。
8,1,279,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,1,280,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,1,281,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴长。
8,1,282,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴短。
8,1,283,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,1,284,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴短。
8,1,285,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴均长。
8,1,286,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,尾巴、腿长。
8,1,287,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴均短。
8,1,288,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,1,289,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,1,290,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,1,291,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,1,292,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴均短。
8,1,293,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴均短。
8,1,294,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子、腿长。
8,1,295,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子、腿长。
8,1,296,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,腿长，尾巴长。
8,1,297,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴均短。
8,1,298,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,尾巴长，脖子长。
8,1,299,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,尾巴长，腿长。
8,1,300,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,1,301,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,1,302,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
8,1,303,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,脖子、尾巴长，腿长。
8,1,304,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，腿长。
8,1,305,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，腿长。
8,1,306,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿，尾巴长。
8,1,307,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，腿长。
8,1,308,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
8,1,309,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
8,1,310,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,1,311,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴短。
8,1,312,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴短。
8,1,313,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,1,314,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
8,1,315,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,1,316,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿最长。
8,1,317,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，腿长。
8,1,318,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,1,319,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,腿长，尾巴长。
8,1,320,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,1,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,脖子和腿较长。
8,2,2,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴都较短。
8,2,3,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴都较短。
8,2,4,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,5,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴都较短。
8,2,6,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,7,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴都较短。
8,2,8,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子、腿长。
8,2,9,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、尾巴长。
8,2,10,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,11,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
8,2,12,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
8,2,13,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子长。
8,2,14,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,腿长，脖子长。
8,2,15,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
8,2,16,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,17,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,18,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,19,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,尾巴长，腿长。
8,2,20,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴长。
8,2,21,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴短。
8,2,22,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,23,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
8,2,24,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
8,2,25,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴长。
8,2,26,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,27,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,28,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,29,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
8,2,30,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴长。
8,2,31,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴长。
8,2,32,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴短。
8,2,33,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，腿长。
8,2,34,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,尾巴长，腿长。
8,2,35,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
8,2,36,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,37,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,腿长，尾巴长。
8,2,38,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,39,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,40,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴短。
8,2,41,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,42,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,腿长，尾巴长。
8,2,43,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴短。
8,2,44,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,45,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、尾巴长。
8,2,46,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、尾巴长。
8,2,47,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,48,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴短。
8,2,49,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,50,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
8,2,51,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,52,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴短。
8,2,53,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,尾巴、腿长。
8,2,54,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,55,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
8,2,56,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,57,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,58,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,尾巴长，腿长。
8,2,59,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
8,2,60,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、尾巴长。
8,2,61,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,62,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴长。
8,2,63,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
8,2,64,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，腿长。
8,2,65,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,66,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,67,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，腿长。
8,2,68,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,69,0,0,3,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,脖子长，腿长。
8,2,70,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,71,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴短。
8,2,72,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,尾巴短。
8,2,73,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、尾巴长。
8,2,74,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,75,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,76,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、尾巴长。
8,2,77,0,0,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,脖子长。
8,2,78,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、尾巴长。
8,2,79,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、尾巴长。
8,2,80,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,脖子、腿、尾巴短。
8,2,81,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,82,0,0,NA,NA,3,3,NA,NA,1,1,NA,NA,NA,NA,尾巴长，腿长。
8,2,83,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
8,2,84,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,85,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,86,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,87,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,尾巴、腿短。
8,2,88,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,89,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,尾巴、腿短。
8,2,90,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,91,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,腿、尾巴短。
8,2,92,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、尾巴长。
8,2,93,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、尾巴长。
8,2,94,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,95,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,96,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,97,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,98,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,99,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,100,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
8,2,101,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,102,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,103,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,104,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,105,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,106,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
8,2,107,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,108,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,109,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,腿、尾巴短。
8,2,110,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
8,2,111,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,112,0,0,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,腿长。
8,2,113,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
8,2,114,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
8,2,115,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
8,2,116,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
8,2,117,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,118,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,119,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,腿、尾巴短。
8,2,120,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,121,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,脖子、尾巴长。
8,2,122,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,123,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,尾巴、腿短。
8,2,124,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,尾巴、腿短。
8,2,125,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,126,0,0,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,尾巴长。
8,2,127,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
8,2,128,0,0,3,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,脖子长，尾巴长。
