iSub,iSession,iTrial,text,invalid,noinfo,neck_value,head_value,leg_value,tail_value
13,1,1,腿比躯干短。,0,0,,,1.0,
13,1,2,腿比躯干短。,0,0,,,1.0,
13,1,3,腿比躯干短。,0,0,,,1.0,
13,1,4,腿比躯干长。,0,0,,,3.0,
13,1,5,腿比躯干短。,0,0,,,1.0,
13,1,6,头朝左。,0,1,,,,
13,1,7,尾巴比躯干长。,0,0,,,,3.0
13,1,8,头比躯干长。,0,0,,3.0,,
13,1,9,头比躯干短。,0,0,,1.0,,
13,1,10,头比躯干长。,0,0,,3.0,,
13,1,11,头比躯干短。,0,0,,1.0,,
13,1,12,头比躯干短。,0,0,,1.0,,
13,1,13,头比躯干长。,0,0,,3.0,,
13,1,14,头比躯干长。,0,0,,3.0,,
13,1,15,脖子比躯干长。,0,0,3.0,,,
13,1,16,脖子比躯干短。,0,0,1.0,,,
13,1,17,脖子比躯干短。,0,0,1.0,,,
13,1,18,尾巴比躯干短。,0,0,,,,1.0
13,1,19,尾巴比躯干短。,0,0,,,,1.0
13,1,20,头朝左。,0,1,,,,
13,1,21,腿比躯干长。,0,0,,,3.0,
13,1,22,头和尾巴一样长。,0,0,,3.0,,3.0
13,1,23,头和尾巴不一样长。,0,0,,3.0,,3.0
13,1,24,头和尾巴不一样长。,0,0,,3.0,,3.0
13,1,25,尾巴和脖子一样长。,0,0,3.0,,,3.0
13,1,26,尾巴和脖子不一样长。,0,0,3.0,,,3.0
13,1,27,尾巴和脖子不一样长。,0,0,3.0,,,3.0
13,1,28,脖子长。,0,0,3.0,,,
13,1,29,脖子短。,0,0,1.0,,,
13,1,30,腿最长。,0,0,,,3.0,
13,1,31,四个部位都比较短。,0,1,,,,
13,1,32,一个部位很长。,0,1,,,,
13,1,33,一个部位很长。,0,1,,,,
13,1,34,一个部位很短。,0,1,,,,
13,1,35,四个部位都中等长度。,0,1,,,,
13,1,36,一个部位很长。,0,1,,,,
13,1,37,一个部位很长。,0,1,,,,
13,1,38,一个部位很长。,0,1,,,,
13,1,39,一个部位很长。,0,1,,,,
13,1,40,四个部位都差不多。,0,1,,,,
13,1,41,四个部位都差不多。,0,1,,,,
13,1,42,四个部位都比较短。,0,1,,,,
13,1,43,一个部位很长。,0,1,,,,
13,1,44,一个部位很长。,0,1,,,,
13,1,45,四个部位都差不多。,0,1,,,,
13,1,46,一个部位很长。,0,1,,,,
13,1,47,四个部位都差不多。,0,1,,,,
13,1,48,一个部位很长。,0,1,,,,
13,1,49,腿最短。,0,0,,,1.0,
13,1,50,脖子最长。,0,0,3.0,,,
13,1,51,尾巴最长。,0,0,,,,3.0
13,1,52,四个部位都差不多。,0,1,,,,
13,1,53,尾巴和脖子一样长。,0,0,3.0,,,3.0
13,1,54,尾巴和脖子不一样长。,0,0,3.0,,,3.0
13,1,55,尾巴和脖子不一样长。,0,0,3.0,,,3.0
13,1,56,尾巴和脖子一样长。,0,0,3.0,,,3.0
13,1,57,尾巴和脖子不一样长。,0,0,3.0,,,3.0
13,1,58,尾巴和脖子不一样长。,0,0,3.0,,,3.0
13,1,59,有两个部位一样长。,0,1,,,,
13,1,60,有两个部位一样长。,0,1,,,,
13,1,61,有两个部位一样长。,0,1,,,,
13,1,62,有两个部位一样长。,0,1,,,,
13,1,63,没有两个部位一样长。,0,1,,,,
13,1,64,有两个部位一样长。,0,1,,,,
13,1,65,头短。,0,0,,1.0,,
13,1,66,有两个部位一样长。,0,1,,,,
13,1,67,没有两个部位一样长。,0,1,,,,
13,1,68,头低于尾巴。,0,1,,,,
13,1,69,头低于尾巴。,0,1,,,,
13,1,70,头等于尾巴。,0,1,,,,
13,1,71,头高于尾巴。,0,1,,,,
13,1,72,头低于尾巴。,0,1,,,,
13,1,73,头高于尾巴。,0,1,,,,
13,1,74,头低于尾巴。,0,1,,,,
13,1,75,头高于尾巴。,0,1,,,,
13,1,76,头低于尾巴。,0,1,,,,
13,1,77,头低于尾巴。,0,1,,,,
13,1,78,头等于尾巴。,0,1,,,,
13,1,79,头的高度和尾巴类似。,0,1,,,,
13,1,80,头低于尾巴。,0,1,,,,
13,1,81,头比腿短。,0,0,,1.0,3.0,
13,1,82,头比腿长。,0,0,,3.0,1.0,
13,1,83,头比腿短。,0,0,,1.0,3.0,
13,1,84,头比腿短。,0,0,,1.0,3.0,
13,1,85,头比腿长。,0,0,,3.0,1.0,
13,1,86,头比腿短。,0,0,,1.0,3.0,
13,1,87,头比腿短。,0,0,,1.0,3.0,
13,1,88,头比腿长。,0,0,,3.0,1.0,
13,1,89,头在腿之上。,0,1,,,,
13,1,90,头接近于腿的高度。,0,1,,,,
13,1,91,头在腿之上。,0,1,,,,
13,1,92,头在腿上。,0,1,,,,
13,1,93,头在腿上。,0,1,,,,
13,1,94,低头。,0,1,,,,
13,1,95,低头。,0,1,,,,
13,1,96,抬头。,0,1,,,,
13,1,97,低头。,0,1,,,,
13,1,98,低头。,0,1,,,,
13,1,99,腿短。,0,0,,,1.0,
13,1,100,腿短，低头。,0,0,,,1.0,
13,1,101,头在腿之上。,0,1,,,,
13,1,102,腿长。,0,0,,,3.0,
13,1,103,腿长。,0,0,,,3.0,
13,1,104,腿短。,0,0,,,1.0,
13,1,105,尾巴长。,0,0,,,,3.0
13,1,106,尾巴短。,0,0,,,,1.0
13,1,107,尾巴长。,0,0,,,,3.0
13,1,108,头在躯干之下。,0,1,,,,
13,1,109,头与躯干持平。,0,1,,,,
13,1,110,头在躯干之上。,0,1,,,,
13,1,111,头在躯干之下。,0,1,,,,
13,1,112,头在躯干之上。,0,1,,,,
13,1,113,头在躯干之上。,0,1,,,,
13,1,114,头在躯干之下。,0,1,,,,
