iSub,iSession,iTrial,text,invalid,noinfo,neck_value,head_value,leg_value,tail_value
23,1,59,腿比较长，尾巴比较长，脖子中等，头比较短。,0,0,2.0,1.0,3.0,3.0
23,1,60,腿比较长，脖子比较短，头中等，尾巴比较长。,0,0,1.0,2.0,3.0,3.0
23,1,61,腿比较短，脖子比较长，尾巴比较长，头比较短。,0,0,3.0,1.0,1.0,3.0
23,1,62,腿比较长，尾巴比较长，脖子、头比较短。,0,0,1.0,1.0,3.0,3.0
23,1,63,腿中等，脖子比较短，头中等，尾巴比较短。,0,0,1.0,2.0,2.0,1.0
23,1,64,腿比较短，脖子比较短，尾巴比较长，头比较短，头比脖子长。,0,0,1.0,3.0,1.0,3.0
23,1,65,腿中等，脖子中等，尾巴比较短，头中等。,0,0,2.0,2.0,2.0,1.0
23,1,66,腿比较长，脖子比较短，尾巴比较短，头中等。,0,0,1.0,2.0,3.0,1.0
23,1,67,腿比较短，脖子比较短，头和尾巴中等。,0,0,1.0,2.0,1.0,2.0
23,1,68,腿比较长，脖子中等，头和尾巴比较短。,0,0,2.0,1.0,3.0,1.0
23,1,69,腿比较短，脖子比较长，尾巴比较短，头中等。,0,0,3.0,2.0,1.0,1.0
23,1,70,腿比较长，脖子比较短，尾巴和头中等。,0,0,1.0,2.0,3.0,2.0
23,1,71,腿比较短，脖子比较短，尾巴比较长，头中等。,0,0,1.0,2.0,1.0,3.0
23,1,72,腿比较短，脖子中等，头尾巴比较长。,0,0,2.0,3.0,1.0,3.0
23,1,73,腿比较长，脖子比较短，头和尾巴中等。,0,0,1.0,2.0,3.0,2.0
23,1,74,腿比较短，尾巴中等，脖子中等，头中等。,0,0,2.0,2.0,1.0,2.0
23,1,75,腿比较短，脖子比较长，头比较短，尾巴比较长。,0,0,3.0,1.0,1.0,3.0
23,1,76,腿比较短，头特别长，脖子和尾巴比较短。,0,0,1.0,3.0,1.0,1.0
23,1,77,腿比较长，脖子中等，头和尾巴比较短。,0,0,2.0,1.0,3.0,1.0
23,1,78,腿比较长，脖子比较短，头比较长，尾巴比较长。,0,0,1.0,3.0,3.0,3.0
23,1,79,腿比较短，脖子比较长，头和尾巴比较短。,0,0,3.0,1.0,1.0,1.0
23,1,80,腿比较短，脖子比较长，头和尾巴比较短。,0,0,3.0,1.0,1.0,1.0
23,1,81,腿比较短，尾巴比较长，脖子比较长，头比较短。,0,0,3.0,1.0,1.0,3.0
23,1,82,腿比较长，脖子比较中等，头比较长，尾巴中等。,0,0,2.0,3.0,3.0,2.0
23,1,83,腿比较短，脖子中等，尾巴中等，头比较短。,0,0,2.0,1.0,1.0,2.0
23,1,84,腿比较长，脖子比较短，头比较短，尾巴中等。,0,0,1.0,1.0,3.0,2.0
23,1,85,腿比较短，尾巴比较短，脖子、头比较长。,0,0,3.0,3.0,1.0,1.0
23,1,86,腿比较长，脖子比较短，头比较中等，尾巴比较短。,0,0,1.0,2.0,3.0,1.0
23,1,87,腿比较短，尾巴比较短，脖子越短，头中等。,0,0,1.0,2.0,1.0,1.0
23,1,88,腿比较长，脖子比较长，头比较短，尾巴中等。,0,0,3.0,1.0,3.0,2.0
23,1,89,腿比较短，脖子比较短，头中等，尾巴中等。,0,0,1.0,2.0,1.0,2.0
23,1,90,腿比较短，脖子中等，尾巴较长，头比较短。,0,0,2.0,1.0,1.0,3.0
23,1,91,腿比较短，脖子比较短，头中等，尾巴中等。,0,0,1.0,2.0,1.0,2.0
23,1,92,腿比较长，脖子比较短，头、尾巴比较短。,0,0,1.0,1.0,3.0,1.0
23,1,93,腿比较短，尾巴比较短，脖子中等，头中等。,0,0,2.0,2.0,1.0,1.0
23,1,94,腿比较长，脖子比较长，头比较长，尾巴比较长。,0,0,3.0,3.0,3.0,3.0
23,1,95,腿比较短，尾巴比较短，脖子、头中等。,0,0,2.0,2.0,1.0,1.0
23,1,96,腿比较长，尾巴比较长，脖子中等，头比较短。,0,0,2.0,1.0,3.0,3.0
23,1,97,腿比较短，脖子中等，头中等，尾巴中等。,0,0,2.0,2.0,1.0,2.0
23,1,98,腿比较短，脖子比较短，头比较长，尾巴比较长。,0,0,1.0,3.0,1.0,3.0
23,1,99,腿比较长，尾巴比较长，脖子中等，头比较短。,0,0,2.0,1.0,3.0,3.0
23,1,100,腿比较短，尾巴比较长，脖子中等，头比较短。,0,0,2.0,1.0,1.0,3.0
23,1,101,腿比较短，尾巴比较短，脖子比较长，头比较短。,0,0,3.0,1.0,1.0,1.0
23,1,102,腿比较短，脖子中等，尾巴中等，头比较短。,0,0,2.0,1.0,1.0,2.0
23,1,103,腿比较长，脖子比较短，头比较短，尾巴比较短。,0,0,1.0,1.0,3.0,1.0
23,1,104,腿比较长，脖子、头中等，尾巴比较短。,0,0,2.0,2.0,3.0,1.0
23,1,105,腿比较长，脖子中等，头比较长，尾巴比较短。,0,0,2.0,3.0,3.0,1.0
23,1,106,腿比较短，尾巴中等，脖子中等，头比较短。,0,0,2.0,1.0,1.0,2.0
23,1,107,腿中等，尾巴比较长，脖子中等，头比较短。,0,0,2.0,1.0,2.0,3.0
23,1,108,腿比较短，脖子比较短，尾巴比较长，头比较长。,0,0,1.0,3.0,1.0,3.0
23,1,109,腿比较长，尾巴比较短，脖子中等，头比较长。,0,0,2.0,3.0,3.0,1.0
23,1,110,腿比较短，尾巴比较短，脖子、头比较长。,0,0,3.0,3.0,1.0,1.0
23,1,111,腿比较短，尾巴比较短，脖子比较长，头比较短。,0,0,3.0,1.0,1.0,1.0
23,1,112,腿比较长，脖子比较短，尾巴比较长，头中等。,0,0,1.0,2.0,3.0,3.0
23,1,113,腿比较短，尾巴比较短，脖子中等，头比较短。,0,0,2.0,1.0,1.0,1.0
23,1,114,腿中等，脖子比较短，尾巴中等，头中等。,0,0,1.0,2.0,2.0,2.0
23,1,115,腿比较短，尾巴比较短，脖子中等，头比较长。,0,0,2.0,3.0,1.0,1.0
23,1,116,腿比较短，脖子比较长，尾巴比较长，头比较短。,0,0,3.0,1.0,1.0,3.0
23,1,117,,1,0,,,,
23,1,118,腿比较短，脖子比较长，尾巴、头比较短。,0,0,3.0,1.0,1.0,1.0
23,1,119,腿比较长，脖子比较长，尾巴比较短，头比较短。,0,0,3.0,1.0,3.0,1.0
23,1,120,腿比较短，尾巴比较长，脖子、头中等。,0,0,2.0,2.0,1.0,3.0
23,1,121,腿比较短，尾巴比较长，脖子比较长，头比较短。,0,0,3.0,1.0,1.0,3.0
23,1,122,腿比较短，尾巴比较短，脖子比较短，头比较长。,0,0,1.0,3.0,1.0,1.0
23,1,123,腿比较短，头比较短，脖子中等，尾巴较长。,0,0,2.0,1.0,1.0,3.0
23,1,124,腿比较长，头比较短，脖子中等，尾巴比较长。,0,0,2.0,1.0,3.0,3.0
23,1,125,腿比较短，头中等，脖子比较短，尾巴中等。,0,0,1.0,2.0,1.0,2.0
23,1,126,腿比较长，尾巴比较长，脖子比较长，头比较短。,0,0,3.0,1.0,3.0,3.0
23,1,127,腿比较长，尾巴比较短，脖子中等，头比较短。,0,0,2.0,1.0,3.0,1.0
23,1,128,腿比较短，头、脖子、尾巴都比较短。,0,0,1.0,1.0,1.0,1.0
23,1,129,腿比较短，脖子比较短。,0,0,1.0,,1.0,
23,1,130,腿比较长，尾巴比较长，脖子比较短，头比较短。,0,0,1.0,1.0,3.0,3.0
23,1,131,腿比较短，尾巴比较长，脖子比较中等，头比较短。,0,0,2.0,1.0,1.0,3.0
23,1,132,腿比较长，尾巴比较长，脖子比较短，头中等。,0,0,1.0,2.0,3.0,3.0
23,1,133,腿比较长，头比较长，尾巴比较长，脖子比较短。,0,0,1.0,3.0,3.0,3.0
23,1,134,腿比较短，脖子比较长，尾巴比较短。,0,0,3.0,,1.0,1.0
23,1,135,腿中等，头、脖子、尾巴都比较长。,0,0,3.0,3.0,2.0,3.0
23,1,136,腿比较短，尾巴比较短。,0,0,,,1.0,1.0
23,1,137,腿比较长，尾巴比较长，头比较短。,0,0,,1.0,3.0,3.0
23,1,138,腿比较长，脖子比较短。,0,0,1.0,,3.0,
23,1,139,腿比较长，尾巴、脖子、头都中等。,0,0,2.0,2.0,3.0,2.0
23,1,140,腿比较长，脖子比较短。,0,0,1.0,,3.0,
23,1,141,腿比较短，尾巴比较长，脖子中等，头比较短。,0,0,2.0,1.0,1.0,3.0
23,1,142,腿比较长，脖子比较短。,0,0,1.0,,3.0,
23,1,143,腿比较短，头比较短，尾巴比较长。,0,0,,1.0,1.0,3.0
23,1,144,腿比较长，尾巴比较短。,0,0,,,3.0,1.0
23,1,145,腿比较短，头比较长，尾巴比较短。,0,0,,3.0,1.0,1.0
23,1,146,腿比较短，尾巴比较短。,0,0,,,1.0,1.0
23,1,147,腿比较短，脖子比较短。,0,0,1.0,,1.0,
23,1,148,腿比较长，尾巴比较短。,0,0,,,3.0,1.0
23,1,149,腿比较长，尾巴比较长，头比较短。,0,0,,1.0,3.0,3.0
23,1,150,腿比较长，尾巴比较长。,0,0,,,3.0,3.0
23,1,151,腿比较长，尾巴比较长，头比较短。,0,0,,1.0,3.0,3.0
23,1,152,腿比较短，尾巴比较短，头比较长。,0,0,,3.0,1.0,1.0
23,1,153,腿比较短，尾巴比较长，脖子比较短。,0,0,1.0,,1.0,3.0
23,1,154,腿比较长，尾巴比较长，头比较长。,0,0,,3.0,3.0,3.0
23,1,155,腿比较短，尾巴比较长，头比较短。,0,0,,1.0,1.0,3.0
23,1,156,腿比较短，尾巴比较长，头比较长。,0,0,,3.0,1.0,3.0
23,1,157,腿比较长，尾巴中等，脖子中等。,0,0,2.0,,3.0,2.0
23,1,158,腿比较短，尾巴比较短，头比较长。,0,0,,3.0,1.0,1.0
23,1,159,腿比较短，脖子比较短。,0,0,1.0,,1.0,
23,1,160,腿比较短，脖子比较短。,0,0,1.0,,1.0,
23,1,161,腿比较长，脖子、尾巴比较短。,0,0,1.0,,3.0,1.0
23,1,162,腿比较短，脖子比较长。,0,0,3.0,,1.0,
23,1,163,腿比较短，脖子比较长。,0,0,3.0,,1.0,
23,1,164,腿比较长，尾巴比较短，头比较短。,0,0,,1.0,3.0,1.0
23,1,165,腿比较长，尾巴比较短。,0,0,,,3.0,1.0
23,1,166,腿比较短，尾巴比较长，脖子比较长，头中等。,0,0,3.0,2.0,1.0,3.0
23,1,167,腿比较短，尾巴中等，脖子、头中等。,0,0,2.0,2.0,1.0,2.0
23,1,168,腿比较长，尾巴比较长，脖子、头中等。,0,0,2.0,2.0,3.0,3.0
23,1,169,腿比较长，尾巴中等，头、脖子比较长。,0,0,3.0,3.0,3.0,2.0
23,1,170,腿比较长。,0,0,,,3.0,
23,1,171,腿比较短，脖子比较短。,0,0,1.0,,1.0,
23,1,172,腿比较短，脖子比较短。,0,0,1.0,,1.0,
23,1,173,腿比较长，尾巴比较长，头比较短。,0,0,,1.0,3.0,3.0
23,1,174,腿比较短，尾巴比较短，脖子中等，头比较长。,0,0,2.0,3.0,1.0,1.0
23,1,175,头比较短，脖子比较长，腿比较短。,0,0,3.0,1.0,1.0,
23,1,176,腿比较短，头比较短。,0,0,,1.0,1.0,
23,1,177,腿比较长，脖子、头比较长。,0,0,3.0,3.0,3.0,
23,1,178,腿比较短，尾巴、脖子比较长，头比较短。,0,0,3.0,1.0,1.0,3.0
23,1,179,腿比较短，头比较短。,0,0,,1.0,1.0,
23,1,180,腿比较长，脖子比较短。,0,0,1.0,,3.0,
23,1,181,腿比较长，头比较长。,0,0,,3.0,3.0,
23,1,182,腿比较长，头比较短，尾巴比较长。,0,0,,1.0,3.0,3.0
23,1,183,腿比较长。,0,0,,,3.0,
23,1,184,腿比较长，尾巴比较长。,0,0,,,3.0,3.0
23,1,185,腿比较短，脖子比较短。,0,0,1.0,,1.0,
23,1,186,腿比较短，尾巴比较短。,0,0,,,1.0,1.0
23,1,187,腿比较短，尾巴特别短。,0,0,,,1.0,1.0
23,1,188,腿比较长，头比较短。,0,0,,1.0,3.0,
23,1,189,腿比较短，尾巴、脖子、头比较长。,0,0,3.0,3.0,1.0,3.0
23,1,190,腿比较短，尾巴比较长，脖子比较短。,0,0,1.0,,1.0,3.0
23,1,191,腿比较短，脖子比较长。,0,0,3.0,,1.0,
23,1,192,腿比较长，脖子比较短，尾巴比较长。,0,0,1.0,,3.0,3.0
23,1,193,腿比较短，尾巴比较短，脖子比较短，头比较长。,0,0,1.0,3.0,1.0,1.0
23,1,194,腿比较长，尾巴比较长，脖子比较长，头比较长。,0,0,3.0,3.0,3.0,3.0
23,1,195,腿比较短，脖子比较短。,0,0,1.0,,1.0,
23,1,196,腿比较长，尾巴比较短，脖子比较短，头比较短。,0,0,1.0,1.0,3.0,1.0
23,1,197,腿比较短，尾巴比较短，脖子比较短，头比较短。,0,0,1.0,1.0,1.0,1.0
23,1,198,腿比较长，脖子比较长，头比较长，尾巴比较长。,0,0,3.0,3.0,3.0,3.0
23,1,199,腿比较长，头比较短，脖子比较长，尾巴比较长。,0,0,3.0,1.0,3.0,3.0
23,1,200,腿比较长，尾巴比较长，脖子比较长，头比较长。,0,0,3.0,3.0,3.0,3.0
23,1,201,腿比较短，尾巴比较短，脖子比较短，头比较长。,0,0,1.0,3.0,1.0,1.0
23,1,202,腿比较短，尾巴比较长，脖子长，头长。,0,0,3.0,3.0,1.0,3.0
23,1,203,腿比较短，尾巴比较短，脖子比较短，头比较长。,0,0,1.0,3.0,1.0,1.0
23,1,204,腿比较长，尾巴中等，脖子、头比较长。,0,0,3.0,3.0,3.0,2.0
23,1,205,腿中等，尾巴长，脖子长，头长。,0,0,3.0,3.0,2.0,3.0
23,1,206,腿比较短，脖子长，尾巴短，头短。,0,0,3.0,1.0,1.0,1.0
23,1,207,腿长，脖子长，尾巴短，头短。,0,0,3.0,1.0,3.0,1.0
23,1,208,腿长，尾巴长，脖子长，头长。,0,0,3.0,3.0,3.0,3.0
23,1,209,腿短，尾巴短，头短，脖子长。,0,0,3.0,1.0,1.0,1.0
23,1,210,腿短，脖子短，头长。,0,0,1.0,3.0,1.0,
23,1,211,腿长，头长，脖子短，腿短。,0,0,1.0,3.0,1.0,
23,1,212,腿长，脖子短，头长，尾巴长。,0,0,1.0,3.0,3.0,3.0
23,1,213,腿短，尾巴长，脖子长，头短。,0,0,3.0,1.0,1.0,3.0
23,1,214,腿短，头长，脖子长，尾巴长。,0,0,3.0,3.0,1.0,3.0
23,1,215,腿短，脖子长，头长，尾巴长。,0,0,3.0,3.0,1.0,3.0
23,1,216,腿短，尾巴长，脖子长，头长。,0,0,3.0,3.0,1.0,3.0
23,1,217,腿长，头长，脖子长，尾巴短。,0,0,3.0,3.0,3.0,1.0
23,1,218,腿短，头长，脖子长，尾巴长。,0,0,3.0,3.0,1.0,3.0
23,1,219,腿短，头短，脖子长，尾巴短。,0,0,3.0,1.0,1.0,1.0
23,1,220,腿长，头长，尾巴长，脖子短。,0,0,1.0,3.0,3.0,3.0
23,1,221,腿长，头长，脖子短，尾巴短。,0,0,1.0,3.0,3.0,1.0
23,1,222,腿短，头长，脖子短，尾巴长。,0,0,1.0,3.0,1.0,3.0
23,1,223,腿长，头中等，脖子短，尾巴短。,0,0,1.0,2.0,3.0,1.0
23,1,224,腿短，尾巴长，头短，脖子长。,0,0,3.0,1.0,1.0,3.0
23,1,225,腿短，头长，脖子短，尾巴长。,0,0,1.0,3.0,1.0,3.0
23,1,226,腿长，头长，脖子长，尾巴短。,0,0,3.0,3.0,3.0,1.0
23,1,227,腿长，头长，脖子长，尾巴短。,0,0,3.0,3.0,3.0,1.0
23,1,228,腿短，头长，脖子长，尾巴长。,0,0,3.0,3.0,1.0,3.0
23,1,229,腿长，尾巴长，脖子长，头长。,0,0,3.0,3.0,3.0,3.0
23,1,230,腿短，头长，脖子长，尾巴长。,0,0,3.0,3.0,1.0,3.0
23,1,231,腿长，脖子短，头短。,0,0,1.0,1.0,3.0,
23,1,232,腿长，尾巴长，头短，脖子短。,0,0,1.0,1.0,3.0,3.0
23,1,233,腿长，尾巴长，脖子短，头短。,0,0,1.0,1.0,3.0,3.0
23,1,234,腿短，头长，尾巴短，脖子短。,0,0,1.0,3.0,1.0,1.0
23,1,235,腿长，尾巴长，脖子短，头短。,0,0,1.0,1.0,3.0,3.0
23,1,236,腿短，尾巴长，脖子短，头短。,0,0,1.0,1.0,1.0,3.0
23,1,237,腿短，尾巴短，脖子长，头长。,0,0,3.0,3.0,1.0,1.0
23,1,238,腿短，头长，脖子短，尾巴短。,0,0,1.0,3.0,1.0,1.0
23,1,239,腿短，其余三个皆长。,0,0,3.0,3.0,1.0,3.0
23,1,240,腿长，脖子短，头长，尾巴短。,0,0,1.0,3.0,3.0,1.0
23,1,241,腿长，头长，脖子短，尾巴长。,0,0,1.0,3.0,3.0,3.0
23,1,242,腿长，头长，脖子长，尾巴长。,0,0,3.0,3.0,3.0,3.0
23,1,243,腿短，头长，脖子长，尾巴短。,0,0,3.0,3.0,1.0,1.0
23,1,244,腿长，脖子长，尾巴长，头短。,0,0,3.0,1.0,3.0,3.0
23,1,245,腿短，尾巴长，脖子长，头短。,0,0,3.0,1.0,1.0,3.0
23,1,246,腿长，脖子长，其余短。,0,0,3.0,1.0,3.0,1.0
23,1,247,腿长，尾巴短，其余两者皆长。,0,0,3.0,3.0,3.0,1.0
23,1,248,腿长，尾巴短，脖子长，头长。,0,0,3.0,3.0,3.0,1.0
23,1,249,腿短，尾巴长，脖子短，头短。,0,0,1.0,1.0,1.0,3.0
23,1,250,腿短，尾巴长，脖子短，头短。,0,0,1.0,1.0,1.0,3.0
23,1,251,腿短，尾巴短，脖子长，头短。,0,0,3.0,1.0,1.0,1.0
23,1,252,腿短，尾巴长，脖子长，头短。,0,0,3.0,1.0,1.0,3.0
23,1,253,腿特别短，头长，脖子短，尾巴短。,0,0,1.0,3.0,1.0,1.0
23,1,254,腿短，尾巴短，脖子长，头长。,0,0,3.0,3.0,1.0,1.0
23,1,255,腿短，尾巴短，脖子短，头长。,0,0,1.0,3.0,1.0,1.0
23,1,256,腿短，尾巴长，脖子中等，头长。,0,0,2.0,3.0,1.0,3.0
23,1,257,腿短，尾巴长，脖子长，头长。,0,0,3.0,3.0,1.0,3.0
23,1,258,腿长，尾巴短，脖子短，头长。,0,0,1.0,3.0,3.0,1.0
23,1,259,腿短，尾巴长，脖子短，头长。,0,0,1.0,3.0,1.0,3.0
23,1,260,腿长，尾巴长，脖子长，头短。,0,0,3.0,1.0,3.0,3.0
23,1,261,腿短，尾巴短，脖子短，头短。,0,0,1.0,1.0,1.0,1.0
23,1,262,腿长，尾巴长，脖子长，头短。,0,0,3.0,1.0,3.0,3.0
23,1,263,腿长，尾巴长，脖子长，头长。,0,0,3.0,3.0,3.0,3.0
23,1,264,腿长，尾巴长，脖子短，头长。,0,0,1.0,3.0,3.0,3.0
23,1,265,腿短，尾巴长，脖子短，头短。,0,0,1.0,1.0,1.0,3.0
23,1,266,腿短，尾巴短，脖子长，头长。,0,0,3.0,3.0,1.0,1.0
23,1,267,腿长，尾巴长，脖子短，头短。,0,0,1.0,1.0,3.0,3.0
23,1,268,腿短，尾巴长，脖子长，头短。,0,0,3.0,1.0,1.0,3.0
23,1,269,腿长，尾巴短，脖子长，头长。,0,0,3.0,3.0,3.0,1.0
23,1,270,腿长，尾巴长，脖子长，头长。,0,0,3.0,3.0,3.0,3.0
23,1,271,腿长，尾巴短，脖子短，头长。,0,0,1.0,3.0,3.0,1.0
23,1,272,腿短，尾巴短，脖子短，头长。,0,0,1.0,3.0,1.0,1.0
23,1,273,腿短，尾巴长，脖子短，头长。,0,0,1.0,3.0,1.0,3.0
23,1,274,腿短，尾巴长，脖子长，头短。,0,0,3.0,1.0,1.0,3.0
23,1,275,腿长，尾巴短，脖子长，头长。,0,0,3.0,3.0,3.0,1.0
23,1,276,腿长，尾巴短，脖子长，头短。,0,0,3.0,1.0,3.0,1.0
23,1,277,腿长，尾巴长，脖子短，头长。,0,0,1.0,3.0,3.0,3.0
23,1,278,腿短，尾巴长，脖子长，头短。,0,0,3.0,1.0,1.0,3.0
23,1,279,腿长，尾巴短，脖子短，头长。,0,0,1.0,3.0,3.0,1.0
23,1,280,腿短，尾巴长，脖子长，头长。,0,0,3.0,3.0,1.0,3.0
23,1,281,腿长，尾巴短，脖子长，头短。,0,0,3.0,1.0,3.0,1.0
23,1,282,腿短，尾巴长，脖子短，头长。,0,0,1.0,3.0,1.0,3.0
23,1,283,腿短，尾巴长，脖子短，头长。,0,0,1.0,3.0,1.0,3.0
23,1,284,腿长，尾巴长，脖子短，头长。,0,0,1.0,3.0,3.0,3.0
23,1,285,腿短，尾巴短，脖子短，头长。,0,0,1.0,3.0,1.0,1.0
23,1,286,腿短，尾巴短，脖子短，头长。,0,0,1.0,3.0,1.0,1.0
23,1,287,腿短，尾巴短，脖子长，头长。,0,0,3.0,3.0,1.0,1.0
23,1,288,腿短，尾巴短，脖子长，头长。,0,0,3.0,3.0,1.0,1.0
23,1,289,腿长，尾巴长，脖子短，头长。,0,0,1.0,3.0,3.0,3.0
23,1,290,腿短，尾巴短，脖子长，头短。,0,0,3.0,1.0,1.0,1.0
23,1,291,腿短，尾巴短，脖子短，头短。,0,0,1.0,1.0,1.0,1.0
23,1,292,腿短，尾巴短，脖子长，头长。,0,0,3.0,3.0,1.0,1.0
23,1,293,腿长，尾巴短，脖子长，头短。,0,0,3.0,1.0,3.0,1.0
23,1,294,腿长，尾巴短，脖子短，头短。,0,0,1.0,1.0,3.0,1.0
23,1,295,腿长，尾巴长，脖子长，头长。,0,0,3.0,3.0,3.0,3.0
23,1,296,腿长，尾巴短，脖子短，头长。,0,0,1.0,3.0,3.0,1.0
23,1,297,腿短，尾巴长，脖子长，头短。,0,0,3.0,1.0,1.0,3.0
23,1,298,腿长，尾巴长，脖子长，头短。,0,0,3.0,1.0,3.0,3.0
23,1,299,腿长，尾巴长，脖子长，头短。,0,0,3.0,1.0,3.0,3.0
23,1,300,腿长，尾巴短，脖子短，头长。,0,0,1.0,3.0,3.0,1.0
23,1,301,腿短，尾巴长，脖子长，头短。,0,0,3.0,1.0,1.0,3.0
23,1,302,腿长，尾巴长，脖子长，头长。,0,0,3.0,3.0,3.0,3.0
23,1,303,腿短，尾巴短，脖子长，头长。,0,0,3.0,3.0,1.0,1.0
23,1,304,腿长，尾巴短，脖子长，头短。,0,0,3.0,1.0,3.0,1.0
23,1,305,腿长，尾巴短，脖子长，头长。,0,0,3.0,3.0,3.0,1.0
23,1,306,腿短，尾巴短，脖子短，头长。,0,0,1.0,3.0,1.0,1.0
