iSub,iSession,iTrial,text,invalid,noinfo,neck_value,head_value,leg_value,tail_value
1,1,20,脖子比腿长。,0,0,3.0,,1,
1,1,21,脖子较短，腿长，腿比脖子长。,0,0,1.0,,3,
1,1,22,腿较短，脖子较长，脖子比腿长。,0,0,3.0,,1,
1,1,23,脖子较长，腿很长，腿比脖子更长。,0,0,1.0,,3,
1,1,24,脖子长，腿短，脖子比腿长很多。,0,0,3.0,,1,
1,1,25,脖子长度适中，腿较长，腿比脖子长。,0,0,1.0,,3,
1,1,26,腿和脖子差不多长，头部较长。,0,0,3.0,3.0,3,
1,1,27,腿长，脖子短，腿比脖子长很多，头较长。,0,0,1.0,3.0,3,
1,1,28,头、脖子、腿都比较长，尾巴较短，脖子和腿差不多长。,0,0,3.0,3.0,3,1.0
1,1,29,腿短，脖子长。,0,0,3.0,,1,
1,1,30,脖子和腿长度适中，头短，尾巴短。,0,0,2.0,1.0,2,1.0
1,1,31,脖子比腿长。,0,0,3.0,,1,
1,1,32,脖子和腿都比较长，脖子和腿差不多长，头比较短。,0,0,3.0,1.0,3,
1,1,33,头长，脖子长，腿长，尾巴较短，脖子和腿长度差不多。,0,0,3.0,3.0,3,1.0
1,1,34,头长，脖子短，腿较长，尾巴长，头和尾巴都很长，但脖子比腿要短一些。,0,0,1.0,3.0,3,3.0
1,1,35,脖子和腿较长，脖子比腿稍长一些，头和尾巴较短。,0,0,3.0,1.0,1,1.0
1,1,36,头长，脖子长，腿长，尾巴短。,0,0,3.0,3.0,3,1.0
1,1,37,头较长，脖子较短，腿长，尾巴较短，腿比脖子长很多。,0,0,1.0,3.0,3,1.0
1,1,38,头短，脖子较短，腿较长，尾巴短，腿比脖子长很多。,0,0,1.0,1.0,3,1.0
1,1,39,头短，脖子较短，腿较短，尾巴短，整体看起来比较短小。,0,0,1.0,1.0,1,1.0
1,1,40,头长，脖子长，腿较长，尾巴长，脖子比腿长一点，头和脖子占的比重比较大。,0,0,3.0,3.0,1,3.0
1,1,41,头短，脖子长度适中，腿长度适中，尾巴较短，脖子比腿长一点。,0,0,3.0,1.0,1,1.0
1,1,42,头长，脖子长，腿长，尾巴短，头和脖子的比重比较大，脖子比腿长一点。,0,0,3.0,3.0,1,1.0
1,1,43,头长，脖子短，腿短，尾巴较短，整体看起来比较短小。,0,0,1.0,3.0,1,1.0
1,1,44,头短，脖子长，腿长，尾巴短，腿很长。,0,0,3.0,1.0,3,1.0
1,1,45,头长，脖子长度适中，腿长度适中，尾巴短。,0,0,2.0,3.0,2,1.0
1,1,46,腿很长，腿比脖子长。,0,0,1.0,,3,
1,1,47,腿短，脖子较长。,0,0,3.0,,1,
1,1,48,头长，脖子短，腿短，尾巴短，脖子和腿的长度差不多，头比其他的部位要长很多。,0,0,1.0,3.0,1,1.0
1,1,49,头和尾巴比较短，脖子较长，腿较长，脖子比腿要长一点。,0,0,3.0,1.0,1,1.0
1,1,50,头短，脖子较长，腿较长，尾巴较短，整体看起来比较修长。,0,0,3.0,1.0,3,1.0
1,1,51,头长度适中，脖子短，腿短，尾巴较短，整体看起来比较短小。,0,0,1.0,2.0,1,1.0
1,1,52,腿很短。,0,0,,,1,
1,1,53,腿很长。,0,0,,,3,
1,1,54,腿比较短。,0,0,,,1,
1,1,55,腿比较短，脖子和头都很长。,0,0,3.0,3.0,1,
1,1,56,腿很短，脖子和头都很长。,0,0,3.0,3.0,1,
1,1,57,腿很长，头和脖子比较长。,0,0,3.0,3.0,3,
1,1,58,腿长度适中，头和脖子比较长，尾巴长度适中，在整体比例中腿显得比较短。,0,0,3.0,3.0,1,2.0
1,1,59,腿很长。,0,0,,,3,
1,1,60,腿很短。,0,0,,,1,
1,1,61,腿短，头很长。,0,0,,3.0,1,
1,1,62,腿比较短。,0,0,,,1,
1,1,63,腿非常短，其他部位都很长。,0,0,3.0,3.0,1,3.0
1,1,64,腿很短。,0,0,,,1,
1,1,65,腿比较长，但跟其他部分比又不算是特别长。,0,0,3.0,3.0,3,3.0
1,1,66,腿很短，几乎所有部位都很短。,0,0,,,1,
1,1,67,腿很短。,0,0,,,1,
1,1,68,腿短。,0,0,,,1,
1,1,69,腿长。,0,0,,,3,
1,1,70,腿长。,0,0,,,3,
1,1,71,腿比较长。,0,0,,,3,
1,1,72,腿比较短。,0,0,,,1,
1,1,73,腿长度适中，和脖子相比比较短。,0,0,1.0,,2,
1,1,74,腿很长。,0,0,,,3,
1,1,75,腿很长。,0,0,,,3,
1,1,76,腿比较短。,0,0,,,1,
1,1,77,腿很短。,0,0,,,1,
1,1,78,腿很长。,0,0,,,3,
1,1,79,腿很长。,0,0,,,3,
1,1,80,腿比较短。,0,0,,,1,
1,1,81,腿比较短。,0,0,,,1,
1,1,82,腿比较短。,0,0,,,1,
1,1,83,腿长。,0,0,,,3,
1,1,84,腿长。,0,0,,,3,
1,1,85,腿很长。,0,0,,,3,
1,1,86,腿长。,0,0,,,3,
1,1,87,腿很短。,0,0,,,1,
1,1,88,腿比较短。,0,0,,,1,
1,1,89,腿长度适中，和脖子比起来腿较短。,0,0,1.0,,3,
1,1,90,腿较长。,0,0,,,3,
1,1,91,腿很短。,0,0,,,1,
1,1,92,腿非常短，几乎是最短。,0,0,,,1,
1,1,93,腿很长，基本是最长。,0,0,,,3,
1,1,94,腿比较短。,0,0,,,1,
1,1,95,腿非常短，基本是最短。,0,0,,,1,
1,1,96,腿很长。,0,0,,,3,
1,1,97,腿很短。,0,0,,,1,
1,1,98,腿很长。,0,0,,,3,
1,1,99,腿很短。,0,0,,,1,
1,1,100,腿很长。,0,0,,,3,
1,1,101,腿很长，基本是最长。,0,0,,,3,
1,1,102,腿长度适中，脖子比腿更长，整体很修长。,0,0,3.0,,1,
1,1,103,腿很短。,0,0,,,1,
1,1,104,腿比较短。,0,0,,,1,
1,1,105,腿非常长。,0,0,,,3,
1,1,106,腿非常短。,0,0,,,1,
1,1,107,腿比较长。,0,0,,,3,
1,1,108,腿很长。,0,0,,,3,
1,1,109,腿非常短，几乎是最短。,0,0,,,1,
1,1,110,腿比较长，脖子也比较长。,0,0,3.0,,3,
1,1,111,腿很长。,0,0,,,3,
1,1,112,腿比较短，脖子短，头很长。,0,0,1.0,3.0,1,
1,1,113,腿比较短。,0,0,,,1,
1,1,114,腿很短，几乎是最短。,0,0,,,1,
1,1,115,腿比较长，头和脖子也比较长。,0,0,3.0,3.0,3,
1,1,116,腿比较长，头短，脖子短。,0,0,1.0,1.0,3,
1,1,117,腿比较短。,0,0,,,1,
1,1,118,腿短。,0,0,,,1,
1,1,119,腿很短。,0,0,,,1,
1,1,120,腿很长。,0,0,,,3,
1,1,121,腿非常长，基本是最长。,0,0,,,3,
1,1,122,头长，脖子长，腿也比较长。,0,0,3.0,3.0,3,
1,1,123,腿比较短。,0,0,,,1,
1,1,124,腿很长。,0,0,,,3,
1,1,125,腿很长。,0,0,,,3,
1,1,126,腿很短。,0,0,,,1,
1,1,127,腿比较长。,0,0,,,3,
1,1,128,腿很短。,0,0,,,1,
