iSession,stiID,body_ori,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,category,ambigous1,ambigous2
1,1,-1,0.3361943676440207,0.2503332235475675,0.16579095783663939,0.766645034733203,0.5,0.5,0.5,0.5,1,0,0
1,2,1,0.4183507367443124,0.03399860237143877,0.4496826588042965,0.23290675021791116,0.5,0.5,0.5,0.5,1,0,0
1,3,-1,0.524421523850409,0.14770142944649842,0.4155067304907797,0.08614341533706281,0.5,0.5,0.5,0.5,1,1,1
1,4,1,0.3225973298950386,0.33805659808866867,0.02972716603145303,0.9805473023311624,0.5,0.5,0.5,0.5,1,0,0
1,5,1,0.36272183115410367,0.1386670934068086,0.06575109587576108,0.1769744815589688,0.5,0.5,0.5,0.5,1,0,0
1,6,1,0.26257244547655223,0.3291986834562343,0.2702067887811577,0.3258162303893831,0.5,0.5,0.5,0.5,1,0,0
1,7,1,0.5109613691087969,0.3714398850324674,0.3237616115297754,0.8671161853733906,0.5,0.5,0.5,0.5,1,1,1
1,8,1,0.4578402764904071,0.14868396265413134,0.3131685654689197,0.8771298576189143,0.5,0.5,0.5,0.5,1,0,0
1,9,1,0.9533479064477866,0.15680147807986378,0.3676953951820037,1.0047892167552759,0.5,0.5,0.5,0.5,3,0,0
1,10,-1,0.5260386894188849,0.27938785636247304,0.18132326114245206,0.7529450791173282,0.5,0.5,0.5,0.5,3,1,1
1,11,-1,0.9272535479252415,0.32903454136731536,0.033817325249993035,0.6820068622060925,0.5,0.5,0.5,0.5,3,0,0
1,12,1,0.9619901242292066,0.43679268960905654,0.1171022089586011,0.38222046384366054,0.5,0.5,0.5,0.5,3,0,0
1,13,1,0.7133483914174183,0.08318257211798033,0.008590743313400363,0.03570061777587179,0.5,0.5,0.5,0.5,3,0,0
1,14,-1,0.7319333815618424,0.2995043072997553,0.2723484407488885,0.3778896180194913,0.5,0.5,0.5,0.5,3,0,0
1,15,1,0.9186166484113993,0.4583507232310075,0.468159281214948,0.46073817144247253,0.5,0.5,0.5,0.5,3,0,1
1,16,1,0.6598788957526455,0.3515782902684943,0.3388163769390081,0.7136445544565659,0.5,0.5,0.5,0.5,3,0,0
1,17,1,0.3715941071763497,0.7992871989816502,0.15333714118817807,0.2091446497430912,0.5,0.5,0.5,0.5,1,0,0
1,18,1,0.43761099526169683,0.4848510281478674,0.16310376914363697,0.7225138447421975,0.5,0.5,0.5,0.5,1,0,1
1,19,-1,0.41247252409036755,0.5314071345273653,0.49631377171405927,0.7048825708812632,0.5,0.5,0.5,0.5,1,0,1
1,20,1,0.005522684520267797,0.7432181614061735,0.31444214187784225,0.9048877042244686,0.5,0.5,0.5,0.5,1,0,0
1,21,1,0.4013043637417124,0.507148082757378,0.037806768643258756,0.6610776179146592,0.5,0.5,0.5,0.5,1,0,1
1,22,1,0.12749001443486022,0.7871197243619172,0.02741388099330839,0.5831680997413905,0.5,0.5,0.5,0.5,1,0,0
1,23,-1,0.5223608277440283,0.5327415800238811,0.32523022025631515,0.9352326330065295,0.5,0.5,0.5,0.5,1,1,1
1,24,-1,0.11595131157390381,0.7258105928067395,0.47658791585003635,0.8036977529699811,0.5,0.5,0.5,0.5,1,0,1
1,25,-1,0.7129620528829266,0.865074874482018,0.21179153148477753,0.209338733418098,0.5,0.5,0.5,0.5,4,0,0
1,26,1,1.0018648634247527,0.5661856920878673,0.12455349932083751,1.0098625756615571,0.5,0.5,0.5,0.5,4,0,0
1,27,1,0.5077393163442789,0.7291046212929471,0.07770868745131758,0.5293264213413486,0.5,0.5,0.5,0.5,4,1,1
1,28,1,0.799530466934558,0.5650876251499207,0.23576036296423233,0.4714687950623815,0.5,0.5,0.5,0.5,4,0,1
1,29,-1,0.6455027401007423,0.8743537973404212,0.11930525583746245,0.40692814436773544,0.5,0.5,0.5,0.5,4,0,0
1,30,1,0.9337208677208554,0.8069241105605784,0.44549225872375137,0.671769390525788,0.5,0.5,0.5,0.5,4,0,0
