iSession,stiID,body_ori,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,category,ambigous1,ambigous2
1,1,1,0.06991468373960726,0.15016639231286077,0.0527258878899629,0.8495545656556204,0.5,0.5,0.5,0.5,1,0,0
1,2,1,0.08646352137563378,0.5087488232801424,0.37747152206394824,0.9813808345156579,0.5,0.5,0.5,0.5,1,0,1
1,3,-1,0.11849961065558262,0.4124322765358186,0.40704991373099736,0.17186285769129148,0.5,0.5,0.5,0.5,1,0,0
1,4,1,0.15636626465270623,0.1376910515693647,0.10756337126506793,0.04799469720282464,0.5,0.5,0.5,0.5,1,0,0
1,5,-1,0.1968037324568746,0.3033639594292595,0.0699077687045934,1.0025346499508885,0.5,0.5,0.5,0.5,1,0,0
1,6,1,0.42184502744279057,0.2746412932261903,0.34278154358475604,0.7570719976509439,0.5,0.5,0.5,0.5,1,0,0
1,7,1,0.174603890282403,0.3773828800799451,0.398937160603056,0.8281474971448768,0.5,0.5,0.5,0.5,1,0,0
1,8,-1,0.24290594100453555,0.19872655911188616,0.44641859960215985,0.1590599679899083,0.5,0.5,0.5,0.5,1,0,0
1,9,-1,0.5793212280327242,0.11616222469102164,0.11849004911292774,0.45401635158313974,0.5,0.5,0.5,0.5,3,0,0
1,10,1,0.9776547531099921,0.13795243711875813,0.28341461946980173,0.9915976198175089,0.5,0.5,0.5,0.5,3,0,0
1,11,1,0.5829997312779494,0.12106316170013033,0.2805348377882621,0.08941901698161618,0.5,0.5,0.5,0.5,3,1,1
1,12,1,0.9182161919497566,0.040683055341215774,0.21811741904264886,0.5700407069069804,0.5,0.5,0.5,0.5,3,0,0
1,13,-1,0.6402883012307808,0.036133380829221046,0.09674709023326272,0.8667941253908725,0.5,0.5,0.5,0.5,3,0,0
1,14,1,0.5737385240523143,0.21832923139283217,0.051079472071839785,0.7509279172379542,0.5,0.5,0.5,0.5,3,0,0
1,15,-1,0.9432121377298891,0.3273938901648816,0.19318360595634163,0.7533408009415969,0.5,0.5,0.5,0.5,3,0,0
1,16,1,0.9299405751801006,0.2706528540921127,0.05026241673621756,0.09777219388065285,0.5,0.5,0.5,0.5,3,0,0
1,17,1,0.4589527911724814,0.13764516308216054,0.8496119386219798,0.1821135581881137,0.5,0.5,0.5,0.5,1,1,1
1,18,1,0.321359171773547,0.48671693685646217,0.6863591406641186,0.4479681056871795,0.5,0.5,0.5,0.5,1,0,1
1,19,-1,0.5475880188903167,0.024358703077147766,0.8310292885076337,0.3701219148970144,0.5,0.5,0.5,0.5,1,1,1
1,20,-1,0.04230982638492959,0.1853883127439905,0.9699440927025986,0.8505273899185847,0.5,0.5,0.5,0.5,1,0,0
1,21,-1,0.026158597211224585,0.2217991587278953,0.9308468516464695,0.23692377133954934,0.5,0.5,0.5,0.5,1,0,0
1,22,1,0.2237411499106194,0.06232710979765704,0.9206651686143899,0.7912087417166086,0.5,0.5,0.5,0.5,1,0,0
1,23,1,0.35517040603114836,0.0670312574231527,0.571487838397614,0.9178093476090657,0.5,0.5,0.5,0.5,1,0,0
1,24,-1,0.4159310143828958,0.23141041470350165,0.7187008929056585,0.07126001809943631,0.5,0.5,0.5,0.5,1,0,0
1,25,-1,0.7175928211825378,0.3977765047085218,0.9094805516557048,0.26323075975723964,0.5,0.5,0.5,0.5,4,0,0
1,26,-1,0.6146272358605891,0.06016816372700616,0.5540225691290409,0.7949725002630436,0.5,0.5,0.5,0.5,4,1,1
1,27,1,0.7915903670661023,0.40173870646032844,0.88614432361814,0.8526208388416694,0.5,0.5,0.5,0.5,4,0,0
1,28,1,0.8969042107973818,0.193476026824626,0.5108867521289497,0.20394247581644323,0.5,0.5,0.5,0.5,4,0,1
1,29,-1,0.779616030747514,0.42865966572336217,0.5031143483131166,0.3759379066540379,0.5,0.5,0.5,0.5,4,0,1
1,30,1,0.9585184252512109,0.06927845923495494,0.7394221508217761,0.7020273139576069,0.5,0.5,0.5,0.5,4,0,0
1,31,1,0.7023395641704439,0.07094889606123599,0.9411652152811973,0.7315013266945057,0.5,0.5,0.5,0.5,4,0,0
1,32,-1,0.7451905311140945,0.36013651238838307,0.6603363155676383,0.9547879186145323,0.5,0.5,0.5,0.5,4,0,0
1,33,-1,0.10922746092839186,0.5727689033778823,0.22648206865253415,0.3236115122577525,0.5,0.5,0.5,0.5,2,0,1
1,34,-1,0.3664556303857062,0.7320865178964165,0.396667457062438,0.04251105395858938,0.5,0.5,0.5,0.5,2,0,0
1,35,-1,0.057767158921605714,0.958135379405956,0.4525924382742885,0.7922978321460631,0.5,0.5,0.5,0.5,2,0,0
1,36,1,0.26412461125753467,0.6578003876741368,0.2926886541991922,0.49695916702996745,0.5,0.5,0.5,0.5,2,0,0
1,37,-1,0.4687852267164972,0.8901535078378633,0.4001271486448553,0.9847992532266563,0.5,0.5,0.5,0.5,2,0,0
