iSub,type,iTrial,body_ori,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle
22,target,70,1,0.833333333333333,0.833333333333333,0.333333333333333,0.833333333333333,0.5,0.5,0.5,0.5
22,target,71,-1,0.833333333333333,1.0,1.0,0.666666666666667,0.5,0.5,0.5,0.5
22,target,72,1,0.666666666666667,0.833333333333333,0.166666666666667,0.333333333333333,0.5,0.5,0.5,0.5
22,target,73,1,0.833333333333333,0.166666666666667,0.166666666666667,0.833333333333333,0.5,0.5,0.5,0.5
22,target,74,1,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5
22,target,75,1,0.833333333333333,0.333333333333333,0.5,0.166666666666667,0.5,0.5,0.5,0.5
22,target,76,1,0.833333333333333,0.666666666666667,0.0,0.0,0.5,0.5,0.5,0.5
22,target,77,-1,0.333333333333333,0.333333333333333,0.666666666666667,0.833333333333333,0.5,0.5,0.5,0.5
22,target,78,1,1.0,0.5,0.333333333333333,0.666666666666667,0.5,0.5,0.5,0.5
22,target,79,1,0.166666666666667,0.333333333333333,0.0,0.333333333333333,0.5,0.5,0.5,0.5
22,target,80,-1,0.166666666666667,0.833333333333333,0.0,0.333333333333333,0.5,0.5,0.5,0.5
22,target,81,1,0.0,0.833333333333333,0.333333333333333,1.0,0.5,0.5,0.5,0.5
22,target,82,-1,0.166666666666667,0.0,0.0,0.333333333333333,0.5,0.5,0.5,0.5
22,target,83,1,0.166666666666667,0.666666666666667,0.833333333333333,0.666666666666667,0.5,0.5,0.5,0.5
22,target,84,-1,0.0,0.833333333333333,0.166666666666667,0.0,0.5,0.5,0.5,0.5
22,target,85,1,0.5,0.333333333333333,0.833333333333333,0.166666666666667,0.5,0.5,0.5,0.5
22,target,86,-1,1.0,0.666666666666667,0.666666666666667,0.5,0.5,0.5,0.5,0.5
22,target,87,1,0.333333333333333,0.0,0.5,0.833333333333333,0.5,0.5,0.5,0.5
22,target,88,-1,0.333333333333333,0.0,0.333333333333333,0.5,0.5,0.5,0.5,0.5
22,target,89,-1,0.833333333333333,0.833333333333333,0.666666666666667,0.166666666666667,0.5,0.5,0.5,0.5
22,target,90,-1,0.333333333333333,0.0,0.333333333333333,0.5,0.5,0.5,0.5,0.5
22,target,91,-1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
22,target,92,1,0.166666666666667,0.833333333333333,1.0,0.333333333333333,0.5,0.5,0.5,0.5
22,target,93,1,0.166666666666667,0.333333333333333,0.0,0.333333333333333,0.5,0.5,0.5,0.5
22,target,94,1,0.333333333333333,1.0,0.5,0.833333333333333,0.5,0.5,0.5,0.5
22,target,95,-1,1.0,0.166666666666667,0.333333333333333,0.5,0.5,0.5,0.5,0.5
22,target,96,1,0.333333333333333,0.5,0.333333333333333,0.166666666666667,0.5,0.5,0.5,0.5
22,target,97,1,0.666666666666667,0.5,0.0,0.0,0.5,0.5,0.5,0.5
22,target,98,1,0.0,0.833333333333333,0.333333333333333,1.0,0.5,0.5,0.5,0.5
22,target,99,-1,0.166666666666667,1.0,0.333333333333333,1.0,0.5,0.5,0.5,0.5
22,target,100,1,0.0,0.5,0.666666666666667,0.333333333333333,0.5,0.5,0.5,0.5
22,target,101,1,1.0,1.0,0.0,0.666666666666667,0.5,0.5,0.5,0.5
22,target,102,-1,0.666666666666667,0.333333333333333,0.5,0.666666666666667,0.5,0.5,0.5,0.5
22,target,103,-1,0.0,0.5,0.166666666666667,1.0,0.5,0.5,0.5,0.5
22,target,104,1,0.5,1.0,0.0,0.166666666666667,0.5,0.5,0.5,0.5
22,target,105,1,0.0,0.5,0.666666666666667,0.333333333333333,0.5,0.5,0.5,0.5
22,target,106,-1,0.5,0.5,0.166666666666667,0.333333333333333,0.5,0.5,0.5,0.5
22,target,107,1,0.0,0.5,0.833333333333333,0.5,0.5,0.5,0.5,0.5
22,target,108,-1,0.333333333333333,0.333333333333333,0.666666666666667,0.833333333333333,0.5,0.5,0.5,0.5
22,target,109,-1,0.0,0.833333333333333,0.166666666666667,0.0,0.5,0.5,0.5,0.5
22,target,110,1,0.0,0.5,0.833333333333333,0.5,0.5,0.5,0.5,0.5
22,target,111,-1,0.166666666666667,1.0,0.166666666666667,0.666666666666667,0.5,0.5,0.5,0.5
22,target,112,1,0.166666666666667,0.666666666666667,0.833333333333333,0.666666666666667,0.5,0.5,0.5,0.5
22,target,113,1,1.0,0.166666666666667,0.5,0.833333333333333,0.5,0.5,0.5,0.5
22,target,114,1,1.0,0.666666666666667,1.0,0.666666666666667,0.5,0.5,0.5,0.5
22,target,115,1,1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5
22,target,116,1,0.0,1.0,0.333333333333333,0.0,0.5,0.5,0.5,0.5
22,target,117,-1,1.0,0.333333333333333,0.666666666666667,0.0,0.5,0.5,0.5,0.5
22,target,118,-1,0.0,0.333333333333333,0.5,0.0,0.5,0.5,0.5,0.5
22,target,119,1,0.0,0.5,0.0,0.833333333333333,0.5,0.5,0.5,0.5
22,target,120,1,0.166666666666667,1.0,0.5,0.333333333333333,0.5,0.5,0.5,0.5
22,target,121,1,0.5,0.0,0.833333333333333,0.166666666666667,0.5,0.5,0.5,0.5
22,target,122,-1,0.166666666666667,0.166666666666667,0.166666666666667,0.666666666666667,0.5,0.5,0.5,0.5
22,target,123,1,0.5,0.0,0.833333333333333,0.166666666666667,0.5,0.5,0.5,0.5
22,target,124,1,0.833333333333333,0.5,1.0,0.333333333333333,0.5,0.5,0.5,0.5
22,target,125,1,0.5,0.666666666666667,0.833333333333333,0.333333333333333,0.5,0.5,0.5,0.5
22,target,126,1,0.833333333333333,0.166666666666667,0.666666666666667,1.0,0.5,0.5,0.5,0.5
22,target,127,-1,0.0,1.0,0.333333333333333,1.0,0.5,0.5,0.5,0.5
22,target,128,-1,0.333333333333333,0.666666666666667,0.0,0.833333333333333,0.5,0.5,0.5,0.5
22,target,129,1,0.5,0.5,0.666666666666667,1.0,0.5,0.5,0.5,0.5
22,target,130,1,0.666666666666667,0.5,0.0,0.0,0.5,0.5,0.5,0.5
22,target,131,-1,0.833333333333333,1.0,0.833333333333333,1.0,0.5,0.5,0.5,0.5
22,target,132,1,0.666666666666667,0.666666666666667,0.0,0.166666666666667,0.5,0.5,0.5,0.5
22,target,133,-1,0.0,0.333333333333333,0.5,0.0,0.5,0.5,0.5,0.5
22,target,134,-1,0.5,1.0,0.833333333333333,0.666666666666667,0.5,0.5,0.5,0.5
22,target,135,-1,0.333333333333333,0.833333333333333,0.666666666666667,0.166666666666667,0.5,0.5,0.5,0.5
22,target,136,1,0.833333333333333,0.833333333333333,0.0,0.666666666666667,0.5,0.5,0.5,0.5
22,target,137,1,0.5,0.666666666666667,1.0,0.5,0.5,0.5,0.5,0.5
22,target,138,-1,1.0,0.5,0.5,0.166666666666667,0.5,0.5,0.5,0.5
22,target,139,-1,0.5,0.5,0.166666666666667,0.333333333333333,0.5,0.5,0.5,0.5
22,target,140,-1,0.833333333333333,0.166666666666667,0.666666666666667,0.0,0.5,0.5,0.5,0.5
22,target,141,-1,0.666666666666667,0.0,0.166666666666667,0.0,0.5,0.5,0.5,0.5
22,target,142,-1,1.0,0.833333333333333,0.666666666666667,0.333333333333333,0.5,0.5,0.5,0.5
22,target,143,1,0.833333333333333,0.166666666666667,0.666666666666667,1.0,0.5,0.5,0.5,0.5
22,target,144,1,0.333333333333333,0.0,1.0,0.833333333333333,0.5,0.5,0.5,0.5
22,target,145,-1,0.0,0.5,0.166666666666667,0.5,0.5,0.5,0.5,0.5
22,target,146,1,0.666666666666667,1.0,0.5,0.166666666666667,0.5,0.5,0.5,0.5
22,target,147,-1,0.666666666666667,1.0,0.666666666666667,0.0,0.5,0.5,0.5,0.5
22,target,148,1,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5
22,target,149,1,0.333333333333333,1.0,0.5,0.833333333333333,0.5,0.5,0.5,0.5
22,target,150,1,1.0,0.5,0.333333333333333,0.666666666666667,0.5,0.5,0.5,0.5
22,target,151,-1,0.5,0.333333333333333,0.166666666666667,0.833333333333333,0.5,0.5,0.5,0.5
22,target,152,-1,1.0,0.5,0.5,0.166666666666667,0.5,0.5,0.5,0.5
22,target,153,1,0.833333333333333,0.166666666666667,0.166666666666667,0.833333333333333,0.5,0.5,0.5,0.5
22,target,154,1,0.833333333333333,0.166666666666667,0.0,1.0,0.5,0.5,0.5,0.5
22,target,155,-1,0.833333333333333,0.833333333333333,0.666666666666667,0.166666666666667,0.5,0.5,0.5,0.5
22,target,156,1,0.0,0.5,0.0,0.833333333333333,0.5,0.5,0.5,0.5
22,target,157,1,0.5,0.5,0.666666666666667,1.0,0.5,0.5,0.5,0.5
22,target,158,-1,0.0,0.333333333333333,0.833333333333333,0.0,0.5,0.5,0.5,0.5
22,target,159,-1,0.0,0.5,0.166666666666667,0.5,0.5,0.5,0.5,0.5
22,target,160,-1,0.333333333333333,0.833333333333333,0.166666666666667,0.333333333333333,0.5,0.5,0.5,0.5
22,target,161,-1,0.833333333333333,0.166666666666667,0.666666666666667,0.0,0.5,0.5,0.5,0.5
