iSub,feature_name,feature_value,error_mean,error_std
128,tail,0.333333333333333,-0.0025067981069036966,0.04803617852197031
128,tail,0.5,-0.012423747991682594,0.06376077486438748
128,tail,0.666666666666667,-0.0013133403215719677,0.09717557280568588
128,tail,0.833333333333333,-0.025062682283874458,0.09628518679563519
128,tail,1.0,-0.04383564515451428,0.08609460388875803
129,head,0.0,0.013238308614337406,0.018725127232124654
129,head,0.166666666666667,0.00619731482708194,0.03803238017687422
129,head,0.333333333333333,0.005736020528406656,0.035508482217697535
129,head,0.5,0.01528628426390857,0.04144261021462717
129,head,0.666666666666667,0.014012268818225886,0.05999605612854096
129,head,0.833333333333333,0.00415210224690339,0.06246002983310009
129,head,1.0,-0.02948070711137858,0.05204703836004629
129,leg,0.0,0.0027908442824360713,0.013284189584935517
129,leg,0.166666666666667,0.0001017236319305089,0.021862567972427527
129,leg,0.333333333333333,0.006372593332855945,0.029912564580364308
129,leg,0.5,-0.0004816140491924926,0.02651592007952024
129,leg,0.666666666666667,-3.866016339946448e-05,0.03789454853595174
129,leg,0.833333333333333,-0.013218544050882663,0.031345684600372015
129,leg,1.0,-0.009986728004580352,0.02128436343699117
129,neck,0.0,0.024437275526104644,0.02964594261814816
129,neck,0.166666666666667,0.023799388152413725,0.03568363724604541
129,neck,0.333333333333333,0.02140597286723059,0.0603902777166387
129,neck,0.5,0.012963874699576668,0.0593840608585468
129,neck,0.666666666666667,0.02601265464726304,0.06689227530464922
129,neck,0.833333333333333,0.0558843743322766,0.07369377213429444
129,neck,1.0,-0.038034241855966426,0.055603489657865775
129,tail,0.0,0.006861732682430714,0.01613019958209894
129,tail,0.166666666666667,0.0034279600903651527,0.03169782202269848
129,tail,0.333333333333333,0.02071978820429667,0.04558709596656506
129,tail,0.5,0.01447546963722631,0.05647756365238865
129,tail,0.666666666666667,0.018099442208793746,0.05119217234552574
129,tail,0.833333333333333,0.015207168083172323,0.07407435326509368
129,tail,1.0,-0.026623389525446784,0.04291007928491257
130,head,0.0,0.004101194950841785,0.01092747336750303
130,head,0.166666666666667,-0.017212962113951635,0.030510483439255897
130,head,0.333333333333333,-0.013543670547315126,0.04134633687293719
130,head,0.5,-0.024441737784914645,0.055989764627473196
130,head,0.666666666666667,-0.019123477446673757,0.04364020785240614
130,head,0.833333333333333,-0.016009452554883032,0.059163353529130186
130,head,1.0,-0.028378437735381783,0.05131824179901354
