x,y,node,timestamp
795,335,down,1734157763095
889,169,down,1734157771707
747,248,down,1734157924227
750.188577375746,250.81635192023174,head_neck,1734157924360
750.6248748169778,250.56445547508986,head_neck,1734157924367
751.0611556058277,250.31256864420513,head_neck,1734157924377
752.2447441663561,249.62922347017428,head_neck,1734157924387
752.6809645786795,249.3773714976933,head_neck,1734157924397
754.3033643365277,248.44067856076654,head_neck,1734157924407
755.9256503559095,247.5040512907739,head_neck,1734157924417
756.803930954904,246.99697575052036,head_neck,1734157924427
757.9874839512252,246.31365110949417,head_neck,1734157924437
758.4235071859065,246.061912977578,head_neck,1734157924447
759.6070509329385,245.37859367663137,head_neck,1734157924463
760.043022867082,245.12688516309447,head_neck,1734157924471
760.9207774166962,244.62011333759227,head_neck,1734157924497
761.6717471981779,244.18654073210055,head_neck,1734157924507
762.1076562133504,243.93486854484848,head_neck,1734157924517
762.9851636198854,243.42823940746965,head_neck,1734157924527
763.4210339841261,243.1765895353435,head_neck,1734157924541
763.8568917486358,242.92494693767546,head_neck,1734157924567
765.0404066536014,242.2416442887036,head_neck,1734157924597
765.4762185643194,241.99002816473455,head_neck,1734157924607
767.097819469062,241.0537964458633,head_neck,1734157924617
767.8487310059816,240.62025746788512,head_neck,1734157924627
769.7818079456395,239.5041949764094,head_neck,1734157924637
770.5326962996555,239.07066938308685,head_neck,1734157924647
771.2835783774935,238.63714741331742,head_neck,1734157924661
772.904879213366,237.7010889392891,head_neck,1734157924670
775.1625386168604,236.39762867494312,head_neck,1734157924677
775.5980943393639,236.14616046130863,head_neck,1734157924687
777.1014395737938,235.27820368552563,head_neck,1734157924697
779.0345113012286,234.1621442033283,head_neck,1734157924707
781.2917669853097,232.85891702649425,head_neck,1734157924717
782.0425679786783,232.42544187086503,head_neck,1734157924727
782.7933638666099,231.99196966286127,head_neck,1734157924737
784.2965073361805,231.124129376074,head_neck,1734157924747
785.0472882809755,230.69066579549417,head_neck,1734157924757
786.5503734607943,229.82285916231086,head_neck,1734157924771
787.3011400136963,229.38940389089433,head_neck,1734157924779
788.0519018896916,228.9559513196911,head_neck,1734157924787
789.1294090508728,228.33385227012943,head_neck,1734157924797
790.9630632783001,227.2751915083236,head_neck,1734157924807
791.7138031367163,226.84175164897565,head_neck,1734157924817
792.7910088474698,226.2198266418995,head_neck,1734157924827
795.3167822212422,224.76157070463998,head_neck,1734157924837
796.3937077306953,224.13980747186014,head_neck,1734157924852
797.8965295047672,223.27215291605566,head_neck,1734157924859
799.7290991826078,222.21411831924559,head_neck,1734157924867
800.8057018007111,221.59254150787342,head_neck,1734157924877
801.1278296548745,221.4065609045587,head_neck,1734157924891
801.8785145705083,220.97315276644093,head_neck,1734157924899
802.9549673766409,220.3516624490504,head_neck,1734157924907
804.4576563908198,219.48408454220586,head_neck,1734157924921
805.2083250402992,219.05068579535674,head_neck,1734157924929
805.5302918479133,218.86479817231063,head_neck,1734157924937
805.7291281149713,218.75,head_neck,1734157924953
805.7291281149713,218.75,head_neck,1734157924961
805.7291281149713,218.75,head_neck,1734157924987
805.7291281149713,218.75,head_neck,1734157924997
805.7291281149713,218.75,head_neck,1734157925007
805.7291281149713,218.75,head_neck,1734157925017
805.7291281149713,218.75,head_neck,1734157925027
805.7291281149713,218.75,head_neck,1734157925037
805.7291281149713,218.75,head_neck,1734157925047
805.7291281149713,218.75,head_neck,1734157925057
805.7291281149713,218.75,head_neck,1734157925067
805.7291281149713,218.75,head_neck,1734157925077
805.7291281149713,218.75,head_neck,1734157925087
805.7291281149713,218.75,head_neck,1734157925097
805.7291281149713,218.75,head_neck,1734157925107
805.7291281149713,218.75,head_neck,1734157925117
805.7291281149713,218.75,head_neck,1734157925127
805.7291281149713,218.75,head_neck,1734157925137
805.7291281149713,218.75,head_neck,1734157925147
805.7291281149713,218.75,head_neck,1734157925157
805.7291281149713,218.75,head_neck,1734157925167
805.7291281149713,218.75,head_neck,1734157925177
805.7291281149713,218.75,head_neck,1734157925187
805.7291281149713,218.75,head_neck,1734157925197
805.7291281149713,218.75,head_neck,1734157925207
805.7291281149713,218.75,head_neck,1734157925217
805.7291281149713,218.75,head_neck,1734157925227
805.7291281149713,218.75,head_neck,1734157925237
805.7291281149713,218.75,head_neck,1734157925247
805.7291281149713,218.75,head_neck,1734157925257
805.7291281149713,218.75,head_neck,1734157925267
805.7291281149713,218.75,head_neck,1734157925277
805.7291281149713,218.75,head_neck,1734157925287
805.7291281149713,218.75,head_neck,1734157925297
805.7291281149713,218.75,head_neck,1734157925317
1053,175,up,1734157925438
890,263,down,1734157926365
890.6029314938702,267.7519132279546,head_end,1734157926396
891.0392410550086,268.0038166705279,head_end,1734157926444
891.4755338405042,268.2557104276793,head_end,1734157926468
891.9118100208462,268.50759459784075,head_end,1734157926478
893.5343185489176,269.4443503332852,head_end,1734157926488
896.0528534300412,270.8984271248654,head_end,1734157926498
896.9312149121866,271.40554936302783,head_end,1734157926508
900.0474544086633,273.204711075178,head_end,1734157926518
902.4155583259889,274.5719365093149,head_end,1734157926528
904.7836125521283,275.9391332542321,head_end,1734157926538
905.9671264671334,276.62243533165,head_end,1734157926548
906.718054791,277.0559840015765,head_end,1734157926561
909.0860245622289,278.42313198642836,head_end,1734157926577
909.8369250750454,278.85666459963767,head_end,1734157926585
911.340475889537,279.7247400671246,head_end,1734157926593
914.4566870131052,281.52388539816843,head_end,1734157926618
915.2075433496393,281.95739250618914,head_end,1734157926628
917.1406164667462,283.07345279071404,head_end,1734157926638
919.5084081275692,284.4404979434751,head_end,1734157926648
921.4414789991279,285.55655693153216,head_end,1734157926658
924.2485978487772,287.1772477550245,head_end,1734157926668
924.9993838813746,287.61071427304836,head_end,1734157926678
927.3670614281513,288.9776935420341,head_end,1734157926688
930.4832486931591,290.77682509833176,head_end,1734157926698
931.6666603273814,291.46006812391204,head_end,1734157926708
934.7828421997639,293.259196566776,head_end,1734157926718
945.756901035748,299.5950723898342,head_end,1734157926728
946.4582562299427,300,head_end,1734157926738
946.4582562299427,300,head_end,1734157926748
946.4582562299427,300,head_end,1734157926758
946.4582562299427,300,head_end,1734157926768
946.4582562299427,300,head_end,1734157926778
946.4582562299427,300,head_end,1734157926788
946.4582562299427,300,head_end,1734157926798
946.4582562299427,300,head_end,1734157926808
946.4582562299427,300,head_end,1734157926818
946.4582562299427,300,head_end,1734157926828
946.4582562299427,300,head_end,1734157926838
946.4582562299427,300,head_end,1734157926848
946.4582562299427,300,head_end,1734157926858
946.4582562299427,300,head_end,1734157926868
