iSession,iTrial,neck_use,head_use,leg_use,tail_use
1,1,1,1,1,1
1,2,1,1,1,1
1,3,1,1,1,1
1,4,1,1,1,1
1,5,1,1,1,1
1,6,1,1,1,1
1,7,1,1,1,1
1,8,1,1,1,1
1,9,1,1,1,1
1,10,1,1,1,1
1,11,1,1,1,1
1,12,1,1,1,1
1,13,0,1,0,0
1,14,1,0,0,0
1,15,1,1,1,1
1,16,1,0,0,0
1,17,1,0,0,0
1,18,0,0,1,0
1,19,0,1,0,0
1,20,0,1,0,0
1,21,0,0,1,0
1,22,0,1,0,0
1,23,0,0,1,0
1,24,0,1,0,0
1,25,1,1,1,1
1,26,0,1,0,0
1,27,1,0,0,0
1,28,1,1,1,1
1,29,0,1,0,0
1,30,1,1,0,0
1,31,0,0,1,0
1,32,1,1,0,0
1,33,1,1,1,1
1,34,1,1,1,1
1,35,1,1,1,1
1,36,0,0,1,0
1,37,1,1,1,1
1,38,1,1,0,0
1,39,1,0,0,0
1,40,1,1,1,1
1,41,1,0,0,0
1,42,0,1,1,0
1,43,1,1,1,1
1,44,0,0,1,1
1,45,1,1,1,1
1,46,0,0,1,0
1,47,0,1,0,1
1,48,1,1,1,1
1,49,1,1,1,1
1,50,1,1,1,1
1,51,0,1,0,1
1,52,1,1,1,1
1,53,0,1,0,1
1,54,1,1,1,1
1,55,0,1,0,1
1,56,0,1,0,1
1,57,1,0,1,0
1,58,1,0,0,0
1,59,1,0,1,0
1,60,1,0,1,0
1,61,1,0,1,0
1,62,0,1,0,1
1,63,1,0,0,0
1,64,1,1,1,1
1,65,0,1,1,1
1,66,1,0,0,0
1,67,1,1,1,1
1,68,0,1,0,1
1,69,1,1,1,1
1,70,0,0,0,0
1,71,1,1,1,1
1,72,1,1,1,1
1,73,1,1,1,1
1,74,1,1,1,1
1,75,1,1,1,1
1,76,1,1,1,1
1,77,1,0,1,0
1,78,0,1,0,1
1,79,1,1,1,1
1,80,1,0,0,0
1,81,1,1,1,1
1,82,1,0,0,0
1,83,1,1,1,1
1,84,0,1,0,1
1,85,0,1,0,1
1,86,0,1,0,1
1,87,1,1,1,1
1,88,1,1,1,1
1,89,1,1,1,1
1,90,0,1,0,1
1,91,1,1,1,1
1,92,0,1,0,1
1,93,1,1,1,1
1,94,1,1,1,1
1,95,1,1,1,1
1,96,1,0,0,1
1,97,0,1,0,1
1,98,1,1,1,1
1,99,1,1,1,1
1,100,0,1,0,1
1,101,0,1,1,0
1,102,1,1,1,1
1,103,1,1,1,1
1,104,1,1,1,1
1,105,1,1,1,1
1,106,1,1,1,1
1,107,1,1,1,1
1,108,1,0,0,0
1,109,0,0,1,0
1,110,0,1,0,1
1,111,0,0,0,1
1,112,1,1,1,1
1,113,0,0,0,1
1,114,1,0,0,0
1,115,1,0,1,0
1,116,1,1,1,1
1,117,1,0,0,0
1,118,0,0,0,1
1,119,0,0,1,0
1,120,1,1,1,1
1,121,0,0,0,1
1,122,1,1,1,1
1,123,1,1,1,1
1,124,1,0,1,0
1,125,1,0,1,0
1,126,1,1,1,1
1,127,0,1,0,1
1,128,0,1,0,1
1,129,1,1,0,0
1,130,1,1,1,1
1,131,0,0,1,1
1,132,0,1,0,1
1,133,1,1,1,1
1,134,0,1,0,1
1,135,1,0,0,1
1,136,0,1,0,1
1,137,1,0,1,0
1,138,0,1,0,1
1,139,1,0,0,1
1,140,0,1,0,1
1,141,0,0,1,1
1,142,1,0,0,1
1,143,1,1,1,1
