iSession,iTrial,neck_use,head_use,leg_use,tail_use
1,1,1,1,1,1
1,2,1,0,1,0
1,3,0,0,1,1
1,4,1,0,1,0
1,5,0,0,1,1
1,6,0,0,1,0
1,7,0,1,0,0
1,8,1,1,1,0
1,9,0,1,0,1
1,10,1,0,0,0
1,11,0,0,0,1
1,12,1,1,1,1
1,13,1,1,0,1
1,14,1,0,1,1
1,15,0,1,1,1
1,16,1,1,1,1
1,17,0,0,0,1
1,18,1,1,0,0
1,19,1,0,0,0
1,20,0,0,1,0
1,21,1,1,1,1
1,22,1,1,1,1
1,23,1,1,1,1
1,24,1,1,1,1
1,25,1,1,1,1
1,26,0,1,0,0
1,27,0,0,1,0
1,28,0,1,0,0
1,29,1,1,0,0
1,30,0,0,1,0
1,31,1,0,1,1
1,32,0,1,0,0
1,33,1,0,0,0
1,34,0,0,1,0
1,35,1,1,1,1
1,36,1,0,0,1
1,37,0,1,0,0
1,38,0,0,1,0
1,39,1,1,1,0
1,40,1,0,0,0
1,41,0,1,0,0
1,42,0,0,0,1
1,43,0,1,0,0
1,44,1,1,0,0
1,45,1,0,1,1
1,46,1,1,0,1
1,47,0,1,0,1
1,48,0,1,1,1
1,49,0,0,1,0
1,50,0,0,0,0
1,51,1,1,1,1
1,52,0,0,1,0
1,53,1,0,0,0
1,54,1,1,1,1
1,55,0,1,0,1
1,56,0,1,0,1
1,57,0,1,0,0
1,58,1,0,0,0
1,59,0,1,1,1
1,60,1,0,0,1
1,61,1,1,0,1
1,62,0,0,0,0
1,63,1,1,1,1
1,64,1,0,1,0
1,65,1,1,1,1
1,66,1,1,1,1
1,67,1,0,0,1
1,68,1,1,1,1
1,69,1,0,1,0
1,70,1,1,1,1
1,71,1,1,1,1
1,72,0,1,0,0
1,73,0,1,0,0
1,74,0,0,0,0
1,75,0,1,1,0
1,76,1,1,1,1
1,77,0,1,0,1
1,78,1,0,1,0
1,79,1,1,0,0
1,80,0,0,0,0
1,81,0,0,0,0
1,82,1,0,0,1
1,83,1,0,1,0
1,84,1,0,0,1
1,85,1,0,0,1
1,86,1,0,0,0
1,87,1,0,0,1
1,88,0,0,0,0
1,89,1,0,0,1
1,90,0,0,0,0
1,91,0,0,0,0
1,92,1,0,1,0
1,93,1,0,0,0
1,94,0,0,1,0
1,95,1,1,0,0
1,96,0,0,1,1
1,97,0,0,0,0
1,98,0,0,0,0
1,99,1,1,1,1
1,100,0,0,0,0
1,101,0,0,0,0
1,102,1,1,1,0
1,103,0,0,0,0
1,104,1,1,0,0
1,105,1,1,0,0
1,106,1,1,1,1
1,107,0,0,0,0
1,108,0,0,1,0
1,109,0,1,1,0
1,110,0,1,1,0
1,111,0,0,0,1
1,112,1,1,1,1
1,113,1,1,0,0
1,114,0,0,0,0
1,115,0,0,0,0
1,116,0,1,0,1
1,117,1,1,0,0
1,118,1,0,0,1
1,119,1,0,1,0
1,120,0,1,0,1
1,121,1,1,1,1
1,122,0,1,0,1
1,123,0,1,1,0
1,124,1,1,1,1
1,125,0,0,0,0
1,126,0,0,0,0
1,127,1,0,0,0
1,128,1,1,0,0
1,129,1,0,1,0
1,130,1,1,1,1
1,131,1,0,0,1
1,132,0,0,0,0
1,133,0,0,0,0
1,134,0,1,0,1
1,135,0,1,1,1
1,136,0,0,0,0
1,137,0,1,0,1
1,138,0,1,0,1
1,139,0,0,0,0
1,140,0,0,0,0
1,141,0,0,0,0
1,142,1,1,1,0
1,143,1,1,1,0
1,144,1,0,0,1
1,145,0,1,0,0
1,146,0,1,0,1
1,147,0,0,0,0
1,148,0,0,0,0
1,149,0,1,0,1
1,150,1,1,0,0
1,151,0,1,0,0
1,152,0,0,0,0
1,153,0,1,0,1
1,154,1,0,0,1
1,155,0,0,1,1
1,156,1,1,0,0
1,157,1,0,0,0
1,158,0,1,0,1
1,159,0,0,0,0
1,160,0,1,0,1
1,161,1,0,1,0
1,162,1,0,0,0
1,163,1,0,0,0
1,164,0,0,1,1
1,165,1,0,0,1
1,166,0,1,0,0
1,167,1,0,1,1
1,168,0,0,0,0
1,169,0,1,1,0
1,170,1,1,0,1
1,171,0,0,1,1
1,172,0,0,0,0
1,173,1,0,1,0
1,174,1,1,0,0
1,175,1,1,1,1
1,176,0,1,1,1
1,177,0,1,0,0
1,178,1,0,1,1
1,179,0,1,1,0
1,180,0,0,0,1
1,181,1,1,0,0
1,182,1,0,0,0
1,183,0,1,1,1
1,184,0,1,0,1
1,185,1,1,0,1
