ruleID,iSession,iBlock,iTrial,stiID,category,choice,presskey,rating,feedback,choRT,rateRT,recDU
1,1,1,1,31,1,2,1,1,0,3.462,1.362,10.425
1,1,1,2,1,1,1,2,1,1,1.555,1.275,11.863
1,1,1,3,18,1,2,1,2,0,9.365,2.521,8.436
1,1,1,4,21,1,1,2,1,1,1.621,1.631,8.315
1,1,1,5,30,2,2,1,2,1,1.150,1.858,4.802
1,1,1,6,31,1,2,1,3,0,1.393,1.409,3.801
1,1,1,7,29,2,2,1,1,1,4.927,2.378,7.251
1,1,1,8,2,1,1,2,3,1,2.579,1.844,5.006
1,1,1,9,5,1,2,1,3,0,1.363,1.420,5.818
1,1,1,10,21,1,1,2,1,1,3.746,1.512,7.833
1,1,1,11,10,2,1,2,2,0,4.357,1.506,6.015
1,1,1,12,18,1,1,2,1,1,1.162,1.549,4.961
1,1,1,13,16,1,2,1,1,0,2.453,1.173,8.000
1,1,1,14,18,1,1,2,2,1,0.755,1.416,6.106
1,1,1,15,15,1,2,1,2,0,1.351,1.093,5.564
1,1,1,16,12,1,2,1,1,0,9.550,1.559,6.406
1,1,1,17,3,2,2,1,1,1,4.480,1.207,7.602
1,1,1,18,16,1,1,2,1,1,1.128,1.709,9.608
1,1,1,19,3,2,2,1,6,1,3.352,1.982,8.058
1,1,1,20,23,2,1,2,1,0,3.416,1.388,4.357
1,1,1,21,11,1,1,2,1,1,5.366,1.229,6.195
1,1,1,22,11,1,1,2,6,1,2.165,0.250,3.897
1,1,1,23,4,2,1,2,2,0,1.364,1.411,3.394
1,1,1,24,11,1,1,2,6,1,0.999,0.360,4.720
1,1,1,25,22,1,2,1,1,0,1.477,1.092,7.372
1,1,1,26,26,2,2,1,1,1,3.981,1.210,3.801
1,1,1,27,2,1,1,2,1,1,1.950,0.959,3.208
1,1,1,28,22,1,1,2,6,1,0.976,1.781,4.474
1,1,1,29,31,1,2,1,1,0,8.240,1.373,3.546
1,1,1,30,10,2,1,2,1,0,2.093,1.302,4.483
1,1,1,31,9,2,2,1,1,1,7.369,1.285,10.434
1,1,1,32,22,1,1,2,6,1,0.987,0.775,3.682
1,1,1,33,7,2,2,1,1,1,1.243,1.104,3.621
1,1,1,34,26,2,2,1,1,1,1.443,1.383,4.274
1,1,1,35,17,1,2,1,2,0,1.741,1.416,4.589
1,1,1,36,10,2,2,1,1,1,1.452,1.179,4.368
1,1,1,37,22,1,1,2,6,1,1.445,2.112,3.619
1,1,1,38,3,2,1,2,5,0,1.708,1.484,4.225
1,1,1,39,13,2,2,1,1,1,8.685,4.147,6.641
1,1,1,40,5,1,1,2,1,1,3.371,1.362,4.704
1,1,1,41,21,1,2,1,1,0,7.577,1.156,3.874
1,1,1,42,30,2,2,1,1,1,1.221,1.606,3.325
1,1,1,43,4,2,1,2,2,0,2.965,1.453,5.187
1,1,1,44,27,1,2,1,1,0,1.500,1.360,3.404
1,1,1,45,25,2,1,2,1,0,1.655,1.133,5.034
1,1,1,46,3,2,2,1,1,1,1.871,0.965,5.491
1,1,1,47,19,2,2,1,1,1,2.457,1.581,7.139
1,1,1,48,10,2,1,2,1,0,2.910,0.955,10.323
1,1,1,49,30,2,1,2,1,0,3.855,1.259,5.632
1,1,1,50,23,2,1,2,1,0,1.712,1.016,5.523
1,1,1,51,10,2,1,2,1,0,3.184,1.275,3.035
1,1,1,52,3,2,2,1,1,1,3.114,0.770,4.220
1,1,1,53,28,1,1,2,1,1,1.729,2.391,7.022
1,1,1,54,14,2,2,1,1,1,3.416,1.045,6.416
1,1,1,55,30,2,2,1,1,1,3.775,0.732,4.882
1,1,1,56,13,2,2,1,6,1,1.819,0.833,4.279
1,1,1,57,8,2,2,1,1,1,1.816,0.857,4.162
1,1,1,58,17,1,2,1,1,0,2.399,0.923,6.242
1,1,1,59,18,1,1,2,6,1,1.124,1.205,6.012
1,1,1,60,6,1,2,1,1,0,2.872,1.620,0.429
1,1,1,61,9,2,2,1,1,1,4.732,1.071,4.953
1,1,1,62,27,1,1,2,1,1,2.194,1.585,5.810
1,1,1,63,12,1,1,2,1,1,3.262,1.062,4.552
1,1,1,64,26,2,2,1,1,1,1.901,1.127,4.318
1,1,2,65,21,1,1,2,1,1,2.069,1.036,6.531
1,1,2,66,10,2,2,1,1,1,6.199,1.147,6.193
1,1,2,67,30,2,1,2,2,0,9.897,1.091,6.456
1,1,2,68,29,2,2,1,1,1,1.665,0.914,2.612
1,1,2,69,8,2,2,1,1,1,1.623,1.002,3.889
1,1,2,70,25,2,2,1,1,1,0.954,0.632,2.821
1,1,2,71,25,2,2,1,1,1,0.398,0.751,2.983
1,1,2,72,17,1,1,2,1,1,1.421,0.483,8.499
1,1,2,73,20,2,2,1,1,1,5.632,0.767,10.529
1,1,2,74,8,2,2,1,6,1,1.084,2.105,3.909
1,1,2,75,29,2,2,1,1,1,1.155,0.773,3.546
1,1,2,76,17,1,1,2,6,1,1.886,2.659,9.364
1,1,2,77,2,1,2,1,1,0,3.501,0.588,8.241
1,1,2,78,18,1,1,2,6,1,2.017,1.657,5.081
1,1,2,79,29,2,2,1,6,1,1.283,1.219,3.072
1,1,2,80,8,2,2,1,6,1,0.869,1.125,3.114
1,1,2,81,10,2,1,2,3,0,1.811,1.865,10.666
1,1,2,82,16,1,1,2,1,1,1.665,1.016,6.997
1,1,2,83,12,1,2,1,1,0,2.339,0.618,3.136
1,1,2,84,24,2,1,2,1,0,2.147,0.857,0.623
1,1,2,85,29,2,2,1,6,1,1.206,0.731,3.161
1,1,2,86,25,2,2,1,6,1,0.944,1.095,2.826
1,1,2,87,15,1,1,2,4,1,1.428,1.171,3.118
1,1,2,88,2,1,1,2,5,1,1.034,1.086,2.897
1,1,2,89,7,2,2,1,1,1,2.220,1.041,2.746
1,1,2,90,9,2,1,2,1,0,9.439,1.022,1.272
1,1,2,91,24,2,2,1,2,1,4.712,0.627,9.059
1,1,2,92,16,1,1,2,2,1,3.121,0.833,3.539
1,1,2,93,19,2,2,1,1,1,1.586,0.670,2.996
1,1,2,94,11,1,1,2,1,1,3.519,1.416,9.960
1,1,2,95,29,2,2,1,6,1,1.105,1.578,3.601
1,1,2,96,11,1,1,2,6,1,1.089,1.529,4.971
1,1,2,97,22,1,1,2,1,1,1.049,1.452,4.137
1,1,2,98,7,2,2,1,6,1,1.023,1.412,3.053
1,1,2,99,3,2,2,1,5,1,1.662,1.240,5.252
1,1,2,100,8,2,2,1,6,1,1.008,1.643,3.485
1,1,2,101,31,1,1,2,1,1,1.827,1.320,4.341
1,1,2,102,25,2,2,1,6,1,0.999,1.155,4.820
1,1,2,103,29,2,2,1,6,1,1.137,1.166,3.334
1,1,2,104,23,2,2,1,1,1,5.510,1.213,8.450
1,1,2,105,27,1,1,2,1,1,1.421,1.197,2.722
1,1,2,106,17,1,1,2,1,1,1.515,0.869,2.986
1,1,2,107,23,2,2,1,1,1,1.165,0.937,4.223
1,1,2,108,5,1,1,2,1,1,2.329,0.941,3.332
1,1,2,109,13,2,2,1,1,1,1.927,0.531,3.829
1,1,2,110,20,2,2,1,6,1,2.495,1.119,5.113
1,1,2,111,17,1,1,2,6,1,1.036,1.215,4.325
1,1,2,112,1,1,1,2,6,1,2.746,1.010,3.688
1,1,2,113,32,1,1,2,6,1,0.827,1.079,3.516
1,1,2,114,9,2,2,1,6,1,1.104,1.339,5.187
1,1,2,115,5,1,1,2,6,1,1.181,1.545,2.801
1,1,2,116,18,1,1,2,6,1,1.433,1.251,2.776
1,1,2,117,20,2,2,1,6,1,1.623,1.715,3.559
1,1,2,118,25,2,2,1,6,1,1.531,1.123,4.102
1,1,2,119,15,1,1,2,6,1,1.360,1.382,2.942
1,1,2,120,10,2,2,1,6,1,1.590,0.985,3.081
1,1,2,121,23,2,2,1,6,1,0.930,1.238,3.143
1,1,2,122,14,2,2,1,6,1,0.994,1.051,2.843
