ruleID,iSession,iBlock,iTrial,stiID,category,choice,presskey,rating,feedback,choRT,rateRT,recDU
1,1,1,1,4,2,1,1,1,0,5.605,1.371,8.128
1,1,1,2,2,1,1,1,1,1,5.651,1.147,7.839
1,1,1,3,17,1,1,1,2,1,4.467,2.295,6.86
1,1,1,4,23,2,1,1,3,0,4.991,1.207,6.625
1,1,1,5,1,1,1,1,1,1,4.075,0.967,5.862
1,1,1,6,1,1,1,1,6,1,4.055,1.782,4.539
1,1,1,7,14,2,2,2,2,1,1.918,1.244,5.237
1,1,1,8,29,2,2,2,3,1,1.887,1.987,4.725
1,1,1,9,4,2,1,1,4,0,1.412,1.538,4.073
1,1,1,10,15,1,2,2,1,0,11.071,1.048,6.525
1,1,1,11,8,2,1,1,1,0,8.189,0.879,5.322
1,1,1,12,10,2,1,1,1,0,7.812,1.292,5.036
1,1,1,13,32,1,2,2,5,0,8.717,2.03,5.889
1,1,1,14,32,1,1,1,6,1,2.258,4.131,5.956
1,1,1,15,20,2,1,1,1,0,114.702,1.28,5.548
1,1,1,16,14,2,2,2,1,1,38.652,1.195,7.431
1,1,1,17,9,2,2,2,2,1,2.318,0.708,7.498
1,1,1,18,10,2,2,2,3,1,4.526,1.389,4.898
1,1,1,19,32,1,1,1,6,1,2.449,1.559,3.959
1,1,1,20,16,1,1,1,4,1,1.713,1.483,3.732
1,1,1,21,12,1,1,1,3,1,6.373,1.367,4.298
1,1,1,22,9,2,2,2,3,1,2.086,1.367,4.41
1,1,1,23,29,2,2,2,4,1,1.306,1.137,3.81
1,1,1,24,31,1,1,1,4,1,1.649,1.54,4.09
1,1,1,25,10,2,2,2,5,1,1.347,2.081,3.903
1,1,1,26,7,2,2,2,5,1,1.193,1.24,4.075
1,1,1,27,22,1,1,1,5,1,1.446,1.859,3.962
1,1,1,28,15,1,1,1,5,1,1.349,1.517,3.93
1,1,1,29,21,1,1,1,5,1,1.463,1.342,4.109
1,1,1,30,30,2,2,2,5,1,1.526,1.36,4.218
1,1,1,31,27,1,1,1,5,1,1.277,1.467,4.185
1,1,1,32,22,1,1,1,5,1,1.205,1.305,4.166
1,1,1,33,17,1,1,1,5,1,1.183,2.172,3.789
1,1,1,34,4,2,2,2,6,1,1.291,1.171,3.986
1,1,1,35,4,2,2,2,6,1,1.993,1.172,4.091
1,1,1,36,6,1,1,1,6,1,1.269,1.409,4.963
1,1,1,37,18,1,1,1,6,1,1.026,1.023,3.651
1,1,1,38,7,2,2,2,6,1,1.817,1.173,4.098
1,1,1,39,4,2,2,2,6,1,1.152,1.047,4.359
1,1,1,40,20,2,2,2,6,1,1.033,1.199,4.026
1,1,1,41,17,1,1,1,6,1,0.901,1.107,3.64
1,1,1,42,9,2,2,2,6,1,1.866,0.989,3.368
1,1,1,43,4,2,2,2,6,1,2.135,0.983,3.383
1,1,1,44,32,1,1,1,6,1,0.95,1.074,3.258
1,1,1,45,7,2,2,2,6,1,1.304,0.978,3.414
1,1,1,46,5,1,1,1,6,1,1.025,1.077,3.299
1,1,1,47,19,2,2,2,6,1,1.458,1.015,3.412
1,1,1,48,28,1,1,1,6,1,0.993,0.876,3.203
1,1,1,49,7,2,2,2,6,1,1.256,0.932,5.555
1,1,1,50,5,1,1,1,6,1,1.17,1.279,3.706
1,1,1,51,27,1,1,1,6,1,1.274,0.956,3.355
1,1,1,52,19,2,2,2,6,1,1.059,0.965,3.705
1,1,1,53,27,1,1,1,6,1,1.043,1.257,3.689
1,1,1,54,16,1,1,1,6,1,0.794,1.012,3.442
1,1,1,55,14,2,2,2,6,1,0.988,1.922,3.348
1,1,1,56,26,2,2,2,6,1,0.987,1.031,3.443
1,1,1,57,10,2,2,2,6,1,1.115,1.022,3.125
1,1,1,58,31,1,1,1,6,1,0.826,0.896,3.247
1,1,1,59,2,1,1,1,6,1,0.868,1.025,3.129
1,1,1,60,27,1,1,1,6,1,0.701,0.975,3.379
1,1,1,61,2,1,1,1,6,1,0.931,1.128,3.395
1,1,1,62,5,1,1,1,6,1,0.525,1.292,3.558
1,1,1,63,25,2,2,2,6,1,1.035,0.962,3.018
1,1,1,64,32,1,1,1,6,1,0.881,0.936,3.237
1,1,2,65,4,2,2,2,6,1,1.573,1.36,5.148
1,1,2,66,2,1,1,1,6,1,1.599,1.44,4.956
1,1,2,67,17,1,1,1,6,1,0.88,1.095,2.072
1,1,2,68,23,2,2,2,6,1,1.24,0.974,1.481
1,1,2,69,1,1,1,1,6,1,0.947,0.968,2.008
1,1,2,70,1,1,1,1,6,1,0.725,1.078,1.971
1,1,2,71,14,2,2,2,6,1,2.109,1.228,1.824
1,1,2,72,29,2,2,2,6,1,1.211,1.029,1.935
1,1,2,73,4,2,2,2,6,1,1.137,1.002,1.732
1,1,2,74,15,1,1,1,6,1,1.386,0.919,1.819
1,1,2,75,8,2,2,2,6,1,1.05,0.983,1.849
1,1,2,76,10,2,2,2,6,1,1.102,0.87,1.659
1,1,2,77,32,1,1,1,6,1,0.869,0.95,1.864
1,1,2,78,32,1,1,1,6,1,1.064,0.884,1.79
1,1,2,79,20,2,2,2,6,1,1.132,0.972,1.596
1,1,2,80,14,2,2,2,6,1,0.771,0.838,1.714
1,1,2,81,9,2,2,2,6,1,1.285,0.982,2.59
1,1,2,82,10,2,2,2,6,1,1.045,1.046,1.793
1,1,2,83,32,1,1,1,6,1,0.647,0.854,1.794
1,1,2,84,16,1,1,1,6,1,0.993,0.854,1.882
1,1,2,85,12,1,1,1,6,1,0.783,0.894,1.78
1,1,2,86,9,2,2,2,6,1,0.994,0.917,1.808
1,1,2,87,29,2,2,2,6,1,0.961,0.85,1.732
1,1,2,88,31,1,1,1,6,1,1.235,0.987,1.759
1,1,2,89,10,2,2,2,6,1,1.282,0.885,1.728
1,1,2,90,7,2,2,2,6,1,1.18,1.413,1.742
1,1,2,91,22,1,1,1,6,1,0.937,0.818,1.538
1,1,2,92,15,1,1,1,6,1,0.628,0.708,1.646
1,1,2,93,21,1,1,1,6,1,0.781,0.87,1.67
1,1,2,94,30,2,2,2,6,1,1.038,1.165,1.628
1,1,2,95,27,1,1,1,6,1,0.893,0.875,1.764
1,1,2,96,22,1,1,1,6,1,0.601,0.87,1.818
1,1,2,97,17,1,1,1,6,1,1.339,0.977,2.204
1,1,2,98,4,2,2,2,6,1,0.884,2.083,1.852
1,1,2,99,4,2,2,2,6,1,0.956,0.889,1.961
1,1,2,100,6,1,1,1,6,1,0.832,1.013,1.939
1,1,2,101,18,1,1,1,6,1,0.558,0.862,1.856
1,1,2,102,7,2,2,2,6,1,0.912,1.027,1.933
1,1,2,103,4,2,2,2,6,1,0.783,1.148,1.655
1,1,2,104,20,2,2,2,6,1,0.666,0.847,1.668
1,1,2,105,17,1,1,1,6,1,0.712,0.873,1.702
1,1,2,106,9,2,2,2,6,1,0.682,0.759,1.64
1,1,2,107,4,2,2,2,6,1,0.973,0.76,1.565
1,1,2,108,32,1,1,1,6,1,0.533,0.844,1.569
1,1,2,109,7,2,2,2,6,1,1.164,0.876,1.46
1,1,2,110,5,1,1,1,6,1,0.741,0.833,0.385
1,1,2,111,19,2,2,2,6,1,0.998,0.988,1.648
1,1,2,112,28,1,1,1,6,1,0.855,1.512,0.482
1,1,2,113,7,2,2,2,6,1,1.316,1.031,1.649
1,1,2,114,5,1,1,1,6,1,0.802,0.966,1.691
1,1,2,115,27,1,1,1,6,1,0.897,0.993,1.551
1,1,2,116,19,2,2,2,6,1,0.97,0.98,1.528
1,1,2,117,27,1,1,1,6,1,0.746,1.135,1.388
1,1,2,118,16,1,1,1,6,1,0.975,0.91,1.659
1,1,2,119,14,2,2,2,6,1,1.314,0.907,1.701
1,1,2,120,26,2,2,2,6,1,0.854,0.392,1.368
1,1,2,121,10,2,2,2,6,1,0.759,0.845,1.397
1,1,2,122,31,1,1,1,6,1,0.809,0.821,2.145
1,1,2,123,2,1,1,1,6,1,0.689,0.69,1.399
1,1,2,124,27,1,1,1,6,1,0.665,0.774,1.435
1,1,2,125,2,1,1,1,6,1,0.529,0.773,1.547
1,1,2,126,5,1,1,1,6,1,0.602,1.012,1.593
1,1,2,127,25,2,2,2,6,1,1.094,0.669,1.495
1,1,2,128,32,1,1,1,6,1,0.566,0.872,1.518
