ruleID,iSession,iBlock,iTrial,stiID,category,choice,presskey,rating,feedback,choRT,rateRT,recDU
1,1,1,1,32,1,1,1,1,1,5.383,1.669,4.147
1,1,1,2,2,1,2,2,2,0,5.688,1.555,22.506
1,1,1,3,10,2,1,1,1,0,31.058,1.543,4.147
1,1,1,4,16,1,1,1,1,1,3.073,1.513,8.999
1,1,1,5,21,1,1,1,1,1,94.075,1.786,13.092
1,1,1,6,29,2,1,1,2,0,2.027,0.735,10.729
1,1,1,7,6,1,2,2,2,0,38.867,0.662,20.823
1,1,1,8,31,1,1,1,1,1,4.620,1.216,4.668
1,1,1,9,10,2,2,2,1,1,49.938,1.101,5.413
1,1,1,10,23,2,2,2,6,1,23.553,2.202,12.657
1,1,1,11,18,1,2,2,2,0,35.158,4.235,9.059
1,1,1,12,8,2,1,1,2,0,2.640,0.826,10.822
1,1,1,13,21,1,2,2,1,0,356.644,0.903,10.828
1,1,1,14,18,1,1,1,1,1,9.571,3.041,7.251
1,1,1,15,31,1,2,2,1,0,1.784,0.320,15.179
1,1,1,16,27,1,1,1,1,1,8.643,1.469,7.285
1,1,1,17,11,1,2,2,1,0,6.965,1.645,7.070
1,1,1,18,16,1,1,1,1,1,4.015,1.520,7.924
1,1,1,19,15,1,1,1,2,1,1.377,0.775,4.956
1,1,1,20,22,1,2,2,3,0,1.063,2.894,5.395
1,1,1,21,30,2,2,2,1,1,5.702,0.830,7.022
1,1,1,22,24,2,1,1,2,0,1.662,0.390,2.964
1,1,1,23,30,2,2,2,2,1,3.146,2.465,6.745
1,1,1,24,8,2,1,1,1,0,16.225,4.505,5.414
1,1,1,25,2,1,1,1,6,1,6.067,3.092,5.148
1,1,1,26,32,1,1,1,6,1,1.705,0.927,3.698
1,1,1,27,27,1,2,2,2,0,6.688,1.511,6.762
1,1,1,28,26,2,2,2,2,1,4.019,4.019,7.644
1,1,1,29,28,1,2,2,4,0,1.850,0.871,6.241
1,1,1,30,6,1,2,2,1,0,2.182,5.286,7.965
1,1,1,31,9,2,1,1,1,0,15.287,2.338,6.794
1,1,1,32,4,2,1,1,1,0,4.195,4.083,8.447
1,1,1,33,11,1,2,2,1,0,6.078,0.436,5.489
1,1,1,34,11,1,1,1,1,1,1.732,1.013,6.674
1,1,1,35,32,1,1,1,6,1,1.835,2.026,4.230
1,1,1,36,24,2,2,2,2,1,1.151,1.890,6.897
1,1,1,37,9,2,2,2,2,1,3.488,0.986,4.547
1,1,1,38,22,1,1,1,4,1,3.181,1.241,4.808
1,1,1,39,7,2,2,2,4,1,2.069,0.958,4.924
1,1,1,40,16,1,1,1,4,1,1.771,0.739,4.765
1,1,1,41,23,2,2,2,4,1,1.222,1.220,4.897
1,1,1,42,1,1,1,1,5,1,3.200,1.432,5.810
1,1,1,43,16,1,1,1,5,1,1.497,1.653,4.246
1,1,1,44,11,1,1,1,5,1,1.291,1.285,4.066
1,1,1,45,14,2,2,2,6,1,1.156,1.452,3.941
1,1,1,46,29,2,2,2,6,1,0.953,1.289,4.365
1,1,1,47,5,1,1,1,6,1,1.341,0.874,6.139
1,1,1,48,19,2,2,2,6,1,0.907,1.809,3.316
1,1,1,49,28,1,1,1,6,1,1.303,1.117,4.361
1,1,1,50,28,1,1,1,6,1,1.235,1.603,3.106
1,1,1,51,13,2,2,2,6,1,0.770,1.648,3.567
1,1,1,52,27,1,1,1,6,1,1.413,0.391,2.969
1,1,1,53,12,1,1,1,6,1,1.055,1.130,3.297
1,1,1,54,8,2,2,2,6,1,0.703,1.918,3.676
1,1,1,55,5,1,1,1,6,1,1.186,1.114,3.029
1,1,1,56,30,2,2,2,6,1,0.687,0.710,3.525
1,1,1,57,10,2,2,2,6,1,2.425,2.832,3.361
1,1,1,58,28,1,1,1,6,1,2.299,0.947,2.589
1,1,1,59,10,2,2,2,6,1,1.140,0.905,3.009
1,1,1,60,22,1,1,1,6,1,1.351,0.991,2.983
1,1,1,61,14,2,2,2,6,1,0.867,0.269,2.898
1,1,1,62,17,1,1,1,6,1,1.270,1.224,2.964
1,1,1,63,17,1,1,1,6,1,2.141,0.262,3.115
1,1,1,64,8,2,2,2,6,1,0.829,0.340,2.770
1,1,2,65,14,2,2,2,6,1,1.328,1.963,5.300
1,1,2,66,5,1,1,1,6,1,1.187,1.057,2.770
1,1,2,67,18,1,1,1,6,1,1.770,1.198,3.018
1,1,2,68,19,2,2,2,6,1,1.070,0.315,3.502
1,1,2,69,1,1,1,1,6,1,1.628,0.672,3.857
1,1,2,70,27,1,1,1,6,1,1.141,0.643,3.077
1,1,2,71,27,1,1,1,6,1,1.212,0.997,3.243
1,1,2,72,9,2,2,2,6,1,1.119,0.384,3.428
1,1,2,73,13,2,2,2,6,1,1.017,1.172,2.941
1,1,2,74,31,1,1,1,6,1,1.124,0.944,2.575
1,1,2,75,13,2,2,2,6,1,0.966,0.200,2.957
1,1,2,76,31,1,1,1,6,1,1.138,1.057,3.684
1,1,2,77,27,1,1,1,6,1,1.271,1.094,2.793
1,1,2,78,25,2,2,2,6,1,0.975,0.305,3.328
1,1,2,79,14,2,2,2,6,1,1.637,0.892,3.722
1,1,2,80,5,1,1,1,6,1,1.207,0.719,3.419
1,1,2,81,32,1,1,1,6,1,0.912,0.246,3.996
1,1,2,82,17,1,1,1,6,1,1.044,0.448,3.580
1,1,2,83,16,1,1,1,6,1,1.548,0.966,3.335
1,1,2,84,10,2,2,2,6,1,0.715,0.827,3.477
1,1,2,85,4,2,2,2,6,1,0.683,1.496,3.297
1,1,2,86,25,2,2,2,6,1,0.624,1.385,3.016
1,1,2,87,9,2,2,2,6,1,0.642,0.955,2.739
1,1,2,88,3,2,2,2,6,1,0.641,0.683,0.333
1,1,2,89,31,1,1,1,6,1,0.924,1.059,2.312
1,1,2,90,20,2,2,2,6,1,0.829,0.611,2.507
1,1,2,91,11,1,1,1,6,1,1.075,0.388,2.627
1,1,2,92,28,1,1,1,6,1,0.955,0.433,1.093
1,1,2,93,8,2,2,2,6,1,0.791,0.348,1.968
1,1,2,94,31,1,1,1,6,1,1.008,0.549,1.869
1,1,2,95,29,2,2,2,6,1,0.660,0.418,1.312
1,1,2,96,11,1,1,1,6,1,1.038,0.518,1.473
1,1,2,97,17,1,1,1,6,1,1.152,0.215,2.476
1,1,2,98,21,1,1,1,6,1,1.002,0.964,3.068
1,1,2,99,31,1,1,1,6,1,0.859,0.914,2.730
1,1,2,100,18,1,1,1,6,1,0.762,1.169,2.765
1,1,2,101,23,2,2,2,6,1,0.711,0.595,2.769
1,1,2,102,19,2,2,2,6,1,0.815,0.662,3.052
1,1,2,103,13,2,2,2,6,1,0.670,0.680,2.601
1,1,2,104,29,2,2,2,6,1,0.652,0.265,2.723
1,1,2,105,5,1,1,1,6,1,1.191,0.846,2.228
1,1,2,106,32,1,1,1,6,1,1.149,1.107,2.636
1,1,2,107,19,2,2,2,6,1,0.962,0.569,2.970
1,1,2,108,22,1,1,1,6,1,1.061,0.779,3.147
1,1,2,109,8,2,2,2,6,1,0.642,0.330,2.353
1,1,2,110,23,2,2,2,6,1,0.821,0.384,2.494
1,1,2,111,19,2,2,2,6,1,0.625,0.306,2.350
1,1,2,112,26,2,2,2,6,1,0.604,0.523,2.484
1,1,2,113,13,2,2,2,6,1,0.714,0.358,1.792
1,1,2,114,2,1,1,1,6,1,1.068,0.751,0.353
1,1,2,115,4,2,2,2,6,1,0.692,0.283,1.931
1,1,2,116,17,1,1,1,6,1,1.097,0.641,1.481
1,1,2,117,29,2,2,2,6,1,0.630,0.309,2.013
1,1,2,118,2,1,1,1,6,1,1.132,0.482,1.861
1,1,2,119,10,2,2,2,6,1,0.769,0.528,2.394
1,1,2,120,17,1,1,1,6,1,1.533,0.964,2.498
1,1,2,121,17,1,1,1,6,1,1.010,0.474,2.939
1,1,2,122,17,1,1,1,6,1,1.185,0.656,2.515
1,1,2,123,16,1,1,1,6,1,1.068,0.714,2.425
1,1,2,124,27,1,1,1,6,1,1.322,0.534,2.572
1,1,2,125,21,1,1,1,6,1,1.140,0.285,2.547
1,1,2,126,22,1,1,1,6,1,1.214,0.384,2.274
1,1,2,127,29,2,2,2,6,1,0.680,0.665,2.632
1,1,2,128,17,1,1,1,6,1,1.237,0.435,2.490
