iTrial,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,timestamp
1,0.5,0.66666666666667,0.83333333333333,0.83333333333333,0.5,0.5,0.5,0.5,1729559622663
1,0.5,0.66666666666667,0.83333333333333,0.83333333333333,0.5,0.5,0.5,0.5,1729559623564
1,0.5,0.66666666666667,0.83073182406064,0.83333333333333,0.5,0.5,0.49999031744297,0.5,1729559623588
1,0.5,0.66666666666667,0.82350445036683,0.83333333333333,0.5,0.5,0.49998610154842,0.5,1729559623604
1,0.5,0.66666666666667,0.80906105737509,0.83333333333333,0.5,0.5,0.50000235748458,0.5,1729559623620
1,0.5,0.66666666666667,0.76506364601132,0.83333333333333,0.5,0.5,0.49999084642183,0.5,1729559623637
1,0.5,0.66666666666667,0.74538323072648,0.83333333333333,0.5,0.5,0.49999758427981,0.5,1729559623653
1,0.5,0.66666666666667,0.72830176980902,0.83333333333333,0.5,0.5,0.49998313909819,0.5,1729559623670
1,0.5,0.66666666666667,0.71845321889882,0.83333333333333,0.5,0.5,0.49998737539235,0.5,1729559623687
1,0.5,0.66666666666667,0.70400546905701,0.83333333333333,0.5,0.5,0.49998437958474,0.5,1729559623703
1,0.5,0.66666666666667,0.69159452420731,0.83333333333333,0.5,0.5,0.49998971753655,0.5,1729559623720
1,0.5,0.66666666666667,0.677145300479,0.83333333333333,0.5,0.5,0.49999501294538,0.5,1729559623737
1,0.5,0.66666666666667,0.61866431514178,0.83333333333333,0.5,0.5,0.49999663284059,0.5,1729559623753
1,0.5,0.66666666666667,0.56281271145745,0.83333333333333,0.5,0.5,0.49998763853788,0.5,1729559623770
1,0.5,0.66666666666667,0.48264854176508,0.83333333333333,0.5,0.5,0.49997797455834,0.5,1729559623787
1,0.5,0.66666666666667,0.40970074860724,0.83333333333333,0.5,0.5,0.49999542258698,0.5,1729559623804
1,0.5,0.66666666666667,0.38087813022101,0.83333333333333,0.5,0.5,0.49999332306968,0.5,1729559623820
1,0.5,0.66666666666667,0.33947463490363,0.83333333333333,0.5,0.5,0.49998211877306,0.5,1729559623837
1,0.5,0.66666666666667,0.26923790814336,0.83333333333333,0.5,0.5,0.49998974268754,0.5,1729559623854
