iSub,condition,feature1_name,feature2_name,feature3_name,feature4_name,iSession,iRun,iTrial,feature1,feature2,feature3,feature4,category,choice,rating,feedback,ambiguous,choRT,text,A,b,n_constraints,matched_rules,un_pro
333,3,green,yellow,pink,blue,1,4,130,0.0097974480218664,0.444694340731438,0.705865576035973,0.404451828442501,1,2,4,0.5,0,1.217,,,,,,
333,3,green,yellow,pink,blue,1,4,131,0.416738770591671,0.793007289594686,0.717267704530187,0.62312071437956,2,2,2,1.0,0,1.956,,,,,,
333,3,green,yellow,pink,blue,1,4,132,0.388261200426783,0.477080753078152,0.996105859432297,0.55554545042013,1,2,2,0.5,1,0.826,,,,,,
333,3,green,yellow,pink,blue,1,4,133,0.573246435046335,0.103734112639369,0.342270101762748,0.901864053552871,3,1,1,0.0,0,4.992,,,,,,
333,3,green,yellow,pink,blue,1,4,134,0.421113601889941,0.835811352536394,0.912394321277311,0.600455239502299,2,2,2,1.0,0,0.586,,,,,,
333,3,green,yellow,pink,blue,1,4,135,0.804183855663699,0.212973099921052,0.694524411227614,0.8328455952076,4,1,1,0.0,0,1.082,,,,,,
333,3,green,yellow,pink,blue,1,4,136,0.325362479345754,0.62580613920724,0.140257043711863,0.307995897405883,2,3,1,0.0,0,0.445,,,,,,
333,3,green,yellow,pink,blue,1,4,137,0.748404682457325,0.621213927961415,0.546645863456801,0.235430339386225,4,4,2,1.0,1,0.144,,,,,,
333,3,green,yellow,pink,blue,1,5,138,0.0212446805726575,0.688523253354971,0.377403760074308,0.0210130990070254,2,2,2,1.0,0,2.269,,,,,,
333,3,green,yellow,pink,blue,1,5,139,0.292467903451276,0.522566360480932,0.550875264748901,0.290730974438544,2,2,1,1.0,1,0.87,,,,,,
333,3,green,yellow,pink,blue,1,5,140,0.0428176186137135,0.623878362393198,0.0502819592839449,0.35588809825489,2,2,2,1.0,0,3.769,,,,,,
333,3,green,yellow,pink,blue,1,5,141,0.763308169998469,0.267782636419939,0.304357864263666,0.992540702206073,3,3,1,1.0,0,2.628,,,,,,
333,3,green,yellow,pink,blue,1,5,142,0.953263580015324,0.480266382603371,0.0244439779266433,0.25721922517919,3,3,1,1.0,1,5.464,,,,,,
333,3,green,yellow,pink,blue,1,5,143,0.621989620438504,0.285380548464581,0.578654179141166,0.820483978745704,4,3,1,0.5,0,1.87,,,,,,
333,3,green,yellow,pink,blue,1,5,144,0.62452517671804,0.833763117845917,0.346637204367716,0.498607772101529,3,3,2,1.0,0,1.656,,,,,,
333,3,green,yellow,pink,blue,1,5,145,0.0215897125190708,0.182705424494592,0.337151634008127,0.757259636601291,1,2,2,0.5,0,7.514,,,,,,
333,3,green,yellow,pink,blue,1,5,146,0.962909270951095,0.899606337902421,0.0481408267490352,0.198191013102832,3,3,1,1.0,0,3.486,,,,,,
333,3,green,yellow,pink,blue,1,5,147,0.892866209948969,0.235315835589127,0.882321356074417,0.262171403149875,4,4,2,1.0,0,2.461,,,,,,
333,3,green,yellow,pink,blue,1,5,148,0.64162473307252,0.378689583294523,0.355267696913274,0.474667789660168,3,3,2,1.0,0,1.07,,,,,,
333,3,green,yellow,pink,blue,1,5,149,0.0232603671068843,0.216464152310722,0.911553160735135,0.832852785624495,1,2,4,0.5,0,0.135,,,,,,
333,3,green,yellow,pink,blue,1,5,150,0.861747635275829,0.440194054681589,0.108606257624124,0.580446846396006,3,3,2,1.0,0,0.458,,,,,,
333,3,green,yellow,pink,blue,1,5,151,0.945683967474158,0.825461203564709,0.652650891165218,0.953699897674851,4,3,3,0.5,0,0.638,,,,,,
333,3,green,yellow,pink,blue,1,5,152,0.975605579704272,0.521225004040071,0.417826957241728,0.453271230958324,3,3,2,1.0,1,8.768,,,,,,
333,3,green,yellow,pink,blue,1,5,153,0.289474192446924,0.000429104050255,0.90335216882139,0.317204938452875,1,1,3,1.0,0,4.86,,,,,,
333,3,green,yellow,pink,blue,1,5,154,0.267802339589686,0.413192262561865,0.659072178144253,0.340585069476687,1,2,3,0.5,0,0.641,,,,,,
333,3,green,yellow,pink,blue,1,5,155,0.723187072203907,0.95944086219594,0.60800251163806,0.298214012196042,4,4,2,1.0,0,1.284,,,,,,
333,3,green,yellow,pink,blue,1,5,156,0.0944080937043432,0.457155860644452,0.493168025844074,0.819497861695302,1,2,3,0.5,1,0.846,,,,,,
333,3,green,yellow,pink,blue,1,5,157,0.454657984382246,0.676350537314789,0.56690212605405,0.040382859337652,2,4,3,0.0,1,3.092,,,,,,
333,3,green,yellow,pink,blue,1,5,158,0.421543015596265,0.744070440876563,0.275684209757311,0.784311515171387,2,3,2,0.0,0,8.21,,,,,,
333,3,green,yellow,pink,blue,1,5,159,0.646250292917057,0.289969926587659,0.9647522970349,0.87562942839485,4,1,2,0.0,0,1.404,,,,,,
333,3,green,yellow,pink,blue,1,5,160,0.485276890944539,0.640023613050598,0.474148259110298,0.615445627144968,2,1,2,0.5,1,4.21,,,,,,
333,3,green,yellow,pink,blue,1,5,161,0.425007231339202,0.606686785624506,0.570762859532861,0.613629248403932,2,2,2,1.0,0,0.661,,,,,,
333,3,green,yellow,pink,blue,1,5,162,0.510794020355734,0.0956653729095924,0.547675774593442,0.67203257285568,4,3,2,0.5,1,4.772,,,,,,
333,3,green,yellow,pink,blue,1,5,163,0.0094174507368907,0.813772697781808,0.0291647357646438,0.244933344271429,2,2,3,1.0,0,0.643,,,,,,
333,3,green,yellow,pink,blue,1,5,164,0.0705200756527239,0.970993486925641,0.193010688446559,0.420319471365186,2,2,4,1.0,0,0.587,,,,,,
333,3,green,yellow,pink,blue,1,5,165,0.231837135366134,0.575584482231486,0.776175996076,0.757387488159282,2,2,1,1.0,0,1.278,,,,,,
333,3,green,yellow,pink,blue,1,5,166,0.721065953724075,0.82178709073846,0.207860778813061,0.871989660904307,3,3,3,1.0,0,2.496,,,,,,
333,3,green,yellow,pink,blue,1,5,167,0.209111357798739,0.41151690607574,0.359637161621971,0.394368862402603,1,2,2,0.5,0,3.255,,,,,,
333,3,green,yellow,pink,blue,1,5,168,0.123086151946475,0.136074702093644,0.476912740396652,0.287915159754665,1,1,2,1.0,1,2.741,,,,,,
333,3,green,yellow,pink,blue,1,5,169,0.701810809823396,0.232634242365538,0.21930094911121,0.827275217515094,3,3,2,1.0,0,8.472,,,,,,
333,3,green,yellow,pink,blue,1,5,170,0.972114887167431,0.598639376452202,0.280787633283891,0.672420670375865,3,3,3,1.0,0,2.222,,,,,,
333,3,green,yellow,pink,blue,1,5,171,0.648918236870584,0.791691671508567,0.511820372518894,0.194295722454253,4,4,4,1.0,1,0.344,,,,,,
333,3,green,yellow,pink,blue,1,5,172,0.162508875472241,0.548755088038734,0.385772742830697,0.532302746224409,2,2,4,1.0,1,0.377,,,,,,
333,3,green,yellow,pink,blue,1,5,173,0.588614272262978,0.353751852394151,0.916076886948637,0.84620075980798,4,1,3,0.0,0,1.751,,,,,,
333,3,green,yellow,pink,blue,1,5,174,0.187498524303842,0.9078857854199,0.765821678540755,0.233687917531109,2,2,1,1.0,0,2.077,,,,,,
333,3,green,yellow,pink,blue,1,6,175,0.974450061375467,0.0995234878207738,0.414720240682288,0.0720337011426029,3,4,2,0.5,0,3.987,,,,,,
