iTrial,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,timestamp
1,0.33333333333333,0.16666666666667,0.16666666666667,0.84000185295186,0.5,0.5,0.5,0.5,1734168228569
1,0.33333333333333,0.16666666666667,0.16666666666667,0.84667033130834,0.5,0.5,0.5,0.5,1734168228604
1,0.33333333333333,0.16666666666667,0.16666666666667,0.85333876890179,0.5,0.5,0.5,0.5,1734168228620
1,0.33333333333333,0.16666666666667,0.16666666666667,0.86668873118833,0.5,0.5,0.5,0.5,1734168228637
1,0.33333333333333,0.16666666666667,0.16666666666667,0.87335704932047,0.5,0.5,0.5,0.5,1734168228664
1,0.33333333333333,0.16666666666667,0.16666666666667,0.88002532859869,0.5,0.5,0.5,0.5,1734168228671
1,0.33333333333333,0.16666666666667,0.16666666666667,0.90006841349629,0.5,0.5,0.5,0.5,1734168228687
1,0.33333333333333,0.16666666666667,0.16666666666667,0.91723849004824,0.5,0.5,0.5,0.5,1734168228703
1,0.33333333333333,0.16666666666667,0.16666666666667,0.92390652465478,0.5,0.5,0.5,0.5,1734168228720
1,0.33333333333333,0.16666666666667,0.16666666666667,0.93725491216687,0.5,0.5,0.5,0.5,1734168228737
1,0.33333333333333,0.16666666666667,0.16666666666667,0.95828380958301,0.5,0.5,0.5,0.5,1734168228753
1,0.33333333333333,0.16666666666667,0.16666666666667,0.96495163132881,0.5,0.5,0.5,0.5,1734168228770
1,0.33333333333333,0.16666666666667,0.16666666666667,0.99263042270502,0.5,0.5,0.5,0.5,1734168228787
1,0.33333333333333,0.16666666666667,0.16666666666667,1,0.5,0.5,0.5,0.5,1734168228803
1,0.33333333333333,0.16666666666667,0.16666666666667,1,0.5,0.5,0.5,0.5,1734168228820
1,0.33333333333333,0.16666666666667,0.16666666666667,1,0.5,0.5,0.5,0.5,1734168228837
1,0.33333333333333,0.16666666666667,0.16666666666667,1,0.5,0.5,0.5,0.5,1734168228853
1,0.33333333333333,0.16666666666667,0.16666666666667,0.98283080915284,0.5,0.5,0.5,0.5,1734168229280
1,0.33333333333333,0.16666666666667,0.16666666666667,0.95515462176011,0.5,0.5,0.5,0.5,1734168229288
1,0.33333333333333,0.16666666666667,0.16666666666667,0.93133333227604,0.5,0.5,0.5,0.5,1734168229304
1,0.33333333333333,0.16666666666667,0.16666666666667,0.90751224994731,0.5,0.5,0.5,0.5,1734168229321
1,0.33333333333333,0.16666666666667,0.16666666666667,0.89700781795772,0.5,0.5,0.5,0.5,1734168229337
1,0.33333333333333,0.16666666666667,0.16666666666667,0.8903525702087,0.5,0.5,0.5,0.5,1734168229355
2,0.66666666666667,0.16666666666667,1,0.33255583393016,0.5,0.5,0.5,0.5,1734168247395
2,0.66666666666667,0.16666666666667,1,0.32205487521088,0.5,0.5,0.5,0.5,1734168247406
2,0.66666666666667,0.16666666666667,1,0.30106787189672,0.5,0.5,0.5,0.5,1734168247422
2,0.66666666666667,0.16666666666667,1,0.26591932489392,0.5,0.5,0.5,0.5,1734168247439
2,0.66666666666667,0.16666666666667,1,0.24493558492281,0.5,0.5,0.5,0.5,1734168247456
2,0.66666666666667,0.16666666666667,1,0.22395326328778,0.5,0.5,0.5,0.5,1734168247472
2,0.66666666666667,0.16666666666667,1,0.19925954804997,0.5,0.5,0.5,0.5,1734168247489
2,0.66666666666667,0.16666666666667,1,0.18876069437903,0.5,0.5,0.5,0.5,1734168247624
3,0.5,0.83333333333333,0.16666666666667,0.4857070039335,0.5,0.5,0.5,0.5,1734168251163
3,0.5,0.83333333333333,0.16666666666667,0.47905541537917,0.5,0.5,0.5,0.5,1734168251180
3,0.5,0.83333333333333,0.16666666666667,0.47240392023865,0.5,0.5,0.5,0.5,1734168251193
3,0.5,0.83333333333333,0.16666666666667,0.46190160036671,0.5,0.5,0.5,0.5,1734168251209
3,0.5,0.83333333333333,0.16666666666667,0.45525035426313,0.5,0.5,0.5,0.5,1734168251227
3,0.5,0.83333333333333,0.16666666666667,0.45143583531269,0.5,0.5,0.5,0.5,1734168251243
3,0.5,0.83333333333333,0.16666666666667,0.4132663938896,0.5,0.5,0.5,0.5,1734168251259
3,0.5,0.83333333333333,0.16666666666667,0.38852280747303,0.5,0.5,0.5,0.5,1734168251276
3,0.5,0.83333333333333,0.16666666666667,0.36378399185289,0.5,0.5,0.5,0.5,1734168251293
3,0.5,0.83333333333333,0.16666666666667,0.34279496316143,0.5,0.5,0.5,0.5,1734168251309
3,0.5,0.83333333333333,0.16666666666667,0.32180691625035,0.5,0.5,0.5,0.5,1734168251326
3,0.5,0.83333333333333,0.16666666666667,0.30753343125855,0.5,0.5,0.5,0.5,1734168251343
3,0.5,0.83333333333333,0.16666666666667,0.28654720665156,0.5,0.5,0.5,0.5,1734168251360
3,0.5,0.83333333333333,0.16666666666667,0.26937860751077,0.5,0.5,0.5,0.5,1734168251376
3,0.5,0.83333333333333,0.16666666666667,0.23749786227976,0.5,0.5,0.5,0.5,1734168251393
3,0.5,0.83333333333333,0.16666666666667,0.21279922400054,0.5,0.5,0.5,0.5,1734168251409
3,0.5,0.83333333333333,0.16666666666667,0.18450477154249,0.5,0.5,0.5,0.5,1734168251426
3,0.5,0.83333333333333,0.16666666666667,0.17025760597197,0.5,0.5,0.5,0.5,1734168251443
3,0.5,0.83333333333333,0.16666666666667,0.15601419073111,0.5,0.5,0.5,0.5,1734168251460
3,0.5,0.83333333333333,0.16666666666667,0.14551632483539,0.5,0.5,0.5,0.5,1734168251510
3,0.5,0.83333333333333,0.16666666666667,0.14172682004295,0.5,0.5,0.5,0.5,1734168251526
3,0.5,0.83333333333333,0.16666666666667,0.13793786861751,0.5,0.5,0.5,0.5,1734168251736
3,0.5,0.83333333333333,0.16666666666667,0.13414948139263,0.5,0.5,0.5,0.5,1734168251743
3,0.5,0.83333333333333,0.16666666666667,0.12365220193659,0.5,0.5,0.5,0.5,1734168251760
3,0.5,0.83333333333333,0.16666666666667,0.11620234705445,0.5,0.5,0.5,0.5,1734168251777
3,0.5,0.83333333333333,0.16666666666667,0.07436637455677,0.5,0.5,0.5,0.5,1734168251793
