iTrial,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,timestamp
1,0.84000185295186,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558727
1,0.86768078765422,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558742
1,0.8887104868107,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558758
1,0.95359113211115,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558775
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558791
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558808
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558825
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558842
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558858
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558875
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558892
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558908
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558925
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558942
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558959
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558975
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424558992
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424559009
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424559025
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424559042
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424559058
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424559075
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424559091
1,1,0.16666666666667,0.66666666666667,0,0.5,0.5,0.5,0.5,1734424559108
1,1,0.16666666666667,0.67389881740197,0,0.5,0.5,0.5,0.5,1734424560326
1,1,0.16666666666667,0.69561697156773,0,0.5,0.5,0.5,0.5,1734424560344
1,1,0.16666666666667,0.73911337127049,0,0.5,0.5,0.5,0.5,1734424560359
1,1,0.16666666666667,0.76808138246294,0,0.5,0.5,0.5,0.5,1734424560376
1,1,0.16666666666667,0.81883888878272,0,0.5,0.5,0.5,0.5,1734424560393
1,1,0.16666666666667,0.88414173359452,0,0.5,0.5,0.5,0.5,1734424560410
1,1,0.16666666666667,0.98588838479031,0,0.5,0.5,0.5,0.5,1734424560427
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560444
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560460
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560477
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560493
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560510
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560527
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560543
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560560
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560577
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560594
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560610
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560626
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560643
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560660
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560676
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560693
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560710
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560727
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560744
1,1,0.16666666666667,1,0,0.5,0.5,0.5,0.5,1734424560816
2,1,0.33333333333333,0.9901491929637,0.83333333333333,0.5,0.5,0.5,0.5,1734424565957
2,1,0.33333333333333,0.98029845416106,0.83333333333333,0.5,0.5,0.5,0.5,1734424565965
2,1,0.33333333333333,0.94875844013727,0.83333333333333,0.5,0.5,0.5,0.5,1734424565982
2,1,0.33333333333333,0.93167234279442,0.83333333333333,0.5,0.5,0.5,0.5,1734424565998
2,1,0.33333333333333,0.8975036158021,0.83333333333333,0.5,0.5,0.5,0.5,1734424566015
2,1,0.33333333333333,0.8659639378099,0.83333333333333,0.5,0.5,0.5,0.5,1734424566032
2,1,0.33333333333333,0.83179562023453,0.83333333333333,0.5,0.5,0.5,0.5,1734424566049
2,1,0.33333333333333,0.81211676439697,0.83333333333333,0.5,0.5,0.5,0.5,1734424566065
2,1,0.33333333333333,0.8022674789574,0.83333333333333,0.5,0.5,0.5,0.5,1734424566082
2,1,0.33333333333333,0.82658382245578,0.83333333333333,0.5,0.5,0.5,0.5,1734424566211
2,1,0.33333333333333,0.83381542047416,0.83333333333333,0.5,0.5,0.5,0.5,1734424566218
2,1,0.33333333333333,0.84828483477266,0.83333333333333,0.5,0.5,0.5,0.5,1734424566232
2,1,0.33333333333333,0.8943181829329,0.83333333333333,0.5,0.5,0.5,0.5,1734424566249
2,1,0.33333333333333,0.95485559577778,0.83333333333333,0.5,0.5,0.5,0.5,1734424566266
2,1,0.33333333333333,0.98381409611638,0.83333333333333,0.5,0.5,0.5,0.5,1734424566282
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424566299
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424566315
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424566332
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424566349
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424566366
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424566382
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424566399
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424566416
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424566433
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424566449
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424567690
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424567738
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424567751
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424567767
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424567783
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424567800
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424567818
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424567834
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424567850
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424567867
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424567884
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424567900
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424567917
2,1,0.33333333333333,1,0.83333333333333,0.5,0.5,0.5,0.5,1734424567934
3,0.33333333333333,0.33333333333333,0.00724185892905,1,0.5,0.5,0.5,0.5,1734424573767
3,0.33333333333333,0.33333333333333,0.02174961545831,1,0.5,0.5,0.5,0.5,1734424573782
3,0.33333333333333,0.33333333333333,0.02899042552656,1,0.5,0.5,0.5,0.5,1734424573790
3,0.33333333333333,0.33333333333333,0.07274712042073,1,0.5,0.5,0.5,0.5,1734424573806
3,0.33333333333333,0.33333333333333,0.15329926510658,1,0.5,0.5,0.5,0.5,1734424573823
3,0.33333333333333,0.33333333333333,0.24844334273146,1,0.5,0.5,0.5,0.5,1734424573840
3,0.33333333333333,0.33333333333333,0.34069402795712,1,0.5,0.5,0.5,0.5,1734424573856
3,0.33333333333333,0.33333333333333,0.43539895614507,1,0.5,0.5,0.5,0.5,1734424573873
3,0.33333333333333,0.33333333333333,0.4768039949236,1,0.5,0.5,0.5,0.5,1734424573890
3,0.33333333333333,0.33333333333333,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424573908
3,0.32579519379199,0.33333333333333,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424575801
3,0.31529431794015,0.33333333333333,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424575808
3,0.26379475533542,0.33333333333333,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424575825
3,0.17708516268237,0.33333333333333,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424575842
3,0.0492678714865,0.33333333333333,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424575858
3,0,0.33333333333333,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424575875
3,0,0.33333333333333,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424575892
3,0,0.33333333333333,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424575909
3,0,0.33333333333333,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424575925
3,0,0.33333333333333,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424575942
3,0,0.32668442541908,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424576894
3,0,0.29371595041919,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424576909
3,0,0.26729783740021,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424576926
3,0,0.22788494825597,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424576943
3,0,0.17570450836902,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424576959
3,0,0.0959494397271,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424576976
3,0,0.02911482537107,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424576993
3,0,0,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424577009
3,0,0,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424577026
3,0,0,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424577043
3,0,0,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424577059
3,0,0,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424577076
3,0,0,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424577093
3,0,0,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424577110
3,0,0,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424577126
3,0,0,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424577143
3,0,0,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424577160
3,0,0,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424577176
3,0,0,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424577193
3,0,0,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424577210
3,0,0,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424577227
3,0,0,0.49389432804891,1,0.5,0.5,0.5,0.5,1734424577243
4,0,0.83333333333333,0.00724185892905,0.66666666666667,0.5,0.5,0.5,0.5,1734424580205
4,0,0.83333333333333,0.02903872142208,0.66666666666667,0.5,0.5,0.5,0.5,1734424580212
4,0,0.83333333333333,0.05813210190812,0.66666666666667,0.5,0.5,0.5,0.5,1734424580230
4,0,0.83333333333333,0.10920335508764,0.66666666666667,0.5,0.5,0.5,0.5,1734424580246
4,0,0.83333333333333,0.24160092436746,0.66666666666667,0.5,0.5,0.5,0.5,1734424580263
4,0,0.83333333333333,0.43610580696228,0.66666666666667,0.5,0.5,0.5,0.5,1734424580280
4,0,0.83333333333333,0.61621862020512,0.66666666666667,0.5,0.5,0.5,0.5,1734424580296
4,0,0.83333333333333,0.76676496689898,0.66666666666667,0.5,0.5,0.5,0.5,1734424580313
4,0,0.83333333333333,0.93423590952749,0.66666666666667,0.5,0.5,0.5,0.5,1734424580329
4,0,0.83333333333333,0.93239283402332,0.66666666666667,0.5,0.5,0.5,0.5,1734424580394
4,0,0.83333333333333,0.92516737426288,0.66666666666667,0.5,0.5,0.5,0.5,1734424582035
4,0,0.83333333333333,0.90085142752198,0.66666666666667,0.5,0.5,0.5,0.5,1734424582048
4,0,0.83333333333333,0.87653548492025,0.66666666666667,0.5,0.5,0.5,0.5,1734424582065
4,0,0.83333333333333,0.8449959000937,0.66666666666667,0.5,0.5,0.5,0.5,1734424582081
4,0,0.83333333333333,0.81806900791693,0.66666666666667,0.5,0.5,0.5,0.5,1734424582098
4,0,0.83333333333333,0.80098311405834,0.66666666666667,0.5,0.5,0.5,0.5,1734424582115
4,0,0.83333333333333,0.79375802507699,0.66666666666667,0.5,0.5,0.5,0.5,1734424582131
4,0,0.83333333333333,0.76683214928672,0.66666666666667,0.5,0.5,0.5,0.5,1734424582148
4,0,0.83333333333333,0.74251623313781,0.66666666666667,0.5,0.5,0.5,0.5,1734424582165
4,0,0.83333333333333,0.72807357755743,0.66666666666667,0.5,0.5,0.5,0.5,1734424582181
4,0,0.83333333333333,0.71822516390826,0.66666666666667,0.5,0.5,0.5,0.5,1734424582198
4,0,0.83333333333333,0.71100036047139,0.66666666666667,0.5,0.5,0.5,0.5,1734424582239
4,0,0.82282914028437,0.71100036047139,0.66666666666667,0.5,0.5,0.5,0.5,1734424583142
4,0,0.81232498376807,0.71100036047139,0.66666666666667,0.5,0.5,0.5,0.5,1734424583158
4,0,0.79515587026911,0.71100036047139,0.66666666666667,0.5,0.5,0.5,0.5,1734424583174
4,0,0.78084539555322,0.71100036047139,0.66666666666667,0.5,0.5,0.5,0.5,1734424583182
