f1_length,f2_length,f3_length,f4_length,timestamp
1,0.55530289046548,0.25521136902159,0.49702800694874,1769670365988
1,0.55530289046548,0.24211679899961,0.49702800694874,1769670366005
1,0.55530289046548,0.24870091027783,0.49702800694874,1769670366210
1,0.55530289046548,0.27503099187726,0.49702800694874,1769670366222
1,0.55530289046548,0.3275390130549,0.49702800694874,1769670366239
1,0.55530289046548,0.4202256474713,0.49702800694874,1769670366255
1,0.55530289046548,0.43989522245141,0.49702800694874,1769670366272
1,0.55530289046548,0.51214354508899,0.49702800694874,1769670366289
1,0.55530289046548,0.53181017494509,0.49702800694874,1769670366305
1,0.55530289046548,0.57766469778666,0.49702800694874,1769670366322
1,0.55530289046548,0.61042383390451,0.49702800694874,1769670366338
1,0.55530289046548,0.62351840392648,0.49702800694874,1769670366355
1,0.55530289046548,0.63008793644087,0.49702800694874,1769670366372
0.99346886931929,0.55530289046548,0.63008793644087,0.49702800694874,1769670370312
0.98693781855098,0.55530289046548,0.63008793644087,0.49702800694874,1769670370327
0.97384324852901,0.55530289046548,0.63008793644087,0.49702800694874,1769670370343
0.95421804029516,0.55530289046548,0.63008793644087,0.49702800694874,1769670370355
0.90840430620705,0.55530289046548,0.63008793644087,0.49702800694874,1769670370372
0.8822151661631,0.55530289046548,0.63008793644087,0.49702800694874,1769670370389
0.82991059082143,0.55530289046548,0.63008793644087,0.49702800694874,1769670370405
0.7121414685731,0.55530289046548,0.63008793644087,0.49702800694874,1769670370422
0.66633191437394,0.55530289046548,0.63008793644087,0.49702800694874,1769670370438
0.64014277433,0.55530289046548,0.63008793644087,0.49702800694874,1769670370455
0.62704820430802,0.55530289046548,0.63008793644087,0.49702800694874,1769670370472
0.61395363428605,0.55530289046548,0.63008793644087,0.49702800694874,1769670370488
0.60085906426408,0.55530289046548,0.63008793644087,0.49702800694874,1769670370506
0.5877644942421,0.55530289046548,0.63008793644087,0.49702800694874,1769670370732
0.56814641539845,0.55530289046548,0.63008793644087,0.49702800694874,1769670370772
0.56162307988599,0.55530289046548,0.63008793644087,0.49702800694874,1769670370793
0.55509992022312,0.55530289046548,0.63008793644087,0.49702800694874,1769670370805
0.52891078017917,0.55530289046548,0.63008793644087,0.49702800694874,1769670370822
0.5092943619959,0.55530289046548,0.63008793644087,0.49702800694874,1769670370838
0.50277271224877,0.55530289046548,0.63008793644087,0.49702800694874,1769670370855
0.49625126402928,0.55530289046548,0.63008793644087,0.49702800694874,1769670370881
0.48973002052469,0.55530289046548,0.63008793644087,0.49702800694874,1769670370889
0.48320898499832,0.55530289046548,0.63008793644087,0.49702800694874,1769670370905
0.47668816079208,0.55530289046548,0.63008793644087,0.49702800694874,1769670370922
0.4635935907701,0.55530289046548,0.63008793644087,0.49702800694874,1769670370938
0.45707342323756,0.55530289046548,0.63008793644087,0.49702800694874,1769670371008
0.46364760203132,0.55530289046548,0.63008793644087,0.49702800694874,1769670371222
0.47022156079715,0.55530289046548,0.63008793644087,0.49702800694874,1769670371245
0.47679530311324,0.55530289046548,0.63008793644087,0.49702800694874,1769670371255
0.48988987313521,0.55530289046548,0.63008793644087,0.49702800694874,1769670371272
0.50298444315718,0.55530289046548,0.63008793644087,0.49702800694874,1769670371288
0.51607901317916,0.55530289046548,0.63008793644087,0.49702800694874,1769670371305
0.5357455308469,0.55530289046548,0.63008793644087,0.49702800694874,1769670371395
0.54231729339428,0.55530289046548,0.63008793644087,0.49702800694874,1769670371405
0.54888887360603,0.55530289046548,0.63008793644087,0.49702800694874,1769670371422
0.55546027418345,0.55530289046548,0.63008793644087,0.49702800694874,1769670371491
0.56203149776818,0.55530289046548,0.63008793644087,0.49702800694874,1769670371505
0.57522043571598,0.55530289046548,0.63008793644087,0.49702800694874,1769670371522
0.5817911423984,0.55530289046548,0.63008793644087,0.49702800694874,1769670371538
0.58836168210919,0.55530289046548,0.63008793644087,0.49702800694874,1769670371555
0.59493205721629,0.55530289046548,0.63008793644087,0.49702800694874,1769670371880
0.60150227003755,0.55530289046548,0.63008793644087,0.49702800694874,1769670372172
0.59497807397806,0.55530289046548,0.63008793644087,0.49702800694874,1769670372353
0.5884540413368,0.55530289046548,0.63008793644087,0.49702800694874,1769670372389
0.5688359443205,0.55530289046548,0.63008793644087,0.49702800694874,1769670372405
0.56231259037009,0.55530289046548,0.63008793644087,0.49702800694874,1769670372422
0.53019690723915,0.55530289046548,0.63008793644087,0.49702800694874,1769670372438
0.52367463224454,0.55530289046548,0.63008793644087,0.49702800694874,1769670372455
0.5171525490488,0.55530289046548,0.63008793644087,0.49702800694874,1769670372471
0.50405797902682,0.55530289046548,0.63008793644087,0.49702800694874,1769670372488
0.49753649084059,0.55530289046548,0.63008793644087,0.49702800694874,1769670372505
0.49101520673515,0.55530289046548,0.63008793644087,0.49702800694874,1769670372522
0.48449412995867,0.55530289046548,0.63008793644087,0.49702800694874,1769670372538
0.47797326383737,0.55530289046548,0.63008793644087,0.49702800694874,1769670373186
0.48454675539647,0.55530289046548,0.63008793644087,0.49702800694874,1769670373448
0.49112003800682,0.55530289046548,0.63008793644087,0.49702800694874,1769670373465
0.49769311498046,0.55530289046548,0.63008793644087,0.49702800694874,1769670373471
0.51736016567783,0.55530289046548,0.63008793644087,0.49702800694874,1769670373488
0.52393245318327,0.55530289046548,0.63008793644087,0.49702800694874,1769670373505
0.53712552152313,0.55530289046548,0.63008793644087,0.49702800694874,1769670373522
0.54369724555558,0.55530289046548,0.63008793644087,0.49702800694874,1769670373970
0.55026878782467,0.55530289046548,0.63008793644087,0.49702800694874,1769670374082
0.55684015101902,0.55530289046548,0.63008793644087,0.49702800694874,1769670374097
0.56341133776798,0.55530289046548,0.63008793644087,0.49702800694874,1769670374105
0.56341133776798,0.55530289046548,0.6169933664189,0.49702800694874,1769670388590
0.56341133776798,0.55530289046548,0.60389879639693,0.49702800694874,1769670388604
0.56341133776798,0.55530289046548,0.57780375669244,0.49702800694874,1769670388621
0.56341133776798,0.55530289046548,0.51233090658258,0.49702800694874,1769670388637
0.56341133776798,0.55530289046548,0.47962084687344,0.49702800694874,1769670388654
0.56341133776798,0.55530289046548,0.42735528075636,0.49702800694874,1769670388671
0.56341133776798,0.55530289046548,0.38155426790315,0.49702800694874,1769670388687
0.56341133776798,0.55530289046548,0.33575530742122,0.49702800694874,1769670388704
0.56341133776798,0.55530289046548,0.28995870081813,0.49702800694874,1769670388721
0.56341133776798,0.55530289046548,0.25725856838594,0.49702800694874,1769670388737
0.56341133776798,0.55530289046548,0.18527976335245,0.49702800694874,1769670388754
0.56341133776798,0.55530289046548,0.09361777319864,0.49702800694874,1769670388771
0.56341133776798,0.55530289046548,0.00221138697338,0.49702800694874,1769670388787
0.56341133776798,0.55530289046548,0,0.49702800694874,1769670388804
0.56341133776798,0.55530289046548,0,0.49702800694874,1769670388821
0.56341133776798,0.55530289046548,0,0.49702800694874,1769670388837
0.56341133776798,0.55530289046548,0,0.49702800694874,1769670388854
